Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0A8E1	P0A8E1		ycfP		1.22353e+07	1.31783e+07	1.18999e+07	1.30001e+07	1.24096e+07	1.24127e+07
P0A8E7	P0A8E7		yajQ		1.62818e+07	1.41529e+07	1.62041e+07	1.48744e+07	1.62386e+07	1.44361e+07
P0A8F0	P0A8F0		upp		2.98915e+07	3.07486e+07	2.99334e+07	3.05866e+07	2.94377e+07	2.98984e+07
P0A8F4	P0A8F4		udk		7.16042e+06	7.32167e+06	6.87694e+06	7.60296e+06	7.41271e+06	7.5742e+06
P0A8F8	P0A8F8		uvrB		1.71883e+06	2.03083e+06	1.77266e+06	2.01783e+06	1.79187e+06	1.89983e+06
P0A8G0	P0A8G0		uvrC		565948	554372	479225	563814	458460	489807
P0A8G3	P0A8G3		uxaC		1.6993e+06	1.72564e+06	1.63352e+06	1.73116e+06	1.72945e+06	1.73141e+06
P0A8G6	P0A8G6		wrbA		8.96325e+06	8.29432e+06	8.74118e+06	8.41461e+06	8.61878e+06	8.41627e+06
P0A8G9	P0A8G9		xseB		6.04957e+06	6.43758e+06	6.18454e+06	6.47802e+06	5.75275e+06	6.5763e+06
P0A8H8	P0A8H8		yacG		2.16844e+06	2.2776e+06	2.16039e+06	2.0834e+06	1.99938e+06	2.08617e+06
P0A8I1	P0A8I1		yqgF		1.55139e+06	1.3871e+06	1.49197e+06	1.4097e+06	1.51138e+06	1.48197e+06
P0A8I3	P0A8I3		yaaA		3.59631e+06	3.49584e+06	3.63466e+06	3.44419e+06	3.66209e+06	3.39108e+06
P0A8I5	P0A8I5		trmB		6.46654e+06	6.09489e+06	6.46319e+06	6.12462e+06	6.72086e+06	6.13529e+06
P0A8I8	P0A8I8		rlmH		4.05263e+06	3.89922e+06	3.91771e+06	3.87943e+06	3.96665e+06	3.65599e+06
P0A8J2	P0A8J2		dnaT		1.14968e+06	943740	1.03868e+06	1.14302e+06	1.2731e+06	834693
P0A8J4	P0A8J4		ybeD		1.11284e+07	9.6799e+06	1.0702e+07	9.70161e+06	1.07423e+07	9.75467e+06
P0A8J8	P0A8J8		rhlB		5.52859e+06	5.44771e+06	5.7049e+06	5.5069e+06	5.49696e+06	5.54379e+06
P0A8K1	P0A8K1		psd		4.17392e+06	4.31e+06	4.36334e+06	4.20997e+06	3.97028e+06	4.57383e+06
P0A8K5	P0A8K5		yaeP		2.36249e+06	2.07501e+06	2.33785e+06	2.3295e+06	2.42257e+06	2.34269e+06
P0A8L1	P0A8L1		serS		2.66399e+07	2.87949e+07	2.67714e+07	2.77373e+07	2.63796e+07	2.77259e+07
P0A8L5	P0A8L5		ycgN		1.00827e+06	1.08495e+06	1.14615e+06	1.19518e+06	1.08674e+06	1.27835e+06
P0A8L7	P0A8L7		yciU		2.58935e+06	2.54971e+06	2.50111e+06	2.32763e+06	2.51615e+06	2.34645e+06
P0A8M0	P0A8M0		asnS		2.79331e+07	2.92247e+07	2.79025e+07	2.91941e+07	2.77837e+07	3.00192e+07
P0A8M3	P0A8M3		thrS		1.05307e+07	9.98182e+06	1.04057e+07	9.81798e+06	1.02991e+07	1.0442e+07
P0A8M6	P0A8M6		yeeX		7.93333e+06	8.0466e+06	7.84256e+06	8.34519e+06	7.76494e+06	7.80115e+06
P0A8N0	P0A8N0		matP		2.77007e+06	2.73224e+06	2.507e+06	2.6808e+06	2.48211e+06	2.61481e+06
P0A8N3	P0A8N3		lysS		3.60436e+07	3.58266e+07	3.63322e+07	3.66613e+07	3.603e+07	3.61358e+07
P0A8N5	P0A8N5		lysU		2.11147e+07	2.07841e+07	2.10407e+07	2.07199e+07	2.151e+07	2.08233e+07
P0A8N7	P0A8N7		epmA		3.21879e+06	3.14511e+06	3.13583e+06	3.20593e+06	2.98802e+06	3.19725e+06
P0A8P3	P0A8P3		yggX		2.03877e+07	2.09762e+07	2.10966e+07	2.16259e+07	2.05483e+07	2.07993e+07
P0A8Q0	P0A8Q0		frdC		2.58069e+06	2.759e+06	2.67918e+06	2.68297e+06	2.75322e+06	2.37358e+06
P0A8Q6	P0A8Q6		clpS		1.53424e+06	1.42092e+06	1.45736e+06	1.42693e+06	1.51677e+06	1.48159e+06
P0A8R0	P0A8R0		rraA		1.92429e+07	1.69269e+07	1.94452e+07	1.8182e+07	1.92503e+07	1.85139e+07
P0A8R9	P0A8R9		hdfR		1.20482e+06	1.1816e+06	1.2657e+06	1.21085e+06	1.34184e+06	1.23839e+06
P0A8S1	P0A8S1		iciA		2.64695e+06	2.61237e+06	2.68887e+06	2.76847e+06	2.63121e+06	2.69553e+06
P0A8T1	P0A8T1		prmA		7.71432e+06	7.98125e+06	7.78233e+06	7.71212e+06	7.65533e+06	7.1026e+06
P0A8T7	P0A8T7		rpoC		5.23316e+07	5.15401e+07	5.23202e+07	5.19642e+07	5.22424e+07	5.14844e+07
P0A8U0	P0A8U0		syd		997580	873171	933140	869736	887927	804041
P0A8U6	P0A8U6		metJ		8.44107e+06	8.55571e+06	8.35317e+06	8.60736e+06	8.33584e+06	8.28098e+06
P0A8V0	P0A8V0		rbn		496606	409607	419656	428843	347035	350338
P0A8V2	P0A8V2		rpoB		4.01111e+07	3.88878e+07	3.97682e+07	3.94891e+07	3.95582e+07	3.94725e+07
P0A8V6	P0A8V6		fadR		7.88266e+06	8.57174e+06	8.03146e+06	8.69452e+06	8.13682e+06	7.81675e+06
P0A8W0	P0A8W0		nanR		2.49666e+06	2.59481e+06	2.38631e+06	2.86813e+06	2.43232e+06	3.01056e+06
P0A8W2	P0A8W2		slyA		1.07189e+07	1.06391e+07	1.02119e+07	1.04637e+07	9.91678e+06	1.04957e+07
P0A8W5	P0A8W5		yqgE		2.6733e+06	2.86324e+06	2.61733e+06	2.89728e+06	2.65451e+06	2.90944e+06
P0A8W8	P0A8W8		yfbU		1.75047e+07	1.84434e+07	1.74105e+07	1.80407e+07	1.73485e+07	1.84799e+07
P0A8X0	P0A8X0		yjgA		6.78467e+06	6.93248e+06	6.75007e+06	6.91194e+06	6.7075e+06	6.7915e+06
P0A8X2	P0A8X2		yceI		1.27097e+06	1.08371e+06	1.17705e+06	1.03731e+06	1.00078e+06	1.14698e+06
P0A8Y1	P0A8Y1		yjjG		1.4214e+06	1.54298e+06	1.43344e+06	1.47939e+06	1.5275e+06	1.38598e+06
P0A8Y3	P0A8Y3		yihX		2.40196e+06	2.47871e+06	2.26053e+06	2.49849e+06	2.40007e+06	2.33642e+06
P0A8Y5	P0A8Y5		yidA		5.2745e+06	4.88526e+06	5.09951e+06	5.01696e+06	5.21941e+06	5.23197e+06
P0A8Z0	P0A8Z0		yciA		2.22486e+06	2.16581e+06	2.25939e+06	1.8828e+06	2.16798e+06	2.24023e+06
P0A8Z3	P0A8Z3		ybgC		6.0633e+06	3.61089e+06	4.74577e+06	3.27152e+06	5.03452e+06	3.43748e+06
P0A8Z7	P0A8Z7		yqiA		370719	347210	310270	327353	391841	276654
P0A901	P0A901		blc		1.06224e+06	973129	1.15703e+06	975646	1.21752e+06	945747
P0A903	P0A903		bamC		2.0552e+07	2.03257e+07	2.11439e+07	2.08706e+07	2.0475e+07	2.00689e+07
P0A905	P0A905		slyB		2.78904e+07	2.81929e+07	2.82952e+07	2.92417e+07	2.93855e+07	2.76043e+07
P0A908	P0A908		mipA		1.92407e+06	1.95735e+06	1.88348e+06	1.9071e+06	1.94658e+06	1.95675e+06
P0A910	P0A910		ompA		5.63152e+08	5.92707e+08	5.86144e+08	5.87781e+08	5.68688e+08	5.78084e+08
P0A912	P0A912		pal		3.58339e+07	3.42984e+07	3.61117e+07	3.35272e+07	3.73676e+07	3.2519e+07
P0A915	P0A915		ompW		1.42113e+07	1.46783e+07	1.42373e+07	1.47864e+07	1.39923e+07	1.52676e+07
P0A917	P0A917		ompX		1.77781e+07	1.57549e+07	1.75278e+07	1.61037e+07	1.72568e+07	1.62205e+07
P0A921	P0A921		pldA		1.90821e+06	1.87173e+06	1.92083e+06	1.84353e+06	1.84144e+06	1.7126e+06
P0A927	P0A927		tsx		9.91999e+06	9.51844e+06	9.9283e+06	9.50515e+06	9.80026e+06	8.93236e+06
P0A932	P0A932		gfcE		1.72524e+07	1.68596e+07	1.79896e+07	1.65502e+07	1.80798e+07	1.63394e+07
P0A935	P0A935		mltA		5.70724e+06	6.1794e+06	5.77322e+06	5.65383e+06	5.48843e+06	5.97847e+06
P0A937	P0A937		bamE		7.10044e+06	6.20071e+06	7.08391e+06	6.13452e+06	7.3709e+06	6.46468e+06
P0A940	P0A940		bamA		1.42208e+07	1.32762e+07	1.41574e+07	1.37406e+07	1.41635e+07	1.36631e+07
P0A944	P0A944		rimI		551955	718315	650330	736418	540979	706425
P0A948	P0A948		rimJ		349901	359387	330295	498108	352353	373350
P0A951	P0A951		speG		1.33104e+06	1.29912e+06	1.20671e+06	1.46901e+06	1.21473e+06	1.40134e+06
P0A953	P0A953		fabB		3.33225e+07	3.356e+07	3.29275e+07	3.32604e+07	3.35686e+07	3.16866e+07
P0A955	P0A955		eda		2.93731e+07	2.87643e+07	2.93784e+07	2.8656e+07	2.83895e+07	2.84046e+07
P0A959	P0A959		alaA		1.81338e+06	1.76111e+06	1.80358e+06	1.78902e+06	1.8057e+06	1.66668e+06
P0A962	P0A962		ansA		1.92197e+06	1.77688e+06	1.93443e+06	1.79801e+06	1.76987e+06	1.75597e+06
P0A964	P0A964		cheW		1.64121e+07	1.62322e+07	1.56905e+07	1.60271e+07	1.57969e+07	1.60184e+07
P0A968	P0A968		cspD		2.38013e+06	1.99751e+06	2.42766e+06	2.07747e+06	2.39975e+06	1.89127e+06
P0A972	P0A972		cspE		2.55633e+08	1.47755e+08	2.4638e+08	1.42768e+08	2.50452e+08	1.47717e+08
P0A978	P0A978		cspG		4.88654e+06	4.28603e+06	4.56846e+06	4.34254e+06	3.8359e+06	6.56913e+06
P0A988	P0A988		dnaN		4.23215e+06	4.19287e+06	4.22413e+06	4.09786e+06	4.41353e+06	4.02879e+06
P0A991	P0A991		fbaB		9.05755e+06	8.02275e+06	9.00375e+06	7.91742e+06	8.91159e+06	8.30815e+06
P0A993	P0A993		fbp		1.84182e+07	1.81356e+07	1.83282e+07	1.84068e+07	1.80073e+07	1.81363e+07
P0A996	P0A996		glpC		1.5992e+06	1.66613e+06	1.64565e+06	1.74402e+06	1.57108e+06	1.6474e+06
P0A998	P0A998		ftnA		4.21877e+07	4.24961e+07	4.17983e+07	4.32782e+07	3.89215e+07	4.03815e+07
P0A9A2	P0A9A2		ftnB		814949	892708	974865	969641	1.12758e+06	830152
P0A9A6	P0A9A6		ftsZ		1.34933e+07	1.38709e+07	1.35787e+07	1.42928e+07	1.39234e+07	1.39385e+07
P0A9A9	P0A9A9		fur		1.85147e+07	1.9512e+07	1.78248e+07	1.94753e+07	1.88885e+07	1.99339e+07
P0A9B2	P0A9B2		gapA		3.41238e+08	3.28069e+08	3.41346e+08	3.2144e+08	3.30639e+08	3.21522e+08
P0A9B6	P0A9B6		epd		1.64606e+06	1.56008e+06	1.74495e+06	1.6476e+06	1.5365e+06	1.60063e+06
P0A9C0	P0A9C0		glpA		2.16749e+06	2.13039e+06	2.18102e+06	2.09578e+06	2.14876e+06	2.08666e+06
P0A9C3	P0A9C3		galM		7.1056e+06	6.56781e+06	7.18011e+06	6.54849e+06	6.81406e+06	6.57145e+06
P0A9C5	P0A9C5		glnA		4.47571e+07	4.15204e+07	4.34562e+07	4.40454e+07	4.40435e+07	4.24339e+07
P0A9C9	P0A9C9		glpX		6.95732e+06	6.40923e+06	6.81687e+06	6.58049e+06	7.0803e+06	7.06863e+06
P0A9D2	P0A9D2		gstA		6.59811e+06	6.7864e+06	6.4136e+06	7.4927e+06	6.50929e+06	7.211e+06
P0A9D4	P0A9D4		cysE		3.12454e+06	3.04532e+06	3.11575e+06	3.01097e+06	2.96945e+06	2.93243e+06
P0A9D8	P0A9D8		dapD		3.91792e+07	4.08323e+07	3.82022e+07	4.0711e+07	3.87663e+07	4.01348e+07
P0A9E5	P0A9E5		fnr		7.81776e+06	6.8418e+06	7.92174e+06	7.25743e+06	7.89235e+06	7.10905e+06
P0A9F1	P0A9F1		mntR		1.26945e+06	1.18968e+06	1.26129e+06	989770	1.21918e+06	1.21028e+06
P0A9F3	P0A9F3		cysB		3.71828e+06	3.58374e+06	3.56849e+06	3.7518e+06	3.7114e+06	3.59335e+06
P0A9F6	P0A9F6		gcvA		170164	179764	135730	190960	207684	205696
P0A9G2	P0A9G2		nhaR		1.02538e+06	943374	1.08162e+06	945364	1.04104e+06	1.02332e+06
P0A9G6	P0A9G6		aceA		7.45428e+06	7.0995e+06	7.51229e+06	7.25726e+06	7.1533e+06	7.10402e+06
P0A9G8	P0A9G8		modE		2.64428e+06	2.32673e+06	2.59851e+06	2.60479e+06	2.61494e+06	2.35824e+06
P0A9H1	P0A9H1		mug		2.99599e+06	2.68888e+06	2.8812e+06	2.59727e+06	3.13684e+06	2.86204e+06
P0A9H5	P0A9H5		btuR		831544	861348	821496	802592	818150	844874
P0A9H7	P0A9H7		cfa		3.22806e+06	3.14978e+06	3.25324e+06	3.177e+06	3.26616e+06	3.17719e+06
P0A9H9	P0A9H9		cheZ		2.06562e+06	1.95939e+06	2.07077e+06	2.08687e+06	2.05925e+06	1.97149e+06
P0A9I1	P0A9I1		citE		6.6816e+06	6.2538e+06	6.37375e+06	6.25526e+06	6.53304e+06	6.35017e+06
P0A9I3	P0A9I3		gcvR		2.1693e+06	1.67861e+06	1.83335e+06	1.64411e+06	2.01138e+06	1.61403e+06
P0A9I8	P0A9I8		nirD		2.73764e+06	3.18043e+06	2.85265e+06	2.74232e+06	2.83283e+06	2.7936e+06
P0A9J0	P0A9J0		rng		4.98016e+06	4.70035e+06	4.82709e+06	4.72756e+06	4.86529e+06	4.57026e+06
P0A9J4	P0A9J4		panE		2.82221e+06	2.54233e+06	2.75606e+06	2.94347e+06	2.61931e+06	2.50564e+06
P0A9J6	P0A9J6		rbsK		3.22197e+06	3.69106e+06	3.60915e+06	3.59094e+06	3.60575e+06	3.80427e+06
P0A9J8	P0A9J8		pheA		1.85763e+06	2.04015e+06	1.98584e+06	2.1848e+06	1.83372e+06	2.12546e+06
P0A9K3	P0A9K3		ybeZ		5.72842e+06	5.75104e+06	5.6949e+06	5.7017e+06	5.63575e+06	5.84346e+06
P0A9K7	P0A9K7		phoU		3.85184e+06	4.00622e+06	3.49548e+06	4.17249e+06	3.98899e+06	4.04052e+06
P0A9K9	P0A9K9		slyD		7.74882e+07	6.86805e+07	7.41579e+07	6.38112e+07	7.60658e+07	6.67734e+07
P0A9L3	P0A9L3		fklB		1.95108e+07	2.04354e+07	1.90136e+07	2.03507e+07	1.95215e+07	2.05797e+07
P0A9L5	P0A9L5		ppiC		2.38658e+06	2.31821e+06	2.48154e+06	2.23329e+06	2.20002e+06	2.33316e+06
P0A9L8	P0A9L8		proC		2.88818e+06	3.4613e+06	2.84518e+06	2.91441e+06	2.11356e+06	2.93851e+06
P0A9M0	P0A9M0		lon		1.00671e+07	9.49605e+06	9.84254e+06	9.38418e+06	1.00538e+07	9.53143e+06
P0A9M2	P0A9M2		hpt		5.66322e+06	5.68211e+06	5.58277e+06	5.85364e+06	5.71571e+06	5.70572e+06
P0A9M5	P0A9M5		gpt		8.47604e+07	7.88485e+07	8.40914e+07	7.99539e+07	8.28533e+07	8.41591e+07
P0A9M8	P0A9M8		pta		3.73724e+07	3.6823e+07	3.75336e+07	3.68997e+07	3.70948e+07	3.68812e+07
P0A9N4	P0A9N4		pflA		4.95726e+06	4.94268e+06	5.00071e+06	4.82768e+06	5.09581e+06	4.93136e+06
P0A9P0	P0A9P0		lpdA		4.72096e+07	4.39803e+07	4.69952e+07	4.41385e+07	4.73065e+07	4.40721e+07
P0A9P4	P0A9P4		trxB		1.01024e+07	9.73933e+06	9.89549e+06	1.01185e+07	9.87203e+06	9.98377e+06
P0A9P6	P0A9P6		deaD		1.00799e+07	9.83923e+06	1.00788e+07	9.93798e+06	1.00375e+07	1.02207e+07
P0A9Q1	P0A9Q1		arcA		2.52733e+07	2.44323e+07	2.4774e+07	2.41377e+07	2.54344e+07	2.4172e+07
P0A9Q5	P0A9Q5		accD		2.39553e+07	2.31697e+07	2.33902e+07	2.30824e+07	2.38096e+07	2.32572e+07
P0A9Q7	P0A9Q7		adhE		1.77923e+08	1.80474e+08	1.79097e+08	1.81127e+08	1.76002e+08	1.81346e+08
P0A9Q9	P0A9Q9		asd		1.87767e+07	1.89611e+07	1.85876e+07	1.93833e+07	1.82871e+07	1.91929e+07
P0A9R4	P0A9R4		fdx		8.1285e+06	8.19776e+06	8.26066e+06	8.27413e+06	8.6017e+06	8.23816e+06
P0A9R7	P0A9R7		ftsE		3.90615e+06	4.04953e+06	3.88997e+06	3.96515e+06	3.55805e+06	4.10249e+06
P0A9S1	P0A9S1		fucO		1.21151e+06	1.16647e+06	1.22983e+06	1.15717e+06	1.15629e+06	1.21201e+06
P0A9S5	P0A9S5		gldA		1.38697e+07	1.42873e+07	1.40241e+07	1.47268e+07	1.3499e+07	1.49834e+07
P0A9T0	P0A9T0		serA		7.18468e+06	7.13243e+06	7.1632e+06	7.30169e+06	7.11192e+06	7.35546e+06
P0A9T4	P0A9T4		tas		9.36791e+06	9.76044e+06	9.25765e+06	9.5626e+06	9.16785e+06	9.14177e+06
P0A9T6	P0A9T6		ybaQ		1.17315e+06	974602	690181	782474	1.06909e+06	877156
P0A9T8	P0A9T8		ybbA		776824	822177	812795	816230	769062	776378
P0A9U1	P0A9U1		ybhF		774485	663664	997926	760479	832703	567805
P0A9U3	P0A9U3		ybiT		5.81956e+06	5.45493e+06	5.72657e+06	5.58541e+06	5.59161e+06	5.51188e+06
P0A9V1	P0A9V1		lptB		5.65541e+06	5.70644e+06	5.63892e+06	5.77799e+06	5.44341e+06	5.98467e+06
P0A9W3	P0A9W3		yjjK		8.91927e+06	8.88714e+06	8.94676e+06	8.85389e+06	8.5414e+06	8.62094e+06
P0A9W6	P0A9W6		yrbA		1.17072e+07	1.11282e+07	1.14426e+07	1.11484e+07	1.18004e+07	1.13641e+07
P0A9W9	P0A9W9		yrdA		5.43283e+06	5.05764e+06	5.39698e+06	5.04618e+06	5.57657e+06	5.17072e+06
P0A9X4	P0A9X4		mreB		2.52185e+07	2.44234e+07	2.54222e+07	2.41466e+07	2.4691e+07	2.48979e+07
P0A9X9	P0A9X9		cspA		2.82673e+07	2.8007e+07	2.82011e+07	2.90725e+07	2.81822e+07	2.9716e+07
P0A9Y6	P0A9Y6		cspC		1.46589e+08	1.25304e+08	1.43066e+08	1.2872e+08	1.43183e+08	1.25542e+08
P0A9Z1	P0A9Z1		glnB		1.37731e+07	1.39091e+07	1.34125e+07	1.34795e+07	1.43961e+07	1.38334e+07
P0AA04	P0AA04		ptsH		6.59833e+07	3.74941e+07	6.76467e+07	3.7048e+07	6.15495e+07	3.89254e+07
P0AA10	P0AA10		rplM		6.79596e+07	6.86661e+07	6.97998e+07	6.56557e+07	7.18645e+07	6.66166e+07
P0AA16	P0AA16		ompR		9.33055e+06	8.46484e+06	9.6013e+06	9.06599e+06	9.38101e+06	8.9093e+06
P0AA25	P0AA25		trxA		3.47741e+07	3.71552e+07	3.53255e+07	3.70716e+07	3.47365e+07	3.70647e+07
P0AA31	P0AA31		yedF		3.70771e+06	3.69718e+06	4.00439e+06	3.73008e+06	4.00431e+06	3.76586e+06
P0AA39	P0AA39		rluC		1.35431e+06	1.54191e+06	1.27545e+06	1.41493e+06	1.34612e+06	1.38328e+06
P0AA43	P0AA43		rsuA		4.30559e+06	4.52671e+06	4.38561e+06	4.65994e+06	4.34859e+06	4.26871e+06
P0AA53	P0AA53		qmcA		1.87312e+06	1.9568e+06	1.78835e+06	2.00983e+06	2.12017e+06	1.81996e+06
P0AA86	P0AA86		dsbE		2.621e+06	2.45051e+06	2.69115e+06	2.73105e+06	2.86527e+06	2.91626e+06
P0AA91	P0AA91		yeaY		1.4436e+06	1.4236e+06	1.54207e+06	1.5223e+06	1.43925e+06	1.53625e+06
P0AA93	P0AA93		ypdA		249835	382583	259993	362299	122913	343235
P0AA95	P0AA95		yacC		1.23455e+06	1.03626e+06	1.15007e+06	1.01477e+06	1.28141e+06	983376
P0AA97	P0AA97		yaeQ		1.02317e+06	899664	939807	888476	983058	842652
P0AAA1	P0AAA1		yagU		3.56361e+06	3.70072e+06	3.40408e+06	3.2899e+06	3.65163e+06	3.54614e+06
P0AAB4	P0AAB4		ubiD		2.02306e+06	2.18747e+06	1.90012e+06	2.05441e+06	2.00077e+06	1.87688e+06
P0AAB6	P0AAB6		galF		1.28053e+07	1.3648e+07	1.28408e+07	1.40538e+07	1.28586e+07	1.30965e+07
P0AAB8	P0AAB8		uspD		3.08976e+06	3.31503e+06	3.0559e+06	3.47198e+06	3.10955e+06	3.62286e+06
P0AAC0	P0AAC0		uspE		4.81372e+06	5.28399e+06	4.70688e+06	5.30803e+06	4.76119e+06	5.41464e+06
P0AAC8	P0AAC8		iscA		6.62967e+06	6.75383e+06	6.68212e+06	6.68738e+06	6.44605e+06	7.16183e+06
P0AAD6	P0AAD6		sdaC		897481	914625	638438	873495	789969	997066
P0AAF6	P0AAF6		artP		1.02208e+06	1.0898e+06	1.12551e+06	1.0651e+06	1.14189e+06	1.02034e+06
P0AAG3	P0AAG3		gltL		470118	461299	474189	487799	317647	569182
P0AAH0	P0AAH0		pstB		1.10496e+06	1.19667e+06	1.21041e+06	1.18927e+06	1.0677e+06	994041
P0AAH8	P0AAH8		sapF		582818	653938	527103	571337	490895	634560
P0AAI3	P0AAI3		ftsH		1.29728e+07	1.19156e+07	1.26782e+07	1.19784e+07	1.27416e+07	1.20312e+07
P0AAI5	P0AAI5		fabF		3.23462e+07	3.04732e+07	3.22337e+07	3.0363e+07	3.17776e+07	3.09603e+07
P0AAI9	P0AAI9		fabD		1.0528e+07	1.142e+07	1.01262e+07	1.16816e+07	1.08002e+07	1.13708e+07
P0AAJ3	P0AAJ3		fdnH		4.67051e+06	4.52064e+06	4.47657e+06	4.15164e+06	4.71023e+06	4.05154e+06
P0AAJ5	P0AAJ5		fdoH		3.75797e+06	3.98435e+06	3.86178e+06	3.74324e+06	3.6886e+06	3.86559e+06
P0AAJ8	P0AAJ8		hybA		1.94672e+06	1.75601e+06	1.9447e+06	1.78169e+06	1.93837e+06	1.7777e+06
P0AAK1	P0AAK1		hycB		1.50302e+06	1.49928e+06	1.51263e+06	1.48962e+06	1.45236e+06	1.48377e+06
P0AAL3	P0AAL3		napG		2.36779e+06	2.19169e+06	2.13447e+06	1.96788e+06	2.29695e+06	2.17622e+06
P0AAN1	P0AAN1		hybE		1.14022e+06	1.25219e+06	1.21046e+06	1.15486e+06	1.1815e+06	1.18782e+06
P0AAN3	P0AAN3		hypB		2.35671e+06	2.40728e+06	2.39675e+06	2.3344e+06	2.45213e+06	2.4206e+06
P0AAN5	P0AAN5		yaiA		1.19788e+06	1.19253e+06	1.34769e+06	1.07727e+06	1.20517e+06	982387
P0AAN9	P0AAN9		iraP		402009	508305	407919	556302	422284	538878
P0AAP3	P0AAP3		frmR		2.88268e+06	2.83494e+06	2.83196e+06	3.08707e+06	2.86305e+06	3.14385e+06
P0AAQ2	P0AAQ2		yajD		4.86917e+06	4.42316e+06	4.82649e+06	4.514e+06	4.86491e+06	5.06808e+06
P0AAR3	P0AAR3		ybaK		1.99397e+06	2.03776e+06	1.98648e+06	2.04923e+06	1.77281e+06	2.19354e+06
P0AAS0	P0AAS0		ylaC		312959	451748	364155	306502	344336	311398
P0AAS7	P0AAS7		ybcJ		2.60993e+06	2.99874e+06	2.81341e+06	2.99228e+06	2.46359e+06	2.77976e+06
P0AAT2	P0AAT2		ybdF		734175	640949	660666	712623	694400	664788
P0AAT4	P0AAT4		mscM		1.92922e+06	1.93047e+06	1.96688e+06	1.92569e+06	2.01177e+06	1.90404e+06
P0AAT6	P0AAT6		rsfS		3.4289e+06	3.47006e+06	3.29043e+06	3.56188e+06	3.49816e+06	3.5629e+06
P0AAT9	P0AAT9		ybeL		7.27026e+06	6.67373e+06	7.33623e+06	6.86184e+06	7.04383e+06	7.29982e+06
P0AAU7	P0AAU7		ybfE		1.25968e+06	1.4279e+06	1.38393e+06	1.44722e+06	1.21457e+06	1.45219e+06
P0AAV4	P0AAV4		ybgJ		1.22199e+06	1.09074e+06	1.21022e+06	1.01479e+06	1.16371e+06	1.03794e+06
P0AAX8	P0AAX8		ybiS		5.68364e+06	5.60793e+06	5.69755e+06	5.52811e+06	5.60571e+06	5.48586e+06
P0AAZ4	P0AAZ4		rarA		1.83997e+06	1.9187e+06	2.01936e+06	2.00519e+06	2.11424e+06	2.0475e+06
P0AAZ7	P0AAZ7		ycaR		4.44409e+06	4.96822e+06	4.79727e+06	4.83543e+06	4.3273e+06	5.12629e+06
P0AB10	P0AB10		ymbA			611527	612364	828140	824248	805587
P0AB12	P0AB12		yccF		1.00092e+06	926877	937172	1.22944e+06	926948	827343
P0AB14	P0AB14		yccJ		2.64935e+06	2.708e+06	2.73502e+06	2.82636e+06	2.69434e+06	2.78373e+06
P0AB18	P0AB18		tusE		1.69018e+06	1.40563e+06	1.7153e+06	1.4538e+06	1.52189e+06	1.42448e+06
P0AB24	P0AB24		efeO		4.53949e+06	4.78563e+06	4.66091e+06	4.62002e+06	4.4114e+06	4.46477e+06
P0AB26	P0AB26		yceB		2.16232e+06	2.43301e+06	2.26009e+06	2.40381e+06	2.11409e+06	2.08541e+06
P0AB28	P0AB28		yceD		8.23923e+06	7.88776e+06	7.87204e+06	7.87786e+06	8.14705e+06	7.95268e+06
P0AB38	P0AB38		lpoB		6.21031e+06	4.13742e+06	6.2153e+06	4.22357e+06	6.25708e+06	4.25683e+06
P0AB43	P0AB43		ycgL		956776	1.14392e+06	950544	1.10654e+06	877926	1.17905e+06
P0AB46	P0AB46		ymgD		2.01922e+06	1.92816e+06	2.04408e+06	1.78382e+06	2.01389e+06	1.92421e+06
P0AB52	P0AB52		ychN		2.06157e+06	2.20458e+06	2.23337e+06	2.25411e+06	1.98643e+06	2.14675e+06
P0AB55	P0AB55		yciI		4.07373e+06	3.62977e+06	4.18127e+06	4.11212e+06	3.76126e+06	3.80652e+06
P0AB58	P0AB58		yciM		392912		292838	390965	358564	
P0AB61	P0AB61		yciN		4.82454e+06	4.5568e+06	4.86583e+06	4.65376e+06	5.07838e+06	4.75357e+06
P0AB67	P0AB67		pntB		1.9149e+06	1.8333e+06	1.78971e+06	1.76089e+06	1.86394e+06	1.70795e+06
P0AB71	P0AB71		fbaA		1.3415e+08	1.46238e+08	1.35584e+08	1.54277e+08	1.34408e+08	1.47194e+08
P0AB77	P0AB77		kbl		1.68554e+07	1.64603e+07	1.64349e+07	1.63395e+07	1.74472e+07	1.65387e+07
P0AB80	P0AB80		ilvE		6.80154e+06	7.11663e+06	6.99204e+06	7.14606e+06	6.81607e+06	7.30692e+06
P0AB83	P0AB83		nth		1.82881e+06	1.1981e+06	1.46205e+06	1.54561e+06	1.31861e+06	1.49059e+06
