Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	27	27	2.62206e+07	2.59571e+07	2.56461e+07	2.48653e+07	2.63385e+07	2.55731e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	5.84724e+06	5.31372e+06	5.49918e+06	5.41213e+06	5.77928e+06	4.93714e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	3	3	4.73124e+06	4.6799e+06	4.46925e+06	4.10105e+06	5.39276e+06	4.01657e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.2565e+07	4.294e+07	4.03421e+07	3.84391e+07	4.10249e+07	3.97306e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	4	4	2.70561e+07	2.67663e+07	2.64989e+07	2.66293e+07	2.63084e+07	2.56263e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.42388e+06	8.02632e+06	8.62564e+06	8.5608e+06	8.63539e+06	8.37542e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	7	7	1.29931e+07	1.26844e+07	1.25034e+07	1.2654e+07	1.35317e+07	1.29224e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	11	11	4.69954e+06	4.78309e+06	5.11013e+06	4.91699e+06	4.89541e+06	5.17237e+06
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	5.12065e+06	5.19789e+06	4.72987e+06	4.83274e+06	4.75872e+06	5.29506e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.33983e+08	3.24596e+08	3.08275e+08	3.1252e+08	3.32308e+08	3.10848e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	13	13	3.30914e+07	3.36999e+07	3.20119e+07	3.1771e+07	3.35294e+07	3.22514e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	1.80134e+08	1.81127e+08	1.80631e+08	1.76943e+08	1.81534e+08	1.79514e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7	3.35551e+07	3.46572e+07	3.31878e+07	3.53336e+07	3.29027e+07	3.2866e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	3.96693e+07	3.91215e+07	3.80285e+07	3.78274e+07	3.92378e+07	3.84704e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	5.2863e+06	5.44973e+06	5.02566e+06	4.73937e+06	4.80151e+06	5.16381e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	8.30156e+06	8.25929e+06	8.50487e+06	8.51259e+06	8.17839e+06	8.08424e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	6.3992e+06	6.43938e+06	5.62768e+06	5.52795e+06	6.55e+06	6.22936e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	8.55332e+06	7.87209e+06	8.83211e+06	8.50766e+06	8.12894e+06	7.02623e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	15	15	2.74175e+07	2.64773e+07	2.51891e+07	2.54785e+07	2.68998e+07	2.6094e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	2.1992e+06	2.18129e+06	1.90301e+06	2.10323e+06	1.77093e+06	1.74716e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	3	3	9.96502e+06	1.04876e+07	1.09291e+07	1.05027e+07	1.01887e+07	1.00405e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.3238e+07	4.33641e+07	4.27746e+07	4.44957e+07	4.2253e+07	4.44881e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	8.88316e+06	9.68966e+06	9.75915e+06	9.80263e+06	1.00544e+07	9.72396e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	17	17	9.79221e+07	9.52688e+07	9.58202e+07	9.82698e+07	9.45862e+07	9.82151e+07
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.95346e+07	7.43347e+07	6.4183e+07	6.41333e+07	7.42606e+07	6.693e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	9.66716e+06	9.24993e+06	9.72455e+06	1.08059e+07	9.7311e+06	9.91223e+06
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	1.9595e+08	2.16016e+08	1.84224e+08	1.80036e+08	1.95887e+08	1.82576e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.19397e+06	1.48652e+06	1.66378e+06	1.25003e+06		1.35464e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.61856e+07	1.59278e+07	1.53847e+07	1.45069e+07	1.66888e+07	1.49084e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.49245e+06	2.26996e+06	2.5388e+06	2.60911e+06	2.20612e+06	1.97092e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.12546e+08	2.93205e+08	2.98897e+08	3.13344e+08	2.8015e+08	3.24993e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	3.83357e+07	3.7074e+07	4.26545e+07	3.97398e+07	4.21831e+07	4.02654e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.64209e+07	1.73795e+07	1.61989e+07	1.64868e+07	1.62275e+07	1.59863e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	796263	1.05719e+06	1.17436e+06	890449	1.04323e+06	1.05407e+06
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.32143e+07	1.40662e+07	1.35283e+07	1.22865e+07	1.30164e+07	1.27734e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	3.53934e+06	3.56276e+06	3.83553e+06	3.5124e+06	3.76817e+06	3.62811e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.18414e+07	2.05371e+07	2.05666e+07	2.00215e+07	2.11311e+07	2.11401e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	8.19188e+06	8.31103e+06	7.61777e+06	7.76235e+06	8.10217e+06	8.03546e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.77227e+07	1.99975e+07	1.92417e+07	1.90803e+07	1.94571e+07	1.87438e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.15603e+07	2.2281e+07	2.20323e+07	2.25958e+07	2.27633e+07	2.19733e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	3.83308e+07	3.86797e+07	3.52988e+07	3.56557e+07	3.90691e+07	3.69299e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2		3.61237e+06		4.88309e+06	3.24679e+06	3.51081e+06
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	7.63215e+07	7.55091e+07	7.17453e+07	7.0796e+07	6.96237e+07	7.4333e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	419863	484095	380572	494262	414226	550005
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	6	6	6.99582e+06	7.41437e+06	6.60565e+06	6.25668e+06	7.05445e+06	6.95908e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	30	0	6.78489e+09	6.69275e+09	6.82022e+09	6.86921e+09	6.82994e+09	6.99831e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	1.8807e+07	1.81144e+07	1.93809e+07	1.82191e+07	1.95939e+07	1.88677e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	27	27	1.82539e+07	1.84643e+07	1.90684e+07	1.90632e+07	1.86802e+07	1.85743e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.26876e+07	2.36083e+07	2.34942e+07	2.32865e+07	2.20786e+07	2.36443e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	22	22	8.72535e+07	8.31487e+07	8.46931e+07	8.4797e+07	8.63638e+07	8.44165e+07
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	2.97209e+07	3.19807e+07	3.31595e+07	3.10934e+07	3.31317e+07	3.2298e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	2	2	5.65783e+06	4.31827e+06	7.17836e+06	5.42104e+06	5.41696e+06	6.01946e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	4	4	1.49117e+06	1.77409e+06	1.77363e+06	1.40751e+06	1.55228e+06	1.66972e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	8.90467e+07	8.6446e+07	8.39922e+07	8.13769e+07	8.95197e+07	8.60817e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	36	36	4.50728e+07	4.44474e+07	4.4239e+07	4.4794e+07	4.38743e+07	4.44346e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	5	5	3.41839e+06	3.26717e+06	2.79807e+06	2.56523e+06	3.33384e+06	2.96731e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.42762e+06	2.2857e+06	2.63734e+06	2.60908e+06	2.45883e+06	2.51706e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	1.07133e+06	1.04441e+06	995566	1.09166e+06	1.10973e+06	1.0141e+06
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		3	3			3.33811e+06	2.75435e+06		2.84987e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	4	4	2.07797e+06	1.98376e+06	1.68596e+06	1.90129e+06	1.89733e+06	1.86023e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	10	1.47801e+07	1.6184e+07	1.54415e+07	1.48963e+07	1.52043e+07	1.55399e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	7	7	6.40799e+06	6.8316e+06	7.00071e+06	7.0675e+06	6.85876e+06	7.34511e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2		1.28791e+06	1.71885e+06		1.16002e+06	948352
P11557	DAMX_ECOLI	damX	Protein DamX	8	8	2.51409e+07	2.55337e+07	2.48906e+07	2.68638e+07	2.50549e+07	2.68132e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	27	27	5.25541e+07	5.37072e+07	5.07465e+07	5.05293e+07	5.30484e+07	5.16308e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.0627e+07	2.17179e+07	2.45419e+07	2.39854e+07	2.40988e+07	2.33301e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.20207e+06	1.28588e+06	1.33778e+06	1.45202e+06	1.51239e+06	1.23871e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.31939e+07	1.29168e+07	1.23239e+07	1.24505e+07	1.24131e+07	1.3079e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		11	11			5.92401e+06	5.59927e+06		6.10001e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	2.81006e+07	2.7452e+07	2.97757e+07	3.15473e+07	2.79096e+07	2.85019e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	6.05852e+06	6.36511e+06	7.41767e+06	6.81561e+06	6.24102e+06	5.47698e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.05727e+07	1.15142e+07	1.1522e+07	1.09584e+07	1.13837e+07	1.07448e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.24999e+08	2.21276e+08	2.29627e+08	2.27257e+08	2.20572e+08	2.34485e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.90924e+06	2.02142e+06	2.24284e+06	2.13295e+06	2.15153e+06	2.05923e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	1.99854e+06	2.25312e+06	2.67238e+06	1.59916e+06	2.51617e+06	2.44644e+06
P13009	METH_ECOLI	metH	Methionine synthase	24	24	9.68175e+06	9.68332e+06	1.03827e+07	9.97509e+06	9.89437e+06	1.00187e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	5.80402e+06	5.41579e+06	7.18827e+06	6.27885e+06	6.29162e+06	6.43124e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10	1.61935e+07	1.67943e+07	1.65621e+07	1.81074e+07	1.71472e+07	1.66227e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	42	42	1.75444e+08	1.69334e+08	1.69772e+08	1.74119e+08	1.70409e+08	1.69954e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	4	4	1.75253e+06	2.02506e+06	2.38425e+06	2.20975e+06	2.07019e+06	2.16237e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	17	17	1.601e+07	1.59932e+07	1.67738e+07	1.64662e+07	1.62806e+07	1.66403e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	15	15	2.28741e+07	2.29272e+07	2.19198e+07	2.14645e+07	2.36308e+07	2.29884e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	3	3	1.50797e+06		2.28508e+06	1.93231e+06	2.36483e+06	2.27754e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	3	3	426345	485669	427780	382621	494235	512050
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.77713e+07	1.8188e+07	1.84342e+07	1.70398e+07	1.79411e+07	1.77914e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	9	9	9.70336e+06	9.54678e+06	9.22832e+06	9.43539e+06	1.00063e+07	9.19773e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	7	7	1.05869e+07	1.03401e+07	9.32743e+06	1.03522e+07	1.02117e+07	9.96431e+06
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	2	2		691599	702354	660222	690043	683723
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	16	1.14669e+08	1.12971e+08	1.11819e+08	1.12012e+08	1.12669e+08	1.11958e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	1.72338e+07	1.75058e+07	1.83101e+07	1.81079e+07	1.76759e+07	1.80297e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	1.86437e+06	1.87845e+06	2.03511e+06	1.89444e+06	2.27937e+06	2.00613e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	5.44845e+07	5.28689e+07	5.53702e+07	5.32239e+07	5.57645e+07	5.44452e+07
P15038	HELD_ECOLI	helD	Helicase IV	3	3	3.6882e+06	4.07806e+06	3.20192e+06	4.37974e+06	3.02106e+06	3.8631e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	19	19	2.10862e+07	2.08833e+07	2.13206e+07	2.0824e+07	2.13706e+07	2.03751e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3	3	1.67337e+06	1.74727e+06	1.50726e+06	1.76624e+06	1.81676e+06	1.64689e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	3.58366e+06	3.82065e+06	3.73093e+06	3.98627e+06	3.64701e+06	3.80397e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.98633e+07	2.03502e+07	1.86907e+07	1.9126e+07	1.75541e+07	1.66387e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.80457e+06	1.85014e+06	1.92855e+06	1.9406e+06	1.71405e+06	1.76274e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	19	19	8.83979e+06	8.85042e+06	8.65328e+06	8.69711e+06	8.28579e+06	8.58611e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	786703	940887		942673	892575	874166
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	21	21	1.13606e+08	1.15126e+08	1.19531e+08	1.1872e+08	1.13488e+08	1.16029e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		2	2			2.22191e+06	2.46716e+06		2.33938e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	12	12	3.7038e+07	3.77584e+07	3.70074e+07	3.71925e+07	3.78291e+07	3.67895e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	6	6	1.6923e+07	1.6811e+07	1.64316e+07	1.57848e+07	1.71767e+07	1.657e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.12691e+07	1.04504e+07	1.071e+07	1.15835e+07	1.13547e+07	1.10611e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	3	3		2.75549e+06			2.48217e+06	
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	7	7	7.84033e+06	8.62752e+06	8.85597e+06	8.39388e+06	8.43039e+06	8.3897e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		3	3			1.3452e+06	1.48421e+06		1.49856e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10	1.87845e+07	2.00108e+07	2.30837e+07	2.25332e+07	1.99719e+07	2.27853e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	5.19039e+06	5.24941e+06	5.10143e+06	4.99733e+06	5.2446e+06	5.19824e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	11	10	8.86124e+06	8.68973e+06	8.52177e+06	8.5819e+06	8.8823e+06	8.71473e+06
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3				890798	928643	706950
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	1	0	3.41009e+06	3.13086e+06	3.71872e+06	3.1706e+06	3.88424e+06	3.81093e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	7	7	3.58325e+07	3.39988e+07	3.37373e+07	3.3836e+07	3.43885e+07	3.45152e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	3	3			2.1924e+06	1.39775e+06	2.6609e+06	2.54418e+06
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	4	4	6.53615e+06	7.3176e+06	7.17093e+06	7.28443e+06	7.19981e+06	6.63747e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	7.57972e+07	7.66108e+07	8.10903e+07	7.9168e+07	7.88457e+07	7.94717e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	1.54611e+06	1.56259e+06	1.59609e+06	1.39972e+06	1.63752e+06	1.43956e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	20	20	2.91943e+07	2.88274e+07	2.89919e+07	3.11168e+07	2.81865e+07	2.89706e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	8.58656e+06	7.3258e+06	9.02896e+06	8.19317e+06	8.90271e+06	7.43115e+06
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	3.86242e+06	4.72793e+06	4.5236e+06	4.09334e+06	4.49501e+06	4.39999e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	6	6	6.14159e+06	6.14156e+06	6.75962e+06	6.12081e+06	5.47302e+06	5.86256e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	4	4	9.13913e+06	1.02366e+07	9.26342e+06	9.11485e+06	9.76222e+06	9.19627e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	3	3	1.59234e+07	1.52449e+07	1.47169e+07	1.45051e+07	1.55497e+07	1.49887e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	35	35	1.83935e+08	1.80183e+08	1.86291e+08	1.82919e+08	1.83262e+08	1.84827e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	7	7	7.97489e+06	7.14906e+06	8.16668e+06	7.77346e+06	8.2151e+06	7.26684e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	10	10	6.92847e+06	7.68435e+06	7.03494e+06	7.57841e+06	7.61401e+06	7.63569e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	7	7	2.74138e+06	3.23762e+06	2.97349e+06	2.86198e+06	2.86678e+06	2.89465e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	31	31	2.34414e+07	2.32023e+07	2.30033e+07	2.31027e+07	2.25978e+07	2.35515e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	11	11	2.34054e+07	2.38488e+07	2.46251e+07	2.38625e+07	2.45764e+07	2.36017e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	8	8	1.15399e+07	1.13912e+07	1.15971e+07	1.18897e+07	1.14747e+07	1.18205e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	1.67994e+07	1.79332e+07	1.80979e+07	1.89602e+07	1.76007e+07	1.84333e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	9	9	5.20456e+06	5.33204e+06	5.85402e+06	5.66769e+06	5.19447e+06	5.48833e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	6	6	9.17045e+06	8.83754e+06	8.8577e+06	9.05976e+06	8.18307e+06	8.65293e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.17039e+07	1.10567e+07	1.24032e+07	1.23635e+07	1.22794e+07	1.26182e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	852778	694112	652887	659164	553932	573425
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1			1.75475e+06	1.16645e+06	1.28873e+06	
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	16	16	9.88487e+06	1.03361e+07	1.02316e+07	1.02473e+07	9.82322e+06	1.00815e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	4	3	9.04179e+06	9.22481e+06	8.58336e+06	8.05423e+06	1.003e+07	9.42522e+06
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	8.5386e+07	8.24904e+07	8.34213e+07	8.22317e+07	8.36535e+07	8.41437e+07
P19318	NARY_ECOLI	narY	Respiratory nitrate reductase 2 beta chain	1	1	736334	581317		575189	701690	663524
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4	1.39038e+06	1.65112e+06	1.38757e+06	1.41851e+06	1.59146e+06	1.41921e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	6	6	1.48847e+07	1.46049e+07	1.4485e+07	1.47385e+07	1.49688e+07	1.50968e+07
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	3.60817e+06	3.55036e+06	3.55941e+06	3.34918e+06	3.56488e+06	3.47074e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	4	4	6.19375e+06	6.45274e+06	5.79645e+06	6.10192e+06	5.59622e+06	6.15653e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	6	6	7.64405e+06	7.58937e+06	7.75128e+06	8.28316e+06	7.86099e+06	8.17964e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	4	4	2.08843e+06	1.91646e+06	1.86964e+06	2.54381e+06	1.7289e+06	1.48771e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	1	1	2.59263e+06	2.46282e+06	2.38621e+06	2.26166e+06	2.25708e+06	2.4111e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	6.73888e+07	6.81802e+07	6.71728e+07	6.50471e+07	6.81726e+07	6.74878e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	5	5	1.03364e+07	1.06159e+07	1.07663e+07	1.09702e+07	1.08421e+07	1.07206e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	15	15	9.73646e+07	9.87635e+07	1.01389e+08	9.69181e+07	9.83193e+07	9.90342e+07
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.22405e+07	3.31588e+07	3.28826e+07	3.23607e+07	3.26654e+07	3.12625e+07
P21179	CATE_ECOLI	katE	Catalase HPII	6	6	2.14404e+06	2.26079e+06	2.03845e+06	2.08995e+06	2.20462e+06	2.03948e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	6	6	3.58659e+06	3.69612e+06	4.37886e+06	3.38845e+06	3.26656e+06	3.95768e+06
P21365	YCIC_ECOLI	yciC	UPF0259 membrane protein YciC	1	1	4.94819e+06	4.31681e+06	4.5361e+06	4.41859e+06	4.4938e+06	4.21507e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	5	5	1.06934e+07	1.05741e+07	9.81959e+06	1.04067e+07	9.53622e+06	9.99475e+06
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	2	2	6.15009e+06	6.46612e+06	5.87534e+06	5.8575e+06	6.93704e+06	5.24612e+06
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	8	8	1.9003e+08	1.79447e+08	1.66377e+08	1.80042e+08	1.76393e+08	1.8095e+08
