Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d
Q06546	Q06546		GABPA		43132.2	40831.4	41517.4	38982.5	37473.4	39921.9	36447.1	37115.5	37419.6	40814.4	39649.1	40193.5	39925.5	37268	37853.7	37307.4	35663.6	40536.7
Q06547	Q06547		GABPB1		27292.8	27555.1	28483.1	24573.5	17414.7	23286.5	28075.8	25568.4	23787.5	22597.5	24545.4	23445.4	20799.7	25168.1	22044	24939.4	24359.3	23329.5
Q06549	Q06549		CDD1		29388.4	28691.7	28077.9	28458.2	27007.6	29819.3	14771.1	16503.6	14443.4	29202.3	12826.8	27234.3	32442.3	14792.5	16848.6	14255.7	14003	13140.4
Q06580	Q06580		MLC2		11329.1	8690.77	7593.37	8044.81	8844.05	9707.81	5629.07	5577.46	5666.02	9212.11	6160.94	10306.6	10104.9	6598.7	6000.01	6098.68	6696.08	5490.58
Q06587	Q06587		RING1		52840.5	51621.8	52374.4	51961.1	49076.6	49009.5	49358.6	50851.1	48946.7	50684.9	53087.4	52193.6	50590.6	53592.8	49106.1	50082.5	50031.7	49766.7
Q06604	Q06604		BSP1		6881.97	7497.35	6161.02	7385.25	5736.08	7903.31	3881.14	4530.23	4815.32	7402.48	4253.2	8208.35	6985.07	4800.81	5270.35	6043.13	4630.5	4702.4
Q06608	Q06608		YPR172W		10972.6	11862	11144.4	11547.6	11787.3	11221	5322.25	5955.9	7513.91	14076.5	6127.94	10555.1	11762.4	5304.3	5999.25	5759.85	6171.12	5637.51
Q06609	Q06609		RAD51		29645.6	32746.2	28852.6	32875.7	35681.1	30957.2	33638.2	32895.4	30956.9	29519.4	28709.3	30994.2	33926.4	36959.8	32107.5	30530.1	33633	32006.7
Q06623	Q06623		HDA3		8195.15	10818.9	7138.66	9140.73	5421.01	6711.31	4745.75	3289.47	5903.22	5980.14	5639.01	8377.64	7163.48	6283.51	5826.63	3974.07	3747.23	6455.66
Q06625	Q06625		GDB1		73634.8	73375.6	73354.5	73926.5	71606.1	73567.8	42038.1	41260.2	41408	77832.8	40037	80059.6	80498.6	40717.4	40972.3	40866.2	41528.4	40596.2
Q06628	Q06628		ATG13		7176.51	7580.71	6529.18	6985.51	7955.07	7555.12	3919.12	3383	3476.99	7111.69	2602.73	7470.52	8460.64	3559.65	3157.45	4168.77	3237	3826.09
Q06629	Q06629		HDA2		18143.6	20019.2	18112.6	21674	18303.1	19855.8	12175	11869.3	12071.7	20092.9	10166	19512.1	20275.4	10828.7	10762	10625	8799.99	10106.6
Q06630	Q06630		MHR1		6836.48	5625.62	6570.22	5471.3	5930.42	5724.02	3468.95	2908.11	3424.35	7737.33	3075.35	6341.79	6080.77	3544.69	2789.48	3022.58	4264.91	3141.1
Q06631	Q06631		BFR2		20063.2	22156.4	20370.1	19899.8	18774.6	20366.8	13141.8	13856.8	14240	24442.8	12929.8	23978.8	20031.8	12321.8	12967.8	14709.2	14114	14798.4
Q06639	Q06639		RSC3		12806.8	11503.9	11797	10938	11047.6	11210.8	6469.61	6962.61	6676.85	13231.1	7120.57	13564.7	11610.8	5828.84	6462.04	7442.98	8066.01	6540.15
Q06644	Q06644		PMT7		22619.2	23849.7	21940.1	19494.2	21909.2	20835.9	16749.5	14482.4	13732.7	26388.3	14219.6	25093.9	24164.2	16387.3	16580.1	17124.8	16540.9	15372.9
Q06671	Q06671		ATG23		3683.2	4347.83	4105.34	3807.21		5517.26	1515.3	2315.89	1875.87	2435.05		4651.19	3183.1	2073.63	2028.85		2045.77	
Q06672	Q06672		TSR2		24721.1	22704.9	20133.7	22548.2	19194.9	19750.6	16989.6	17164.9	16392.8	28505.9	15328.4	24214.6	24872.9	14488.7	18335.9	14527.7	18123.8	16421.3
Q06673	Q06673		ECM30		17976.7	15755.5	15349.1	17249.2	15782.3	16727.9	9849.67	10660.8	10089.5	15672.9	9726.85	16676.2	18418.2	9768.19	10326.6	9473.02	10234.5	10813.3
Q06677	Q06677		SWA2		20718.8	17600	20974.7	18562.6	19052.3	17499	10842.6	12304.9	11443.6	20136.5	11344.7	21659.3	19290	11048.5	10689.5	11075.3	11607.7	9985.18
Q06679	Q06679		UTP4		11365.7	15075.2	12398.4	14837.5	13510.4	13688.4	10980.7	11829.7	9921.88	21719.2	8585.99	14545.4	14686.4	10146.5	9044.37	9541.03	10977.9	10100.8
Q06682	Q06682		UBX5		49662.2	52187.5	47079	51434.6	52711.1	47279.2	27050	34328.2	29352.3	53055.3	30263.8	57291.7	54108.3	31977	32757.4	34001.6	32831.3	34106.7
Q06685	Q06685		VIP1		57291.9	58966.2	57570.8	57952.5	55746.5	55759	31332.3	32957.5	32620.3	60520.8	31821.7	62158.5	63780.9	31521.4	32584.3	32498.4	33238.2	32727.4
Q06697	Q06697		CDC73		45745.5	46542.1	42703.5	44788.2	46741.8	44009.8	24965.3	22836.9	24667.7	46572.4	24836.8	46770	48495.2	24710.5	25584.9	24640	25668.3	25004.3
Q06698	Q06698		YLR419W		11377.7	9658.13	9535.27	9494.81	10824	10404.3	4945.65	5406.42	5922.27	9264.76	6310.77	10955.2	11225.1	5392.8	4589.27	5521.5	5513.31	5229.49
Q06704	Q06704		IMH1		24746.9	23241.8	22262.6	23206.1	21750.9	21392	13081.3	14786.3	12861.3	25383.6	10715.6	24822.7	23564.8	13174.1	12503.3	12010.9	13991.4	13001.3
Q06705	Q06705		CSR1		25571.1	25780.7	25242	24793.4	24729.1	24356.5	13748.4	14127	13069.5	27037.6	13225.7	27499.5	28136.8	15077.4	13938.2	13488.3	12618.6	14061.5
Q06706	Q06706		IKI3		42031.8	41258.8	39704.2	39424.4	40937.1	38589.7	23165.4	23318.4	24444.3	42314.7	23049.2	43185.4	44945.5	23871.7	23497.3	23059.8	22193.9	23405.8
Q06708	Q06708		VAC14		30537.9	32438.3	30063	30453.2	30576.6	28072.6	17964.7	15130.5	17974.1	32069	17159.2	30524.1	33667.3	17126.8	16464.9	16704.7	15900.8	16659.6
Q06709	Q06709		REH1		37187.3	41373.4	38237.1	35478.4	36753.6	38879.6	22697.1	19435.1	20704.9	46893.3	19766.5	39875.7	37305	22759.9	22638.4	21390.3	21958.2	19794.9
Q06787	Q06787		FMR1		45802.3	49137.6	47260.7	47238.9	47477	47002	49226.8	48047.4	49626.8	45295.7	48360.2	48698.8	45834.2	50862.8	49947	49149.7	49683.2	51757
Q06830	Q06830		PRDX1		2.13143e+06	2.20458e+06	2.07457e+06	2.09593e+06	2.05393e+06	1.95797e+06	1.91234e+06	2.02304e+06	2.07948e+06	2.06214e+06	2.04299e+06	2.13208e+06	2.05686e+06	1.95378e+06	2.01682e+06	2.01106e+06	2.06997e+06	2.00437e+06
Q06833	Q06833		NVJ2		53682.9	51254.9	48241.1	47058.5	49813.5	50452.3	31137.5	31746.1	32099.4	49326.8	31428.2	56770	52558.1	28020.4	29194.1	27861.3	27703.7	31818.6
Q06839	Q06839		LEC1		28687.5	23533.6	28014.7	26097.4	27508.2	27017.2	19159.5	16714.7	17165.6	30215	17478.7	29487.1	27409.5	17677.4	17253.7	20105.2	18325	18080.1
Q06892	Q06892		POS5		9113.72	8521.59		6368.86	7965.92	7346.66	5304.44	6688.45	6314.56	8820.86		8016.97	7811.86	6098.96	7050.49	6240.6		
Q07020	Q07020		RPL18		578994	558830	617648	613754	618158	597797	624692	586782	630306	571392	604965	629601	612775	605440	656014	597781	606666	609836
Q07021	Q07021		C1QBP		938602	965822	915162	931961	913852	794617	903457	951887	968178	923859	919192	954588	922181	885720	976294	973147	955778	964543
Q07157	Q07157		TJP1		58114.9	59287.5	59800.5	58993.4	58240.9	56438	58779.7	58323.9	59936.9	58677.9	59011.5	58376.4	59077.3	58414.3	56866.5	60953.7	59114.4	58662.4
Q07352	Q07352		ZFP36L1		4493.96	3307.17	4390.27	3454.8	5119.17	4556.44	5792.96	4566.53	3082.23	4537.86	4547.82	4851.9	2987.71	5861.13	3375.83	5847.18	4634.56	4572.5
Q07362	Q07362		PBP4		72505.4	79940.6	70471.3	74603.8	67356	58163.2	45594.7	45063.1	51110	89682.2	49414	86690.2	67473	41929.6	44728.2	46912.7	53500.4	44798.6
Q07379	Q07379		YDL057W		17368.2	17090.8	19446.1	19183	14311.7	15714.8	10447.6	9363.2	10832.2	19762.9	10534.1	20051.3	17670.7	10443.6	9895.66	10589.4	10350.9	8789.85
Q07381	Q07381		TSR1		38731.4	36738.1	40268.9	38018.1	39818.7	33433.5	22029.6	22246.6	22790.8	44217.9	23633.1	43195.8	43861.9	22903	21025.8	21906.3	21078.4	22773.9
Q07395	Q07395		SYO1		18974.2	18973.3	19381.2	18270.4	18649.8	15160.3	10895.9	12416.2	12514.5	21771.4	9791.65	20777.1	18309.3	8974.28	11720.3	10144.3	10477.3	10959.9
Q07418	Q07418		PEX19		44964.6	45415.4	45515.1	45658.3	47996.6	46140.7	23650.4	28993.5	26342.4	50103	27701.1	50005.9	48184.3	24242.1	25056.9	26792.6	29268	27404.4
Q07451	Q07451		YET3		49133.8	54723.7	41811	47937.1	47506.3	42138.7	38353.2	41452.6	36491.8	71229.7	30970.8	54365.1	45748.8	38218	36261.3	41857.7	40560.9	35839.4
Q07457	Q07457		BRE1		21080.4	20641.2	19925.3	18603.1	19401.7	19823.8	10179.5	10214.5	10936.8	21941.4	10751.4	21026.8	20155.2	10306.7	10377.7	10963.5	10774.4	10446.7
Q07458	Q07458		RXT3		9297.09	9298.38	10214.6	8830.54	9422.12	8583.14	5940.43			9570.34	6805.35	9073.05	10476.7	6014.03	7563.17	5976.97	7346.58	5963.14
Q07468	Q07468		VAM6		4437.36	4660.21	3524.56	4597.75	2782.66	4571.61	3006.29	2846.01	2319.79	5373.57	2870.96	5100.02	3628.78	2374.33	2551.45	2933.22	3792.7	3780.02
Q07478	Q07478		SUB2		714754	692692	714713	692620	691852	685218	378092	363225	352547	727277	384144	748251	751636	356591	370357	361093	377062	375310
Q07505	Q07505		YDL086W		79830.6	83526.4	76798	79064.5	83082.7	77799.8	43003.2	45885.8	43130.9	84118.7	43795.5	86235.9	86809.5	43873	44992	48496.6	47849.1	46849.7
Q07527	Q07527		TRM3		38118.1	37570.2	38657.6	38827.5	38850.6	41677.2	22432.8	21552.8	23401.5	42292.7	22147.3	43456.7	42531	23429.5	24005.1	23125.6	22719.7	21989
Q07528	Q07528		ATG20		15154.9	12796.2	14316.2	13281.8	13417.7	14646.8	8240.48	6939.84	7118.79	13615.5	8348.11	14051.6	14629.3	8211.56	7536.29	6219.01	7566.31	7512.85
Q07532	Q07532		IWR1		6387.89	6779.29	6519.53	7204.29	6857.73	8022.7	3980.27	4088.8	4240.42	7127.64	3921.62	7554.41	6430.62	4751.66	3945.06	3301.64	3406.12	3532.39
Q07533	Q07533		CYK3		14223.1	14810.4	14183.3	15499.1	16344.9	12570.4	9530.19	9738.21	8187.99	13604.6	11544.4	12966.8	14858	9737.84	10529.2	11454.2	11539.6	10262.6
Q07541	Q07541		EXP1		48804.7	50686.2	33699.8	39426.9	33159.6	38333.4	17479.5	19752.4	22959	45248.9	23352.2	48978.5	39860.3	17959.3	20592.7	17724.5	23349.7	18601.8
Q07549	Q07549		SNA4		7206.01	6758.6	8396.1	8677.63	8756.73	8660.66	3746.83	3305.53	4848.74	8907.64	5043.27	9072.52	9009.93	3549.4	3634.69	3953.51	3490.13	3738.6
Q07551	Q07551		YDL124W		438335	437246	433631	439812	422700	429919	233394	229764	234819	447712	223844	456000	454271	223052	227567	229191	226146	228631
Q07589	Q07589		YDL144C		20018.9	20576.1	19649.8	20919.3	21294.9	21397.5	11402	12728.9	11747.9	21565.1	11213.9	23932.3	20002.8	11613.3	12548.3	12437.3	11652.4	13012.5
Q07622	Q07622		ACK1		7421.44	6712.1	7503.09	7533.59	6576.63	6737.47	3767.34	4127.83	4744.22	8927.66	4190.29	8343.1	8631.28	4542.22	4076.16	4404.42	4210.26	4011.43
Q07623	Q07623		NOP6		23246.1	20516.2	22141.6	20381.2	21109.1	20612.5	10936	10094	11409.1	21092.2	11478.6	23176.2	24090.6	11009.1	11369.1	10046.9	10309.5	10585.1
Q07651	Q07651		FMP45		30433.5	26569.9	23616.5	27133.6	25221.8	27600.2	16362.5	19358.4	15702.9	29737.3	17672.9	26470	25724.6	18725.6	17686.4	17295	18972.7	15699.2
Q07653	Q07653		HBT1		97759	99090.1	99013.9	97132.1	97384.4	92292.8	56794.9	57968.4	56863.1	108645	56236.6	105260	106000	54432.9	56492.6	55362.1	59349	55256.5
Q07655	Q07655		WHI4		27100.6	25915.2	23385.9	25564.1	25398.5	23340	14538.9	12747.7	12724.7	25294	12170.9	27051.5	27316.9	12676.6	14512.6	13141.1	13902.1	13237.1
Q07657	Q07657		SHS1		30425.8	28232.9	27919.2	28692.9	24495.2	24808.7	16864.2	17352.4	16135.4	31916.7	17708.8	31097.9	31392.9	16562.6	17362.6	17583.7	17064.8	17678.3
Q07666	Q07666		KHDRBS1		1.30591e+06	1.2999e+06	1.26523e+06	1.27891e+06	1.30125e+06	1.3052e+06	1.28875e+06	1.22528e+06	1.21925e+06	1.26536e+06	1.29581e+06	1.26281e+06	1.32572e+06	1.2243e+06	1.25059e+06	1.2897e+06	1.25998e+06	1.24763e+06
Q07688	Q07688		YPD1		8022.47	13016.6	15556.9	14677.7	16801.2	16375.7	7984.99		6806.63	14738	8456.75	12524.8	17524.6	7642.11	8125.64	5263.42	11032.8	7327.77
Q07716	Q07716		AIM6		37912.4	37693.9	38574.8	33872.5	36931.1	36702.6	25110.9	23788.7	22814.8	39478.1	23225.4	39435	41100.1	25216.5	24432.6	24437.5	23431.2	25623.4
Q07800	Q07800		PSR1		28533.3	26210.8	26772.8	27100.5	27019.7	25386.9	18463.9	16400.3	13299	29650	16753.9	28397.1	28347.2	14654.3	17050.2	15507.1	16350.4	14989.4
Q07807	Q07807		PUF3		25592.5	25597.1	23916.5	24278.3	25160.1	24165.4	14260.4	14894.6	12810.3	29656.5	13672.3	27941.7	26420.9	12979.1	14799.3	14356.6	13469.7	14884
Q07812	Q07812		BAX		104212	117775	109667	110142	108135	80419.4	132284	159732	138619	129202	130483	117424	106155	132138	135628	150460	156409	136280
Q07817	Q07817		BCL2L1		36936	36096.9	35305.1	35623.4	29918.4	29903.4	41348.6	42343.8	41466.1	33864.8	38830	31080.5	28212.1	44369.6	40576	41444.4	34922.8	53759.7
Q07821	Q07821		ISA1		3999.61	3922.6	3837.06	2932.33	3739.58	5565.98	2393.07	2066.2		3079.99		4961.55	5454.07	1743.56				1922.7
Q07824	Q07824		TPO1		5351.94	7418.23	4320.97	8847.28	7421.78	8234.78	4262.48	3533.16	4206.99	5819.67	3812.11	5499.4	7048.2	3741.64	4012.06	5257.63	3482.02	4115.39
Q07825	Q07825		FRA1		59573.7	60416.5	60554.5	59609.2	59544.6	57488	35032.2	33485.6	34180.7	61344.7	36500.7	64290.8	60621.9	34073.9	33961.2	34880	34359.4	35349.4
Q07830	Q07830		GPI13		13271.6	12614.5	10716.5	12408.7	12321.7	11748.6	6173.13	6866.58	6773.17	14234.1	6829.58	13295.6	13875.4	7286.71	6644.2	6125.56	6972.12	6073.26
Q07834	Q07834		YLL032C		16599.5	14661.9	15392.2	12542.1	11552.6	13157.5	7619.82	7849.81	8890.18	14279.7	8706.62	15367.5	12895.4	9029.58	8130.86	7815.3	7144.16	8866.09
Q07864	Q07864		POLE		50892.5	51592.6	51012.2	50785.9	50884.1	49445	50699.6	50546.2	49972.8	49781.5	49805.3	51240.5	51059.8	50345.8	49793.6	48682.1	49876.6	50806.3
Q07866	Q07866		KLC1		147012	153189	144132	152016	147962	137853	157559	166193	161397	159034	157746	147660	143340	157976	154429	162121	162773	159246
Q07872	Q07872		ENT4		8697.35	8813.96	7745.91	7705.44	8833.86	8486.51	4908.74	5632.52	5179.58	10597.7	3840.15	8984.11	9068.1	4347.98	4158.2	4412.56	5491.31	4868.13
Q07878	Q07878		VPS13		65816.8	62771.7	63425.5	64935.6	62546.8	65409.5	36176.1	35292	35094.1	64146.5	33821.9	68181.7	65679	35394.7	36143.1	35792.6	35618.6	35436.7
Q07889	Q07889		SOS1		35368.2	37414.9	35663.7	36184.5	32200.4	34085.5	30014.5	30966.7	34374.4	37188.8	33685.9	38864.8	34078	33468.7	29641.4	36437.9	31442.8	32153.1
Q07890	Q07890		SOS2		1189.4		907.096	1361.83	1291.45	1156.11	1376.7			868.859	1290.51	1812.17	1017.77		1212.73	981.889		
Q07896	Q07896		NOC3		34778.7	34532.5	35932.6	36474	37140.8	34714.9	19571	21538.1	21026.2	35855.8	18268	39421.5	40810.2	20676.4	20256.5	20220.3	19893.5	20320.1
Q07897	Q07897		CMS1		16767.3	16313.7	17400.2	18428.6	17836.8	17225.9	9578.95	9572.39	10735.9	18634.8	9611.82	17973.2	19465.4	9820.57	9007.9	10116.5	10134.5	9242.15
Q07938	Q07938		MEU1		10639.4	9454.39	7870.66	9710.57	9802.39	8296.22	6368.71	4081.18	4010.31	11978.8	5417.71	10578.1	9271.57	5531.93	5136.49	6345.36	5787.78	6204.31
Q07950	Q07950		YEH2		2614.82	2341.3	2466.93	2596.47	1863.51	2236.69	1297.98	1267	1866.86	3069.39	1671.56	3015.87	3208.7	1621.03	1912.42		1070.79	1502.85
Q07953	Q07953		SDO1		16427.2	18334.2	15675.3	17837.6	16300.3	14263.8	9410.45	8763.15	9444.24	18522.5	9293.01	17015.9	17026.7	9826.05	9502.51	9296.32	8386.96	10794.4
Q07955	Q07955		SRSF1		412013	420478	431232	422884	401334	376378	434120	449159	455401	449973	433818	427928	395988	442932	454510	485928	467625	478692
Q07960	Q07960		ARHGAP1		80331.6	79292.8	81839.7	80753.3	81537.7	78572.3	86208	83952.1	84016.9	83596.5	83071.8	85285.9	81522.3	81541.1	84087.1	78653.4	84190.2	82460.5
Q07963	Q07963		UBR2		5972.95	4995.14	5742.86	5532.6	5129.88	5122.07	3638.93	3055.3	2831.51	5922.02	3408.37	6460.04	6488.46	2879.81	2798.75	3654.88	2850.57	3826.5
Q07979	Q07979		RSC58		36164.2	38129.4	36651.7	34565.7	34790	34008.5	21248.9	23031.4	21733	42942.7	23369.8	42728.1	38389.4	24311.2	21579.8	24989.6	21901.8	22048.9
Q08001	Q08001		LAM6		19517.2	17300	17188.8	20395.2	16546.8	17093.1	12042.1	9548.33	9916.69	19993.2	10717.5	17879.2	20706.8	11575.6	9993.04	11273.8	10732.3	10020.1
Q08023	Q08023		FMP25		7639.28	8433.55	7723.47	8964.33	6366.6	8170.28	3694.44	4706	3189.56	8678.33	2735.85	8077.8	8267.04	3466.13	3855.12	3522.67	5416.72	3321.27
Q08043	Q08043		ACTN3		111812	104525	107767	112276	105199	109638	116640	125072	126251		114859	108691		121920	114629		127672	
Q08058	Q08058		COQ10		7248.58	8513.47	7434.18	5538.04	8535.47	6995.98	4780.04	4777.61	2988.31	7843.34	3380.34	9089.92	6283.77	3364.03	3343.7	4445.33	3774.92	4087.28
Q08096	Q08096		RCL1		11292.3	12613.4	11383	11763.4	11706	11362.8	7852.59	8621.15	6699.76	13387.5	7921.02	13128.9	15247.9	8258.58	7641.93	6772.72	6991.92	5918.95
Q08109	Q08109		HRD1			827.685		408.418	741.876	736.172							318.966	405.269	129.357	562.782	175.197	335.907
Q08117	Q08117		TLE5		26558.6	23011	26951.4	27609.8	25348	24412.8	25855.5	19959.5	26561.9	26416.6	25630.6	23977.4	27208.4	26059.2	25857.5	23865.5	25023.4	27869.3
Q08144	Q08144		TLG2		9305.15	10266.9	8157.61	8918.23	9911.53	7332.67	5883.73	4513.34	4594.6	9353.6	4628.67	7974.84	10054.9	5526.08	4549.71	3774.81	6032.87	5254.36
Q08162	Q08162		DIS3		54497.7	57441.3	55333.9	51959.3	51574.8	53714.7	30499.1	30357.8	31887.1	60641.4	32060.7	59102.7	58010	34384.7	33657.3	30583.1	31879.8	31940.9
Q08170	Q08170		SRSF4		90004.9	88208.2	96913.4	95514.6	91407.3	96782.2	102035	105660	102707	103188	101621	100347	98572.5	74561.4	104186	104395	102830	110142
Q08179	Q08179		MDM38		83220.1	79104.3	79838.6	80389.5	83101.2	81580.5	44473.1	41094.7	40450.2	78124	42852.9	87856.6	84585.7	40779.5	43826.6	42808.8	40527.4	44607.3
Q08193	Q08193		GAS5		224390	235110	210164	225306	200599	207702	121830	109514	120008	199311	129540	247554	239269	125791	122055	135140	125301	135308
Q08202	Q08202		OPI10		16563.7	16026	17411.9	17602.4	18798.8	19896.1	9803.77	8187.33	8871.78	17240	9254.37	17213	19221.4	10650.4	9124.09	9311.95	9244.43	10020.6
Q08208	Q08208		NOP12		28850.9	28540	26158	29589.9	28835.5	31002	15985.9	12331.5	15108.9	29501.1	13676.8	28045.6	26469.6	14888.1	14440.9	14279.1	14880.7	13176
Q08209	Q08209		PPP3CA		4053.05	4974.8	3770.79	3902.04	3863.12	4584.48	3792.63	4721.56	5654.39	4410.59	5264.89	3266.57	3954.97	4118.28	4209.26	4530.32	4288.03	4971.25
Q08211	Q08211		DHX9		1.36277e+06	1.38202e+06	1.34213e+06	1.34932e+06	1.33418e+06	1.28556e+06	1.38867e+06	1.42155e+06	1.38767e+06	1.37089e+06	1.38733e+06	1.40414e+06	1.36769e+06	1.38356e+06	1.39677e+06	1.45125e+06	1.41509e+06	1.41042e+06
Q08217	Q08217		PSK2		9637.5	11540.5	9699.62	9787.88	9685.56	9219.99	5670.68	6127.75	5095.64	9338.58	4790.31	9845.57	10438.7	6356.98	6247.66	6402.22	6622.8	5453.29
Q08220	Q08220		GSH2		107502	112623	107835	104923	115274	105821	63709.9	61494.1	62120.9	109346	59010.2	116900	111312	57267.8	57225.3	62260.7	58310.3	60656.1
Q08224	Q08224		THI20		15669.1	14219	14555	16389.3	15678.4	16502	8319.12	8655.16	10055.6	16917.2	10587.2	17088.5	18267.6	9276.91	9306.88	9300.39	9820.72	9630.9
Q08225	Q08225		YOL057W		44932.9	45479.5	43173.2	41469.6	42082.1	48484.1	25798.7	26921.3	25588.3	47923.9	26495.5	49295.2	44820.6	25975.1	26876.9	26877.5	26516.1	26107.1
Q08227	Q08227		INP54		9204.51	10776.7	8677.85	9715.56	8746.14	9728.95	5469.01	4909.71	4481.01	9584.41	5166.07	9502.22	9740.71	4645.54	4415.58	4173.12	4045.09	4499.08
Q08229	Q08229		NBA1		27170.9	26873.1	23086.3	29437	27300.7	27475.8	13812.2	16252.3	15027.4	26013.6	14602.6	31729.7	28685.6	15354.5	15641.8	15991.8	15652.9	15112.7
Q08230	Q08230		SDH5		6627.33	6458.14	6510.43	7828.14	7398.49	6991.79	3758.47	4301.58	3678.7	8144.39	4010.4	7717.75	8102.76	3888.44	3860.46	3958.79	3934.83	2441.45
Q08235	Q08235		BRX1		50975.1	51473.1	49752.1	49170.8	50391.8	52467.8	31653.1	29486.2	31429	46912.3	32059.7	49471.6	48642.6	33472.9	31206.2	31052.9	29598.9	30843.5
Q08245	Q08245		ZEO1		400675	398711	386762	389389	353798	353143	214578	224467	232208	438461	211169	382513	366323	223977	221452	241115	265691	204789
Q08257	Q08257		CRYZ		342175	371839	356509	364608	344331	364176	379531	348101	378417	349409	392886	361748	349532	395506	389552	368581	373623	373771
Q08269	Q08269		ALR1		4012.77	4075.08	4757.74	4153.84	4624.26	3679.47	2534.79	2166.97	2773.93	2863.39	2238.39	3828.43	3922.08	1867.93	2955.39	2099.87	2024.36	2181.39
Q08273	Q08273		HRT1		18213.5	16660	20011.6	17545.5	19753.4	17719.1	7522.95	8162.35	8897.49	16312.6	10538.9	18604.9	16758	10366.6	9133.36	8191.14	8180.91	8000.57
Q08278	Q08278		MED7		8119.14	7362.42	7682.65	7924.79	8596.49	7782.92	4075.53	3087.24	3878.19	7572.71	4026.82	7985.98	8821.71		3955.4	4604.76	3911.26	4313.01
Q08280	Q08280		BSC6		7022.2	7990.57	8566.22	7421.04	7297.45	7499.98	5737.26	6645.24	5644.65	8843.41	5397.92	8181.84	9169.12	7087.67	5764.43	5155.33	5190.17	4448.19
Q08285	Q08285		RRP40		29146.4	30884.9	31638.4	27866.6	29284.5	35811.8	16907.1	15216.3	18544.3	31911.8	16134.7	30911.2	30874.8	17246.2	15816	15337.7	16860.8	18171.9
Q08287	Q08287		NOP8		10458.8	11106.7	10921.3	11602.7	11337.7	12148.7	6082.4	6111.45	5367.5	11389.1	6062.51	11878	13037.4	5924.84	5385.42	5776.26	6404.7	6228.66
Q08299	Q08299		ENB1		25560.1	26519	26920.2	27865.7	25646.7	24892.3	20922.5	20365.2	19710.8	26872.1	20078.4	26618.3	25871.8	20753.2	19328.4	18621.1	18789.8	19145.5
Q08378	Q08378		GOLGA3		108081	109014	106209	108048	109708	105164	113059	111419	109485	111387	114309	109103	111250	106059	107190	107159	110655	108716
Q08379	Q08379		GOLGA2		179221	172163	171553	177903	167882	165333	180565	181472	179335	182556	176062	185467	175098	181852	183715	183723	185404	182137
Q08412	Q08412		CUE5		110805	101345	103287	103813	94630.6	92797.7	62067.5	68634.9	62105	123877	60908.1	117493	113457	59615.4	61974.8	65711.5	68171.7	62894.2
