protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P10346	48319526.05510794	58472220.02078388	56863740.76128964	57863835.04271833	57224876.68310395	59527247.536674105	0	0.36596755094082517	-0.093523449989232	False	0.02055199605717102	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P20966	227292437.60554275	256197799.06589496	248101454.42891964	251308493.2693093	258480013.77951336	251789015.91175205	0	0.36602491742330845	-0.05795220980262052	False	0.020576638738294725	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9L8	51823135.98604782	21732238.52024037	21803142.945626453	19518620.43140964	21950022.412378035	19098114.21105921	0	0.3665119428333143	0.6548356394765574	False	0.020601281419418437	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64545	3455126.486883294	3363256.231081509	3266061.5642354707	3435748.292388846	2986011.7499999977	3205286.515793087	0	0.3665503099247845	0.06696641174598755	False	0.02062592410054214	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC86	26962826.702294394	27007943.32519157	26037079.416596856	25008348.866189323	26567263.69129928	26541947.25198489	0	0.3673509639077503	0.03449466361473383	False	0.02065056678166585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9D4	30281596.4359379	31770342.39516216	32089931.986254115	27873452.11207278	28909043.299592584	32478638.997137666	0	0.36817879221882877	0.07680438126861705	False	0.020675209462789553	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24205	14494067.170066075	12220196.452845672	9977400.46951392	13947951.84408152	13027086.47868049	14229657.580090351	0	0.3686364589920009	-0.1673564266341666	False	0.020699852143913258	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06968	180050778.13219845	180196340.73434743	182871525.2375376	183554990.3096707	180288416.8406012	197514318.25661284	0	0.3686955297446358	-0.04765303305429215	False	0.020724494825036965	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P18196	24165130.11858527	22152541.43838385	24455450.78203703	22239227.43776177	23413810.81322452	22556293.6357432	0	0.36878117580486103	0.05323243750365276	False	0.02074913750616067	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24183	242563236.23946577	247409003.29702467	248062466.55226156	249155387.2789573	239399812.477645	234282154.70546985	0	0.36987073422747185	0.030017597557071937	False	0.020773780187284378	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0C018	754006901.7411828	765080491.0087955	843960951.3162911	783410949.5979851	839638453.3555306	846266908.3646764	0	0.3703056920793616	-0.06346250804826425	False	0.020798422868408085	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P10121	368772763.2496489	344753173.979172	342357791.97716194	342683503.4963688	349529315.27672094	333545891.5549492	0	0.37097817113521603	0.04175957306558707	False	0.02082306554953179	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC69	313922031.8143271	318687414.0998364	302383998.64239734	272456337.0410323	303053740.97716373	315336037.2815396	0	0.371449676528669	0.06978000776427679	False	0.020847708230655498	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC38	3789460615.3151937	4005569599.627462	4049793010.222492	3973813616.0950985	4072805962.741568	4078088163.6371527	0	0.3715640815459701	-0.03369330494272243	False	0.020872350911779202	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADW3	328257204.36354744	382410955.8006856	374439919.1034328	370602836.47358745	380943698.78858334	391870210.91321856	0	0.37178163905099165	-0.07551257928384456	False	0.02089699359290291	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69786	196380108.76820752	172858114.6580599	159101413.64230597	168293416.68495747	158670494.24632892	164096922.26671636	0	0.37240593017170553	0.10556388935964439	False	0.020921636274026614	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P36683	683549037.2459646	650406110.4912765	659314276.9685725	663618880.3479484	645979712.9181175	648347345.4762609	0	0.3724900199145126	0.025795797514097593	False	0.02094627895515032	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG16	13483723.99518589	11621989.06218072	11956584.164849443	10841742.036857152	11993491.604566615	12092458.121649597	0	0.37284087614450134	0.08558100259627208	False	0.02097092163627403	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7A5	8887570.0023006	6836799.894227522	6624720.378839598	8000213.972809184	5635433.827450104	5396519.255523561	0	0.37293615585301554	0.23177626712703536	False	0.020995564317397734	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P15286	1731363.072967406	2725512.9459941364	3301559.98123534	3701682.228232381	2448309.1043698844	3401596.7942329026	0	0.37330214747554885	-0.29997477445866033	False	0.021020206998521442	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFU4	5142860.915179636	4719610.826177434	5228781.674663405	4864337.726496409	4453455.258462389	5058264.041314469	0	0.37366024096643297	0.07004459823433848	False	0.021044849679645147	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07648	2671774.674506131	1754076.3579835251	2063027.79987515	2129289.266218978	1570146.0882382349	1821575.8026654304	0	0.3745083796594153	0.23303671005029605	False	0.02106949236076885	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADC1	11913146.73125544	14662302.682756657	14972474.613913031	14028392.335215556	15283462.088439666	15631424.163584184	0	0.3757448496710345	-0.11332897866433765	False	0.02109413504189256	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07364	1945656.410850804	2035894.2444269264	2313345.994422279	77273.22985279582	2204696.6267270874	1801293.823949705	1	0.37575801900587436	0.6244599578759995	False	0.021118777723016263	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADT8	85962206.70892788	96493519.44003692	95376884.0286427	95535974.16455188	97536548.29341473	96073915.35007136	0	0.3760883653519591	-0.057584385306546325	False	0.021143420404139975	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37645	71062.04711532188	1595632.1454792153	2057382.982440839	77273.22985279582	1357639.0114024724	58653.196647363	3	0.37629148407524005	1.3181225224165916	False	0.02116806308526368	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFI0	12300677.320629574	10573499.544723362	12964770.077780824	10190824.164501458	11735688.40607847	11326870.776029576	0	0.37641718381518896	0.10802711299655715	False	0.021192705766387383	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC51	26209056.03734085	24703953.637633976	23776247.488342386	24841107.10518906	21310048.24539444	24492915.32702916	0	0.3772456881080582	0.08033227281907769	False	0.02121734844751109	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P30860	71062.04711532188	4327377.697765097	4457248.857222756	4789615.965631514	4601803.105094852	4324520.352961749	1	0.37763078142265516	-0.6311770399799196	False	0.021241991128634796	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P15005	5029177.744266081	3841153.8225278775	4409725.12971442	4680806.837870985	3383378.220179867	3660620.7895866167	0	0.37850177484967573	0.17969727280083472	False	0.021266633809758503	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P62617	20854566.30978717	22919918.8462789	22596426.194679268	21684184.958956037	21026965.353493847	21492921.18019041	0	0.3787312862111508	0.04788629570562788	False	0.021291276490882208	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFR4	104217223.65134452	114813320.72066222	111786383.8271537	111129303.10469124	119303771.66522576	112432993.0016218	0	0.37929381570157916	-0.05161207257154774	False	0.021315919172005916	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07862	120465768.12337412	119283591.65470096	115887446.88552935	115164325.47018656	117229702.5441849	118272444.09452194	0	0.37949628055257956	0.02030514539255791	False	0.021340561853129623	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64530	3450272.818969942	3073614.538206674	2968099.168821002	3324279.9269628664	3274635.8950719777	3384634.6601712625	0	0.379601658886627	-0.07284292449129282	False	0.021365204534253328	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFI5	7081515.759189134	6857594.595547655	5030555.242448632	6681883.354360444	6824049.023217388	7705710.6445582975	0	0.37993202509404045	-0.16116212747293993	False	0.021389847215377036	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07001	70659985.94596319	67687642.49470247	65296957.30084498	57500614.11513664	63650685.51423589	70092727.30158986	0	0.37997649680941065	0.09063876896774875	False	0.02141448989650074	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8G0	993307.3268541024	2468704.9153467906	2590471.5509533	2779888.9030750724	2818731.45931334	2193382.9382651807	0	0.3808134861546791	-0.3644669774401181	False	0.021439132577624444	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P28905	5943472.126775912	6500925.551693629	6722582.927800603	6938116.4633610975	7135804.86078651	6189958.223190771	0	0.3810392277434996	-0.08028732080838705	False	0.021463775258748152	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P37747	11123592.942542478	8970872.637278013	141286.00150432964	9801931.334232	11002501.076846529	10651726.317688877	1	0.3814674024938362	-0.6364360731790444	False	0.02148841793987186	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABF1	87863110.52391091	74311777.59834297	79368571.1110178	70391836.17313173	77630086.33842784	79192011.03435142	0	0.3821950678959743	0.08823147787629058	False	0.021513060620995568	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9N8	1084446.9213692944	1712206.45763778	1680723.6150127903	1559637.6123703762	3065134.0542220497	1552177.5176895657	0	0.3826953310320585	-0.4642406642488013	False	0.021537703302119272	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAB6	336469785.54166883	404403194.67349714	374354502.297272	410328499.1323958	383306313.7598258	388143496.72334224	0	0.38275849079617896	-0.08362140597078191	False	0.021562345983242977	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00957	1053686988.4167808	1192170305.9651687	1161427837.9602914	1188233165.4688246	1180153403.1027594	1178519797.4839664	0	0.3830861645050338	-0.057938563662666434	False	0.021586988664366685	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEJ2	14063252.198921382	13009483.231123392	141286.00150432964	77273.22985279582	10376262.243078236	58653.196647363	3	0.3830979425925743	1.372287086155014	False	0.02161163134549039	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A951	8357096.232100585	7356009.477937378	7365019.79587231	7621888.070770842	7542928.777736695	6375074.307846356	0	0.38374342505700804	0.0995150877137066	False	0.021636274026614097	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9T0	259514607.75215036	222765982.64496145	223253661.21352223	212329845.83332425	229735451.10589275	222483700.3468078	0	0.38443679173552514	0.08634054959885488	False	0.021660916707737805	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P04425	151264006.7879768	174566513.0609852	179494019.75921077	182654406.71345335	169305292.86336997	183273221.8749711	0	0.3845792922327788	-0.08295661500400142	False	0.02168555938886151	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33920	100364855.5608714	99472825.78673092	98684656.4625157	104683788.71953264	100519260.54984432	98980813.8086612	0	0.3847711675853096	-0.02710473085200385	False	0.021710202069985217	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9V1	107868823.15865871	98396196.42596257	106135704.07075012	102211238.72637376	103332850.15174758	95974008.59325328	0	0.38571606541480136	0.051153198410401404	False	0.02173484475110892	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AA41	71062.04711532188	2598941.4587949533	4330961.152793648	3754670.493247994	3807665.6750063705	3518329.479323272	1	0.38620962408722576	-0.6624189218990846	False	0.02175948743223263	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P45469	3406195.525904876	4229053.704103951	3428767.5229106336	3969738.857127332	4118912.8237322937	3870589.12558536	0	0.386217731686677	-0.11225056153102532	False	0.021784130113356334	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7X6	134487201.36251557	132487455.01813447	123271263.87362777	138880595.43711048	130095276.58797634	133900592.75859196	0	0.3864356543328601	-0.04595397874102811	False	0.021808772794480038	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08189	1890108.3362872803	2138054.548584681	2039136.9089607531	2700750.1791745657	2016442.6249999995	2076141.35231114	0	0.3866565462644769	-0.16306522175513452	False	0.02183341547560375	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGK8	20770098.83751684	21071500.487826947	21351222.905279923	23546968.887061045	21144953.87455075	21142562.35148039	0	0.38671302517705775	-0.059082788842842016	False	0.021858058156727454	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9S1	3338245.632983361	2924443.786420478	2994308.473382288	2232686.7228622534	2928448.3614602867	3158274.810645801	0	0.38717556164437716	0.15406319352252515	False	0.02188270083785116	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64534	56383492.278684825	49398160.46152437	47971700.90907276	45005540.332660206	52137451.7882908	46772627.88844553	0	0.38739323242381235	0.09539469392074537	False	0.021907343518974866	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
Q46893	26372327.76791546	21384343.730166297	21704584.996587507	19714754.48559996	22260319.905998778	22016860.050958853	0	0.3878535964084076	0.11831842910240088	False	0.02193198620009857	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
A5A614	71062.04711532188	62920.4716182855	7328062.670021339	9753882.66269888	89796.89843749993	9197245.023986548	3	0.3880477945427317	-1.3514605324363433	False	0.021956628881222278	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P27278	8970275.374439906	7941522.766527746	7807908.679063439	8646024.28244847	6485400.082360322	7422234.9419005	0	0.3881159526900038	0.13230010455844599	False	0.021981271562345982	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P39177	272469282.35081375	327580997.98050445	326106490.3786004	338580556.9474726	317323139.0434264	330211619.04731035	0	0.38833694155765053	-0.09049994395911261	False	0.022005914243469694	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAR3	21231931.7858996	26115819.14366937	26390849.10450743	25295900.350412544	26929466.368264977	27044218.92127572	0	0.38897117761103583	-0.10434740875015422	False	0.022030556924593398	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEC3	6185660.959470729	4409557.160571998	4233128.698867993	4221374.533805936	3595654.600624814	4858247.916752538	0	0.3889786263928342	0.22634048230303502	False	0.022055199605717103	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77454	21104906.093112838	16664981.253332844	14050574.954328887	13733747.150107574	15708733.089720776	15602497.120511288	0	0.3893772309985106	0.20215563563214226	False	0.02207984228684081	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P26608	30668912.723731834	27442317.57410903	27117772.77240597	26962656.87984698	28818009.359298576	24674117.778865226	0	0.3894598209280506	0.08316624772771779	False	0.022104484967964515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33593	71062.04711532188	2296474.936159098	2575527.801008973	77273.22985279582	1894684.096603428	58653.196647363	3	0.38971577168610533	1.2834922615622	False	0.022129127649088223	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07821	71062.04711532188	4327677.994631574	4102703.5094152233	3923844.346158855	4641659.58380537	4456977.641933653	1	0.38974656370398425	-0.6152246577260194	False	0.022153770330211927	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24554	13757236.067173066	11764006.359762317	12121725.88562141	11574506.553007744	12708028.860868938	11098620.199103411	0	0.39011165678621	0.08939922551534246	False	0.022178413011335635	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23893	406171540.771101	509297881.560877	526589180.0651737	517736778.7125507	521986341.4724458	525026202.77054447	0	0.3902472284785112	-0.11780175801781151	False	0.022203055692459343	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P64448	2204128.963900953	2111346.544846245	2035608.2394304231	1776283.5426657526	2183221.5304688737	2003014.771963964	0	0.39259741858104524	0.09108063134341732	False	0.022227698373583047	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7I7	84496348.37684022	66975712.9996441	67181599.48395559	65032005.23486901	68893832.37038338	65890426.41443592	0	0.39299963744555166	0.1299734873919243	False	0.022252341054706755	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P61887	6289990.786580156	6262994.939264502	6936213.440436363	7196800.966340703	6530457.75497039	6629891.861731068	0	0.3931578802692209	-0.06286082982848507	False	0.02227698373583046	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEE3	17422311.26694418	17099071.959413916	15879490.731597086	15201522.18856729	16386548.566608137	16859159.89558333	0	0.3932060555213694	0.05703455006278378	False	0.022301626416954164	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACD4	174876628.6307661	161759615.81931928	172822339.5922343	154448289.0345394	169254407.3635972	167844790.9626089	0	0.393456219222559	0.051634069609738036	False	0.02232626909807787	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76015	39057085.1007455	35837412.54536297	36460757.07398647	40016129.20652995	39391054.62965956	36299433.19954317	0	0.39345872144374083	-0.05530173294985065	False	0.02235091177920158	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P68191	24222082.264533263	38985204.26838886	36173897.43283109	37370808.24182776	38476576.51239905	38175215.26737872	0	0.39365752417070415	-0.1982751698049944	False	0.022375554460325287	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31827	71062.04711532188	7626952.6121251155	141286.00150432964	77273.22985279582	10749949.999999989	8968795.23601744	3	0.39437280406692443	-1.3364134298303358	False	0.02240019714144899	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A935	71752238.95711792	74870456.30516367	71301022.66822883	79048503.65051651	73067488.11030371	72727237.5144526	0	0.3947902124102651	-0.045096218597845385	False	0.022424839822572696	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8A0	44046411.98644898	44988648.08217935	47195643.99068834	39568669.708281495	43365795.47867151	46588230.5240792	0	0.3949218745815325	0.07284698128680542	False	0.022449482503696404	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFZ1	32738084.77245461	52227200.39421647	51904682.61856037	51904693.41579086	52054966.094741486	53657146.75537878	0	0.39547245960292954	-0.20361545077892387	False	0.022474125184820108	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A940	1040705309.6316156	1003600801.3242632	982494176.3873146	982556660.5388988	1000221509.9988968	988994568.0174414	0	0.39602526986840314	0.02646969484370261	False	0.022498767865943816	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7R5	5489135004.676385	5067645002.076806	5198938281.105575	4799029616.98396	5164609747.681937	5257883331.223549	0	0.3964589097238574	0.04976283982827184	False	0.022523410547067524	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8M3	536325452.5813064	592836704.3372804	573676536.3766655	528156201.5183164	563167879.992	554398453.4008291	0	0.39654395157191474	0.0492206565547717	False	0.022548053228191228	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9U1	4951538.74966638	4424061.588362253	4329550.347407976	4518314.7200328335	4705466.259255395	5826727.288465655	0	0.39765949345452967	-0.13509401837892768	False	0.022572695909314936	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P03023	6015710.33005429	5567932.882385816	6175584.292167488	5911352.877327649	5830539.130426302	5160605.473665195	0	0.3977278860103111	0.07133239615809797	False	0.02259733859043864	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGL7	50066469.03008279	47659192.821733855	45293584.89609643	47677559.56773963	45828042.08950418	44825697.31100407	0	0.3978060836983609	0.04808169113251661	False	0.02262198127156235	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00452	553283435.683139	520481775.9561407	506432838.5208197	500141419.31722593	524536218.6006831	509495600.94306	0	0.398172453504281	0.04264398511853569	False	0.022646623952686053	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31572	549621.895749701	62920.4716182855	337196.2131831939	77273.22985279582	89796.89843749993	312845.7982773826	3	0.3988660896852284	0.9847487689852975	False	0.022671266633809757	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P14081	29156809.76491965	28000693.035404038	25468101.14587882	26314911.30915942	25689807.15276827	27104657.965499844	0	0.39953029064687073	0.06274021188559076	False	0.02269590931493347	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEF4	9352891.268976256	9253379.778336627	9451167.292358013	9170591.367252924	9628973.000490602	10451498.828202073	0	0.3997970511945631	-0.060105767578381396	False	0.022720551996057173	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P55135	5179756.300964372	5732867.966554193	6313527.274126326	8322526.642454825	89796.89843749993	58653.196647363	2	0.3998094679941899	1.0240001953135034	False	0.02274519467718088	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG80	71062.04711532188	887124.4597377479	1101616.9398483068	907330.4318316336	1149705.0006012532	1003870.7279600856	1	0.3999981777285094	-0.5714521389627069	False	0.022769837358304585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P21866	71062.04711532188	1587484.7348570395	1733811.5546492524	1697376.0661282304	2002746.2831717632	1397690.395245533	1	0.40000178643917533	-0.5875898099267828	False	0.02279448003942829	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACC3	179010146.195583	166278559.8639874	170132042.44655058	178901520.582446	174923151.9345466	173784795.01750273	0	0.4007742890177203	-0.033719838104858034	False	0.022819122720551997	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P60651	204793135.34207615	233779536.9325621	246243705.43967253	246748550.34791568	236857752.7191719	240292263.15766007	0	0.4008931372034646	-0.08007035393240612	False	0.0228437654016757	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P22188	119232042.56556492	123620695.9868482	116794659.23032165	119408823.4077431	127387456.86431696	121616136.16800378	0	0.40160445723899035	-0.03473851919024038	False	0.022868408082799413	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07117	3287446.0190369403	3104810.48538281	2561993.693498141	77273.22985279582	3062666.749410185	2788795.559374477	1	0.4017064352831212	0.5948481860193737	False	0.022893050763923117	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31802	15949667.296274295	20566620.57261817	19068670.60845693	18454311.41790536	15499855.437415764	17021899.56161142	0	0.40218023651624296	0.12487448476796134	False	0.02291769344504682	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33012	378113.7101693794	368494.1689596263	141286.00150432964	280884.4722334449	89796.89843749993	242893.4529543495	2	0.4027380835714966	0.5331479717591315	False	0.02294233612617053	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AAN5	9284966.862766888	8409755.612518555	9219265.44859447	8524422.586205903	9953029.145274142	10104170.031041063	0	0.40327845594742157	-0.08673160421962063	False	0.022966978807294234	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69791	71062.04711532188	1459508.0101160053	1460576.8508843277	1211331.6210603477	1688167.0000000007	1562173.865814323	1	0.40337033102440867	-0.5768858459592238	False	0.022991621488417942	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A910	13748329984.95359	18100821893.79604	18020045855.705723	17888942206.352406	18198580783.353	18312065635.26329	0	0.4037536787284107	-0.1254467477323694	False	0.023016264169541646	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8I1	15375076.002440851	16354436.889919609	15860386.483805424	16026809.165858451	15864334.459532795	16896969.03571138	0	0.40375955625382465	-0.0358742704756244	False	0.023040906850665354	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P27245	460852.8222392084	363939.2805231686	380868.8091563892	396760.4290964255	438060.3125	477355.5411728561	0	0.4045739601392901	-0.12213733898162676	False	0.023065549531789062	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23869	427301698.57224	515651909.0676157	511580919.8155088	511349505.9717054	519638776.3048469	514072745.80542016	0	0.40469017100304144	-0.08710628074507934	False	0.023090192212912766	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00959	402782378.7614045	417993515.185594	411457888.3998871	409620722.883671	421327784.1802424	416907655.8437591	0	0.4060545519680934	-0.01817565456513778	False	0.023114834894036474	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P63389	30512784.719826307	27440181.82704227	26401937.28268936	27455975.96869865	26481649.774242807	26538956.88927477	0	0.40628590170972195	0.0679028959256159	False	0.02313947757516018	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADE4	41629667.34780933	40514667.73263485	39296164.90785273	42579113.37662893	41078109.84421355	40382319.17131368	0	0.4066681273913482	-0.030550473004210807	False	0.023164120256283883	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADA1	18017767.10987462	14965227.459553609	14812643.75999374	13965257.548358018	14446971.373393686	15948396.18585625	0	0.40761881021859825	0.10759927329870357	False	0.02318876293740759	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00582	277925872.18418235	270721599.4404877	271828773.74656826	280977554.07560843	258360671.7576956	256436226.7083685	0	0.40786806336385706	0.04410198143719058	False	0.0232134056185313	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AF50	39912443.20776256	42738417.45115998	41116853.05829621	41168200.26524898	37708173.047993824	40997338.98199622	0	0.40856898485250037	0.04611970180020325	False	0.023238048299655006	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P32684	8547995.318298988	8728377.364273088	8440717.625677725	8426582.322105769	7060812.915478506	8672386.260919135	0	0.40960979956838117	0.09012001504565047	False	0.02326269098077871	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08395	50092526.19773429	45561868.246245086	45242592.62397678	46242929.81522392	43605293.374342345	45976646.371052496	0	0.4102043498968556	0.05289309996204165	False	0.023287333661902415	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P60723	2416691837.060668	2633302644.26478	2836405197.978485	2783426761.2510343	2715441831.921679	2763118345.6068463	0	0.41052211405538636	-0.06712195201087226	False	0.023311976343026123	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P45527	15892506.73356304	14375113.747469723	12517706.169916922	14469279.548190434	13432108.948014472	10940811.43044818	0	0.41065267885573253	0.13949119132663737	False	0.023336619024149827	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6E1	71062.04711532188	910017.6076295062	141286.00150432964	1063341.3520577126	1298794.5000000005	58653.196647363	3	0.4106579799602375	-1.1089345970430955	False	0.023361261705273535	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6J8	317852746.82097775	310503708.21468973	310785694.4990539	309753027.7290814	310160656.54866624	311760825.79398745	0	0.4108301670945314	0.011517519458361098	False	0.023385904386397243	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
