Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML
P41543	P41543		OST1		6.12276e+06	3.2393e+06	6.46914e+06	3.30276e+06	4.69775e+06	2.33233e+06	5.80391e+06	5.86938e+06	3.35645e+06	6.41539e+06	5.02712e+06	5.69325e+06	3.13973e+06	2.87727e+06	3.11109e+06	3.22486e+06	2.61637e+06	6.03614e+06
P41567	P41567		EIF1		1.7467e+07	1.90096e+07	1.65645e+07	1.8965e+07	1.84984e+07	1.99389e+07	1.7442e+07	1.69727e+07	1.87903e+07	1.84424e+07	1.85064e+07	1.71601e+07	1.90777e+07	1.92629e+07	1.77246e+07	1.70896e+07	1.92708e+07	1.6958e+07
P41734	P41734		IAH1		1.80783e+06	917604	1.9249e+06	882645	1.53678e+06	749288	1.69084e+06	1.6851e+06	962298	1.45626e+06	1.55087e+06	1.72827e+06	945697	983100	1.01747e+06	951371	899048	1.65163e+06
P41743	P41743		PRKCI		1.78327e+06	1.93061e+06	1.74323e+06	1.79267e+06	1.68685e+06	1.9647e+06	1.68323e+06	1.78583e+06	1.80545e+06	1.67438e+06	1.73927e+06	2.00476e+06	1.81777e+06	1.83857e+06	1.7545e+06	1.43572e+06	1.74234e+06	1.62598e+06
P41805	P41805		RPL10		1.29239e+08	5.66049e+07	1.4012e+08	6.12106e+07	9.8744e+07	4.79021e+07	1.25477e+08	1.23258e+08	6.18593e+07	1.33969e+08	1.07148e+08	1.17809e+08	6.14343e+07	6.60931e+07	6.16555e+07	5.72404e+07	5.41135e+07	1.29991e+08
P41807	P41807		VMA13		1.29175e+07	7.61086e+06	1.33078e+07	7.17355e+06	1.10397e+07	7.06679e+06	1.22054e+07	1.17427e+07	6.2332e+06	1.15679e+07	1.14736e+07	1.18341e+07	6.37049e+06	6.24865e+06	6.7155e+06	5.71084e+06	6.09126e+06	1.17321e+07
P41810	P41810		SEC26		1.07915e+07	5.34138e+06	1.05607e+07	5.47679e+06	9.20273e+06	5.15267e+06	1.00988e+07	9.61372e+06	5.39047e+06	9.46691e+06	9.37366e+06	1.02308e+07	5.45284e+06	5.30213e+06	5.27192e+06	5.15507e+06	5.23839e+06	9.99874e+06
P41811	P41811		SEC27		7.39903e+06	3.71794e+06	7.16606e+06	3.71526e+06	6.19596e+06	3.20253e+06	7.20294e+06	6.69692e+06	3.71699e+06	6.8438e+06	6.15928e+06	6.59769e+06	3.34014e+06	3.53659e+06	3.56294e+06	3.80178e+06	3.32846e+06	6.85888e+06
P41816	P41816		OYE3					9.3247e+06										9.594e+06				
P41818	P41818		GLC8		4.5928e+06	2.39871e+06	4.54021e+06	2.38518e+06	4.2149e+06	2.45777e+06	4.41331e+06	4.02408e+06	2.51973e+06	4.5723e+06	4.2496e+06	4.16732e+06	2.61998e+06	2.38919e+06	2.23372e+06	2.19983e+06	2.50627e+06	4.29915e+06
P41819	P41819		DIM1		1.73606e+06	1.0356e+06	1.48172e+06	887868	1.35745e+06	1.12369e+06	1.65108e+06	1.45392e+06	1.10666e+06	1.85223e+06	1.63447e+06	1.54021e+06	1.03581e+06	1.00785e+06	1.03184e+06		1.10582e+06	1.71809e+06
P41832	P41832		BNI1		3.6182e+06	2.00825e+06	3.60598e+06	1.54413e+06	4.05489e+06	2.23896e+06	4.67316e+06	3.10939e+06	1.58065e+06	3.78934e+06	3.31454e+06	3.50875e+06	1.93679e+06	2.61356e+06	1.60232e+06		1.58925e+06	3.58386e+06
P41895	P41895		TFG1		1.8881e+06	820173	1.70162e+06	692722	1.9812e+06	944672	1.84242e+06	1.75004e+06	860308	1.63457e+06	1.86017e+06	1.81226e+06	899187	917051	837975	1.01791e+06	947949	1.68537e+06
P41896	P41896		TFG2		833490	450295	1.07792e+06	505190	1.0006e+06	643122	840952	862500	546065	820184	1.01946e+06	991763	634526	526876	514393	165999	550872	868825
P41903	P41903		TES1		1.35302e+06	712494	1.59521e+06	676133	1.61172e+06	732886	1.13095e+06	1.1094e+06	699420	1.44867e+06	1.44822e+06	1.31172e+06	854864	754443	624812	737389	679976	1.32353e+06
P41910	P41910		MAF1		408858	160744	439700	129759	455977		398123	379189		270595	450868	409226	145781	150619	164672		137807	342852
P41911	P41911		GPD2		6.01752e+06	3.25229e+06	6.12731e+06	3.18578e+06	5.29618e+06	3.15801e+06	5.33928e+06	5.26183e+06	3.06151e+06	4.98557e+06	5.57274e+06	5.6544e+06	3.34763e+06	3.00396e+06	3.02498e+06	2.75848e+06	3.29145e+06	5.57279e+06
P41920	P41920		YRB1		1.24525e+07	5.56372e+06	1.14556e+07	8.54744e+06	1.17859e+07	8.73227e+06	1.39141e+07	1.19046e+07	6.88214e+06	8.57459e+06	1.17237e+07	1.15981e+07	6.82615e+06	7.26641e+06	5.28272e+06	5.88532e+06	6.59154e+06	1.00156e+07
P41921	P41921		GLR1		1.16021e+07	6.00575e+06	1.13631e+07	5.75795e+06	1.11877e+07	6.39994e+06	1.0866e+07	1.03389e+07	5.72973e+06	9.65525e+06	1.07635e+07	1.13293e+07	5.72556e+06	5.75242e+06	5.34501e+06	4.95429e+06	5.8416e+06	1.06227e+07
P41940	P41940		PSA1		2.16606e+08	1.07412e+08	2.23467e+08	1.12028e+08	1.72264e+08	9.2048e+07	2.04807e+08	2.00667e+08	1.05953e+08	2.12819e+08	1.80104e+08	1.94629e+08	1.05143e+08	1.10765e+08	1.06537e+08	1.10741e+08	1.00242e+08	2.02076e+08
P42025	P42025		ACTR1B		515144	629687	681590	680757	592408	726491	594936	598984	701786	509051	615809	549722	683800	747126	654109	498080	704382	616694
P42126	P42126		ECI1		1.08033e+07	1.17905e+07	1.16487e+07	1.79394e+07	1.02807e+07	1.89859e+07	1.07196e+07	1.06753e+07	1.17257e+07	1.05892e+07	1.10489e+07	1.09631e+07	1.17424e+07	1.19982e+07	1.1576e+07	1.2828e+07	1.12803e+07	1.04808e+07
P42166	P42166		TMPO		2.26114e+07	2.3464e+07	2.2706e+07	2.38843e+07	2.04846e+07	2.47693e+07	2.22043e+07	2.13099e+07	2.27487e+07	2.11783e+07	2.26359e+07	2.26994e+07	2.4117e+07	2.40325e+07	2.30932e+07	2.1346e+07	2.34433e+07	2.17191e+07
P42224	P42224		STAT1		1.67541e+07	1.90116e+07	1.71187e+07	1.91706e+07	1.56428e+07	1.85236e+07	1.68403e+07	1.64053e+07	1.75613e+07	1.50879e+07	1.68861e+07	1.78481e+07	1.78557e+07	1.79219e+07	1.73726e+07	1.53147e+07	1.68842e+07	1.69928e+07
P42229	P42229		STAT5A		1.29445e+07	1.39263e+07	1.29592e+07	1.35971e+07	1.10774e+07	1.26495e+07	1.31396e+07	1.29276e+07	1.324e+07	1.2868e+07	1.18218e+07	1.26993e+07	1.29188e+07	1.32817e+07	1.24624e+07	1.18838e+07	1.18274e+07	1.29857e+07
P42285	P42285		MTREX		2.71066e+07	3.03356e+07	2.69281e+07	3.00138e+07	2.36803e+07	2.79662e+07	2.72471e+07	2.70316e+07	2.85355e+07	2.72604e+07	2.65961e+07	2.65576e+07	2.88041e+07	2.90627e+07	2.87356e+07	2.96212e+07	2.80904e+07	2.6645e+07
P42330	P42330		AKR1C3		1.43198e+07	1.57336e+07	1.43044e+07	1.61925e+07	1.12669e+07	1.63334e+07	1.42823e+07	1.47935e+07	1.44238e+07	1.47466e+07	1.31182e+07	1.40441e+07	1.43054e+07	1.41772e+07	1.48681e+07	1.36805e+07	1.38532e+07	1.4011e+07
P42331	P42331		ARHGAP25		274944	313097	258835	250596		330578	328455	303927	313026	193117	281136	246960	301195	306868	270452		285541	225319
P42338	P42338		PIK3CB		773610	761048	665469	795090	1.04257e+06	1.08766e+06	918737	776217	890722	945564	835514	932382	672565	632202	656343	663677	1.03561e+06	738260
P42345	P42345		MTOR		3.76103e+06	3.98786e+06	3.54673e+06	3.59187e+06	3.37623e+06	3.89159e+06	3.57186e+06	3.85676e+06	3.88056e+06	3.57071e+06	3.70928e+06	3.67268e+06	3.88774e+06	3.8531e+06	4.02395e+06	3.38158e+06	3.86735e+06	3.53325e+06
P42356	P42356		PI4KA		2.11707e+06	2.32941e+06	2.03843e+06	2.07462e+06	1.82434e+06	2.03304e+06	1.98746e+06	2.13677e+06	2.16017e+06	1.9645e+06	2.03975e+06	2.09064e+06	2.05045e+06	2.09855e+06	2.16179e+06	2.20599e+06	2.01653e+06	1.98721e+06
P42566	P42566		EPS15		7.53679e+06	7.84821e+06	7.24352e+06	7.61635e+06	6.85326e+06	7.4426e+06	7.68644e+06	7.35382e+06	7.54932e+06	7.10251e+06	7.31001e+06	7.32143e+06	7.52409e+06	7.45758e+06	7.35923e+06	7.33639e+06	7.37449e+06	7.25178e+06
P42574	P42574		CASP3		5.46728e+06	7.37091e+06	5.57669e+06	7.23169e+06	4.99933e+06	6.06163e+06	5.37035e+06	5.62036e+06	5.41373e+06	4.95127e+06	5.40674e+06	5.36882e+06	5.42921e+06	5.29342e+06	5.34401e+06	5.2959e+06	5.57728e+06	5.21832e+06
P42575	P42575		CASP2		1.27378e+06	628104	1.42563e+06	450267	1.28442e+06	514597	891864	1.21385e+06	759216		1.11513e+06	1.47786e+06	966526	827516	739260	739832	778367	1.1315e+06
P42588	P42588		patA		2.4152e+06	7.99152e+06	2.08124e+06	8.24151e+06	2.5037e+06	8.50998e+06	2.09736e+06	2.49274e+06	8.03838e+06	2.00647e+06	2.77343e+06	2.59832e+06	8.24489e+06	8.42952e+06	7.8657e+06	7.80809e+06	7.917e+06	2.33728e+06
P42599	P42599		ygjR			615446	132845	434397		410477	350958	355380	500685				841438	836203	786340		741049	236025
P42677	P42677		RPS27		3.15233e+07	3.01766e+07	3.15997e+07	3.37814e+07	1.7395e+07	2.60662e+07	2.90443e+07	2.7348e+07	3.36889e+07	2.39709e+07	2.35332e+07	2.68574e+07	3.20772e+07	3.24772e+07	3.31686e+07	2.41566e+07	2.9526e+07	3.16844e+07
P42684	P42684		ABL2		274973	286666	308221	237860	282715	313693	280559	237119	261656	209245	285657	291882	279131	253097	251981		283101	192768
P42694	P42694		HELZ		1.40166e+06	1.13761e+06	1.37454e+06	1.20934e+06	1.39764e+06	1.57096e+06	1.45207e+06	1.50938e+06	1.23851e+06	1.362e+06	1.29881e+06	1.44341e+06	1.33707e+06	1.29926e+06	1.29044e+06	805799	1.25615e+06	1.23457e+06
P42695	P42695		NCAPD3		1.35273e+06	1.26184e+06	1.37462e+06	1.14973e+06	1.36255e+06	1.65784e+06	1.29254e+06	1.29981e+06	1.37171e+06	1.16253e+06	1.40422e+06	1.45314e+06	1.46248e+06	1.4288e+06	1.28664e+06	1.05742e+06	1.56991e+06	1.18456e+06
P42696	P42696		RBM34		2.08166e+06	1.82758e+06	2.07577e+06	1.79715e+06	2.00428e+06	1.87747e+06	1.97004e+06	1.97683e+06	1.88134e+06	1.77257e+06	2.05568e+06	2.03973e+06	1.95597e+06	1.90559e+06	1.82473e+06	1.41296e+06	1.6934e+06	1.86319e+06
P42704	P42704		LRPPRC		3.49061e+07	3.55917e+07	3.577e+07	3.75482e+07	3.04746e+07	3.39561e+07	3.56577e+07	3.4812e+07	3.61918e+07	3.45876e+07	3.22414e+07	3.44341e+07	3.52276e+07	3.63383e+07	3.55447e+07	3.61342e+07	3.37198e+07	3.42783e+07
P42765	P42765		ACAA2		6.66498e+06	7.30286e+06	6.1387e+06	7.09102e+06	5.93702e+06	7.35856e+06	6.42698e+06	6.77238e+06	6.7349e+06	6.52938e+06	5.93943e+06	6.98262e+06	7.5177e+06	7.57248e+06	7.74735e+06	7.25542e+06	7.46174e+06	6.89052e+06
P42766	P42766		RPL35		3.55568e+07	3.43753e+07	3.49947e+07	3.62113e+07	2.82967e+07	2.99784e+07	3.24503e+07	3.44388e+07	3.23413e+07	3.63845e+07	2.95067e+07	3.1552e+07	3.31787e+07	3.29515e+07	3.41741e+07	3.99142e+07	3.12223e+07	3.44243e+07
P42785	P42785		PRCP		825176	930501	472764	280184	836496	408833	1.08288e+06	1.05034e+06	936772	853604	930387	1.00006e+06	839879	1.01748e+06	808784	548388	937513	885879
P42826	P42826		XKS1		3.46796e+06	1.7076e+06	3.466e+06	1.93149e+06	3.66565e+06	1.82558e+06	3.1776e+06	3.2379e+06	1.87801e+06	2.87024e+06	3.42264e+06	3.50903e+06	2.01635e+06	1.80331e+06	1.73888e+06	1.20248e+06	1.87076e+06	3.16152e+06
P42838	P42838		LEM3		2.15455e+06	1.27642e+06	2.31899e+06	890372	1.6903e+06	1.03504e+06	2.20134e+06	1.86238e+06	1.13488e+06	2.52125e+06	1.88649e+06	1.88307e+06	1.22256e+06	1.08032e+06	1.04247e+06		1.18189e+06	1.58922e+06
P42839	P42839		VNX1		391075	192056	538006	241638	269526	35987.4	502224	510201	209802	358850	299258	409039	171491	162942	115712		123946	431593
P42840	P42840		YNL320W		311644						424810	274985				309075						258540
P42842	P42842		EMW1		4.5511e+06	2.10024e+06	4.06591e+06	1.96423e+06	3.26546e+06	1.58738e+06	3.71307e+06	3.85645e+06	2.04208e+06	3.9066e+06	3.51917e+06	3.59636e+06	2.09763e+06	1.89397e+06	1.87238e+06	2.03941e+06	1.99943e+06	3.5809e+06
P42846	P42846		KRI1		5.39872e+06	2.64238e+06	5.27955e+06	2.60753e+06	4.16839e+06	2.22912e+06	4.84367e+06	4.90003e+06	2.69248e+06	4.48803e+06	4.50273e+06	4.63698e+06	2.64228e+06	2.56371e+06	2.55914e+06	2.66755e+06	2.61335e+06	4.4739e+06
P42898	P42898		MTHFR		2.80905e+06	2.70717e+06	2.7376e+06	2.83984e+06	2.22472e+06	2.42334e+06	2.74246e+06	2.65143e+06	2.87943e+06	2.78498e+06	2.28865e+06	2.51249e+06	2.57971e+06	3.01354e+06	2.73632e+06	2.75348e+06	2.4767e+06	2.67554e+06
P42934	P42934		PMT6		1.74894e+06	1.14879e+06	1.84989e+06	932164	1.78924e+06	1.15729e+06	1.68632e+06	1.60312e+06	995871	1.46176e+06	1.5858e+06	1.7373e+06	862708	1.01997e+06	1.10811e+06	665056	1.0585e+06	1.4784e+06
P42935	P42935		ELP2		2.89305e+06	1.14366e+06	2.99454e+06	1.00758e+06	3.05403e+06	1.06517e+06	2.65641e+06	2.46811e+06	1.54741e+06	2.44114e+06	2.86614e+06	2.91211e+06	1.49673e+06	1.39844e+06	1.28134e+06	715374	1.5416e+06	2.65124e+06
P42936	P42936		YGR201C		1.09974e+06	695943	1.12834e+06		1.26126e+06	939108	1.03343e+06	992762	520069	837405	1.11656e+06	1.20136e+06	558732	533480	500864	304590	630976	1.0247e+06
P42938	P42938		TDA10		2.70319e+06	1.55062e+06	3.0802e+06	1.52528e+06	2.69632e+06	1.4909e+06	2.91852e+06	2.66439e+06	1.51367e+06	2.73992e+06	2.77921e+06	3.04627e+06	1.54957e+06	1.52265e+06	1.56173e+06	1.22759e+06	1.21745e+06	2.94103e+06
P42940	P42940		CIR1		3.29775e+06	1.58592e+06	3.38693e+06	1.25781e+06	2.78521e+06	1.5823e+06	3.16965e+06	2.93956e+06	1.81445e+06	2.6784e+06	2.73211e+06	3.11306e+06	1.84945e+06	1.80065e+06	1.72586e+06	1.27671e+06	1.65806e+06	3.1805e+06
P42941	P42941		SER2		1.41045e+07	6.95782e+06	1.53171e+07	7.35161e+06	1.30647e+07	6.83616e+06	1.38629e+07	1.33019e+07	8.3223e+06	1.37742e+07	1.30412e+07	1.38583e+07	8.40293e+06	7.91123e+06	7.00942e+06	7.5455e+06	7.14939e+06	1.34494e+07
P42942	P42942		YGR210C		1.69948e+06	898594	1.81256e+06	1.06337e+06	1.34474e+06	728495	1.29944e+06	1.49925e+06	800137	1.30215e+06	1.3839e+06	1.5064e+06	830243	833418	844713		759656	1.52705e+06
P42943	P42943		CCT7		6.70021e+06	3.67839e+06	7.09607e+06	3.97594e+06	6.56181e+06	3.83248e+06	6.22841e+06	6.30939e+06	3.59549e+06	5.93916e+06	6.39112e+06	6.77165e+06	3.78649e+06	3.95542e+06	3.66062e+06	3.57363e+06	3.77527e+06	6.38155e+06
P42945	P42945		UTP10		1.36671e+07	8.52488e+06	1.39086e+07	9.41143e+06	1.25433e+07	9.77552e+06	1.37998e+07	1.2595e+07	8.89072e+06	1.36064e+07	1.22296e+07	1.27286e+07	9.84949e+06	9.0309e+06	8.92889e+06	8.38883e+06	7.51736e+06	1.19563e+07
P42949	P42949		PAM16		3.36663e+06	1.64618e+06	3.68752e+06	1.76488e+06	2.82161e+06	1.55321e+06	3.22556e+06	3.17401e+06	2.08238e+06	2.74505e+06	2.84595e+06	3.10576e+06	1.85052e+06	1.73373e+06	1.73069e+06	1.51781e+06	1.80048e+06	3.20646e+06
P43007	P43007		SLC1A4		1.41109e+06	1.61536e+06	1.23141e+06	1.35161e+06	1.50639e+06	1.61845e+06	1.30788e+06	1.28545e+06	1.37532e+06	1.31035e+06	1.44478e+06	1.35809e+06	1.48317e+06	1.57741e+06	1.42618e+06	1.38369e+06	1.51266e+06	1.24647e+06
P43034	P43034		PAFAH1B1		8.77912e+06	9.19317e+06	8.88252e+06	9.28932e+06	8.23753e+06	9.4693e+06	9.24769e+06	8.93372e+06	9.45628e+06	8.74548e+06	8.41656e+06	9.18171e+06	9.12857e+06	9.49742e+06	9.05049e+06	8.7945e+06	8.92714e+06	9.25663e+06
P43121	P43121		MCAM		2.4161e+06	2.29086e+06	2.14541e+06	2.15986e+06	2.13337e+06	2.43575e+06	2.39815e+06	2.18836e+06	2.49999e+06	2.45162e+06	2.19596e+06	2.15267e+06	2.40906e+06	2.45966e+06	2.35665e+06	2.20922e+06	2.43598e+06	2.11231e+06
P43123	P43123		QRI1		3.5903e+06	1.89129e+06	3.82579e+06	1.8186e+06	3.11169e+06	1.72842e+06	3.16362e+06	3.34824e+06	1.83588e+06	3.01525e+06	3.29502e+06	3.22372e+06	1.8273e+06	1.918e+06	1.79372e+06	1.42609e+06	1.84357e+06	3.26766e+06
P43243	P43243		MATR3		3.67213e+07	3.66397e+07	3.59532e+07	3.67231e+07	3.38593e+07	3.77328e+07	3.48872e+07	3.56137e+07	3.71813e+07	3.1116e+07	3.56732e+07	3.60825e+07	3.78736e+07	3.89233e+07	3.53415e+07	3.03755e+07	3.71385e+07	3.40951e+07
P43246	P43246		MSH2		1.00868e+07	1.0017e+07	1.00716e+07	1.00983e+07	9.19343e+06	1.02877e+07	9.92997e+06	9.80638e+06	1.01413e+07	9.65458e+06	9.39702e+06	1.00879e+07	1.00974e+07	1.02554e+07	1.00304e+07	9.42545e+06	9.92482e+06	9.8268e+06
P43250	P43250		GRK6		592187	658162	688736	659526	594022	533713	731608	581035	679463	762176	613255	619025	708986	633057	676922	871765	676879	694764
P43304	P43304		GPD2		5.25864e+06	5.51111e+06	5.57574e+06	5.21508e+06	4.93347e+06	5.45065e+06	5.94739e+06	5.33855e+06	5.76675e+06	6.02793e+06	5.29828e+06	5.41014e+06	5.30988e+06	5.5608e+06	5.46874e+06	5.56626e+06	5.3494e+06	5.4833e+06
P43307	P43307		SSR1		2.91033e+06	2.77307e+06	3.09501e+06	2.7899e+06	2.57076e+06	2.49134e+06	2.47658e+06	2.7841e+06	2.73206e+06	2.94551e+06	2.42486e+06	2.65118e+06	2.8132e+06	3.09701e+06	2.8945e+06	2.95506e+06	2.61817e+06	2.68283e+06
P43321	P43321		SMD3		2.31963e+06	1.39062e+06	2.15052e+06	1.54449e+06	1.84637e+06	1.17471e+06	1.88374e+06	2.02261e+06	1.1256e+06	2.26563e+06	2.01727e+06	1.99715e+06	1.27447e+06	1.38816e+06	1.19454e+06	2.25566e+06	1.11526e+06	1.40904e+06
P43355	P43355		MAGEA1		577203	573700	474902	485302	478402	498305		535374	463916	598024	526235	502897	472218	575673	562570		505889	
P43360	P43360		MAGEA6		488966	591483	384793	491999	416302	463633	570798	433181	584106	252548	446417	457064	536675	482759	586452	527395	481759	425109
P43362	P43362		MAGEA9		1.3909e+06	1.62538e+06	1.50706e+06	1.82312e+06	1.03696e+06	1.57052e+06	1.49822e+06	1.33361e+06	1.1125e+06	1.26858e+06	1.09637e+06	1.53005e+06	1.02604e+06	1.22884e+06	946924	635667	708521	1.56284e+06
P43366	P43366		MAGEB1		9.5872e+06	1.01059e+07	9.80523e+06	9.81076e+06	9.8016e+06	1.1877e+07	1.0762e+07	9.70068e+06	1.07486e+07	9.82379e+06	1.00478e+07	1.06429e+07	1.05367e+07	1.06281e+07	9.53534e+06	8.37322e+06	9.84937e+06	9.95739e+06
P43403	P43403		ZAP70		5.59635e+06	1.25071e+06	5.25082e+06	1.14468e+06	3.64264e+06	1.00892e+06	5.53063e+06	5.60385e+06			3.96771e+06	6.18597e+06	4.14009e+06	4.05024e+06	3.0938e+06	1.877e+06	2.54054e+06	5.96702e+06
P43405	P43405		SYK		60567	478906		402310		571286					36558.6				150630		235395	
P43487	P43487		RANBP1		2.29612e+08	1.55793e+08	1.97136e+08	1.81344e+08	2.20076e+08	1.01729e+08	2.24252e+08	2.23319e+08	2.25972e+08	1.47058e+08	2.26692e+08	2.36702e+08	2.22848e+08	2.18514e+08	1.62212e+08	9.77043e+07	1.52668e+08	2.06073e+08
P43490	P43490		NAMPT		1.91613e+07	1.9846e+07	2.08268e+07	2.10871e+07	1.85842e+07	2.10644e+07	1.95468e+07	1.92319e+07	2.01275e+07	1.89397e+07	1.92827e+07	2.03911e+07	2.10756e+07	2.11085e+07	2.03011e+07	1.83981e+07	1.99241e+07	1.96883e+07
P43535	P43535		GCN20		3.90465e+06	1.99518e+06	3.88644e+06	2.06751e+06	3.21071e+06	1.76261e+06	3.7066e+06	3.73271e+06	2.06265e+06	3.46131e+06	3.27353e+06	3.59382e+06	2.02177e+06	2.03507e+06	1.99148e+06	1.82792e+06	1.91357e+06	3.74113e+06
P43545	P43545		SNZ3		895987	612864	936681	599762		733324	1.08881e+06	883405	733630	995498	844243	836290	560215	688263	626458		757428	767236
P43555	P43555		EMP47		4.45283e+06	2.27849e+06	4.57581e+06	2.25578e+06	3.8611e+06	1.99878e+06	3.98278e+06	4.0305e+06	2.02724e+06	4.04035e+06	3.76287e+06	3.99467e+06	2.18011e+06	2.1873e+06	2.29034e+06	2.09933e+06	2.07488e+06	4.36495e+06
P43556	P43556		RGD2		317419	98464.8	297348	112848	387291	103411	229409	333419		173486	393565	411016	203235	97907.2	82413.4		156880	289641
P43558	P43558		OTU1		1.84764e+06	1.02139e+06	2.03075e+06	985092	1.45191e+06	1.16005e+06	1.90283e+06	1.89386e+06	758617	1.64886e+06	1.87991e+06	1.90929e+06	1.1292e+06	955365	1.1733e+06	1.04051e+06	1.02998e+06	1.76618e+06
P43560	P43560		LAM5		405587	195873	419810		434152	218284	367026	348896	183726	272297	352225	416292	225423	177709	173596		213843	325170
P43561	P43561		FET5		2.62835e+06	1.67655e+06	2.83959e+06	1.48768e+06	2.55105e+06	1.44611e+06	2.87063e+06	2.43568e+06	1.3205e+06	2.58271e+06	2.45999e+06	2.49019e+06	1.5222e+06	1.3655e+06	1.17405e+06	772388	1.37753e+06	2.36382e+06
P43563	P43563		MOB2		432479	186201	334108	151236	374702	216129	347159	370204	169269	192466	399110	430507	113051	129068	156220		179354	309253
P43569	P43569		CAF16		2.59166e+06	1.18731e+06	2.22336e+06	981956	2.22025e+06	1.28667e+06	2.25842e+06	2.615e+06	1.10172e+06	2.0633e+06	2.33161e+06	2.37687e+06	1.40128e+06	1.05681e+06	1.14565e+06	662472	992973	2.26337e+06
P43577	P43577		GNA1		2.11106e+06	922378	2.32548e+06	1.04551e+06	1.59832e+06	516687	1.65461e+06	2.09337e+06	761931	1.27939e+06	1.73456e+06	1.8583e+06	906337	899390	973207		775475	2.13992e+06
P43582	P43582		WWM1		8.18221e+06	4.65052e+06	7.62154e+06	4.46522e+06	9.36351e+06	5.45799e+06	7.58969e+06	7.85216e+06	3.9139e+06	5.42343e+06	8.22377e+06	8.76818e+06	4.30204e+06	3.75252e+06	3.8127e+06	1.63098e+06	4.20391e+06	8.46966e+06
P43583	P43583		BLM10		3.62657e+06	2.36909e+06	3.66414e+06	2.48189e+06	3.48871e+06	2.0819e+06	3.37406e+06	3.57356e+06	2.53221e+06	3.51515e+06	3.47643e+06	3.61565e+06	2.40744e+06	2.37014e+06	2.22398e+06	3.0041e+06	2.17371e+06	3.67793e+06
P43585	P43585		VTC2		1.50391e+07	7.40471e+06	1.5385e+07	7.08198e+06	1.30228e+07	6.54901e+06	1.4241e+07	1.39655e+07	7.27458e+06	1.44434e+07	1.25784e+07	1.34058e+07	7.25871e+06	7.0129e+06	7.05486e+06	7.52038e+06	6.53381e+06	1.37085e+07
P43586	P43586		LOC1		2.39459e+06	1.32253e+06	2.27879e+06	1.17092e+06	2.41298e+06	1.53034e+06	2.1718e+06	2.19489e+06	1.25879e+06	1.78839e+06	2.40538e+06	2.21757e+06	1.24041e+06	1.2934e+06	1.25705e+06	1.05795e+06	1.26969e+06	2.00617e+06
P43588	P43588		RPN11		6.09717e+06	3.43487e+06	6.3972e+06	3.54773e+06	4.95452e+06	3.08572e+06	5.80541e+06	6.01703e+06	3.1967e+06	5.82872e+06	5.24305e+06	5.93779e+06	3.20021e+06	3.15119e+06	3.31514e+06	3.17478e+06	3.15453e+06	5.64695e+06
