Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d
Q08932	Q08932		RSA1		9573.53	7868.13	10111.6	10920.8	10669.1	10915	6347.12	5965.49	5989.67	12732	6203.63	9658.42	10910.7	6729.79		5779.51	5702.8	5469.5
Q08945	Q08945		SSRP1		253619	253099	244557	254107	257800	248984	258944	264112	262704	253007	259758	253901	254083	262465	272530	255879	258985	264148
Q08949	Q08949		DDC1		5897.22	5975.63	5081.29	4173.21	5717.03	4868.65	3067.17	2328.76	2341.66	4290.75	3764.4	5021	5493.24	3086.71	3337.91		2698.11	3243.95
Q08951	Q08951		APL5		196252	189511	189998	180550	176237	182142	104048	109430	103707	189568	106570	193607	189780	104622	104228	106310	105237	105374
Q08954	Q08954		NBR9		44452.9	43394.6	41691.1	39642.2	42082.8	40145.7	22244.2	24227.1	25195.3	45792.9	21835.7	45243.3	44001.7	21504.4	21346.2	24733.8	27527.4	22934.8
Q08959	Q08959		PGC1		52586.1	53272.3	56757	54380.9	59406.2	56366.5	34913	27780.9	31820.2	58134.1	32631.2	54665.5	56472.9	32736.9	33204.7	29279.9	33411.3	30136.3
Q08961	Q08961		RKM1		12937.3	10067.8	17481.8	17019.5	16773.8	18518.5	9618.93	6982.95	10155.2	12438.4	10017.4	16408.2	17547.7	9658.29	8821.78	8198.64	6735.63	9750.54
Q08962	Q08962		NIP7		44322.5	49147.6	43976.2	44502.6	50812.5	45998.7	26779.1	30659.8	27730.6	50915.9	24403.2	52310.5	51217.3	29500.8	28837.9	32085.2	29502.8	26270.5
Q08965	Q08965		BMS1		49634.7	52764	53455.6	50977.2	47018	45762.8	29446.3	28486.9	28110.4	56895.3	28238.4	55167.6	53560.4	26718.7	28952.8	27626.7	29440.6	26407.3
Q08966	Q08966		PCL8		14672.7	13073.4	14769.3	13847.6	13762	12897.1	8938.85	7408.16	7945.09	17669.7	7508.55	16021.4	17716.5	9176.13	8862.5	8375.12	9023.77	9616.03
Q08969	Q08969		GRE1		15814.9	16048.9	15784.3	15224.4	17968.7	13936.6	8714.02	7157.46	7389.04	18954.6	5322.89	16553.6	13892.3	8278.68	8631.63	7637.13	8190.5	7749.29
Q08971	Q08971		YPL225W		148305	152440	150997	154233	147277	148143	85040.6	83585	81712.1	167311	79623.5	161083	162484	86387.8	84583.8	81034.1	79568.9	86503.4
Q08972	Q08972		NEW1		132198	133333	131250	129588	134339	127905	77977.9	76495.9	73937.2	136201	73898.5	143769	138578	77367.3	78012.2	79691.2	75523.6	79839.5
Q08977	Q08977		CUB1		115678	110093	116418	114902	110746	111312	61904.4	60230.9	59617.2	117142	60512	120142	118087	59999.8	58116.7	60813.3	61034.4	59234.6
Q08979	Q08979		KEL3		35173.7	32098.2	37497.1	42539.7	46602.8	44257.6	20434	14843.9	18714.8	30569.3	22381.3	42699.7	47411.8	23454.3	19924.8	19906.9	16893.4	19391.5
Q08985	Q08985		SAM4		78495	78914.7	76566.3	75489	76097.9	77613.6	46972.9	53555.2	47156.9	79509.6	44948.5	79584.7	75233	48715.7	51751.2	50696.9	49062.9	51072.2
Q08AG7	Q08AG7		MZT1		10743.7	11557.5	12468.8	11444.1	12310.4	10498.8	10480.7	10624.6	11444.3	10753.7	11361.8	11659.8	10286.7	10746.2	12083.6	12544.6	12599.3	15548.8
Q08AM6	Q08AM6		VAC14		40499.3	42106.8	41145.8	41712.2	38576.2	36864.9	39138.2	41483.3	41606.5	39082.8	40734.3	42365.2	40209.3	40983.8	39040.5	40802.1	39354.6	41756.1
Q08J23	Q08J23		NSUN2		968222	1.00299e+06	938479	975628	940035	914106	1.01802e+06	1.02222e+06	1.02799e+06	970813	988414	977783	971146	1.00722e+06	1.01771e+06	1.04798e+06	1.03058e+06	1.03517e+06
Q09028	Q09028		RBBP4		709122	685499	648184	685103	657818	629700	688470	739636	699763	754304	685070	713452	679860	685612	701513	740175	747452	737406
Q09161	Q09161		NCBP1		143566	148092	143207	141230	144557	139055	142051	146808	148174	142595	146141	144105	138931	137920	143804	143042	145088	140888
Q09472	Q09472		EP300		23098.7	23752.6	22739.5	22175.3	21347.1	21581.3	21129.7	22835.5	22350	22684.5	23337.9	24809	20791.2	20763.2	24331.1	23199.6	22701	23558.6
Q09666	Q09666		AHNAK		366624	369157	359898	364875	361700	348940	374367	381532	392373	371050	385503	382560	368139	373001	386614	385206	386601	387434
Q0JRZ9	Q0JRZ9		FCHO2		10703.9	9651.72	10714.8	10363.4	10479.3	10557.1	10536.5	10746.4	9197.97	9840.03	11183.8	10287.2	9679.12	11739.2	11061.7	9776.23	9769.39	10089.5
Q0P651	Q0P651		ABHD18		1229.71	1536.2	1181.26		1308.28	1324.81	1611.11	1558.34	1469.13	1349.18	1156.12	1485.44		1754.58	1331.01	1465.33	1481.15	905.673
Q0PNE2	Q0PNE2		ELP6		16999.1	18171.9	16140.4	16952.9	17826.4	16315.9	16024.9	20086.8	19397.7	12474.1	17569.5	15937.6	17027	17983.7	16386.1	17187.8	16470.7	17386.1
Q0VAA2	Q0VAA2		LRRC74A		3023.68	3283.05	3037.85	3721.03	2934.7	2116.01	2876.35	2899.18	3140.89	3779.67		2977.32	3112.13	2217.35			4035.91	3774.63
Q0VD83	Q0VD83		APOBR		26820.3	26571	24974.9	24457.8	26097.4	23298.3	27755.5	27594.6	27160.5	30450.4	26934.9	25734.2	23823	27201.5	27096.6	30567.5	30779.3	28704.2
Q0VDD7	Q0VDD7		BRME1		3715.37	2921.4	1860.3	2928.19	2529.27	3193.91	3304.36	2404.33	2367.95	3174.38	3151.07	2986.22	2228.41	2138.33	1983.5	2858.6	2490.4	2340.98
Q0VDF9	Q0VDF9		HSPA14		152268	155510	146948	158397	146591	137048	154632	157574	164002	148775	150920	152557	145796	154915	159004	166999	162693	156323
Q0VDG4	Q0VDG4		SCRN3		62459.9	61448.1	62905.7	64152.1	64189.4	61465	59748.7	66005.6	63961.6	66139.6	65780.1	64299.8	55481.9	59708.7	65471.3	67833.8	62079.1	61951.1
Q0VG06	Q0VG06		FAAP100		12300.3	12826.2	9844.53	10858.2	12195.8	12778.5	12550.3	12516.5	10203.9	11453.5	12032.4	10044.6	12514.1	12345	10182	10600.7	10509.1	11480.5
Q0VGL1	Q0VGL1		LAMTOR4		2236.36	1622.73	1851.56	2131.55	2288.84	1563.08	1725.9	2299.09		1982.08	2013.53	1427.94	1675.59	1698.25	2514.29	2759.47	1876.44	1463.72
Q10469	Q10469		MGAT2		9607.13	10355.3	9930.14	8832.52	8009.95	10902.1	10313	11902.2	10176.8	12535.8	11812.4	8216.06	10146.7	10513.7	10905.5	10373.1	9454.27	10155.4
Q10471	Q10471		GALNT2		75857.6	77353.9	75618.1	76303.1	80159.5	80603.4	81091.9	82142.9	79452.5	79179.6	79259.6	78504.4	79269.2	83003.6	83428.9	81786.6	81850.7	80428.8
Q10472	Q10472		GALNT1		6077.26	6763.13	6356.82	6815.55	6739.59	7014.72	6501.34	6732.09	7105.32	7011.87	6804.99	6669.75	6496.37	6332.81	6230.96	7335.4	5903.83	6002.57
Q10567	Q10567		AP1B1		173127	175608	170054	178718	180510	168122	172911	179907	174821	177048	179227	173824	164492	177669	175998	177863	180366	178188
Q10570	Q10570		CPSF1		114337	116191	109979	115579	114508	118195	119400	113865	113726	111620	116839	115719	114551	120627	117677	114073	114734	116671
Q10589	Q10589		BST2		161215	158316	158609	159246	175122	155364	174641	182606	168356	173023	175039	164772	181731	174806	158216	185885	165107	180270
Q10713	Q10713		PMPCA		196619	199845	186598	187511	186967	178843	196006	205691	202572	196224	198337	205456	186921	196743	197734	209329	205750	198846
Q10740	Q10740		LAP2		55040.4	55042.4	54132.6	57235.1	59690.4	56648.6	32734.6	31255.1	32325.7	57707.6	30952.7	56429.4	57238.4	32264.3	32009.3	31755.3	30869.3	30745.1
Q12000	Q12000		TMA46		19499.9	20122.8	17567.5	18987.2	19382.1	20671.8	12937.6	14260.3	12187.1	22298.4	10642.1	20946.4	19566.5	12678	13897.7	12461	14604.1	16275.4
Q12003	Q12003		ENV7		3402.53	3087.41	2992.62	4175.06	3792.92	2861.99	2512.75	2688.8	2873.56	3736.69		3433.48	4634.23	1728.29	2529.86	2875.61	1715.03	2149.54
Q12008	Q12008		GPM2		140659	137561	140087	136812	138210	132391	84043.4	82231.9	72929.2	146414	79416.8	155375	147001	76771.1	78030.4	69417.4	78888.7	81485.1
Q12009	Q12009		TRM8		47149.9	47080.1	51967.7	46800.7	48088.8	52930.8	24303.4	27002.6	24603.9	46932	24370.1	51583.4	51793.8	24515.4	24634.3	26519.7	24163.5	23900.4
Q12010	Q12010		YPQ1		78581.9	76820.4	74775.4	78987.4	73312.8	80532.7	41792.4	38676.7	39732.1	79528.6	38216.9	80262.2	81561.3	44070.6	43735.8	38406.6	36531.4	43264
Q12012	Q12012		YOR289W		20286.7	24257.8	19717.1	22924.8	21267.4	23194.8	10942.5	10692.7	11817.6	22127.2	11953	22735.1	22437.9	12094	10366.8	11531.3	11198	10326.3
Q12015	Q12015		DSC3		5445.4	8208.99	7325.56	7232.33	6497.05	6933.4	3635.81	3552.18	3518.1	7236.21	2731.19	7529.65	7111	3059.44	3216.54	4114.82	3361.59	2911.05
Q12016	Q12016		VPS68		76402.2	73024.1	77283.2	70273.3	75178	73373.7	41019	35514.2	37395	78507	34148.8	72864	72828.8	36953.3	43072.4	36328.4	35009.1	39667.8
Q12017	Q12017		PLP2		18088	17110.4	18298	17942.9	15614.3	17283.6	9746.73	9005.52	9367.72	17947.8	9507.36	19158.2	18747.5	10585.9	8830.42	9965.76	9865.85	9472.22
Q12018	Q12018		CDC53		70758.4	66280.4	68956.5	68363	69037.9	66048.9	39739.7	37806	39398.7	72010.3	39615.4	73120	69350.5	40128.4	39146.9	38506	38952.1	36981.5
Q12019	Q12019		MDN1		107514	103413	101535	105937	107161	105682	60667.9	61620.2	58176.1	107615	63262.8	109830	108211	56852.6	61600.4	58383.2	57747.5	57305.6
Q12020	Q12020		SRL2		3984.2	3485.6	2957.66	4236.61	3385.72	4259.64	2397.24	1460.06	1669.21	3411.65	1908.98	3757.04	4001.35	1256.47	1338.46	1710.52	2235.97	1951
Q12024	Q12024		YTM1		34506.7	34424.2	37874.9	37131.8	33641.7	33010.5	23108.2	23291.8	27853.6	38649.4	26475.7	37611.6	38878.1	27434.5	28111.8	27096.4	28104.4	27140.8
Q12025	Q12025		EMC10		33058.5	29327.8	32002.1	31029.7	30438.6	25443.6	16638.4	13524.5	16865.6	27969.7	13618.7	32400.8	33892.4	16536.1	16812.8	15318.5	13083.9	18194.7
Q12028	Q12028		APL4		27744	26828.7	29132.6	26142.1	27558.4	25826.6	13720	14637	14923.7	29884.6	15352	31296.3	28291.5	15374.3	15622.6	15047.2	15591.1	14718.2
Q12029	Q12029		FSF1		14075	14574.7	9737.36	13227.4	10673.4	7957.74	3261.64	8299.07	6472.87	14385.1	8334.86	15842.6	9463.33	6353.43	5755.75	7880.06	8504.9	5950.9
Q12030	Q12030		TAF10		7999.25	7712.29	5521.22	7448.03	6406.52	6707.25	2946.29	4180.36	4262.47	7431.67	4249.42	8536.8	7536.56	4552.34	3938.94	4508.56	3591.72	3331.74
Q12032	Q12032		AIM41		105288	104101	100530	106347	97530.2	95119.8	57360.3	58213.3	57280	116145	58291.1	114246	102110	56974.6	53214	57972.3	61548.3	55931.3
Q12034	Q12034		SLF1		29551.1	28730.6	30773.8	32244.8	30641.1	31001.3	18030.8	19618.1	18843.6	34890.4	18296.4	33547.7	32817.6	20165	17979	18201.4	19188.8	18217.5
Q12038	Q12038		SRO7		11403.3	11209.9	11984.6	11918.8	11019.4	10687.2	4775.56	6307.34	5056.73	10661.1	6138.75	11899.1	13404.5	5539.19	6111.8	6284.56	5769.22	7212.22
Q12040	Q12040		YOR283W		19720.7	22971.2	16754.5	19549.7	21274.7	18135.5	14720	13013.2	14773.9	26110.4	14390.2	21730.7	18348.4	13186	14892	12513.4	16347.5	13029.3
Q12044	Q12044		RCN2		51463.5	53241.9	56812.1	52732.3	51647.7	57061.5	29225.9	30871.6	29747.8	52479.7	27929.4	57391	55132.5	29097	27586.8	28624.6	26265.5	30083.5
Q12049	Q12049		THP3		2169.88	3290.38	2031.56	2322.57	1869.73	3093.22	1244.96	1473.49	1168.85	3145.19	1321.2	2811.74	2725.43	1443.34			1287.21	
Q12055	Q12055		FAP7		159352	174322	165343	152933	144951	154624	74235.8	81220.5	95721	172876	81165.3	155157	166246	79716.6	90368	83979.4	85488.4	95137.8
Q12060	Q12060		HFI1		8559.12	8424.54	6811.45	7134.31	7415.45	8826.6	4284.34	4985.32	4070.77	8256.33	3610.23	7437.46	9225.53	4096.79	5007.32	3763.14	3893.21	4273.89
Q12063	Q12063		NUS1		14567.3	14164.3	15827.9	15137.4	15599.8	13445.6	6874.1	7902.69	7241.12	16922.5	7443.28	16342.4	16004.7	7170.7	9717.93	6710.62	7850.9	10176
Q12068	Q12068		GRE2		66536	64879.7	66142.6	66318.7	65238.5	68536.6	38584.9	36209.5	37905.8	75277.3	36420.8	69502.7	66717.6	35026.1	35294.2	37822	37113.9	35108.6
Q12071	Q12071		VPS54		41860	41098.7	37471.5	39597.1	38920.2	36988.7	28603.2	33258.2	35509.5	38874	30199.2	39778	42691.9	25660.8	35985.5	30889.2	36665.3	36908.5
Q12072	Q12072		IOC2		35460.1	33092.2	34427.4	34216.8	36699.7	33809.7	18504	19906.6	20905.5	31887.7	19502.2	33750	35302.9	19876.2	17435.7	18498.1	18809	21431.6
Q12074	Q12074		SPE3		181598	184988	184867	189117	187600	185503	103861	102476	101865	184035	100279	190469	198014	98368.7	105485	97911.3	102232	107446
Q12078	Q12078		SMF3		28158.9	31978.3	30512	26148.2	29579.7	24597.1	14646.2	18858.9	17173.9	36378.3	16955.5	28833.7	28390.2	15933.4	17826.4	18687.8	18792.6	15021.1
Q12080	Q12080		NOP53		10444.9	10691.3	10907.8				12166.3	14000	13821	13182.6	12449	12043.1	13296.1	13707.6	15331.7	15892.2	20456.9	16743.9
Q12091	Q12091		DAP1		13823.8	13945.3	15917.8	13782.9	13433.6	9945.52	7146.61	8648.03	6849.48	10967.6	8037.1	14248.8	13306.6	7107.51	7267.49	6665.07	7818.99	7432.86
Q12096	Q12096		GNT1		12997.9	13617	11047.3	10418	14357.2	13659.2	6976.85	6692.51	7349.71	12189.2	6415.14	12784.9	12187.6	6813.49	7291.35	6716.56	5873.35	7584.97
Q12100	Q12100		RTK1		7823.26	8775.39	7621.27	8419.29	7843.38	7726.75	3916.96	4961.44	4882.6	8343.78	5295.26	10181.4	7145.19	4340.23	4019.85	4971.28	4735.8	4014.09
Q12102	Q12102		CFT2		13638.1	12775	12867.9	11166.8	11752.2	12393.4	5319.56	6557.33	5836.85	13687.4	6146.76	12403.8	13236.8	6355.79	4960.11	7478.37	6199.41	5489.08
Q12108	Q12108		RTC5		7337.26	8707.06	9368.18	8275.16	9223.23	10256.6	5280.75	5480.15	4955.64	10171.6	5392.88	9655.73	10088.2	4964.63	5080.88	5035.44	3943.63	4967.26
Q12109	Q12109		WRS1		121032	115159	123126	114974	112995	111514	70454.2	68521	68756.2	125110	67766.4	124942	124397	71354	67644.2	75053.3	67889.3	66810.7
Q12114	Q12114		CHS5		19895.4	20025.1	18190	20068.8	19278.4	18967.8	11676.7	12026.6	11261.1	21971.5	11201.6	19664.8	18607.8	12551.8	11053.8	10559.8	10312.1	10617.6
Q12117	Q12117		MRH1		298011	294076	309192	302432	296568	262935	199501	173966	167217	322744	163495	347291	342562	153913	170092	165322	176055	160893
Q12118	Q12118		SGT2		303908	303398	280677	265215	282859	247344	170240	177938	162747	322540	161148	333296	310979	157918	170664	167136	180460	166884
Q12122	Q12122		LYS21		292805	280473	302009	296527	290681	295794	161734	159887	161993	309850	164329	321720	313270	160936	162201	161432	165447	158656
Q12123	Q12123		DCS2		78594.4	75045.4	73846.4	76960.5	82920.4	78663.4	43441.8	37564.2	42878	74093.2	42650.5	82578.4	85842.4	40472.2	40382.8	40530.5	43225.8	40110.7
Q12124	Q12124		MED2		1607.31	1203.76	801.982			862.13	1247.26	1277.67	1787.58	2377.73		2435.61		1411.25	1369.45	1665.58	1633.15	
Q12125	Q12125		GET4		65633.6	62194.1	62240.5	62486.6	60743.6	65936.8	35872.8	34386.2	32775.7	66008.7	33844	65774	70100	34076.7	35499	34548	32833.5	35250.7
Q12132	Q12132		USV1		8997.86	8272.47	7894.68	9045	8826.83	8596.09	5667.97	5193.83	4988.34	10173.8	6352.85	10509.3	10293.2	4674.05	4956.57	5585.23	5743.23	5494.57
Q12133	Q12133		SPC3		27739.8	24447.9	24137.8	29486.9	21820.9	26257.5	16765.1	15304.8	12133.7	30424	17916	36236.5	34394.3	22713.9	20243	20672.9	19470.6	21049.2
Q12136	Q12136		SAS10		25023.4	24033.7	22924.4	22739.5	21216	20416.6	17452.5	15738.9	16788.4	28129.9	14340.3	26010	24991.8	17694.1	14403.3	16405.3	15546.8	13782.1
Q12139	Q12139		YPR022C		5196.56	3760.32	3798.62	4985.94	4275.88	4042.11	3441.49	3083.97	4353.59	4890.8	2949.6	4504.88	3984.08	2589.47	2885.15	4099.62	2873.53	3451.91
Q12149	Q12149		RRP6		22841.2	20877	19730.8	21809.1	21970	22836.3	14067.7	15734.1	14001.6	26371.3	12502.5	22672.3	22805.1	15407.1	13733.7	18845.4	14288.3	13662.1
Q12153	Q12153		SSF2		7557.67	6505.37	6419.62	6695.98	7602.52	8873.97	4252.37	4380.05	3793.99	7645.25	4805.37	8475.86	7014.98	3754.61	4658.75	4373.09	5763.44	5394.66
Q12154	Q12154		GET3		303211	305828	295139	294108	292234	293996	158496	165051	157509	320277	167907	322516	303834	158259	156292	158234	172345	164186
Q12156	Q12156		AIM7		24703.9	27042	28671.1	29116.3	27603	30020.1	20417.6	16365.2	18683.4	28472.3	19011.1	28657.2	28633.5	18835.4	18378.2	16635.1	18198.4	19472.5
Q12159	Q12159		YRA1		295816	275186	283703	279991	295947	284366	153251	156945	155263	297978	160505	296785	298542	153132	152957	158426	159166	156985
Q12160	Q12160		YPR063C		60147.8	54999.4	58206.9	59549.2	54475.9	52180.1	32661.1	33514.8	31924.6	66266.9	31762	63658	59818	29897.8	31653	32658.5	28592.5	32281.9
Q12164	Q12164		POM33		238822	242641	243352	237574	250486	245439	137749	136806	143678	277211	133669	274437	274659	143980	135718	139805	139969	137633
Q12166	Q12166		LEU9		8419.14	7681.11	8720.06	9119.42	8523.61	6193.68	5696.47	5708.5	5842.58	7514.57	6177.97	8187.81	8163.11	5431.46	5148.51	6024.04	6429.42	5414.95
Q12168	Q12168		ACF2		17142.9	17489.9	18343.2	16061	17084.9	16425	9275.9	10090.5	9816.03	19288.9	10310.2	16874.9	17415.2	10719.4	11390.1	12074.7	10843.8	11529.7
Q12176	Q12176		MAK21		15286.2	14655.4	14855.8	16938.9	14207.3	13990.1	8259.01	9342.28	7923.31	15807.4	8421.77	14749.8	14882.6	8048.34	7798.46	8998.68	8778.82	7564.5
Q12178	Q12178		FCY1		41222.7	44009.2	44665.3	41067.9	43290.5	42568.2	24602.8	24771.4	25097	38954.8	24186.1	42054.1	42615.2	22176.3	22865	23406	28710.6	23082.3
Q12186	Q12186		MSL5		2850.61	3669.08	3044.26	2356.74	2917.32	3017.72	1645.02	1868.89	2413.71	3556.42	2708.14	3613.24	3892.16	1698.92	1766.55	2246.65	1562.31	1636.33
Q12189	Q12189		RKI1		25905.7	26627.4	27418.1	28648.4	27335.2	25846.6	16961.7	14266.7	14787.7	26602	16079.4	27863.5	27870.9	16658.8	15955.6	17204	16508.1	15950.2
Q12191	Q12191		BUG1		29861.6	27138.4	23833.8	25905.3	22543.2	21556.5	13244.8	16671.8	14040.1	33861.9	13421	28803.3	25191.9	11950.2	14773.7	15549.7	16073.3	12939.3
Q12199	Q12199		TIP41		29288.8	30505	24511	27598.1	26097.8	25608.9	17614.3	16503.1	18725.8	25428.3	19152.2	31582.5	28592.1	15062.3	18010.2	17103.2	17285.6	17794.4
Q12205	Q12205		MNL2		18781.7	18663.9	18004.4	22908.9	21133.1	20084.9	11117.5	10161.2	9534.87	16381.3	10837.8	22942.4	20795.1	11698.9	11865.9	9473.62	9831.91	11455.1
Q12206	Q12206		WTM2		18492.5	18532.3	18100.6	16666	15745.3	16336.1	10118.8	11221.9	10844.8	17870.7	12370.1	18709.6	18798.9	10200.5	9909.5	9551.05	11844.8	11809
Q12207	Q12207		NCE102		24378.8	23265.2	24165.9	25081.7	26302.6	21921.6	11701.4	10909.7	12086.8	21108.2	12403.8	25962.3	28518.7	10046.2	10075.1	10097.2	10839.5	9734.1
Q12211	Q12211		PUS1		28646.9	30392.4	29773.9	29450.7	31163.5	29134.2	17909.2	15581.2	16072.4	29703.1	16583.6	32991	30882.3	16935.4	17709.3	16333.7	15749.4	18141.1
Q12213	Q12213		RPL7B		44511.4	51928.6	56966.3	57987.9	49361.7	51755.7	29080.7	25537.8	38039.2	36198.9	38716.1	58535.4	60567.2	31934.7	30691	22764.6	23456	35743.3
Q12220	Q12220		DIP2		17928.4	16262.4	19087	20496.2	19540.3	17842.8	9993.03	9222.66	8005.95	19089.1	8953.86	20210.1	20937.8	8910.01	9586.93	7682.06	8750.97	8833.06
Q12221	Q12221		PUF2		18645.3	18996.6	18738	19034.3	17149.1	15672.2	10452	10987.3	11177.9	17065.9	9349.91	18923.9	16333.9	10885.2	9822.11	10898.5	11438.4	10738.2
Q12230	Q12230		LSP1		1.32854e+06	1.47325e+06	1.43541e+06	1.3341e+06	1.34776e+06	1.27693e+06	862305	867743	823733	1.70332e+06	817096	1.61523e+06	1.48241e+06	836722	887115	928202	881682	886438
Q12234	Q12234		RUD3		19610.2	17943.4	18468.1	18242.3	17492.8	18577.8	11387.4	11805.4	11455.5	23279.2	11128.8	21381.3	19454	11362.1	10855.3	12445.6	12437.3	13114.1
Q12236	Q12236		PKH2		49811.9	42374.5	42032.8	48002.5	40586.1	48390.8	30235.1	38215	37254.7	43907.6	25197.4	41437.6	41846.9	30528.8	33490.5	21737.7	28717.6	32445.2
Q12241	Q12241		VAM3		7917.85	8707.76	7477.14	7621.72	6752.94	7698.63	2573.03	5922.86	4115.72	8052.1	3048.37	9177.07	8532.92	4159.52	4706.29	3883.7	4657.56	4064.87
Q12242	Q12242		RUP1		24434.4	21398.9	24126.7	24177.1	23150.6	24235.7	13858.3	13254.1	14215.7	25427.2	14060.2	24645.6	24912.7	13798.6	13160.1	13062.4	13186.1	12032.6
Q12245	Q12245		POC4		8361.77	12966.3	9732	13053.7	11174.7	15946	4602.56	6744.38	6598.64	6615.82	4742.65	16163.5	8658.4	6574.74	4571.19	4907.95	6441.19	8909.17
Q12246	Q12246		LCB4		9699.91	8649.79	10039.8	10663.9	9163.56	12467.5	4151.41	4837.73	4399.92	10031.4	3883.74	9422.67	9965.56	4626.46	5644.23	5363.34	4866.67	4863.72
Q12250	Q12250		RPN5		87607.7	88961.6	99556.6	93966.9	94610.4	91073.6	52339.9	49995.6	52216.7	93941.9	53357.8	97289.6	101047	51312.9	50936.9	46984.5	47713.3	50988.1
Q12256	Q12256		TPO4		4638.22	5509.56	4893.16	4453.72	4200.82	6853.2	1886.3	2254.54	2201.2	7324.2	3311.13	5875.4	6345.35	2594.25	2504.17	3480.86	2141.41	2298.43
Q12257	Q12257		YDL177C		2240.59	2081.87	2654	3414.6	1689.78	1869.24	794.171		612.309	2285.66	1074.37	1935.57	1735.84	1253.32		467.168	1288.57	1267.24
Q12259	Q12259		YLR108C		3788.94	3019.84	3128.03	4235	3793.81	6075.58	2382.34	2486.15	1938.79	4354.25	2221.72	4070.4	5391.9	2736.4		2524.73	2230.56	1627.13
Q12263	Q12263		GIN4		39433.5	40526.3	40930.2	40885.6	39756.5	40183.2	23870.2	23061.5	22994.6	44075.3	22613.9	43577.5	41931.2	22259.3	22208.3	24600.7	24277.4	24251.5
Q12265	Q12265		PRS5		52469.1	52590.1	51081.5	52139	51219.6	51414	27767.9	29300.4	28529.1	54614.5	28916.7	54420.1	55635.8	28202.3	28378.6	29195.2	27960	28716.6
Q12267	Q12267		SMC4		4508	4367.08	3895.01	4109.87	2980.27	3523.17	2800.1	2491.87	2642.28	4231.59	2342.04	4052.91	2953.35	2211.92	2622.95	2612.29	2392.8	3268.1
Q12270	Q12270		RBD2		18760.7	16016.3	17865.9	16536.6	17239.3	18243.9	10572.3	9914.37	10418.4	19116.1	9756.09	19026.5	20677.5	10618.6	10231.7	10158	11688	11432.8
Q12271	Q12271		INP53		32834.8	33941.2	33699	33727.4	31735.2	31269.8	19595.8	20120.3	19848.4	37476.9	19600.1	35620.8	37507.7	18908.1	20742.5	20848	21282.7	21754.3
Q12272	Q12272		TPT1		9819.97	9904.56	8653.9	9126.7	8947.87	6275.58	6414.27	6161.1	6410.66	8979.89	6893.93	11387.1	9042.33	5548.04	5713.77	7630.82	7402.33	6223.36
Q12276	Q12276		HER1		16798.9	15024.4	14159.3	14620.3	14274.5	13413.6	9087.02	10195.9	8502.59	19318.8	9441.89	16628.1	17154.1	9295.77	9045.64	10308.9	10637.7	8334.63
