Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2	1.09297e+06	1.65271e+06	1.7327e+06		1.27914e+06	1.67047e+06
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	3	3	1.47358e+06	1.62309e+06	1.5297e+06	1.54334e+06	929570	938976
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	2	2	2.04282e+06	1.94767e+06	2.0115e+06	1.3369e+06	2.04123e+06	1.33249e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	7	7	5.76331e+07	5.48869e+07	5.57528e+07	5.74573e+07	5.60757e+07	5.75943e+07
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	2	2	5.43613e+06	6.11629e+06	6.14795e+06	5.28493e+06	6.36755e+06	7.34935e+06
P0AFW8	ROF_ECOLI	rof	Protein rof	3	3	2.73004e+07	2.55066e+07	2.82302e+07	2.75187e+07	2.74101e+07	2.66429e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	3	3	8.8272e+06	7.69506e+06	7.20089e+06	8.89871e+06	8.19504e+06	6.24645e+06
P0AFX4	RSD_ECOLI	rsd	Regulator of sigma D	1	1	2.23879e+06	2.81945e+06	2.22742e+06			
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	4.16688e+06	4.37673e+06	4.79884e+06	4.77096e+06	4.12582e+06	3.23038e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	6	6	1.13241e+07	1.08558e+07	1.12036e+07	1.10698e+07	1.12955e+07	1.05249e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	12	12	1.01272e+08	1.01154e+08	1.01771e+08	1.00709e+08	1.00362e+08	9.61416e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	4	4	1.7944e+07	1.7836e+07	1.74057e+07	1.72083e+07	1.79026e+07	1.6495e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.37575e+07	4.35125e+07	4.51953e+07	4.34787e+07	4.70533e+07	4.67364e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	5	5	1.48075e+07	1.31243e+07	1.55737e+07	1.49826e+07	1.41872e+07	1.501e+07
P0AG03	UBIX_ECOLI	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	2	2		827375		905544		
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7	6.63766e+07	6.75992e+07	6.55225e+07	6.98644e+07	6.40123e+07	6.31569e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.27343e+07	1.15404e+07	1.25239e+07	1.23484e+07	1.2069e+07	1.14223e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	10	10	3.26607e+06	2.91155e+06	2.86061e+06	3.11378e+06	2.76396e+06	2.79095e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3	6.17444e+06	8.6175e+06	7.90653e+06	9.20614e+06	8.86649e+06	8.9373e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	15	15	9.0527e+07	9.37018e+07	8.55316e+07	9.22107e+07	8.70638e+07	9.41795e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	10	10	8.48179e+06	7.03686e+06	8.40055e+06	8.04766e+06	8.45131e+06	8.02152e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	6	6	1.07375e+08	1.06494e+08	1.0998e+08	1.07287e+08	1.10874e+08	1.0686e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	28	28	1.20315e+08	1.15858e+08	1.18145e+08	1.17154e+08	1.19853e+08	1.17214e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	7	7	9.15195e+06	1.03294e+07	9.29975e+06	9.17659e+06	9.02398e+06	9.06567e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.24655e+09	1.23636e+09	1.18503e+09	1.24433e+09	1.10829e+09	1.13135e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	5.99346e+08	6.06168e+08	6.02369e+08	6.0571e+08	5.74449e+08	5.79218e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6	4.6776e+08	4.69757e+08	4.48072e+08	4.71611e+08	4.60047e+08	4.65492e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.17407e+09	1.1945e+09	1.21812e+09	1.12255e+09	1.2013e+09	1.1839e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	8.23972e+08	8.33191e+08	8.14422e+08	8.27771e+08	8.42446e+08	8.11379e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	9.0075e+08	9.50771e+08	9.48352e+08	9.6781e+08	9.704e+08	9.58717e+08
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	44	44	1.52443e+09	1.4947e+09	1.5788e+09	1.51694e+09	1.58454e+09	1.5758e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3	1.89359e+06	2.27804e+06	2.06131e+06	1.87874e+06	2.03593e+06	
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	1	1	1.55365e+06			1.74925e+06		
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	1.95957e+06	1.86336e+06	2.19925e+06	2.18172e+06	2.06306e+06	2.34414e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	539341		388248		520043	
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	15	15	1.55875e+07	1.54082e+07	1.6531e+07	1.58175e+07	1.5523e+07	1.63751e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	6	6	2.85441e+06	2.47141e+06	2.71453e+06	2.49948e+06	2.73161e+06	2.52774e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.79436e+08	3.66891e+08	3.64628e+08	3.32573e+08	3.75472e+08	3.62431e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	26	26	2.63567e+07	2.6078e+07	2.66267e+07	2.58204e+07	2.64254e+07	2.59773e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	6.16134e+06	5.92871e+06	6.28335e+06	6.09065e+06	5.88604e+06	5.65631e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	4.50147e+06	4.48743e+06	5.29896e+06	4.43301e+06	4.75454e+06	4.68196e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.44951e+07	4.29728e+07	4.18087e+07	4.4659e+07	3.968e+07	4.15092e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.93091e+07	2.85722e+07	2.87069e+07	2.82586e+07	2.86024e+07	2.73634e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.82108e+06	9.03084e+06	9.01747e+06	9.26135e+06	9.13067e+06	8.87294e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.26642e+07	1.3094e+07	1.32711e+07	1.30593e+07	1.29738e+07	1.36478e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	12	12	5.78482e+06	5.79071e+06	5.81977e+06	6.15679e+06	5.84378e+06	6.01757e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	2	2		440783	520836	448297	469533	438794
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.20537e+06	3.79967e+06	4.08707e+06	4.39384e+06	4.42162e+06	3.65442e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.17229e+08	3.05402e+08	2.94435e+08	2.99047e+08	2.97819e+08	2.89173e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15	3.61969e+07	3.61408e+07	3.58037e+07	3.56926e+07	3.63238e+07	3.63498e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	1.90338e+08	1.84068e+08	1.9485e+08	1.86378e+08	1.92765e+08	1.94635e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7	3.76637e+07	3.84073e+07	3.5282e+07	3.91286e+07	3.80539e+07	3.63149e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.20559e+07	4.13068e+07	4.01175e+07	4.04797e+07	4.09076e+07	4.13395e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	4	4	3.35894e+06	3.49671e+06	2.75276e+06	3.51232e+06	2.76437e+06	2.8843e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	6	6	8.03232e+06	8.57511e+06	9.07971e+06	8.36266e+06	9.41455e+06	8.72846e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	7.7382e+06	5.94691e+06	6.36728e+06	7.88203e+06	6.17967e+06	7.03195e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	4	4	7.91079e+06	8.35903e+06	9.55395e+06	8.95326e+06	9.19868e+06	6.40733e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	16	16	2.20368e+07	2.18395e+07	2.26663e+07	2.12764e+07	2.3122e+07	2.34079e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	909423	1.36803e+06	1.65662e+06	1.27846e+06	1.56874e+06	995968
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.02657e+07	1.04186e+07	1.09754e+07	1.11509e+07	1.0874e+07	1.02741e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	4.87548e+07	4.91018e+07	4.67412e+07	4.77377e+07	4.84913e+07	4.84359e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.01203e+07	1.02398e+07	1.07952e+07	1.0757e+07	1.03079e+07	1.02248e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	19	19	1.03058e+08	1.03402e+08	9.91392e+07	1.02868e+08	1.02895e+08	9.98071e+07
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	5.89181e+07	5.97353e+07	6.59731e+07	6.18035e+07	6.47845e+07	6.83831e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	9.84484e+06	8.11329e+06	9.9751e+06	8.65575e+06	1.10971e+07	1.0533e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.09554e+08	2.056e+08	1.89751e+08	2.09181e+08	2.10076e+08	1.95167e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	2.04729e+06	1.59183e+06	1.43098e+06	1.86619e+06	1.32774e+06	1.40508e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.63642e+07	1.69378e+07	1.67315e+07	1.62224e+07	1.62456e+07	1.65608e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.8296e+06	1.95174e+06	2.376e+06	1.79596e+06	2.21358e+06	1.77301e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	2.79185e+08	2.81262e+08	3.87957e+08	2.66872e+08	3.93397e+08	4.09175e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.42791e+07	4.22659e+07	4.30947e+07	4.25113e+07	4.04582e+07	4.18758e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.66693e+07	1.63115e+07	1.74079e+07	1.7693e+07	1.76732e+07	1.69972e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	764063	578359	822254	1.01363e+06		699817
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	6	6	1.40399e+07	1.34471e+07	1.5016e+07	1.4889e+07	1.40434e+07	1.36732e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	3.76259e+06	4.00564e+06	3.95899e+06	4.31509e+06	3.74034e+06	3.46311e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.36034e+07	2.23751e+07	2.19904e+07	2.41214e+07	2.17247e+07	2.2352e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	8.69525e+06	9.01794e+06	8.5577e+06	8.61993e+06	8.95857e+06	8.71881e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.83123e+07	1.98031e+07	2.06074e+07	1.82173e+07	2.0527e+07	2.09058e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.23624e+07	2.1664e+07	2.19839e+07	2.24447e+07	2.26379e+07	2.26581e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	3.86615e+07	3.71521e+07	3.66662e+07	3.61362e+07	3.78491e+07	3.9155e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	3.09544e+06	3.64217e+06	3.41406e+06	3.64343e+06	5.0318e+06	3.6172e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1	942942		401398	998235		
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	14	14	8.01685e+07	7.55469e+07	8.30372e+07	7.82873e+07	7.95561e+07	8.54334e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	312198		205944		460954	185360
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	7	7	5.5608e+06	6.09492e+06	6.43368e+06	5.80402e+06	6.66118e+06	6.58445e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	31	0	6.1249e+09	5.9851e+09	6.17435e+09	6.13477e+09	6.27588e+09	6.18312e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	1.90738e+07	1.77897e+07	1.86147e+07	1.86299e+07	1.88289e+07	1.81382e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	28	28	1.93255e+07	1.94504e+07	1.94548e+07	1.95478e+07	1.98138e+07	1.90391e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.23021e+07	2.14875e+07	2.27372e+07	2.29134e+07	2.38761e+07	2.2586e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	22	22	5.34649e+07	5.41766e+07	5.32946e+07	5.10517e+07	5.5561e+07	5.42809e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1	5.80271e+06	4.67555e+06	230659	3.2572e+06		438126
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.54082e+07	3.32014e+07	3.66107e+07	3.36231e+07	3.40318e+07	3.34837e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	7.113e+06	6.81291e+06	7.6154e+06	6.96194e+06	7.44856e+06	7.07161e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	3	3	1.0446e+06	953313	909298	943499	1.03556e+06	941873
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	15	15	9.33608e+07	8.5251e+07	9.31728e+07	9.20732e+07	8.82407e+07	9.24764e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	37	37	4.69345e+07	4.61414e+07	4.66567e+07	4.60163e+07	4.72801e+07	4.68937e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	6.29712e+06	7.24729e+06	6.38876e+06	6.60402e+06	7.19036e+06	7.52592e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.02176e+06	2.29508e+06	2.61403e+06	2.59758e+06	2.38025e+06	2.45116e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	6	6	659560	1.0651e+06	955394	866018	1.01117e+06	910359
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		3	3	4.86667e+06	4.29215e+06				
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		15	15	4.86542e+07	4.50355e+07	4.43958e+06	4.80593e+07	3.79572e+06	4.17987e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	1.11116e+07	1.14066e+07	1.18818e+07	1.15359e+07	1.30977e+07	1.08317e+07
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	5	5	2.04194e+06	2.54125e+06	2.24575e+06	2.24402e+06	2.20778e+06	2.50948e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	11	9	1.52684e+07	1.61747e+07	1.62902e+07	1.6338e+07	1.5803e+07	1.59007e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	7	7	7.074e+06	7.74676e+06	7.22779e+06	7.03575e+06	6.91349e+06	7.28037e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2	762063	1.22555e+06	1.42808e+06	1.07619e+06		1.37918e+06
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.59633e+07	2.63472e+07	2.65371e+07	2.60092e+07	2.76065e+07	2.74015e+07
P11868	TDCD_ECOLI	tdcD	Propionate kinase	1	1		803337				
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	28	28	5.55849e+07	5.59297e+07	5.59377e+07	5.58455e+07	5.42877e+07	5.52317e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.24068e+07	2.49782e+07	2.52876e+07	2.4528e+07	2.53405e+07	2.48637e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	2	2	1.09936e+06	1.39189e+06	1.28493e+06	1.06976e+06	1.35149e+06	1.19936e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.23965e+07	1.3335e+07	1.3303e+07	1.31414e+07	1.3171e+07	1.3372e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20	6.65995e+07	6.87779e+07	7.07694e+06	6.65484e+07	7.02195e+06	7.12624e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.09574e+07	3.04962e+07	3.2982e+07	3.14163e+07	3.4655e+07	3.09156e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	8.01837e+06	8.29274e+06	8.03419e+06	8.15724e+06	8.08316e+06	7.98371e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.27847e+07	1.14166e+07	1.27125e+07	1.2411e+07	1.2509e+07	1.25753e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	13	13	2.34996e+08	2.2471e+08	2.29716e+08	2.28512e+08	2.23166e+08	2.3047e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	2.23021e+06	1.92276e+06	2.29896e+06	1.91799e+06	1.91769e+06	1.93323e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	3.45845e+06	2.59267e+06	2.81828e+06	3.40194e+06	2.45411e+06	2.04938e+06
P13009	METH_ECOLI	metH	Methionine synthase	25	25	1.22191e+07	1.21243e+07	1.20607e+07	1.19857e+07	1.23117e+07	1.16611e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	8.19435e+06	7.93666e+06	8.53068e+06	7.78275e+06	7.64241e+06	7.62077e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	1.94517e+07	1.9125e+07	1.86008e+07	1.77202e+07	2.00869e+07	1.91598e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.55929e+08	1.54508e+08	1.56349e+08	1.53139e+08	1.58659e+08	1.5679e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	2.12355e+06	2.45723e+06	2.60222e+06	2.50318e+06	2.80531e+06	2.60171e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.56381e+07	1.49652e+07	1.52024e+07	1.556e+07	1.50745e+07	1.51537e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.70483e+07	2.64009e+07	2.51207e+07	2.66674e+07	2.40571e+07	2.71005e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	3	3	2.03231e+06	1.98378e+06	1.8533e+06	1.87851e+06	2.05561e+06	2.30194e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	581264	576722	508392	475840	352082	467799
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.95105e+07	1.95816e+07	1.87019e+07	1.97824e+07	1.85188e+07	1.9322e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	10	10	8.93465e+06	9.89211e+06	8.93814e+06	9.53223e+06	9.52966e+06	9.24567e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	7	7	1.18372e+07	1.2995e+07	1.07067e+07	1.27226e+07	1.18192e+07	1.05015e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	4	4	395899	1.10978e+06	498187	780648	689748	738580
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	24	16	1.24024e+08	1.20387e+08	1.25796e+08	1.23723e+08	1.27702e+08	1.25351e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	7	7	2.02801e+07	2.03463e+07	2.01958e+07	2.08957e+07	2.06539e+07	2.01257e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	2.32762e+06	2.07086e+06	2.16469e+06	2.02502e+06	2.40803e+06	2.03069e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	12	12	5.04031e+07	5.05814e+07	5.18172e+07	5.27601e+07	5.22794e+07	5.24931e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	2.95018e+06	4.06368e+06	2.80678e+06	2.63944e+06	3.68588e+06	2.80222e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.19406e+07	2.12533e+07	2.16199e+07	2.08584e+07	2.19441e+07	2.17189e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3	3	1.42723e+06	1.63709e+06	1.33185e+06	1.3709e+06	1.52427e+06	1.42603e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	5	5	2.61019e+06	2.76234e+06	2.6214e+06	3.13429e+06	3.12794e+06	3.10717e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.56509e+07	1.90812e+07	2.06147e+07	1.95414e+07	2.1959e+07	1.87961e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.96564e+06	1.68778e+06	2.02446e+06	1.88732e+06	2.13957e+06	1.92966e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	20	20	8.89382e+06	9.24268e+06	8.91374e+06	8.81514e+06	9.1192e+06	8.68419e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	3	3	992470	841622	1.01e+06	751236	744973	733970
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	20	20	1.21078e+08	1.18427e+08	1.29983e+08	1.21917e+08	1.29994e+08	1.27401e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		9	9	4.0231e+07	3.9568e+07	3.88591e+06	4.05732e+07	4.27074e+06	3.77054e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	15	15	3.67484e+07	3.75883e+07	3.73381e+07	3.71126e+07	3.74233e+07	3.72011e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	6	6	1.88792e+07	1.89918e+07	1.84093e+07	1.92314e+07	1.52441e+07	1.66113e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.0876e+07	1.03257e+07	1.12818e+07	1.1419e+07	1.19075e+07	1.10533e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	1	1	832229					
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	9.41721e+06	9.30129e+06	9.51813e+06	9.2623e+06	9.68035e+06	8.89798e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		10	10	3.00346e+07	2.83827e+07	3.64754e+06	2.89665e+07	3.64471e+06	3.75676e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10	2.7076e+07	2.59093e+07	2.66924e+07	2.70229e+07	2.65883e+07	2.61961e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	5.12165e+06	5.09618e+06	5.30968e+06	5.43468e+06	5.22787e+06	5.06532e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	15	14	1.06387e+07	1.04534e+07	1.06715e+07	1.06356e+07	1.0238e+07	1.04734e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3		728246			666435	619330
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	2	1	4.7409e+06	4.47793e+06	4.98943e+06	4.6973e+06	4.31491e+06	4.7705e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	7	7	3.58752e+07	3.53869e+07	3.38913e+07	3.56972e+07	3.61318e+07	3.47302e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	3	3		1.11282e+06	916141	1.0028e+06	874933	
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	5	5	6.18413e+06	6.81929e+06	6.96392e+06	6.91322e+06	7.34095e+06	6.32452e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.48982e+07	8.54518e+07	8.52347e+07	8.72951e+07	8.26861e+07	8.23456e+07
