protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P23882	20445867.602351744	21787910.39849696	20141171.928879723	21133228.061934598	21513695.687054936	21398979.40540271	P23882	P23882		fmt	0	0.38617157224054927	-0.038139535809345884	False	0.024828676858197153	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P39176	3610734.4635186098	3801188.058397596	3651389.9026570055	3947429.547127964	3867033.342154421	3605425.8820870616	P39176	P39176		erfK	0	0.3862184880186524	-0.04576519693527844	False	0.024855034264628362	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8V6	25161466.354588524	24521860.50551696	24990331.440881327	24138184.2609624	25182369.696120605	24172189.882873848	P0A8V6	P0A8V6		fadR	0	0.3866562404292065	0.022997595792717342	False	0.024881391671059568	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AF06	350850.47487229184	358393.34035620565	345382.5028264202	350613.453454163	355243.77790180384	366104.711547812	P0AF06	P0AF06		motB	0	0.3877722088826806	-0.023521783201087207	False	0.024907749077490774	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A890	4246010.262543977	4192009.741249596	4431225.388132587	4118206.4521435103	4210876.33456753	4283462.405199708	P0A890	P0A890		tusA	0	0.38795668309577347	0.02906802273735979	False	0.024934106483921983	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	1294016.1813375358	1155670.7132954835	66081.32928569058	1374766.3132694785	1160503.533703999	1254025.5571654409	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			1	0.38853255496701045	-0.5909305993948146	False	0.02496046389035319	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P00926	1746810.5509078067	1913062.292287936	1927918.2018328689	1737940.801407023	1838952.8940502536	1814072.3933661496	P00926	P00926		dsdA	0	0.39003668016934345	0.051734237787033344	False	0.0249868212967844	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09546	8948475.583507761	8597126.69933263	8330301.705958451	8447062.057442669	8662939.058674984	8001698.493347594	P09546	P09546		putA	0	0.3903478551044664	0.04324958846344345	False	0.025013178703215604	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09152	29684679.797781345	30672250.981434733	31007977.616687395	30853319.149034	31169633.010907605	30652486.952006824	P09152	P09152		narG	0	0.39082048585528184	-0.020546887122877285	False	0.02503953610964681	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77808	12131473.680849122	11456430.211087251	12043641.348479047	11647494.422824517	11573631.21101072	11720005.928071909	P77808	P77808		yfaY	0	0.3913161834894204	0.02822872005895556	False	0.02506589351607802	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64602	1762227.8930108943	1797473.8749999986	1884658.625057732	1829903.6806403012	1850290.0686997229	1885122.4704494856	P64602	P64602		mlaB	0	0.3915521113470302	-0.03170109328156269	False	0.025092250922509225	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23886	876320.1590029421	931952.7500000006	924416.4544550437	978504.5790233228	778633.0269711589	723762.0581419627	P23886	P23886		cydC	0	0.39223040858579744	0.13945808283006772	False	0.025118608328940435	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00888	9284140.224325508	9932801.65863284	9698662.724013612	9497813.0016172	9362413.878109967	9439563.351745903	P00888	P00888		aroF	0	0.3927174600570869	0.031056908969221756	False	0.02514496573537164	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8K1	11054307.956888232	10855019.53949917	10494683.88506271	10985729.17263428	10343759.826375073	10251763.151938109	P0A8K1	P0A8K1		psd	0	0.3929725096082077	0.037104046238663875	False	0.025171323141802846	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7D1	26584868.65928962	28287295.085860536	27221825.6666387	27627592.20128461	27605564.085268505	28590950.01970056	P0A7D1	P0A7D1		pth	0	0.39429008705116303	-0.030088599152542	False	0.025197680548234055	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFJ7	4104315.713210287	3841470.085903386	3884919.452954786	3983027.70108917	3746544.899816448	3789163.097814174	P0AFJ7	P0AFJ7		pitA	0	0.3952852793814263	0.038553703531335456	False	0.02522403795466526	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9P6	68074256.36185025	67290097.59349976	64227342.84612785	64263501.75999913	65712692.55146495	65764823.41152576	P0A9P6	P0A9P6		deaD	0	0.39532816126108594	0.0281055986693334	False	0.02525039536109647	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABV2	5705720.706750299	5826773.639436092	5170313.342121257	5343819.024796677	5447295.407679711	5260214.108803327	P0ABV2	P0ABV2		exbD	0	0.3956874664593809	0.057397923770727555	False	0.025276752767527676	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37349	14867964.979455942	14913464.808671637	14181282.634542666	14468861.916328177	14090334.805564482	14588997.217441356	P37349	P37349		dhaM	0	0.39699867524896715	0.02698022724339963	False	0.025303110173958882	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABR1	1526554.0068158333	1187230.6220209154	1440098.379081818	1275653.2608637032	1368210.4559667984	1167689.5264120533	P0ABR1	P0ABR1		dinI	0	0.3982734988706177	0.12408155482544189	False	0.02532946758039009	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG99	9379867.436861204	10114074.75248676	9389835.404996151	9170890.601167755	9392097.956370177	9529622.510159414	P0AG99	P0AG99		secG	0	0.3992826467708293	0.040068716923905345	False	0.025355824986821297	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEF0	450148.88501272624	420144.4062000004	554498.9996544743	515272.4966589075	476961.0052973668	575074.0031278951	P0AEF0	P0AEF0		dnaC	0	0.3993195270680818	-0.13753664817815478	False	0.025382182393252507	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AD49	21524988.756991506	20511903.91522325	20412573.862687204	20851555.951237705	21843085.54563871	21065227.86572304	P0AD49	P0AD49		raiA	0	0.40290445746826514	-0.02995942551572014	False	0.025408539799683712	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23893	68743883.82989979	66701074.456131846	71655447.02822429	70548867.41713661	70791525.61992225	70300418.47048448	P23893	P23893		hemL	0	0.40290881413963003	-0.03128747763784646	False	0.025434897206114918	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAQ2	7016584.390749558	7289579.832954196	7050690.464825797	7036472.954803741	7248757.361452395	7786401.875613812	P0AAQ2	P0AAQ2		yajD	0	0.4031529882044269	-0.04749412945072527	False	0.025461254612546128	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7B5	31747764.19718696	34025229.48904617	32251800.2167598	30081511.23588452	32080388.555647988	32843228.320735022	P0A7B5	P0A7B5		proB	0	0.4034954866797352	0.04514131527416275	False	0.025487612018977333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06612	36661419.691548765	37319639.35755475	36539997.76481206	35755804.61278694	36981874.76414694	36551858.78058564	P06612	P06612		topA	0	0.403920032961625	0.01616595823245315	False	0.025513969425408543	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6Y5	18268989.49470469	18803985.25153129	18897821.516785093	18130492.59378616	18337992.72268271	18752661.67597789	P0A6Y5	P0A6Y5		hslO	0	0.4040968862059594	0.019453417939279582	False	0.02554032683183975	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAG3	751672.2151850669	800501.042083829	1056474.7647641038	969395.5930209704	968322.0814382056	968433.8411887746	P0AAG3	P0AAG3		gltL	0	0.40418187610793643	-0.15580762327799422	False	0.025566684238270954	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P13979	15033436.038274784	15441501.48095783	15163350.311544348	14945427.633264314	15359647.36909696	14650382.899211092	P13979	P13979		traT	0	0.40552766460852874	0.021748388926271015	False	0.025593041644702164	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76170	3983053.2902701623	4045024.8434460815	4346163.623814734	4007906.534609037	4063359.1145465486	3950765.806473949	P76170	P76170		ynfB	0	0.4072998864957144	0.04165942551540572	False	0.02561939905113337	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9T6	1050812.6718461225	1072051.8750000005	1035708.9987910712	1033773.7304689544	1046324.6781439584	80309.17943918963	P0A9T6	P0A9T6		ybaQ	1	0.4075762869349941	0.5479696443408065	False	0.02564575645756458	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFG3	47479276.15460196	47073141.83541856	46941972.22704854	47883791.76749963	48909814.46134094	46698897.33578971	P0AFG3	P0AFG3		sucA	0	0.40804877615525975	-0.020230512468806534	False	0.025672113863995785	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB26	6497216.180652554	6062918.457451831	6287747.704560151	6096811.886860065	6331854.586772024	5960738.402942975	P0AB26	P0AB26		yceB	0	0.40971709211408036	0.03552764675238915	False	0.02569847127042699	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00954	41807154.39319595	41556226.21842619	41867760.00754222	42415103.12338626	41709760.63775699	41804433.5065496	P00954	P00954		trpS	0	0.41157459542928304	-0.00802060816040859	False	0.0257248286768582	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAN9	332883.7812738488	217756.1562	230529.25108589296	269984.1671732941	173666.48212054418	210230.9388421369	P0AAN9	P0AAN9		iraP	0	0.4116297105841489	0.2566056457808475	False	0.025751186083289405	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36659	9967410.778428627	10436930.57214434	10155137.241239894	11676116.229420949	9834904.688574012	10695789.34114691	P36659	P36659		cbpA	0	0.4120215684821318	-0.07574585603857188	False	0.025777543489720615	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07330	3002932.268416729	3020366.3336578645	3123431.197388754	2732724.557400552	3109603.5106670707	2962585.5546933045	P07330	P07330		cheB	0	0.4121427307986629	0.0549471824008556	False	0.02580390089615182	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEJ2	2742584.229394347	2235827.0230989493	2978222.7142087747	2479530.299672233	2552556.5582590504	2232631.560485689	P0AEJ2	P0AEJ2		entC	0	0.4122483809544854	0.13125135158387782	False	0.025830258302583026	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P32131	28819028.344532408	26465707.23680988	27514039.822012365	27973540.16294777	25918111.45358517	26378253.13332297	P32131	P32131		hemN	0	0.4129594342213679	0.044750244704738026	False	0.025856615709014236	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69346	853898.7259213933	1004713.1250000006	980593.9320247507	951638.0919278885	1024196.4366577268	1011859.206817848	P69346	P69346		yefM	0	0.4131505363121651	-0.07354484889343206	False	0.02588297311544544	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64585	659881.8689221303	679611.5624999995	679771.8239177964	660704.8654991854	676288.031264822	658600.6331641917	P64585	P64585		yqjE	0	0.41432267588495153	0.017012541874470884	False	0.02590933052187665	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76206	1549342.4033236834	1603498.0951346336	1575425.631481031	1588463.6371103495	1568778.515470782	1895395.6693574504	P76206	P76206		ydiY	0	0.4144127148629056	-0.09572553012640256	False	0.025935687928307857	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFU4	939103.6185151924	863541.6214691671	875980.6843076755	881547.4019031964	758420.521555192	897960.4851527719	P0AFU4	P0AFU4		glrR	0	0.41535785130847946	0.0778417465137207	False	0.025962045334739062	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P17109	7314561.85582587	7079624.716157755	7631156.516592786	7213842.181147448	6675570.156909725	7397341.52484422	P17109	P17109		menD	0	0.4162712872753857	0.0492085303051997	False	0.02598840274117027	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q59385	16010163.595792009	16218853.67320021	16853499.85893004	15425582.836526172	16358665.084126262	16244931.2382133	Q59385	Q59385		copA	0	0.4179109366067772	0.031298085032946094	False	0.026014760147601478	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE60	1067409.5356441175	1201371.3749999993	1123201.68175612	1079817.4475389945	1265418.0587645357	1238375.3244858738	P0AE60	P0AE60		cedA	0	0.4182607253380068	-0.07928520758647001	False	0.026041117554032687	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8C1	793246.1682128935	818249.5000000007	944325.3654782252	891418.4088857683	827345.1936461778	1101647.8083749642	P0A8C1	P0A8C1		ybjQ	0	0.41914804466339073	-0.1421188046610912	False	0.026067474960463893	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P33913	324247.1849831316	242469.85940000025	251106.66981143155	338886.06735337933	271532.01717491844	295796.5136084684	P33913	P33913		yejA	0	0.4202408700325359	-0.14806283441868617	False	0.0260938323668951	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09155	24154020.77280829	26910090.85715103	25412310.64998294	24566020.442874245	24770467.99667153	24735493.66610361	P09155	P09155		rnd	0	0.4203864889670509	0.046087089679049884	False	0.026120189773326308	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37342	17102700.876571674	17486397.29241545	17544979.45764481	17580836.222470548	17554011.302773084	17422669.17744457	P37342	P37342		yjjI	0	0.42084810964117714	-0.011670407549042588	False	0.026146547179757514	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69428	25787849.320213143	24982419.99999997	25132600.324173737	25591351.40662821	24478458.30750597	24692801.854064208	P69428	P69428		tatA	0	0.42237649863238674	0.021837464923282323	False	0.026172904586188723	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9C3	37859186.61710338	40024308.48475132	39304296.954136975	38376211.060242765	40233241.4672173	41764805.55881477	P0A9C3	P0A9C3		galM	0	0.42254288019947706	-0.0387046202091953	False	0.02619926199261993	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P29131	2383461.4997542766	2515411.0039993385	2469910.523229405	2185968.6464854954	2527110.016927074	2355207.258007057	P29131	P29131		ftsN	0	0.42315471506590735	0.06006597431200118	False	0.026225619399051135	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25535	8488650.647657208	7530826.068089359	8399589.371332003	8427296.057860566	8633024.615590561	8279759.80807314	P25535	P25535		visC	0	0.42516370147959104	-0.05341308139728279	False	0.026251976805482344	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG40	8544249.812375985	8755596.13907965	8740326.030059978	8805939.481395695	8523732.550031545	8033355.902782974	P0AG40	P0AG40		ribF	0	0.42583123526278427	0.03801198661997771	False	0.02627833421191355	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P38051	651423.1478268083	772817.0000000005	649650.7813088497	683578.6488240885	628601.9662922053	637957.1073126881	P38051	P38051		menF	0	0.42666821345316097	0.08876400794133397	False	0.02630469161834476	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A744	13307481.958695691	13620805.705942182	12941127.2109757	13341831.00110214	13203458.489454906	12234358.962497529	P0A744	P0A744		msrA	0	0.42769965807879895	0.039982707344759214	False	0.026331049024775965	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P33916	303021.2961700201	222719.15619999985	267132.6265764164	297175.5001553936	212483.38868413927	151948.55362036728	P33916	P33916		yejF	0	0.4277973868911125	0.26111447799468707	False	0.02635740643120717	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A749	51764562.25630496	50751775.73416884	49501727.27076234	51520301.5432445	48836095.83789127	48602148.616457656	P0A749	P0A749		murA	0	0.42790548164947884	0.029331882610092917	False	0.02638376383763838	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P05706	691028.5798664698	836520.3124999992	953894.1394345384	909761.2176120988	982263.4864201376	828471.7742758202	P05706	P05706		srlB	0	0.42797377102022816	-0.13269062675511697	False	0.026410121244069586	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P39406	36043379.14456836	36085825.04808902	35868044.688784964	36939560.31330509	35593809.671358064	36687739.91710722	P39406	P39406		rsmC	0	0.42799610846746916	-0.016257160936470474	False	0.026436478650500795	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P56262	1862595.891701018	1638270.0344708832	1908265.8607632008	1778196.450807323	2030608.868288423	1893807.9038496849	P56262	P56262		ysgA	0	0.42809264643746275	-0.07622613848009989	False	0.026462836056932	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6L2	126422360.77578457	123071499.82552376	129393785.8210446	128848222.46196476	127656262.5806459	127782834.73779266	P0A6L2	P0A6L2		dapA	0	0.4293452792792866	-0.020415271239881003	False	0.026489193463363207	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15639	22480379.054954685	22822389.04274944	22777199.76581813	23699100.78150396	23017601.82646432	22439963.51595965	P15639	P15639		purH	0	0.4311044627383062	-0.022637965794241943	False	0.026515550869794416	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6K3	49186371.96726095	49872428.31544838	47695387.93026323	46597510.67129244	48704906.260752656	48888344.883324094	P0A6K3	P0A6K3		def	0	0.4316714225224384	0.025422941705594494	False	0.02654190827622562	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31455	5570573.467506988	5745214.458411933	6301319.350227786	5547482.640236587	5770842.085336999	5648564.944954822	P31455	P31455		yidR	0	0.43206833630233027	0.054254935873596304	False	0.02656826568265683	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77739	2699545.338455315	2309389.5828545927	2764199.037646566	2044806.5655618573	2491985.9890374625	2636958.028762246	P77739	P77739		yniA	0	0.4324444256516847	0.11576879264854043	False	0.026594623089088037	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77736	350026.83711247914	266184.46879999974	313962.8940930832	296683.17391330167	281492.3886547389	280815.6663940083	P77736	P77736		yahD	0	0.43280352161259716	0.1148575244848251	False	0.02662098049551924	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABH0	12974822.322663745	12986717.37825734	13008491.895827629	12808374.249070687	12734979.435815562	13100466.679240836	P0ABH0	P0ABH0		ftsA	0	0.4328853906785833	0.012127373837225142	False	0.026647337901950452	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75691	3960219.177058428	3998582.8682574495	3760453.711825276	3824374.836196846	3883287.4813198345	3792743.1704815	P75691	P75691		yahK	0	0.43293309052604595	0.02719622345339473	False	0.026673695308381654	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36553	821078.3007314998	803360.8125000005	821726.4334870087	863785.545381656	778126.9731513953	80309.17943918963	P36553	P36553		hemF	1	0.43335857566155933	0.506251173226538	False	0.026700052714812867	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P08194	18711.32851529622	296660.5312	237472.43833379613	329741.07559983904	277579.5904198062	198941.45497459636	P08194	P08194		glpT	1	0.4341401896326204	-0.544375724485793	False	0.02672641012124407	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37650	6147738.940924512	6478328.101352064	6095678.704850337	6142136.931499503	6350253.234203222	7027725.124155316	P37650	P37650		bcsC	0	0.4356088631284773	-0.06024660556579664	False	0.026752767527675275	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A910	2719723942.6777945	2825817225.3172417	2873830546.6270843	2796849292.2258053	2830580441.3662934	2982612070.5386667	P0A910	P0A910		ompA	0	0.4356858845687958	-0.032307664376914576	False	0.026779124934106485	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37652	18537020.21494792	19531541.280120835	19112317.60632972	19254175.2472166	18352654.507635504	18545557.50946524	P37652	P37652		bcsB	0	0.4374654927626583	0.026185441486739524	False	0.02680548234053769	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76251	67447211.14045817	72817711.99999996	68729720.30168359	67622806.85628547	73408060.58499193	80309.17943918963	P76251	P76251		dmlA	1	0.43791210662783725	0.566633706131563	False	0.0268318397469689	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25526	2859061.441701783	2974241.85529439	3340729.908442823	2931116.056807496	3020187.722805297	2790606.9071448497	P25526	P25526		gabD	0	0.4380000084802929	0.06960749061259242	False	0.026858197153400105	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABL5	2322994.31675931	2174134.80276331	2098761.7529451232	2208876.4995806105	1986328.8797549373	2157703.938982815	P0ABL5	P0ABL5		napC	0	0.43827653205304395	0.054150103708610724	False	0.02688455455983131	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8L5	1252316.3387549862	1335643.2499999998	1195642.3771154396	1152536.644195741	1312918.9615534474	1137839.6414992537	P0A8L5	P0A8L5		ycgN	0	0.43886872059221693	0.07044345711417435	False	0.02691091196626252	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07003	9658340.9037115	9846180.329161093	9435209.562093036	9296519.576269103	9682957.31208298	9538506.465358747	P07003	P07003		poxB	0	0.4391623204660722	0.02117953624511901	False	0.026937269372693726	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P04036	20522119.8549243	20862194.308561545	19843761.675528117	20698662.206490204	20941606.006710254	20473760.453508765	P04036	P04036		dapB	0	0.439493994164507	-0.020725797383392926	False	0.026963626779124936	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A725	4227991.210774201	3855054.341671423	3786372.3055145256	4462936.0291807065	3992161.267288925	3961210.013215561	P0A725	P0A725		lpxC	0	0.44066590950702283	-0.06498699153443632	False	0.02698998418555614	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P61887	3429954.8658831376	3169408.790514099	3206757.160437406	3365908.733180184	2822626.1529549737	3145860.2948650173	P61887	P61887		rmlA2	0	0.4410866129917402	0.07112598999499088	False	0.027016341591987347	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00957	163863216.84474158	166744646.15899366	176793305.99791327	169155540.67153725	174586221.1078056	175320817.97727975	P00957	P00957		alaS	0	0.44116683562818626	-0.03278164152145296	False	0.027042698998418557	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7B8	14029894.770654367	15272865.814373383	12762082.243395936	14100220.807884604	13926410.97704073	18178011.577651665	P0A7B8	P0A7B8		hslV	0	0.4430575140805321	-0.13542288961929017	False	0.027069056404849762	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P05020	21874176.07556464	21787752.389740363	21267712.34534583	22361431.12194508	21406966.96815215	22032769.719643604	P05020	P05020		pyrC	0	0.44472995273727023	-0.01923596006519978	False	0.02709541381128097	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9S1	2387123.35287401	2651994.656824723	2672787.3546856167	2558320.297837903	2711780.7899345937	2716987.3292230675	P0A9S1	P0A9S1		fucO	0	0.44618941238327164	-0.05058233655629226	False	0.027121771217712178	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6Y8	422324372.8192977	420096138.9647432	439841975.43427175	428681837.3182329	436266916.87362033	435253686.5472953	P0A6Y8	P0A6Y8		dnaK	0	0.4466229962215957	-0.020044646531582173	False	0.027148128624143383	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7A9	217826773.89715865	214087181.70040235	215965825.3070684	205018365.66508424	216473106.5428982	215830367.38300064	P0A7A9	P0A7A9		ppa	0	0.4469738785211138	0.02370403521810144	False	0.027174486030574593	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9J6	8060648.851990492	8490903.142891932	7873058.881770616	8002726.07350604	8366800.050049186	8801667.919863656	P0A9J6	P0A9J6		rbsK	0	0.44811988934064234	-0.04343807717912886	False	0.0272008434370058	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31554	50650239.088246375	52897897.43725985	51255977.985421285	51619869.83120314	53418497.29627292	51963469.7347276	P31554	P31554		lptD	0	0.44823884893533217	-0.020337621076932974	False	0.027227200843437008	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9H5	2602705.5385361896	2891999.584495128	2686228.6269968585	2463596.64848031	2756937.519106856	2654184.025163858	P0A9H5	P0A9H5		btuR	0	0.4483080083004715	0.05503722227574393	False	0.027253558249868214	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AGJ5	53884610.50849722	54510268.95186804	55965487.63752607	54583707.65814088	55634617.20495549	56069289.98755558	P0AGJ5	P0AGJ5		yfiF	0	0.44900758180636946	-0.016818262412720848	False	0.02727991565629942	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEQ3	85651860.90448597	79808671.17374425	81552585.77457125	81224065.74348953	80230125.12768781	80704141.04798783	P0AEQ3	P0AEQ3		glnH	0	0.44955004497209206	0.028637016988970455	False	0.02730627306273063	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE08	209528281.9761589	203907727.8652446	219130156.30464175	210894620.44802976	216509100.1032583	218086384.23894176	P0AE08	P0AE08		ahpC	0	0.45003210945381816	-0.02917858655611839	False	0.027332630469161835	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A840	7807324.524135865	8039224.507371748	7955581.768683279	7996698.758977204	7881880.167253662	7430868.957807679	P0A840	P0A840		surE	0	0.4501478138969965	0.030175898723381618	False	0.027358987875593044	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9R4	13687895.82151674	12796131.099594736	13509283.095465103	13598570.215092894	12450042.43050716	12855466.266752264	P0A9R4	P0A9R4		fdx	0	0.45061357990904966	0.03983726664262574	False	0.02738534528202425	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
