Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0AEN8	FUCM_ECOLI	fucU	L-fucose mutarotase	3	3	2.41454e+07	2.19188e+07	2.52691e+07	2.45724e+07	2.336e+07	2.28628e+07
P0AEP3	GALU_ECOLI	galU	UTP--glucose-1-phosphate uridylyltransferase	11	11	2.78772e+08	2.7723e+08	2.7962e+08	2.79695e+08	2.82297e+08	2.75771e+08
P0AEQ3	GLNH_ECOLI	glnH	Glutamine-binding periplasmic protein	15	15	1.65444e+08	1.54201e+08	1.60182e+08	1.5804e+08	1.61783e+08	1.5786e+08
P0AEQ6	GLNP_ECOLI	glnP	Glutamine transport system permease protein GlnP	4	4	3.36936e+06	3.5383e+06	3.60587e+06	3.56428e+06	3.31303e+06	3.54606e+06
P0AES0	GSP_ECOLI	gsp	Bifunctional glutathionylspermidine synthetase/amidase	12	12	1.23999e+07	1.2743e+07	1.26432e+07	1.30326e+07	1.26205e+07	1.26445e+07
P0AES2	GUDD_ECOLI	gudD	Glucarate dehydratase	8	8	6.0795e+06	5.92881e+06	5.85803e+06	6.19921e+06	5.50287e+06	6.29307e+06
P0AES4	GYRA_ECOLI	gyrA	DNA gyrase subunit A	32	32	5.31145e+07	5.41519e+07	5.38227e+07	5.36211e+07	5.32445e+07	5.35716e+07
P0AES6	GYRB_ECOLI	gyrB	DNA gyrase subunit B	38	38	3.77706e+07	3.69313e+07	3.77516e+07	3.72327e+07	3.79582e+07	3.69312e+07
P0AET2	HDEB_ECOLI	hdeB	Acid stress chaperone HdeB	2	2	2.0434e+08	1.99067e+08	2.12653e+08	1.79078e+08	2.07334e+08	1.9361e+08
P0AET8	HDHA_ECOLI	hdhA	7-alpha-hydroxysteroid dehydrogenase	1	1	6.56332e+06		6.83797e+06		6.52212e+06	
P0AEU0	HISJ_ECOLI	hisJ	Histidine-binding periplasmic protein	11	11	2.08667e+07	2.10914e+07	2.11332e+07	2.16165e+07	2.20736e+07	2.07577e+07
P0AEU7	SKP_ECOLI	skp	Chaperone protein skp	6	6	4.03325e+08	3.94694e+08	3.91524e+08	4.16263e+08	3.7513e+08	4.20558e+08
P0AEV4	HYCA_ECOLI	hycA	Formate hydrogenlyase regulatory protein HycA	3	3	6.01699e+06	5.42448e+06	6.20017e+06	6.03971e+06	6.04893e+06	5.8175e+06
P0AEV7	HYCH_ECOLI	hycH	Formate hydrogenlyase maturation protein HycH	1	1	4.07364e+06	4.22605e+06	3.35768e+06	4.16039e+06	3.06948e+06	4.3285e+06
P0AEV9	HYCI_ECOLI	hycI	Hydrogenase 3 maturation protease	2	2	1.42355e+06	1.57699e+06	1.55597e+06	1.52282e+06	1.27357e+06	1.51083e+06
P0AEW6	INGK_ECOLI	gsk	Inosine-guanosine kinase	11	11	1.12721e+07	1.09593e+07	1.17158e+07	1.11084e+07	1.14059e+07	1.14825e+07
P0AEW9	K1PF_ECOLI	fruK	1-phosphofructokinase	13	13	8.65738e+07	8.01559e+07	8.34441e+07	8.34445e+07	8.04814e+07	8.48084e+07
P0AEX5	KPPR_ECOLI	prkB	Probable phosphoribulokinase	4	4	6.31887e+06	6.16727e+06	5.65989e+06	6.32645e+06	6.1214e+06	6.28229e+06
P0AEX9	MALE_ECOLI	malE	Maltose-binding periplasmic protein	19	19	4.02039e+07	3.943e+07	4.00956e+07	3.99122e+07	3.94324e+07	4.01334e+07
P0AEY3	MAZG_ECOLI	mazG	Nucleoside triphosphate pyrophosphohydrolase	5	5	1.09019e+07	1.10497e+07	1.0907e+07	1.08041e+07	1.1339e+07	1.15121e+07
P0AEY5	MDAB_ECOLI	mdaB	Modulator of drug activity B	5	5	9.62137e+06	9.22213e+06	1.03628e+07	1.00222e+07	1.0791e+07	1.00856e+07
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	18	18	6.857e+07	6.7696e+07	6.9113e+07	6.79365e+07	6.95945e+07	6.72898e+07
P0AEZ9	MOAB_ECOLI	moaB	Molybdenum cofactor biosynthesis protein B	6	6	4.2993e+07	4.40512e+07	4.2878e+07	4.44515e+07	4.20508e+07	4.38762e+07
P0AF03	MOG_ECOLI	mog	Molybdopterin adenylyltransferase	6	6	4.56837e+07	4.93058e+07	4.86289e+07	5.09701e+07	4.5458e+07	4.99631e+07
P0AF06	MOTB_ECOLI	motB	Motility protein B	4	4	1.29119e+06	1.16066e+06	1.24305e+06	1.16475e+06	1.32833e+06	1.19486e+06
P0AF08	MRP_ECOLI	mrp	Protein mrp	7	7	3.57809e+07	3.57531e+07	3.56484e+07	3.9266e+07	3.5183e+07	3.83372e+07
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5	5	8.65292e+07	9.89291e+07	8.54561e+07	9.70842e+07	8.44572e+07	9.58735e+07
P0AF18	NAGA_ECOLI	nagA	N-acetylglucosamine-6-phosphate deacetylase	7	7	1.37918e+07	1.28127e+07	1.34437e+07	1.38706e+07	1.44806e+07	1.4553e+07
P0AF20	NAGC_ECOLI	nagC	N-acetylglucosamine repressor	8	8	5.59686e+06	5.8172e+06	5.79713e+06	5.77823e+06	5.91349e+06	5.63126e+06
P0AF24	NAGD_ECOLI	nagD	Ribonucleotide monophosphatase NagD	8	8	8.87031e+06	8.71068e+06	9.01724e+06	8.39336e+06	8.54198e+06	9.02844e+06
P0AF26	NARJ_ECOLI	narJ	Nitrate reductase molybdenum cofactor assembly chaperone NarJ	2	2	3.96976e+06	3.97022e+06	3.98285e+06		3.44177e+06	
P0AF28	NARL_ECOLI	narL	Nitrate/nitrite response regulator protein NarL	9	9	3.42827e+07	3.54941e+07	3.35941e+07	3.605e+07	3.5095e+07	3.54041e+07
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	8	8	9.85518e+07	8.99673e+07	9.4129e+07	8.82333e+07	9.80695e+07	8.69351e+07
P0AF48	YJBQ_ECOLI	yjbQ	UPF0047 protein YjbQ	1	1	1.67266e+06	4.05476e+06	3.58012e+06	4.08346e+06	4.22174e+06	3.5071e+06
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	4	4	2.93988e+07	2.86126e+07	2.94379e+07	2.87466e+07	3.04109e+07	2.82886e+07
P0AF52	YJCD_ECOLI	yjcD	Putative permease YjcD	1	1	961142	800496	1.39555e+06	1.42718e+06		747519
P0AF61	YJDK_ECOLI	yjdK	Uncharacterized protein YjdK	2	2	4.00705e+06	3.64494e+06	3.82749e+06	3.85267e+06	4.15462e+06	4.05212e+06
P0AF63	NSRR_ECOLI	nsrR	HTH-type transcriptional repressor NsrR	7	7	5.54374e+06	6.43751e+06	6.25447e+06	6.48838e+06	6.01799e+06	6.42652e+06
P0AF67	YJEE_ECOLI	yjeE	UPF0079 ATP-binding protein YjeE	4	4	1.45052e+07	1.52279e+07	1.45711e+07	1.47633e+07	1.50582e+07	1.45656e+07
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1	263214	641141		796462	310950	785216
P0AF90	RRAB_ECOLI	rraB	Regulator of ribonuclease activity B	1	1	6.35469e+07	6.81699e+07	6.88083e+07	6.43974e+07	6.80062e+07	6.34061e+07
P0AF93	RIDA_ECOLI	ridA	Enamine/imine deaminase	5	5	4.5636e+08	4.50449e+08	4.49932e+08	4.44614e+08	4.60141e+08	4.37192e+08
P0AF98	LPTF_ECOLI	lptF	Lipopolysaccharide export system permease protein LptF	4	4	4.47929e+06	4.27024e+06	4.40855e+06	4.01237e+06	4.37964e+06	3.7383e+06
P0AFA7	NHAB_ECOLI	nhaB	Na(+)/H(+) antiporter NhaB	2	2	2.64549e+06	2.71958e+06	2.31372e+06	2.6968e+06	2.5054e+06	2.79342e+06
P0AFB1	NLPI_ECOLI	nlpI	Lipoprotein NlpI	8	8	6.98665e+06	7.38669e+06	7.41594e+06	7.34029e+06	7.88871e+06	7.31188e+06
P0AFB5	NTRB_ECOLI	glnL	Nitrogen regulation protein NR(II)	3	3	2.13328e+06	2.18586e+06	2.19692e+06	1.87818e+06	1.54485e+06	2.10734e+06
P0AFB8	NTRC_ECOLI	glnG	Nitrogen regulation protein NR(I)	12	12	6.76149e+06	6.44349e+06	6.92434e+06	6.2313e+06	6.49118e+06	6.30873e+06
P0AFC0	NUDB_ECOLI	nudB	Dihydroneopterin triphosphate pyrophosphatase	1	1	2.46849e+06	1.88094e+06	2.29435e+06	2.50136e+06	2.41006e+06	2.28172e+06
P0AFC3	NUOA_ECOLI	nuoA	NADH-quinone oxidoreductase subunit A	4	4	8.54389e+06	7.88274e+06	7.60945e+06	7.50718e+06	8.06625e+06	7.71024e+06
P0AFC7	NUOB_ECOLI	nuoB	NADH-quinone oxidoreductase subunit B	9	9	5.57614e+07	6.28899e+07	5.72126e+07	6.31213e+07	5.71425e+07	6.24334e+07
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3	2.01816e+07	1.99784e+07	2.05917e+07	1.94295e+07	1.94261e+07	1.90753e+07
P0AFD4	NUOH_ECOLI	nuoH	NADH-quinone oxidoreductase subunit H	2	2	9.28842e+06	9.90445e+06	1.01024e+07	9.47848e+06	9.18378e+06	8.70455e+06
P0AFD6	NUOI_ECOLI	nuoI	NADH-quinone oxidoreductase subunit I	8	8	2.87958e+07	3.02447e+07	2.98667e+07	3.10122e+07	3.20911e+07	3.015e+07
P0AFF2	NUPC_ECOLI	nupC	Nucleoside permease NupC	4	4	4.03739e+06	4.35543e+06	4.99778e+06	4.63204e+06	4.27877e+06	4.31362e+06
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	31	31	1.43201e+08	1.41509e+08	1.41545e+08	1.43342e+08	1.38966e+08	1.44895e+08
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	10	10	1.60619e+08	1.63168e+08	1.65095e+08	1.61409e+08	1.60071e+08	1.60736e+08
P0AFG3	ODO1_ECOLI	sucA	2-oxoglutarate dehydrogenase E1 component	26	26	3.44726e+07	3.60893e+07	3.4316e+07	3.53028e+07	3.49021e+07	3.50443e+07
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	20	20	7.48375e+07	7.97513e+07	7.44747e+07	7.8064e+07	7.49954e+07	7.87327e+07
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	52	52	4.38193e+08	4.45026e+08	4.27891e+08	4.38999e+08	4.27348e+08	4.45741e+08
P0AFH0	OGT_ECOLI	ogt	Methylated-DNA--protein-cysteine methyltransferase	1	1	694636				629442	708180
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	12	12	1.17609e+08	1.20873e+08	1.15295e+08	1.20827e+08	1.11249e+08	1.17662e+08
P0AFI0	OXC_ECOLI	oxc	Probable oxalyl-CoA decarboxylase	8	8	3.65114e+06	3.15687e+06	3.74689e+06	3.33575e+06	3.85729e+06	3.06023e+06
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	13	13	2.51504e+07	2.43733e+07	2.52466e+07	2.57786e+07	2.42087e+07	2.51926e+07
P0AFI5	PBP7_ECOLI	pbpG	D-alanyl-D-alanine endopeptidase	2	2	4.21847e+06	3.42139e+06	4.81991e+06	4.64788e+06	4.33841e+06	4.65573e+06
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	11	11	2.31458e+07	2.249e+07	2.37166e+07	2.32744e+07	2.39957e+07	2.37444e+07
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4	1.46706e+07	1.57672e+07	1.61397e+07	1.58271e+07	1.48937e+07	1.57211e+07
P0AFJ5	PHOB_ECOLI	phoB	Phosphate regulon transcriptional regulatory protein PhoB	3	3	582607	1.12399e+06		1.31358e+06		1.14065e+06
P0AFJ7	PITA_ECOLI	pitA	Low-affinity inorganic phosphate transporter 1	3	3	6.64183e+06	5.99156e+06	5.97066e+06	6.61146e+06	6.44064e+06	6.57328e+06
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	19	19	3.49661e+07	3.37003e+07	3.47669e+07	3.47606e+07	3.37384e+07	3.47679e+07
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	17	17	3.1498e+07	3.03575e+07	3.06385e+07	3.00929e+07	3.18442e+07	3.10321e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5	4.88451e+07	4.4142e+07	4.9215e+07	4.44783e+07	4.82236e+07	4.39898e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	8	8	2.5567e+06	2.59014e+06	2.78616e+06	2.62972e+06	2.53852e+06	2.49534e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	6	6	1.25834e+07	1.16247e+07	1.35095e+07	1.25201e+07	1.22544e+07	1.27188e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	5	5	1.71889e+07	1.76152e+07	1.7711e+07	1.77785e+07	1.79915e+07	1.80956e+07
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	2	2	2.3823e+06	2.02348e+06	2.50166e+06	2.25607e+06	2.5201e+06	
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	1	1	1.77343e+06	1.44253e+06		1.82619e+06		1.41264e+06
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	3.19772e+06	3.19802e+06	2.71313e+06	3.15707e+06	3.00601e+06	3.03409e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	5	5	4.50676e+07	4.56514e+07	4.41324e+07	4.68835e+07	4.69205e+07	4.5594e+07
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	6	6	2.15166e+07	2.21159e+07	2.24698e+07	2.23638e+07	2.2721e+07	2.27071e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	3	3	4.48472e+06	6.68926e+06	6.22813e+06	6.28556e+06	6.16421e+06	6.53185e+06
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	6	6	3.11166e+07	2.86063e+07	2.95988e+07	3.02079e+07	3.07006e+07	2.95596e+07
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2		1.46901e+06		1.45156e+06		1.31005e+06
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2	2.23983e+06		2.71327e+06		1.88562e+06	
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	3	3	1.28892e+06	1.36708e+06	1.06381e+06	1.68636e+06	1.33747e+06	1.52776e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	7	7	5.49343e+07	5.28317e+07	5.54067e+07	5.3416e+07	5.25714e+07	5.46068e+07
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	1	1	6.32342e+06	5.36472e+06	6.44287e+06	3.91986e+06	4.36531e+06	5.11035e+06
P0AFW4	RNK_ECOLI	rnk	Regulator of nucleoside diphosphate kinase	1	1		571505	642887	677087	635129	597423
P0AFW8	ROF_ECOLI	rof	Protein rof	3	3	3.56818e+07	3.21822e+07	3.42507e+07	3.39049e+07	3.56449e+07	3.45074e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4	9.77989e+06	9.04616e+06	9.87116e+06	9.50611e+06	8.92348e+06	8.88772e+06
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	3.26917e+06	2.67925e+06	3.97034e+06	3.30757e+06	4.06496e+06	3.70404e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	5	5	1.02132e+07	1.01816e+07	1.09759e+07	1.0597e+07	1.05501e+07	1.06982e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	11	11	7.15388e+07	6.82772e+07	7.09219e+07	7.24448e+07	7.27987e+07	7.30829e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	5	5	1.63522e+07	1.83861e+07	1.71328e+07	1.81492e+07	1.83794e+07	1.89528e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.54624e+07	4.79869e+07	4.84374e+07	4.5457e+07	4.72593e+07	4.7385e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	4	4	1.39445e+07	1.47611e+07	1.42002e+07	1.33746e+07	1.42845e+07	1.43493e+07
P0AG03	UBIX_ECOLI	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	2	2	1.19602e+06			685372	788068	926662
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	8	8	6.44267e+07	7.25972e+07	6.23403e+07	7.30868e+07	6.68991e+07	7.10317e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.34962e+07	1.21322e+07	1.31715e+07	1.25656e+07	1.39385e+07	1.2731e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	10	10	3.23712e+06	2.83756e+06	3.44105e+06	3.09934e+06	3.3338e+06	3.1489e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3	8.34156e+06	8.4027e+06	8.27312e+06	8.49945e+06	8.28334e+06	8.39055e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	13	13	4.70255e+07	4.38529e+07	4.81758e+07	4.43604e+07	5.15554e+07	4.56949e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	8	8	7.56318e+06	7.30625e+06	6.98249e+06	6.78747e+06	7.61259e+06	6.35609e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	5	5	1.11209e+08	1.07882e+08	1.134e+08	1.12747e+08	1.13232e+08	1.10242e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	25	25	1.43306e+08	1.38646e+08	1.39453e+08	1.40283e+08	1.47156e+08	1.37957e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	7	7	9.77981e+06	9.94021e+06	1.01364e+07	1.01937e+07	1.01355e+07	1.03336e+07
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.30672e+09	1.34072e+09	1.26545e+09	1.40934e+09	1.26593e+09	1.38351e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	6.19795e+08	6.45009e+08	6.18444e+08	6.75368e+08	6.34883e+08	6.59904e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6	3.96606e+08	4.36282e+08	4.15131e+08	4.37493e+08	3.90647e+08	4.32799e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.17316e+09	1.22879e+09	1.19197e+09	1.27009e+09	1.16299e+09	1.26325e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	9	9	7.75012e+08	7.65786e+08	7.52724e+08	7.93141e+08	7.68422e+08	7.76969e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.11572e+09	1.14688e+09	1.15105e+09	1.2036e+09	1.16207e+09	1.21509e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	42	42	1.53969e+09	1.53545e+09	1.5025e+09	1.57639e+09	1.53826e+09	1.58572e+09
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	1.97121e+06	2.03282e+06	2.16261e+06	1.78448e+06	1.87372e+06	2.23381e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	1	1	1.18678e+06		982920	803587		
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	18	18	1.49986e+07	1.42661e+07	1.44778e+07	1.40559e+07	1.47371e+07	1.44827e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	3	3		1.1912e+06	1.38358e+06	969036	1.35316e+06	1.34275e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	5	5	3.76058e+08	3.57289e+08	3.60569e+08	3.57271e+08	3.75103e+08	3.74646e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.6228e+07	2.43862e+07	2.58233e+07	2.5385e+07	2.62329e+07	2.5565e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	4.14256e+06	3.84598e+06	3.79265e+06	3.74288e+06	4.14659e+06	4.13485e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	3	3	4.50413e+06	4.61542e+06	4.6283e+06	4.85987e+06	5.26226e+06	4.59681e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.59526e+07	4.43731e+07	4.65304e+07	4.45538e+07	4.43167e+07	4.43628e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.87234e+07	2.76345e+07	2.85618e+07	2.76336e+07	2.87316e+07	2.83165e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	9.26681e+06	8.79977e+06	8.85085e+06	8.86087e+06	9.3869e+06	9.1247e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	6	6	1.38619e+07	1.32148e+07	1.32492e+07	1.34211e+07	1.39781e+07	1.32431e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	10	10	5.78585e+06	5.38936e+06	5.70094e+06	5.55592e+06	5.7759e+06	5.43966e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	816456	958786		989566	863422	868009
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.30294e+06	4.24667e+06	4.48081e+06	4.08377e+06	4.20955e+06	4.55528e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.38421e+08	3.08454e+08	3.24232e+08	3.15842e+08	3.30649e+08	3.21704e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14	3.51776e+07	3.31373e+07	3.59068e+07	3.59452e+07	3.56067e+07	3.5207e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	2.01832e+08	2.05522e+08	2.0234e+08	2.03808e+08	2.03508e+08	2.02395e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.45809e+07	3.67733e+07	3.67938e+07	3.76133e+07	3.37474e+07	3.74895e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.11517e+07	4.10638e+07	4.04e+07	4.07243e+07	4.06479e+07	4.27536e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	3.57875e+06	3.73596e+06	3.70942e+06	3.86463e+06	3.36392e+06	4.18784e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	8.68445e+06	7.87786e+06	8.78242e+06	8.3781e+06	8.61759e+06	8.21142e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	7.47224e+06	7.18458e+06	7.55821e+06	8.12594e+06	7.42258e+06	7.00766e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	9.64672e+06	9.19234e+06	9.07218e+06	1.0158e+07	9.0772e+06	8.77843e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	14	14	2.34246e+07	2.13811e+07	2.28333e+07	2.15068e+07	2.27613e+07	2.18446e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	5	5	2.23146e+06	2.22649e+06	2.19076e+06	1.68611e+06	1.78937e+06	2.12532e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	1.00482e+07	9.54596e+06	1.08651e+07	1.07136e+07	1.02583e+07	9.97181e+06
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	5.98066e+07	6.03658e+07	5.96259e+07	6.21695e+07	5.80508e+07	6.02304e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	5	5	8.81104e+06	8.8646e+06	9.35194e+06	9.81597e+06	9.7383e+06	9.37147e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	1.03949e+08	1.01394e+08	1.01116e+08	1.02396e+08	1.0133e+08	1.02982e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.02374e+07	6.99265e+07	7.65414e+07	7.38951e+07	7.64374e+07	7.46319e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	1.23597e+07	1.13782e+07	1.26974e+07	1.08614e+07	1.26218e+07	1.21053e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.10495e+08	2.1057e+08	2.31445e+08	2.12832e+08	2.10537e+08	2.2503e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	537992		521845	520152		360861
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.73573e+07	1.58306e+07	1.70231e+07	1.67527e+07	1.7178e+07	1.67916e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.4753e+06	1.83591e+06	2.05904e+06	1.73407e+06	2.05982e+06	1.92789e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.32051e+08	3.20052e+08	3.1483e+08	3.28002e+08	3.04221e+08	3.38201e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.16285e+07	4.20191e+07	4.0625e+07	4.78899e+07	4.73033e+07	4.40715e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	7	7	1.83998e+07	1.873e+07	1.9385e+07	1.93115e+07	1.80186e+07	1.81526e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	262946		363874		362904	274857
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	4	4	1.44851e+07	1.45322e+07	1.46545e+07	1.46067e+07	1.39934e+07	1.42048e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	4.50802e+06	4.72799e+06	4.69599e+06	4.91706e+06	4.9327e+06	4.6622e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.29355e+07	2.01913e+07	2.1377e+07	2.02697e+07	2.19227e+07	2.14444e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	8.40385e+06	7.58777e+06	8.62115e+06	7.91494e+06	8.46863e+06	8.29366e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.77351e+07	2.14328e+07	2.00557e+07	2.00071e+07	1.86021e+07	2.09813e+07
