Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4	1.36595e+07	1.53199e+07	1.4884e+07	1.42731e+07	1.42466e+07	1.42229e+07
P0AFJ5	PHOB_ECOLI	phoB	Phosphate regulon transcriptional regulatory protein PhoB	1	1	428320	482620		627409	894401	
P0AFJ7	PITA_ECOLI	pitA	Low-affinity inorganic phosphate transporter 1	3	3	5.52104e+06	4.96288e+06	5.31582e+06	5.28897e+06	6.79405e+06	6.13361e+06
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	19	19	3.09886e+07	3.1196e+07	3.07631e+07	3.14953e+07	3.14407e+07	3.04917e+07
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	15	15	3.16759e+07	2.90253e+07	3.12065e+07	2.89463e+07	2.95958e+07	3.29515e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5	4.91904e+07	4.81279e+07	4.88121e+07	4.78159e+07	4.49851e+07	4.9837e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	8	8	2.74669e+06	2.84296e+06	3.0076e+06	2.7075e+06	2.70201e+06	2.76641e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	6	6	1.20514e+07	1.36966e+07	1.26766e+07	1.31147e+07	1.30574e+07	1.12926e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	6	6	1.8545e+07	2.0603e+07	1.97352e+07	2.05608e+07	2.05414e+07	2.03396e+07
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	2	2	1.86075e+06	1.80659e+06	1.92274e+06	1.84355e+06	1.93866e+06	1.92728e+06
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	3.95547e+06	4.08282e+06	3.29902e+06	4.26481e+06	4.23897e+06	3.68876e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	6	6	4.33347e+07	4.38271e+07	4.21435e+07	4.36093e+07	4.35594e+07	4.52929e+07
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	7	7	2.14149e+07	2.32247e+07	2.23255e+07	2.25389e+07	2.22564e+07	2.31407e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	3	3	1.16504e+07	1.68011e+07	1.53264e+07	1.49572e+07	1.46638e+07	1.51617e+07
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	6	6	2.90626e+07	2.97291e+07	2.72897e+07	3.0193e+07	2.89244e+07	2.91953e+07
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	1	1		941546		802160	1.24126e+06	
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2	1.18246e+06	958758	1.37918e+06	1.11676e+06	1.49923e+06	982432
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	2	2	1.52707e+06	1.50237e+06	1.20077e+06	1.49596e+06	1.53382e+06	1.73513e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	6	6	5.57953e+07	5.61605e+07	5.68918e+07	5.44402e+07	5.35561e+07	5.47445e+07
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	2	2	5.90245e+06	6.31642e+06	6.16967e+06		6.46756e+06	4.24658e+06
P0AFW8	ROF_ECOLI	rof	Protein rof	4	4	2.64529e+07	2.65935e+07	2.50517e+07	2.6254e+07	2.63618e+07	2.70486e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4	7.59145e+06	5.77217e+06	7.84517e+06	6.16412e+06	6.25443e+06	7.24474e+06
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	3.79423e+06	4.13801e+06	4.37233e+06	4.37869e+06	4.37293e+06	4.43399e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	7	7	1.08559e+07	1.07798e+07	1.14611e+07	1.14209e+07	1.10221e+07	1.08406e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	12	12	7.7331e+07	7.85641e+07	7.34161e+07	7.6638e+07	7.58331e+07	7.73316e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	5	5	1.50403e+07	1.52444e+07	1.50862e+07	1.55038e+07	1.49016e+07	1.58887e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.29405e+07	4.44755e+07	4.53762e+07	4.28972e+07	4.41398e+07	4.49895e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	5	5	1.47643e+07	1.5436e+07	1.50637e+07	1.51013e+07	1.55732e+07	1.58841e+07
P0AG03	UBIX_ECOLI	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	3	3	567260			403211	439860	467635
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7	5.93203e+07	6.42896e+07	5.81683e+07	6.52694e+07	6.54888e+07	6.39504e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.59538e+07	1.60047e+07	1.61183e+07	1.62118e+07	1.60824e+07	1.6716e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	9	9	3.22455e+06	3.39146e+06	3.32625e+06	3.26239e+06	3.23288e+06	3.2055e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	4	4	7.86922e+06	7.8195e+06	7.39475e+06	7.75833e+06	7.84844e+06	7.62578e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	14	14	5.53444e+07	5.92257e+07	5.73307e+07	5.81494e+07	5.91097e+07	6.11058e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	8	8	5.03407e+06	4.77864e+06	4.57665e+06	4.74135e+06	4.6445e+06	5.11778e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	6	6	1.09503e+08	1.12617e+08	1.11579e+08	1.11788e+08	1.09933e+08	1.12736e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	27	27	1.32392e+08	1.29041e+08	1.26534e+08	1.28575e+08	1.28561e+08	1.35164e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	6	6	8.908e+06	8.96544e+06	8.98011e+06	9.05799e+06	8.88756e+06	9.02376e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.33151e+09	1.32844e+09	1.30202e+09	1.31268e+09	1.29231e+09	1.32223e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	5.57921e+08	5.5032e+08	5.59622e+08	5.62884e+08	5.77226e+08	5.77317e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	7	7	3.7727e+08	3.94466e+08	3.94845e+08	3.70402e+08	3.83563e+08	3.7783e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.1488e+09	1.1976e+09	1.15768e+09	1.21154e+09	1.20328e+09	1.15049e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	7.66815e+08	7.45204e+08	7.39707e+08	7.70887e+08	7.46565e+08	7.91775e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.06885e+09	1.15491e+09	1.07689e+09	1.14544e+09	1.11205e+09	1.11863e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	41	41	1.48618e+09	1.46801e+09	1.45281e+09	1.45971e+09	1.47266e+09	1.52892e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	2	2		2.01368e+06	1.89936e+06	1.86796e+06	2.00365e+06	
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	1	1		1.73754e+06			1.89225e+06	
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	1.67802e+06	1.9309e+06	2.0026e+06	1.78873e+06	1.97276e+06	1.54867e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	925233	884634	721053	822046		
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	16	16	1.60963e+07	1.57832e+07	1.60261e+07	1.63278e+07	1.55678e+07	1.65775e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5		2.97599e+06	2.36841e+06	2.87157e+06	3.08408e+06	2.20299e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.40783e+08	3.4574e+08	3.21928e+08	3.38809e+08	3.75128e+08	3.46972e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.65966e+07	2.62177e+07	2.60241e+07	2.61874e+07	2.57583e+07	2.66644e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	6.28941e+06	5.76772e+06	5.64075e+06	5.06443e+06	4.77452e+06	6.00189e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	3	3	4.5589e+06	4.27771e+06	4.65891e+06	4.3073e+06	4.41728e+06	5.3402e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.35704e+07	3.7982e+07	4.2548e+07	3.81078e+07	3.59544e+07	4.2817e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.83904e+07	2.80329e+07	2.79533e+07	2.79202e+07	2.70359e+07	2.78239e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	9.14634e+06	8.73184e+06	8.40545e+06	8.87148e+06	8.68835e+06	9.10624e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.32944e+07	1.28081e+07	1.29006e+07	1.27395e+07	1.26099e+07	1.37789e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	11	11	5.18573e+06	5.6197e+06	5.25843e+06	5.70921e+06	5.5695e+06	5.38312e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	599955	716851		701377	729644	622896
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.82394e+06	4.42126e+06	5.00716e+06	4.47384e+06	4.37816e+06	4.76762e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.51925e+08	3.23514e+08	3.42903e+08	3.11534e+08	3.15973e+08	3.52418e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14	3.58025e+07	3.54338e+07	3.63155e+07	3.52984e+07	3.5053e+07	3.68295e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	8	8	1.90428e+08	1.92998e+08	1.87271e+08	1.93169e+08	1.96937e+08	1.92999e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.26827e+07	3.19873e+07	3.44213e+07	3.31243e+07	3.07556e+07	3.26125e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.24133e+07	4.04186e+07	4.15058e+07	4.07526e+07	3.85324e+07	4.18097e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	1.66833e+07	1.6378e+07	1.80044e+07	1.63657e+07	1.68693e+07	1.54896e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	8.10387e+06	8.66499e+06	8.12836e+06	8.09818e+06	9.11594e+06	8.2975e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	8.02536e+06	6.85035e+06	7.91873e+06	6.89923e+06	6.54529e+06	7.82417e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	4	4	1.02823e+07	1.00835e+07	1.01537e+07	1.07365e+07	1.12476e+07	1.05103e+07
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	14	14	2.34737e+07	2.25547e+07	2.31487e+07	2.27384e+07	2.25948e+07	2.36661e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	2.56628e+06	2.14611e+06	2.63878e+06	2.03266e+06	2.85582e+06	2.11919e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	1.00558e+07	1.05227e+07	1.06822e+07	1.04223e+07	1.01836e+07	1.0485e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.33426e+07	4.23959e+07	4.34279e+07	4.32552e+07	4.057e+07	4.2876e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	5	5	9.02204e+06	1.00974e+07	9.85472e+06	1.02789e+07	1.00064e+07	1.00916e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	1.03291e+08	1.00881e+08	1.00182e+08	1.01829e+08	1.02114e+08	1.01612e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.96308e+07	7.31653e+07	7.43131e+07	7.08702e+07	7.32211e+07	7.59857e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	1.02183e+07	1.11351e+07	9.82382e+06	1.08273e+07	1.16049e+07	1.04966e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	1.99961e+08	1.95092e+08	2.16155e+08	1.89761e+08	1.7551e+08	2.06482e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.39115e+06	1.06061e+06	1.41971e+06		1.08703e+06	
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	6	6	1.50994e+07	1.34441e+07	1.48354e+07	1.43021e+07	1.48e+07	1.56642e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.80532e+06	2.74707e+06	2.70905e+06	2.99352e+06	2.73834e+06	2.80801e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.13737e+08	3.40209e+08	2.9083e+08	3.5092e+08	3.46078e+08	2.83893e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	3.9774e+07	4.1542e+07	3.67943e+07	4.17946e+07	3.92396e+07	4.42383e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.71005e+07	1.68155e+07	1.7919e+07	1.75994e+07	1.68667e+07	1.70741e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	1	1	218468	209442	306892	254376	261607	304152
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.4331e+07	1.38601e+07	1.48426e+07	1.44107e+07	1.37029e+07	1.39637e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	8	8	4.37064e+06	4.55354e+06	4.59099e+06	4.36285e+06	4.01913e+06	4.62478e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.22417e+07	2.02111e+07	2.05891e+07	1.99801e+07	1.97014e+07	2.15895e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	8.59494e+06	8.50213e+06	8.62699e+06	8.03334e+06	7.9319e+06	8.4941e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.93755e+07	2.00314e+07	2.18105e+07	2.08981e+07	2.28439e+07	2.07049e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.24961e+07	2.22944e+07	2.26738e+07	2.26181e+07	2.22042e+07	2.37266e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	4.23417e+07	3.88336e+07	4.175e+07	3.94613e+07	3.9262e+07	4.37686e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2		3.11686e+06	2.90974e+06	3.92009e+06	3.15065e+06	2.93708e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1			138020	127912	124358	113879
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	7.66504e+07	8.1544e+07	7.60893e+07	7.64829e+07	7.45614e+07	7.19771e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	457627	355481	470655	429349	318761	466027
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	8.4561e+06	8.2385e+06	8.55442e+06	8.12062e+06	8.71671e+06	8.24102e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	29	0	5.86858e+09	5.98517e+09	5.88279e+09	5.71438e+09	6.00284e+09	5.87422e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	1.93189e+07	2.02949e+07	1.93771e+07	2.09627e+07	2.06081e+07	2.1068e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	26	26	1.80134e+07	1.82548e+07	1.8286e+07	1.85573e+07	1.81656e+07	1.86944e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.41365e+07	2.55128e+07	2.47717e+07	2.53759e+07	2.53807e+07	2.35548e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	21	21	7.50782e+07	7.45329e+07	7.12891e+07	7.45415e+07	7.40766e+07	7.54955e+07
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.01909e+07	3.48959e+07	3.29694e+07	3.5857e+07	3.56446e+07	3.48619e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	2	2	4.50005e+06	4.55339e+06	3.28614e+06	4.55308e+06	5.10609e+06	4.46666e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	5	5	1.78179e+06	1.70787e+06	1.78795e+06	1.75465e+06	1.80358e+06	1.75402e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	9.34883e+07	8.61889e+07	9.08022e+07	8.63628e+07	8.91984e+07	9.55483e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	37	37	4.44494e+07	4.39346e+07	4.35885e+07	4.38973e+07	4.38166e+07	4.37548e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.34568e+06	3.48389e+06	3.28483e+06	3.74922e+06	3.73768e+06	3.48994e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	1.73235e+06	1.55255e+06	1.50272e+06	1.60951e+06	1.6577e+06	1.71989e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	7	7	1.03608e+06	1.03677e+06	1.0476e+06	1.12732e+06	1.02573e+06	1.11118e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	4	4	2.0832e+06	2.18687e+06	2.07727e+06	2.2511e+06	2.08581e+06	2.07514e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	11	9	1.59036e+07	1.62546e+07	1.69158e+07	1.62785e+07	1.6366e+07	1.63646e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	6.71897e+06	7.26555e+06	7.07276e+06	6.85948e+06	7.13142e+06	7.14977e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2			770283	835522	841064	759137
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.47509e+07	2.63474e+07	2.48776e+07	2.67578e+07	2.62046e+07	2.47079e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	28	28	5.45638e+07	5.39337e+07	5.54806e+07	5.39806e+07	5.17459e+07	5.60151e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.08145e+07	2.48145e+07	2.14265e+07	2.19565e+07	2.45233e+07	2.43973e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	2	2	1.11264e+06	954036	1.12407e+06	1.08906e+06	1.1563e+06	1.44485e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.30642e+07	1.29939e+07	1.30225e+07	1.36422e+07	1.36221e+07	1.31571e+07
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	9	9	3.00395e+07	3.17691e+07	2.99897e+07	3.25056e+07	3.10275e+07	3.1079e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	6.4581e+06	7.4597e+06	6.80315e+06	7.03705e+06	8.15256e+06	6.87053e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.11638e+07	1.05825e+07	1.19759e+07	1.05138e+07	1.05552e+07	1.19678e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.27007e+08	2.33425e+08	2.18706e+08	2.29785e+08	2.21458e+08	2.24063e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.84507e+06	2.10629e+06	2.06295e+06	2.16736e+06	2.0089e+06	2.13956e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	1	1	1.86564e+06	1.67362e+06	2.23497e+06	1.8423e+06	1.57764e+06	2.55791e+06
P13009	METH_ECOLI	metH	Methionine synthase	26	26	9.90619e+06	9.88966e+06	9.94474e+06	1.00747e+07	9.98074e+06	1.02521e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	6.46104e+06	6.54553e+06	5.98472e+06	7.0939e+06	6.99091e+06	6.86965e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10	1.78033e+07	1.87527e+07	1.77424e+07	1.87647e+07	1.75598e+07	1.86126e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	42	42	1.86894e+08	1.80844e+08	1.77832e+08	1.83846e+08	1.81431e+08	1.8022e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	4	4	1.55286e+06	2.15475e+06	1.946e+06	2.11604e+06	1.93323e+06	1.9238e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	16	16	1.52855e+07	1.59547e+07	1.52942e+07	1.61707e+07	1.58467e+07	1.63694e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	16	16	2.35971e+07	2.25678e+07	2.35381e+07	2.08863e+07	2.24821e+07	2.49279e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	1	1	1.62772e+06	2.25633e+06		2.03884e+06	2.0648e+06	2.47117e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	3	3	453329	421852	479495	522126	510683	508285
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.85787e+07	1.92085e+07	1.89814e+07	1.87988e+07	1.80178e+07	1.91779e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	10	10	9.03758e+06	9.46832e+06	8.98057e+06	8.93895e+06	8.46472e+06	9.4236e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	5	5	9.95853e+06	9.64736e+06	9.61485e+06	1.0205e+07	1.02999e+07	9.9563e+06
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	2	2		1.03747e+06	1.06766e+06	842816	974226	1.04682e+06
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	16	1.181e+08	1.14989e+08	1.1553e+08	1.14661e+08	1.16135e+08	1.18432e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	1.71173e+07	1.82686e+07	1.74149e+07	1.83057e+07	1.78962e+07	1.80606e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	1.55175e+06	1.62504e+06	1.60673e+06	1.78366e+06	1.67115e+06	1.93126e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	12	12	5.44488e+07	6.12915e+07	5.42951e+07	5.94561e+07	5.79484e+07	5.7491e+07
P15038	HELD_ECOLI	helD	Helicase IV	3	3	1.16086e+06	1.11354e+06	1.16879e+06	1.45139e+06	945909	983826
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.19974e+07	2.0839e+07	2.14888e+07	2.10238e+07	2.08413e+07	2.25489e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	1.3806e+06	1.67076e+06	1.62976e+06	1.20304e+06	1.51206e+06	1.48082e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	3.42375e+06	3.37689e+06	3.72135e+06	2.64375e+06	3.34103e+06	3.6043e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	2.0891e+07	2.03946e+07	2.11789e+07	2.04822e+07	1.91986e+07	1.88803e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	3	3	1.90759e+06	1.9487e+06	1.80383e+06	1.75809e+06	1.89082e+06	1.87248e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	16	16	9.36868e+06	9.31538e+06	9.21692e+06	9.16086e+06	9.26583e+06	8.64546e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	1	1	789076	824831	888074	827082		826333
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	22	22	1.18194e+08	1.24318e+08	1.20909e+08	1.25784e+08	1.2126e+08	1.22558e+08
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	13	13	3.86638e+07	3.68831e+07	3.93461e+07	3.82202e+07	3.69824e+07	3.9685e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	1.72401e+07	1.70538e+07	1.70348e+07	1.73666e+07	1.73653e+07	1.71519e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.13188e+07	1.07074e+07	1.08435e+07	1.1271e+07	1.14802e+07	1.14205e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	3	3			3.34191e+06	2.66329e+06	2.02391e+06	2.89697e+06
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	5	5	7.85195e+06	8.37509e+06	8.51296e+06	8.9287e+06	9.00116e+06	8.73782e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9	1.91632e+07	2.51889e+07	1.97708e+07	2.56024e+07	2.60143e+07	1.99194e+07
