Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3	7.44023e+06	7.64398e+06	7.04616e+06	7.36443e+06	7.67997e+06	8.14355e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	15	15	8.60472e+07	8.59043e+07	8.39892e+07	8.77523e+07	8.08673e+07	8.87035e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	10	10	7.88339e+06	8.18019e+06	7.84572e+06	7.81623e+06	8.7827e+06	7.95816e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	5	5	1.16979e+08	1.16777e+08	1.16815e+08	1.14734e+08	1.19722e+08	1.13422e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	27	27	1.27959e+08	1.25988e+08	1.25452e+08	1.29945e+08	1.25952e+08	1.22895e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	7	7	9.10829e+06	8.88655e+06	8.89577e+06	9.36783e+06	8.93398e+06	8.79986e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.31129e+09	1.27689e+09	1.3495e+09	1.26733e+09	1.29885e+09	1.31882e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	8	8	5.50108e+08	5.62841e+08	5.8422e+08	5.76782e+08	5.80924e+08	5.67256e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	7	7	4.40055e+08	4.1223e+08	4.14657e+08	4.21027e+08	4.21291e+08	4.2433e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.32016e+09	1.32624e+09	1.31198e+09	1.32928e+09	1.31431e+09	1.29616e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	8.07924e+08	8.15399e+08	8.21717e+08	8.05464e+08	8.32716e+08	8.0769e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.12464e+09	1.13158e+09	1.08677e+09	1.11908e+09	1.10009e+09	1.05234e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	41	41	1.56191e+09	1.53171e+09	1.56429e+09	1.57746e+09	1.54472e+09	1.54513e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3	1.94644e+06	1.77777e+06	1.75632e+06	1.57742e+06		
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	2	2	1.72411e+06			1.99031e+06		
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.45978e+06	2.325e+06	2.67076e+06	2.7975e+06	2.48734e+06	2.79262e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	881159	691941	604561		747553	
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	15	15	1.63433e+07	1.74898e+07	1.71088e+07	1.74783e+07	1.69102e+07	1.71805e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5	4.16615e+06	3.87439e+06	3.62482e+06	4.71999e+06	3.6182e+06	3.61006e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.70019e+08	3.54574e+08	3.56253e+08	3.97983e+08	3.68589e+08	3.66684e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	26	26	2.71448e+07	2.74948e+07	2.77094e+07	2.81471e+07	2.77028e+07	2.73412e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	6.86014e+06	5.90924e+06	6.85049e+06	6.72949e+06	6.64561e+06	6.45901e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	3	3	4.64846e+06	4.78552e+06	5.20733e+06	4.87818e+06	4.98084e+06	4.61604e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	3.8548e+07	3.97776e+07	4.17144e+07	3.77016e+07	4.13545e+07	4.15284e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.91044e+07	2.89856e+07	2.84098e+07	2.87164e+07	2.98983e+07	2.75819e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	9.32763e+06	9.23014e+06	9.55436e+06	9.55096e+06	9.49263e+06	9.17064e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.28927e+07	1.23353e+07	1.30503e+07	1.27451e+07	1.24784e+07	1.35953e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	12	12	6.15349e+06	6.08373e+06	5.7273e+06	5.84707e+06	5.94921e+06	5.98962e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	580445		468721	515697	576788	463809
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	3.36297e+06	4.11547e+06	4.07559e+06	3.8205e+06	4.3236e+06	3.94478e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.08345e+08	3.04164e+08	3.12847e+08	3.04881e+08	3.13722e+08	3.11577e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14	3.82113e+07	3.86843e+07	3.8102e+07	3.92371e+07	3.80504e+07	3.84073e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	1.73267e+08	1.79436e+08	1.75706e+08	1.8041e+08	1.75384e+08	1.73607e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.16509e+07	3.18958e+07	3.09176e+07	3.08723e+07	3.3223e+07	3.19955e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.02081e+07	4.11179e+07	4.05649e+07	4.03579e+07	4.07278e+07	4.05413e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	2.27031e+07	2.32417e+07	2.57802e+07	2.52408e+07	2.4333e+07	2.80667e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	9.45284e+06	8.64669e+06	8.92077e+06	1.00721e+07	9.09966e+06	8.9161e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	8.47761e+06	8.76573e+06	9.73312e+06	7.97366e+06	9.70715e+06	9.94723e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	9.78565e+06	9.14235e+06	1.13704e+07	1.05232e+07	1.04363e+07	8.20813e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	15	15	3.27513e+07	3.20316e+07	3.16299e+07	3.22955e+07	3.20312e+07	3.32724e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	1.3704e+06	1.72385e+06	1.9087e+06	2.32424e+06	1.86554e+06	1.58485e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.06792e+07	1.0452e+07	1.11229e+07	1.04031e+07	1.02338e+07	1.02172e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.75746e+07	4.80016e+07	4.68389e+07	4.74995e+07	4.91262e+07	4.78957e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.04128e+07	1.01179e+07	1.0438e+07	1.03429e+07	1.05933e+07	1.0217e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	17	17	1.09108e+08	1.10223e+08	1.08783e+08	1.11789e+08	1.13751e+08	1.12561e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.36027e+07	7.22994e+07	6.39154e+07	7.83256e+07	6.52164e+07	6.79087e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	1.04164e+07	1.00219e+07	9.65982e+06	1.15953e+07	1.05225e+07	1.04339e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	1.95001e+08	1.92941e+08	1.83767e+08	1.83774e+08	1.87559e+08	1.89012e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.38605e+06		1.318e+06	1.63294e+06	1.07838e+06	1.43938e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.58386e+07	1.60222e+07	1.59029e+07	1.61352e+07	1.58204e+07	1.57722e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	2.22744e+06	2.33019e+06	2.39462e+06	2.06913e+06	2.31238e+06	1.84764e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.37737e+08	3.64734e+08	3.2671e+08	3.73107e+08	3.42339e+08	3.37676e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.08555e+07	4.40782e+07	4.70802e+07	4.26708e+07	4.46976e+07	4.28013e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.78186e+07	1.87867e+07	1.86794e+07	1.8406e+07	1.83593e+07	1.83848e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	1.4992e+06	1.70557e+06	2.02872e+06	1.36828e+06		1.79436e+06
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.53281e+07	1.53846e+07	1.52944e+07	1.49063e+07	1.51015e+07	1.51646e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	4.44083e+06	4.07034e+06	4.50145e+06	3.72123e+06	4.23508e+06	4.42321e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.1196e+07	2.11573e+07	2.23389e+07	2.12118e+07	2.13344e+07	2.1975e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	8.7711e+06	8.41234e+06	8.42418e+06	8.748e+06	8.61244e+06	8.41617e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	2.01794e+07	2.07994e+07	1.88882e+07	1.85601e+07	2.13581e+07	2.07025e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.31762e+07	2.34644e+07	2.3365e+07	2.37945e+07	2.4539e+07	2.39203e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	4.00756e+07	4.0381e+07	4.00635e+07	4.19902e+07	4.04793e+07	4.08893e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	4.26299e+06	4.24252e+06	3.40906e+06	3.32242e+06	4.58007e+06	3.58722e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1	144153	157564	85257.7	124421		
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	14	14	8.18159e+07	7.49499e+07	7.20646e+07	7.47938e+07	7.02883e+07	7.63344e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	297384	371576	241755		555860	286725
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	6.63157e+06	7.53507e+06	7.19523e+06	8.3019e+06	7.1297e+06	7.28179e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	31	0	7.48013e+09	7.44441e+09	7.58707e+09	7.64884e+09	7.58457e+09	7.56791e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	1.89993e+07	2.0497e+07	2.04291e+07	2.06571e+07	1.94346e+07	1.97688e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	28	28	1.90955e+07	1.92328e+07	1.97697e+07	1.94638e+07	2.02953e+07	1.8935e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.52168e+07	2.58871e+07	2.42547e+07	2.54384e+07	2.53784e+07	2.49364e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	20	20	6.68695e+07	6.75643e+07	6.57012e+07	6.91297e+07	6.63166e+07	6.6695e+07
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.67554e+07	3.77086e+07	3.79526e+07	3.87088e+07	3.41623e+07	3.43311e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	7.18914e+06	7.29782e+06	7.66191e+06	7.20696e+06	7.57549e+06	6.91247e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	5	5	1.73188e+06	1.88394e+06	1.84984e+06	2.1105e+06	1.86977e+06	1.90464e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	12	12	9.33268e+07	9.22336e+07	9.67829e+07	9.68507e+07	9.35439e+07	9.53176e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	36	36	4.81328e+07	4.83099e+07	4.76848e+07	4.83965e+07	4.85523e+07	4.8268e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	5	5	3.37951e+06	3.57129e+06	2.9502e+06	3.72925e+06	2.80255e+06	3.25103e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.26699e+06	2.37658e+06	2.38809e+06	2.41715e+06	2.53501e+06	2.07244e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	7	7	993960	1.12725e+06	989568	926554	1.04577e+06	986846
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		3	3			5.91324e+06		4.65027e+06	4.97849e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	9.69625e+06	1.06564e+07	1.13206e+07	9.63988e+06	1.11983e+07	9.25237e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	3	3	3.09602e+06	3.12424e+06	2.73818e+06	2.85937e+06	2.72285e+06	2.83336e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	10	1.65181e+07	1.66804e+07	1.71192e+07	1.73597e+07	1.67668e+07	1.73227e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	7.16663e+06	7.24175e+06	7.33288e+06	7.64458e+06	7.24415e+06	7.38557e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	3	3			1.10331e+06	1.0398e+06		1.05382e+06
P11557	DAMX_ECOLI	damX	Protein DamX	10	10	2.44025e+07	2.50418e+07	2.35434e+07	2.3916e+07	2.51546e+07	2.4433e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	28	28	6.24964e+07	6.13604e+07	6.17992e+07	6.05077e+07	6.21776e+07	6.17943e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.64408e+07	2.33238e+07	2.5447e+07	2.59373e+07	2.61919e+07	2.48899e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	845438	940288	1.11787e+06	1.03155e+06	1.27983e+06	1.04539e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.32865e+07	1.38169e+07	1.28077e+07	1.39645e+07	1.30283e+07	1.29238e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		11	11			6.51887e+06		6.75568e+06	7.14853e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.15753e+07	3.05925e+07	3.0955e+07	3.06257e+07	3.23682e+07	2.99053e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	1	1	5.34873e+06	7.28333e+06	7.77382e+06	7.78198e+06	7.79288e+06	6.68432e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.15654e+07	1.18829e+07	1.32349e+07	1.20415e+07	1.29345e+07	1.25569e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.40149e+08	2.3266e+08	2.36957e+08	2.33511e+08	2.38414e+08	2.38567e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.96257e+06	2.00637e+06	2.20084e+06	2.02425e+06	1.93358e+06	1.99493e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	1.52461e+06	1.53151e+06	2.33426e+06	1.47689e+06	1.60551e+06	2.43501e+06
P13009	METH_ECOLI	metH	Methionine synthase	24	24	1.03801e+07	1.02074e+07	1.04224e+07	1.02427e+07	1.04561e+07	9.90082e+06
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	6.9309e+06	7.31934e+06	7.86163e+06	7.26429e+06	6.91009e+06	7.09492e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	1.71261e+07	1.71881e+07	1.63574e+07	1.68989e+07	1.78009e+07	1.63306e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.85068e+08	1.86494e+08	1.84852e+08	1.87875e+08	1.90324e+08	1.85497e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	4	4	2.67992e+06	2.4929e+06	2.43213e+06	2.42457e+06	2.57813e+06	2.63687e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.66123e+07	1.6882e+07	1.68602e+07	1.68794e+07	1.69156e+07	1.69182e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.41998e+07	2.20648e+07	2.37479e+07	2.42491e+07	2.31077e+07	2.56939e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	2	2	2.2173e+06	2.22256e+06	2.36389e+06	1.98577e+06	1.89513e+06	2.24932e+06
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.72965e+07	1.67954e+07	1.78483e+07	1.71443e+07	1.67325e+07	1.67568e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	10	10	7.96933e+06	8.01504e+06	7.25922e+06	7.38832e+06	8.06807e+06	7.64137e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	7	7	1.13063e+07	1.14688e+07	1.03089e+07	1.18166e+07	1.0658e+07	9.9976e+06
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	5	5	837879	747296	766947	808854	740241	744247
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	24	15	1.27829e+08	1.26842e+08	1.29127e+08	1.29468e+08	1.2946e+08	1.27006e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	1.98835e+07	2.03937e+07	1.96127e+07	1.97349e+07	1.97262e+07	1.92842e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	2.26861e+06	2.25383e+06	2.47941e+06	2.58292e+06	2.36474e+06	2.03175e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	12	12	6.09112e+07	5.94973e+07	5.59619e+07	5.92953e+07	5.55908e+07	5.6675e+07
P15038	HELD_ECOLI	helD	Helicase IV	3	3	2.66458e+06	3.60995e+06	2.48936e+06	2.82415e+06	3.21613e+06	2.42251e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	19	19	2.12344e+07	2.11647e+07	2.15336e+07	2.11753e+07	2.17017e+07	2.09454e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	1.55349e+06	1.32374e+06	1.40877e+06	1.46818e+06	1.66941e+06	1.39881e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	3.84651e+06	3.56772e+06	3.92224e+06	3.64041e+06	4.25028e+06	3.979e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1		2.11165e+07	1.90556e+07	1.84198e+07	2.08492e+07	1.75372e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	3	3	1.63719e+06	1.64821e+06	1.76038e+06	1.83895e+06	1.83906e+06	1.68547e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	18	18	1.05379e+07	1.04858e+07	1.03392e+07	1.05173e+07	1.0605e+07	1.03397e+07
P15286	FLK_ECOLI	flk	Flagellar regulator flk	1	1	1.13988e+06	1.05609e+06	1.25019e+06		1.11091e+06	888534
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	21	21	1.4376e+08	1.42408e+08	1.42404e+08	1.41777e+08	1.43577e+08	1.41532e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		3	3			3.50392e+06		4.05895e+06	3.68818e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	13	13	3.48738e+07	3.6494e+07	3.65893e+07	3.57971e+07	3.63598e+07	3.61348e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	6	6	1.83115e+07	1.86232e+07	1.9913e+07	1.8818e+07	1.88714e+07	1.91084e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.16376e+07	1.17604e+07	1.16179e+07	1.21251e+07	1.21838e+07	1.22871e+07
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	5	5	8.59135e+06	9.33297e+06	9.26786e+06	9.48521e+06	9.04018e+06	9.05448e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		3	3			1.47986e+06		1.55249e+06	1.58926e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9	2.75252e+07	2.64089e+07	2.6779e+07	2.89176e+07	2.53796e+07	2.70233e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	6.26124e+06	6.18917e+06	5.96014e+06	6.04757e+06	5.86492e+06	5.89629e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	12	11	3.84384e+07	3.91011e+07	4.07325e+07	4.04406e+07	4.2572e+07	4.02022e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3		1.00451e+06			889102	902285
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	1	0	4.87306e+06	5.67953e+06	5.59191e+06	6.19669e+06	5.01975e+06	5.9111e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	6	6	3.60416e+07	3.6142e+07	3.69906e+07	3.51217e+07	3.75128e+07	3.73333e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	2	2		1.20153e+06	1.19479e+06	1.26222e+06	1.05545e+06	
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	4	4	7.63668e+06	7.47719e+06	7.18497e+06	7.59281e+06	8.02598e+06	6.87345e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	7.75738e+07	7.62844e+07	7.92452e+07	7.90456e+07	7.86328e+07	7.92259e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	1.53966e+06	1.65537e+06	1.62844e+06	1.60791e+06	1.39222e+06	1.49022e+06
P16694	YJDA_ECOLI	yjdA	Uncharacterized protein YjdA	1	1	2.0467e+06		1.80605e+06	2.1148e+06		
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	18	18	3.28168e+07	3.31113e+07	3.28427e+07	3.20156e+07	3.54518e+07	3.3481e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	1.04494e+07	9.19074e+06	1.04617e+07	9.55721e+06	1.05161e+07	8.4561e+06
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	4.35617e+06	3.65042e+06	4.30132e+06	3.69089e+06	4.23724e+06	4.22677e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	8	8	5.50239e+06	5.94743e+06	5.92513e+06	5.64005e+06	5.9333e+06	5.27514e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	9.75469e+06	1.00871e+07	1.00267e+07	9.27336e+06	9.98601e+06	9.77802e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	3	3	1.33918e+07	1.4005e+07	1.49507e+07	1.50421e+07	1.5332e+07	1.59748e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	33	33	1.94252e+08	1.91694e+08	1.93658e+08	1.96714e+08	1.95109e+08	1.94925e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	9	9	8.00125e+06	7.3202e+06	8.15766e+06	7.81674e+06	8.01722e+06	7.74876e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	11	11	7.65585e+06	8.00557e+06	7.19918e+06	7.44203e+06	7.9665e+06	7.85054e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	7	7	2.67568e+06	2.19489e+06	2.36779e+06	2.40645e+06	2.45188e+06	2.48686e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	32	32	2.59921e+07	2.46694e+07	2.53433e+07	2.59529e+07	2.59727e+07	2.56863e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	10	10	2.27193e+07	2.49656e+07	2.50083e+07	2.36611e+07	2.4904e+07	2.40734e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	8	8	1.2767e+07	1.33464e+07	1.30989e+07	1.36792e+07	1.29718e+07	1.2641e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	1.93096e+07	1.89399e+07	1.90823e+07	1.99922e+07	1.97638e+07	1.90834e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	9	9	5.56957e+06	6.02599e+06	5.92697e+06	5.57752e+06	5.8286e+06	5.58583e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	6	6	8.21977e+06	8.31556e+06	8.65822e+06	8.13141e+06	9.16924e+06	8.93942e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.4748e+07	1.4867e+07	1.38953e+07	1.40989e+07	1.55763e+07	1.40792e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	435713	355057	381639	422008	405238	378664
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1			1.78834e+06	1.8095e+06	1.46331e+06	
