protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q9Y294	34321945.24890449	27364046.83599633	25285799.285771515	32097164.2066208	27967024.32141277	26132123.02642568	30503528.687593907	30677409.7757176	29280869.87952093	31206487.57323268	27878660.719641365	25805974.176339623	26517952.771526948	29944212.792403817	25267151.63975889	28365747.46574661	28901280.78773237	27711121.24243313	Q9Y294	Q9Y294		ASF1A	0	0.27041223385919094	0.0673902344444444	False	0.028554036336392585	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O95197	7394915.242023346	8267696.32250371	6378916.717754553	9306159.025706835	7443306.969610215	7560473.918552392	7914686.763267032	6797432.786115043	7816392.16499043	8200424.03127234	8587245.991332911	7595462.696360361	7563504.699089433	7548203.05262406	7547230.53723319	8103560.118318042	9055317.84579394	8105890.968294186	O95197	O95197		RTN3	0	0.271837779115331	-0.07004740490182434	False	0.028563401386027348	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O14777	19222737.487521823	19934510.43987112	17862680.66457415	20342929.32126732	20995105.128092512	17694929.179771755	21327133.6861666	20147995.333362125	19334673.104507104	20961711.44873107	21772255.85682599	17975006.524361268	19893446.051241428	20899892.844322503	19460207.673983544	20622842.41015349	20982405.54382994	20035782.91579461	O14777	O14777		NDC80	0	0.272022346653625	-0.04608505069394814	False	0.02857276643566211	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q13505	12418151.969341625	15349685.965096932	14814644.623470444	11439105.394965898	13764388.84877104	13167940.172647305	12525589.82291071	13953851.944601318	13342373.258799884	14036342.48889058	13576627.222460032	12733172.466384668	6340859.987159342	13517032.2616678	11207623.229391413	13237430.789054394	13775505.552800843	13013935.723392824	Q13505	Q13505		MTX1	0	0.27205588544078496	0.11608246792710737	False	0.028582131485296872	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P24468	3800342.653236365	3456241.5415196726	2321160.9896505955	3400313.2026010747	3584271.2589548943	2644859.0756326006	3510283.947163436	3889038.800040824	3137300.4207066763	4166688.429764512	3969444.21444258	2509269.9587013503	4240709.41563725	4409318.364957956	2752346.0521680037	3664732.0277409977	3523695.742380569	3378246.5040620654	P24468	P24468		NR2F2	0	0.2727513813754315	-0.13292177968364674	False	0.028591496534931635	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9BV68	23479655.77199505	24411961.03890748	23833392.46287489	20051299.49239639	23594150.241024643	23982814.54247273	22800385.7302932	24219906.45313297	25549566.2562178	22533285.007529754	22716323.99188322	22458583.20419395	18062135.179683555	22452416.55415206	24433081.02964529	23236715.35204428	23747214.250590675	24083215.43460743	Q9BV68	Q9BV68		RNF126	0	0.27277082055029994	0.05693241537702209	False	0.0286008615845664	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P09086	1391235.304635218	1391608.624999999	1826962.1632463585	1717844.652317255	1500036.258851115	1726809.8902607595	1432491.6382646752	1375033.7301337104	1788580.2179586296	1495074.8418599956	1756989.60335482	1946544.757046507	1384394.1376311027	1526233.6315435225	1924985.8590961923	1606774.704399545	1722707.285294538	1700418.683404236	P09086	P09086		POU2F2	0	0.2728716806600471	-0.09025325406865901	False	0.028610226634201163	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P48426	17857457.568863265	15713158.628317391	16618368.145014305	15284449.04316793	16064603.40965469	15706886.50426254	16437885.352293923	16072368.929407936	16071656.23948898	16705966.235701185	17909153.43801401	16468128.325564723	15949969.404173484	15712404.268291108	16101563.785562336	16885443.449023835	16693653.263792953	16733637.76185814	P48426	P48426		PIP4K2A	0	0.27296505017964157	-0.032603711164515194	False	0.028619591683835925	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NSY1	8580969.311949577	8752004.832145218	11265144.20415814	6946765.641560926	8927446.258664306	10166475.473643793	8936581.101760795	8638942.498997178	9668686.20837852	9427997.143002484	9931106.576525098	11429639.21674678	8647675.744848346	8219023.214289227	10679247.297201185	8566695.927727124	9656471.354301726	10914912.304031324	Q9NSY1	Q9NSY1		BMP2K	0	0.2733947013068275	-0.09526972631282225	False	0.028628956733470688	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q5UIP0	23723372.81008524	23862988.530631084	26958297.747710686	21349146.95707579	25394324.069521945	26492338.136174623	24547401.049962264	24959221.53791118	26838531.222736333	26158878.609163247	24904647.850149818	27748999.65753229	25461385.652440198	25612540.12245968	27201816.982178632	25261741.47308457	23964589.100337133	25151946.38254757	Q5UIP0	Q5UIP0		RIF1	0	0.273672684617146	-0.04649610659792128	False	0.02863832178310545	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q7Z417	26275935.6944034	27195281.954759512	26067986.383061256	19910520.140985057	25085879.22017192	25639537.23151668	25257231.752846304	25871802.959683795	26980897.75643519	29014357.891497027	26410663.49602114	29215493.07584246	22036083.567358647	26483175.50167683	27520531.835349187	25212033.98316233	26242543.33494928	26477385.873853352	Q7Z417	Q7Z417		NUFIP2	0	0.2739241215862444	-0.06383169402360225	False	0.028647686832740216	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9BVV7	870973.6028271023	1212563.3750000005	643316.1489625896	44116.96897983555	1103779.7827811977	789559.4803006932	32132.36977101937	1093831.6874024984	808319.7708554977	1286692.9674767917	1325952.1165147622	952151.254328685	15700.375815957825	1088972.014417571	1008093.8237930128	1164077.7428054635	971077.5100108314	770817.0427897567	Q9BVV7	Q9BVV7		TIMM21	3	0.27404431148530467	-0.37941342064756467	False	0.028657051882374978	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P30622	824809.2210979381	815272.1881650958	768202.5131055254	772825.753028425	633395.9217050886	793900.7307788373	1023198.1779436258	826509.4620831351	687473.8517936979	931755.69320288	1096348.6830029672	928233.2548954332	633620.9141181526	870180.9855238401	885558.1417853271	899959.0317088246	763722.5238678515	725377.4644740381	P30622	P30622		CLIP1	0	0.2742772125936258	-0.11430321335795281	False	0.02866641693200974	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9ULK4	6697588.537926951	7521995.962135566	7116677.150551996	6850683.30782	6842432.394426342	7160543.0858243145	6730461.378363568	7006921.003788778	7209809.78252065	6051419.813432372	6571001.686972631	7443862.753071522	5513420.166092926	6230567.843667594	7287400.335337052	7475733.007572779	6883742.593330478	7131276.96676784	Q9ULK4	Q9ULK4		MED23	0	0.2747613313061764	0.05944607753607192	False	0.028675781981644503	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q2VPK5	24774239.381237965	26660714.67242816	20756244.063677605	28917541.958743792	25624641.30453079	21742486.959022906	26828490.83422349	26149117.29842268	26001299.13654145	25390709.53026197	27350800.56330887	25555406.2654091	31857271.59607132	26075850.011971906	24882728.853190616	26949982.50549866	25971841.88357485	24798585.296565603	Q2VPK5	Q2VPK5		CTU2	0	0.2748985847575794	-0.07042353086296659	False	0.02868514703127927	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O95551	10992121.53657926	9748886.767027356	11866483.34356554	9180084.20176804	10881715.401289755	10821183.54312918	10557841.66167394	9997873.835975796	11503281.141496904	11382929.206172287	10362187.116480306	11916863.935336014	10962943.494367732	11010005.414016036	11276039.998634346	10749098.14981096	10413366.09677735	10835420.360606272	O95551	O95551		TDP2	0	0.27498109886053945	-0.04985177640620999	False	0.02869451208091403	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9UKF6	70251848.84375651	75091844.55380674	67679998.76887771	72338534.9671139	76622763.05255419	71970972.68566704	76442066.19993182	76298452.60712434	75357768.60337166	78943105.69940126	77248080.96218087	81539503.73891144	73465018.84882288	75235459.79480027	70750158.55352016	75075448.84463298	71530677.54177645	74168540.1050365	Q9UKF6	Q9UKF6		CPSF3	0	0.27509151140085514	-0.03424219181747408	False	0.028703877130548793	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P60891	41266684.918827765	35690037.32588136	42189491.94398493	39508668.99101245	37484562.21592654	41613339.03901094	38815184.12465228	38368265.38412972	40555020.44162739	39539438.30248618	38588950.710473046	40629589.368550345	29652359.725856103	39655684.28658632	40194069.50066734	37314219.53786366	39199059.60274748	37232207.56850783	P60891	P60891		PRPS1	0	0.2762780295321135	0.05579421009418699	False	0.028713242180183556	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q86UV5	36968598.354636736	34078125.685689054	30208707.11069155	35301186.3895792	38084513.94513029	34326245.60256002	36979723.34077168	35401161.295844324	36117145.6310032	37802703.79831991	38121821.8565818	38625555.37137923	33447441.071112663	37657662.91432352	34324826.551700026	35402209.50450699	37365698.18981616	34819695.81185386	Q86UV5	Q86UV5		USP48	0	0.27658156305019554	-0.04519333510241338	False	0.028722607229818318	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P30520	85578988.66960903	104761842.8761973	105151578.0199227	93245349.4923067	104046185.27233636	104663965.60626428	104009057.27255411	97540131.46557306	101501403.2614202	99569104.96003596	109780339.69449057	108789778.81198868	102752365.00244752	95469529.6702376	106707547.32041845	103981548.13663848	99897456.06087248	101421505.53484868	P30520	P30520		ADSS2	0	0.27682599723087553	-0.04397474534088133	False	0.028731972279453084	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P22059	43317771.48097702	45459818.68325579	45758067.194592446	44593525.04876167	44945654.12061574	43970489.92029812	47940469.58600882	44390970.54172919	44737956.63219705	46546455.38921973	48877840.16194648	51524873.58743285	39450057.33292525	44661312.799143225	46451667.87365997	47955349.81883905	46592905.18062388	45292143.3749725	P22059	P22059		OSBP	0	0.2772585072916653	-0.042936259344556	False	0.028741337329087846	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q14240	25803231.18962165	27377262.99842543	26343809.70298561	25049698.36578733	28247723.665529363	28214937.94905909	30769294.85286889	27171845.861962263	27673873.52816251	29071572.81647892	30484726.052175123	32642024.965555616	27027138.87984496	28040099.2998498	25709085.262543947	26846391.045119774	27687703.38222809	28167849.688013148	Q14240	Q14240		EIF4A2	0	0.277493132846054	-0.05184497704663742	False	0.02875070237872261	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q07812	4534935.951461134	5224664.175869966	5519920.980475715	4672882.163325941	4746298.69245585	5219178.650529513	4551710.360434184	4598805.556100952	5702245.572497004	8553708.145803245	8296890.606604868	6587329.844383202	5171674.894236834	4736225.024500132	3980255.872193016	4496413.6955698505	4788160.833317094	4347800.752782486	Q07812	Q07812		BAX	0	0.27786961738052673	-0.18676866004250164	False	0.028760067428357374	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q15691	185406209.09536988	184072796.63497844	173256553.64374566	170894315.3990215	186354251.42461756	191193129.43044725	189012070.5541453	200464212.8171186	188589694.98153457	213892378.8578268	195557583.3765122	195588910.46528792	173733122.46812093	181916654.2063577	185329073.24575043	189677603.6746069	188895096.1808068	192850781.16107923	Q15691	Q15691		MAPRE1	0	0.2780059789603011	-0.04106651692052826	False	0.028769432477992136	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O95487	4602308.442603789	4829556.988301448	4584632.41162759	6022453.645548751	5407085.9683917705	4908704.088301136	5114754.6258575125	6687140.00597477	5696011.626796614	6686033.383484723	5487834.287011364	5174695.00104856	6490536.656828382	5822530.346478035	5440930.88371022	5734480.26087732	5057374.73128937	5068779.979204505	O95487	O95487		SEC24B	0	0.2785167652242881	-0.09085698655810391	False	0.0287787975276269	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q5QJE6	37852482.82278303	39763928.45491289	41362696.543853946	40334417.26570813	39895185.09353534	44473478.83714219	40442318.954417	40000050.22075714	43081218.0726709	40994861.75329603	42668263.96403156	46688366.9047767	41295738.97632035	39496236.63746766	43273968.78320361	41019011.24755958	38593575.40036615	43684528.58323197	Q5QJE6	Q5QJE6		DNTTIP2	0	0.2786370689247335	-0.04070761472952212	False	0.02878816257726166	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q8TAT6	47571248.97721428	52478276.08177383	44982143.0555719	45770739.61135625	52020740.001201965	48214611.94408325	50739573.585877165	53377412.4132584	51228714.76674115	49134769.35837314	49955467.25437635	43101914.48060391	42396557.98738469	49103447.543091975	47796132.11963627	49694041.43176473	49213178.385869816	51344290.61730185	Q8TAT6	Q8TAT6		NPLOC4	0	0.2788130626831402	0.04812148164503315	False	0.028797527626896424	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P46379	119170492.64929634	126643421.27732304	120103784.89442363	115476748.01760426	124520912.70243368	127053495.90306652	122803464.08041574	130944689.57122324	130104134.06200576	132572859.78972527	131953476.10608484	141086714.7160331	107707833.08399764	130692780.79458527	133448753.0590031	121046894.71130306	126249099.4853684	128450279.08580412	P46379	P46379		BAG6	0	0.27999810853337287	-0.04625545507528138	False	0.02880689267653119	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9BY42	4080603.580556157	4776725.431713473	2883933.991884333	5648561.70341356	5209897.347034734	3417076.1988153923	4537103.42698879	5747716.555505322	4150189.363599905	4324211.749349111	4495695.433391329	2354634.903239288	5181359.321879526	5249956.166188693	2609667.8908369243	4184801.842464205	3856863.0646065846	3481490.6475525624	Q9BY42	Q9BY42		RTF2	0	0.2802245621765212	0.17871778039134067	False	0.02881625772616595	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
A6NHL2	24596024.41529337	28197390.84413244	33025475.679057475	24115524.723147243	28358893.42775797	31717163.42190083	25907120.180400163	24984211.738894347	28670916.41690425	76917196.85819027	20003910.44313824	20702108.813054737	25891504.023832258	42389716.503580905	32642196.71632416	29636694.96087058	29857882.285039797	32252250.837539338	A6NHL2	A6NHL2		TUBAL3	0	0.2805341889445345	-0.3141730451508442	False	0.028825622775800714	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9HCC0	9150734.065047288	10177633.633561026	10994140.049808403	8968926.461755516	9092626.056408554	10908695.412693791	10408627.414002908	10017383.71096494	11476951.164365135	9518140.010651805	9292024.8234862	12077815.574541118	5855497.150618076	7317771.864608872	10346468.928173251	10294644.94651885	9850887.140007278	9787176.80597212	Q9HCC0	Q9HCC0		MCCC2	0	0.2813459392445685	0.11274175532230571	False	0.028834987825435476	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P28340	47390993.1189042	50772162.09059258	51424946.79432065	46821611.67928986	50894640.32842636	51526839.76692939	52327836.86728816	49688241.869109474	52484317.266759925	46375482.18599752	52277772.85754867	51746372.183992654	44480354.31621894	46045101.54582429	50498355.86175596	50419814.01976496	48467751.16514905	51339302.5972426	P28340	P28340		POLD1	0	0.28264899845238695	0.03766218345649062	False	0.02884435287507024	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P47756	274611035.03307927	265681962.7125742	246723944.6238118	241392068.47245148	272972829.72271574	257980647.33262905	278986034.7888476	285332281.7177692	267713313.7423828	301484290.6928585	260976082.6013267	219753944.5953408	217371768.39162925	247129274.7669205	245659450.15075296	266074044.56828043	268460984.1848837	264261016.60273796	P47756	P47756		CAPZB	0	0.283041584352856	0.061766868771628944	False	0.028853717924705004	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q5JVF3	4632955.284030003	4812295.499621886	5395947.331806055	4692712.35381823	4385194.744309653	5240623.506245096	5067045.055388619	4327239.658395724	5037844.739288593	3406578.6582690203	4012617.755216701	4851699.925364734	5191465.071388478	4086835.2723014606	5284797.721939784	4790008.036722999	4758515.6283245925	4803690.226599194	Q5JVF3	Q5JVF3		PCID2	0	0.28315049710890355	0.08189738793637952	False	0.028863082974339767	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q04726	13705502.180116124	14323112.939884292	15830420.729906024	13313028.194971224	14042469.205528866	12688008.058935331	14115470.584186943	14230655.547610031	14967733.746203378	15064202.066172142	14904339.784592109	16386548.44307674	11541929.357672064	15324104.303301824	14602639.00336964	14473789.708203834	15054604.231993422	15205572.17657265	Q04726	Q04726		TLE3	0	0.2832786648077318	-0.05933611227120002	False	0.02887244802397453	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P54577	494921725.1705049	483618147.9230398	447179900.3568799	514288753.6650577	493782541.6852264	460647140.76524746	512983462.1050945	517714215.5215843	492357274.462116	546848895.4903362	525393274.1962506	474120877.4916498	497392669.1195006	499116368.63514113	470867437.1638274	510191205.3271684	512403062.5380847	494133299.7088838	P54577	P54577		YARS1	0	0.2835761766236018	-0.03643189785991184	False	0.028881813073609295	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P21399	31483013.60802478	31469391.90607553	32079408.061350018	27632162.00243884	31165819.373739745	33448523.31737532	31093593.8000148	31591263.644864656	31730801.07794731	30194315.963181	31695094.222654283	32477565.16726493	29862494.987032484	29881484.0838597	29828729.761035025	29702868.423870508	30468833.31544817	31423480.155169297	P21399	P21399		ACO1	0	0.2838984195385891	0.03189382775420318	False	0.028891178123244054	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P35580	293267480.30536324	289409754.4409464	292597543.8456082	274357705.3425661	294637329.252217	302823274.4234282	304775958.4090703	292765211.8782842	307499390.04561085	312274547.7345675	306655264.88659704	328381417.74652934	272125045.1390334	290391059.7336255	296354929.5097659	302723450.3514682	305354927.09890056	299154680.1577141	P35580	P35580		MYH10	0	0.28395505321535824	-0.03295640869644924	False	0.02890054317287882	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q08945	169608738.83413166	176343414.4020142	172059540.78027445	183891404.5197608	173667202.60106438	165185153.90215206	181507208.33030137	174951175.57959756	175669387.6457124	176540430.62584874	185997642.6859856	178708604.9487945	191966537.241984	169665320.35806108	173944634.78777856	179107478.75926816	174169481.65301955	172778437.54853138	Q08945	Q08945		SSRP1	0	0.28425514783083583	-0.027253566770170684	False	0.028909908222513582	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NS86	11638123.5420735	11542552.07182866	12697612.01112533	11774150.633375002	11493370.080753377	12182909.925550347	11285522.168001786	11075078.692398343	11638448.70069266	11684578.110066509	12155176.301196508	13874797.278215772	10689337.480485814	12300150.375613015	12914342.014744818	11776153.97045205	11174281.517453704	12302074.510277104	Q9NS86	Q9NS86		LANCL2	0	0.2845795675384292	-0.04773244927515743	False	0.028919273272148344	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q99590	22868950.33818467	20092125.331424862	21368436.091889985	21285146.734521195	21055950.66482486	20256086.687149007	20403614.14167689	21216805.64462082	21910104.87398986	25494423.45061524	22260535.21466485	22023444.534677863	17190751.241296954	23920340.324891105	22487911.941827893	20747760.58638799	21955484.89496332	22599757.400212303	Q99590	Q99590		SCAF11	0	0.28516026603171396	-0.06098264248782048	False	0.02892863832178311	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O00233	64371102.01397212	57326395.16582111	53700539.58402577	60902423.48543522	61392660.80515235	56377939.58240793	61127093.70139068	62762902.37784276	60612692.693500005	69911260.30427058	63969625.73768057	58183318.54364318	57714051.66357689	64946762.03591559	56146620.242076434	61896159.84530592	61946828.4183958	61772877.317492425	O00233	O00233		PSMD9	0	0.28569323581977835	-0.04720537906348405	False	0.02893800337141787	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9Y266	572448975.3864199	549904544.1959537	469489135.4368122	458858251.8809316	582333935.5255098	501389844.6996409	566275542.1009014	595726565.5774121	539710856.7479333	651644899.7285674	579751997.5502172	490757394.3370613	462152255.8772941	675580928.6686765	521235236.93414265	575720355.6733817	600462465.9795893	564191864.5464097	Q9Y266	Q9Y266		NUDC	0	0.28578318054446783	-0.08271037151457847	False	0.028947368421052635	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O60783	2680056.3977447506	3290845.5000000037	3700436.6011413457	3329065.084028767	3006335.7136654365	3709530.07241981	3305457.011750728	3102202.0116098626	3378199.595950714	2399889.8964140504	2605543.170066257	3298103.2577422825	3517726.031028057	2864015.0072896136	3374271.2512062006	2925060.4903204385	3504544.7476995066	3294325.7347353664	O60783	O60783		MRPS14	0	0.2862643360257613	0.08659172690650908	False	0.028956733470687397	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q69YN4	6175405.005562006	6051691.8097039405	6116650.104373473	5331983.333301174	6682781.558607548	5408210.2188795	6565624.285165404	5818134.24922741	5858382.130442131	5738370.432025776	5343728.421224846	5795476.754067107	4973259.693355443	6364298.078929374	5655711.442833501	6117750.221609892	6201018.833309893	5735199.879197362	Q69YN4	Q69YN4		VIRMA	0	0.2865282104953546	0.05677203227487964	False	0.02896609852032216	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9Y333	44169101.09762821	51806060.03146735	42365950.65317518	50964313.39481782	53471661.98944726	44916414.90843671	51864466.069194585	48252637.33387924	49260003.27150695	56642705.29845883	55408517.12939913	49369778.99291262	50984577.46535274	50198644.279979885	50047000.13809949	50167892.39911257	44471010.03402425	47569600.73831461	Q9Y333	Q9Y333		LSM2	0	0.2867283002149007	-0.057555337377133815	False	0.028975463569956925	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P32969	187039836.58241075	191193059.97429764	141087146.56428894	191768924.9082165	214350421.96622443	161328153.13874257	219202396.7462133	185342607.0942641	182041853.0064161	131221546.02103887	177344522.7346214	154246237.50448623	203918593.42234528	186798144.35372648	169814310.92925298	184377258.08058345	194242705.552497	163346366.55957896	P32969	P32969		RPL9	0	0.28695767255391724	0.09629491420022293	False	0.028984828619591684	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q8N392	6762078.129508493	6863184.344818758	7227637.968000477	6460191.764428111	6879597.233928265	6844168.376603781	6721771.001702438	6343086.06924925	7175662.341605287	6692225.124468718	6404326.211949799	7135340.122959239	5145036.278971734	6213216.660161947	7209527.417065065	6681552.753805169	6668639.613421962	6849930.574266256	Q8N392	Q8N392		ARHGAP18	0	0.28700710658254475	0.05464461314809237	False	0.02899419366922645	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P12236	42078222.34543213	46215249.87147404	41740448.17355324	45823304.40332238	47181604.96221452	41311182.45427828	47593772.97135246	48638472.08829723	43627320.8477228	45629714.63003912	48126115.83595998	44595301.69218262	55443238.224788286	46656812.44365953	43580876.50488806	47159599.41409264	44525946.185248695	43711637.632335685	P12236	P12236		SLC25A6	0	0.2872456975890602	-0.053323941381010306	False	0.029003558718861216	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
O00541	56630858.422471695	58110004.21135204	52170884.433601536	52604736.91734207	56795157.93448544	54523331.16257052	57537957.84315938	57316045.79726342	56581547.87324865	58815520.7914762	58254192.45450979	56710127.61137763	61014336.64809739	55163327.78918012	54236190.169510975	57372405.37998645	56033871.91017232	54832963.32417582	O00541	O00541		PES1	0	0.2873040394066016	-0.02889859242373021	False	0.029012923768495975	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9H9Q2	13547275.813975943	13928522.697918445	16955749.375667345	14814558.581563087	13770348.211187689	15839902.52314824	14815440.668325426	13760300.685430825	15242994.521779232	15550457.507800195	15353174.539923595	15535956.738869552	14956098.735944826	14144523.21482782	15118188.877927644	15552114.873981886	15582536.084225686	15016448.597925358	Q9H9Q2	Q9H9Q2		COPS7B	0	0.287323998627353	-0.04427084428220501	False	0.02902228881813074	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P35221	1599221.780713694	1152272.744099518	902428.816519453	499837.126826906	1272660.5332424731	1024099.6428499322	710443.3889633617	1123652.819789539	970261.1387975316	912599.9329765438	798221.0187542589	815659.1624218863	422637.49372320896	1069548.620431958	961013.8133588224	936805.3813022772	940369.9002787973	1140482.821134078	P35221	P35221		CTNNA1	0	0.28741469139768455	0.2106940816106103	False	0.0290316538677655	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P38067	1516802.7021350297	37254.65624999999	2184864.744934267	484799.56171433633	34357.0001110184	1771032.9285165805	585144.9049568733	1589039.7486101866	2080967.9397591385	1004473.9737564564	62892.74524165256	1738761.8988742651	15700.375815957825	1035781.3054323	1380057.9791717418	244779.90619767856	1173288.9098144572	51503.61137260113	P38067	P38067		UGA2	5	0.2874471108025872	0.616647293663546	False	0.029041018917400265	False	True	Yeast	False	False	True	False	umpire	directlfq	min	0.5
Q9GZM5	436832.64210064366	453327.1550190502	667193.4546047938	44116.96897983555	527677.0608127846	701813.9598159773	455819.76791131386	254841.14785761188	623929.5716824224	1055085.3188022056	1309771.5311486092	1541544.6869913444	15700.375815957825	345018.7057585897	419122.4705205328	408138.455648837	500721.7899034371	418889.3384248157	Q9GZM5	Q9GZM5		YIPF3	2	0.2875470213041432	-0.5298155165346955	False	0.02905038396703503	False	True	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9NRX4	8285030.539170403	7046696.743836879	6537289.081523409	6826244.906774676	7604111.3219088735	8296575.764848934	7894169.838677013	8888517.10493887	9339490.147103757	6099259.704071414	7847406.982257751	6806968.091909492	3560425.977571413	8642515.029736204	7378580.592548889	8070894.630622287	7717263.82346593	8491303.443622978	Q9NRX4	Q9NRX4		PHPT1	0	0.2879910073460119	0.13021943904296923	False	0.02905974901666979	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q9C0J8	20125517.25907533	19736950.15859567	13830276.654468674	21275692.84785109	19810474.83309757	17296703.861457225	19230202.354543228	20835976.269263163	17640750.45064369	23017874.64425205	20698429.84949276	17343672.093618296	19058250.091770563	23427091.317459457	18046461.67129229	19495495.12687948	20013573.63083892	18900894.86977905	Q9C0J8	Q9C0J8		WDR33	0	0.28845063824786477	-0.08432273563849735	False	0.029069114066304556	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
Q99714	201672687.5330966	212661436.05405647	216260386.28054884	209428849.60982615	221010854.5901037	221347867.24898905	214647843.52441603	207611560.11762607	210710126.81076065	218172983.5878442	225801609.42259416	225283965.80427852	224134258.735008	207979630.2612448	204889415.0239777	215113226.37239635	213113995.3077713	213348402.7636216	Q99714	Q99714		HSD17B10	0	0.28883111535201467	-0.024264054926268826	False	0.029078479115939315	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
P82933	17562578.729521338	17026198.166626077	18851706.908189915	17086485.694040842	19691994.963652626	17651599.069102127	19896581.53454753	22248088.460890703	20326706.437346756	19442345.56427965	16886299.44742689	20332586.57134187	17530997.756199416	18016821.59083465	17001084.89822986	18929114.45135536	17562944.31398755	17632714.507139232	P82933	P82933		MRPS9	0	0.2894638735991295	0.060600518411037634	False	0.02908784416557408	False	False	Human	True	False	False	False	umpire	directlfq	min	0.5
