Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q71UM5	Q71UM5		RPS27L		57435000.0	57192700.0	57705900.0	54875700.0	50459600.0	53661700.0	52217200.0	56123600.0	56751700.0	51069900.0	52055700.0	56581900.0	58826900.0	58148400.0	59963300.0	62576000.0	53848800.0	55539700.0	0	0.04627608335820315	-0.07654770327533757	False	0.028363110877561746	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P35998	P35998		PSMC2		22158700.0	23069200.0	22914200.0	24084100.0	19033200.0	21103700.0	22356600.0	22128200.0	23307300.0	22219700.0	19655000.0	21706000.0	22751100.0	22584300.0	23002300.0	23772700.0	21895600.0	22659500.0	0	0.046278138414207304	-0.0774078579681674	False	0.028369679453494483	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9NQZ5	Q9NQZ5		STARD7		1434710.0	1408800.0	1161610.0	1477520.0	1196660.0	1410040.0	1395510.0	1345030.0	1659360.0	1465160.0	1277480.0	1358980.0	1495940.0	1395560.0	1399110.0	1237420.0	1464810.0	1333640.0	0	0.04663915757322249	-0.11351556257180363	False	0.02837624802942722	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P07253	P07253		CBP6		5051460.0	4289460.0	4983150.0	4619670.0	3703680.0	4577480.0	4301800.0	4778230.0	3644370.0	4539190.0	3986390.0	4361860.0	3699980.0	3486640.0	4216050.0	3866710.0	3511680.0	4278560.0	0	0.04678395078556109	0.1549667443821269	False	0.02838281660535996	False	False	Yeast	False	False	True	False	msfragger	manual	min	0.5
P15884	P15884		TCF4		107154.0	95193.7	124278.0	104991.0	155028.0	29757.6	131500.0	109293.0	139130.0	60619.3	125022.0	28957.9	21722.5	21740.6	92408.2	9550.32	19534.2	92774.4	6	0.04679574515195441	0.8074743866565799	False	0.0283893851812927	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P37759	P37759		rfbB		562661.0	1548950.0	1315890.0	1506250.0	13646.9	1322970.0	2521580.0	945611.0	1708280.0	26947.1	775252.0	28957.9	1600630.0	1512120.0	1533380.0	1042170.0	1422420.0	1224730.0	3	0.04688854070663925	-0.8316563142368583	False	0.028395953757225433	False	True	Ecoli	False	True	False	False	msfragger	manual	min	0.5
O60566	O60566		BUB1B		6689380.0	7375350.0	7003080.0	6968600.0	5834360.0	7232110.0	6761160.0	6772680.0	6992960.0	6568420.0	6554600.0	6773660.0	7020070.0	7025570.0	6883220.0	6171050.0	6870680.0	6575080.0	0	0.046990435378505814	-0.07109468129154678	False	0.028402522333158174	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q8TBK6	Q8TBK6		ZCCHC10		1878460.0	1750960.0	1898520.0	1610680.0	1938700.0	2036610.0	1795410.0	1938230.0	1541930.0	1659200.0	1903360.0	2007340.0	1825850.0	1879400.0	1437160.0	1503750.0	1673740.0	1725380.0	0	0.04702333025829978	0.13393338749736958	False	0.028409090909090908	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q13616	Q13616		CUL1		4812730.0	5206460.0	4632350.0	5487990.0	4135430.0	5049630.0	4425370.0	4674970.0	4620090.0	4105000.0	4441350.0	4690250.0	4814090.0	4884270.0	4836000.0	4143270.0	4569820.0	4665370.0	0	0.04710381863974115	-0.10384346396081569	False	0.02841565948502365	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9P2S5	Q9P2S5		WRAP73		1165670.0	1294540.0	1009140.0	1101880.0	973882.0	1232380.0	1120710.0	1075470.0	1010770.0	906594.0	848637.0	1115170.0	1118140.0	1079610.0	1086420.0	1068570.0	1067590.0	931624.0	0	0.04713871653972355	-0.13726165357727357	False	0.028422228060956387	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q96HR3	Q96HR3		MED30		1092060.0	1523270.0	733558.0	1131300.0	835624.0	1246070.0	1136270.0	867077.0	1323410.0	825841.0	941041.0	973334.0	946124.0	1087960.0	820516.0	848895.0	981766.0	699548.0	0	0.04717966462061433	-0.29008773475309946	False	0.028428796636889124	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P41252	P41252		IARS1		22741900.0	23698900.0	22168400.0	23725900.0	20076100.0	22906300.0	22232800.0	22042800.0	22509600.0	21162000.0	21505600.0	22019800.0	22700500.0	23120700.0	22569900.0	20867900.0	21949000.0	22404500.0	0	0.04731134919942023	-0.055457265938456256	False	0.02843536521282186	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q6NW29	Q6NW29		RWDD4		2469440.0	2853030.0	2442290.0	3306780.0	2058460.0	2687480.0	3142550.0	2532240.0	3152330.0	2815320.0	2304190.0	2485580.0	2669550.0	3059780.0	2980690.0	2858060.0	2212160.0	2661650.0	0	0.04732512402626664	-0.17015866212066935	False	0.0284419337887546	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P60510	P60510		PPP4C		6778320.0	6817020.0	6599350.0	6759460.0	5709010.0	6615060.0	6446650.0	6378580.0	6711740.0	6168250.0	6441850.0	6604710.0	6898990.0	6767820.0	6882680.0	6192330.0	6753370.0	6721390.0	0	0.04732539956275878	-0.062242179292066956	False	0.028448502364687336	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P35232	P35232		PHB1		55204100.0	59196600.0	57791600.0	59068500.0	46056400.0	53367500.0	55601300.0	56312400.0	58274000.0	59112000.0	50498000.0	55520600.0	57978900.0	57766600.0	59139200.0	64682200.0	55541600.0	56280400.0	0	0.04759395168746491	-0.09259613087705716	False	0.028455070940620077	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q13618	Q13618		CUL3		1889980.0	1896160.0	1860790.0	1972730.0	1804660.0	2129990.0	1966940.0	1933500.0	1998320.0	1777250.0	1821350.0	1944990.0	2003860.0	1957440.0	1951650.0	1732550.0	2019820.0	1837010.0	0	0.04768177350792691	-0.06910150514569163	False	0.02846163951655281	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q03124	Q03124		RSC9		434576.0	449714.0	1636850.0	1001970.0	756408.0	335068.0	1015380.0	473294.0	407590.0	598032.0	700720.0	886670.0	480796.0	581697.0	741961.0	515271.0	300613.0	1271540.0	0	0.047780622597974054	0.6911188323503291	False	0.028468208092485552	False	True	Yeast	False	False	True	False	msfragger	manual	min	0.5
Q9Y520	Q9Y520		PRRC2C		7827760.0	8159000.0	7479920.0	7988580.0	7342410.0	8686830.0	7732500.0	7507690.0	7889590.0	7257940.0	7652250.0	7821280.0	8203470.0	7817340.0	7604720.0	7094160.0	7966670.0	7588230.0	0	0.04782653756646557	-0.06615055170182654	False	0.028474776668418286	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P32119	P32119		PRDX2		62361200.0	66004000.0	66716400.0	70471000.0	55344800.0	61540500.0	64796000.0	62883800.0	67829400.0	65692400.0	54154800.0	62392700.0	64558200.0	66976400.0	66714100.0	67203300.0	61688000.0	64287400.0	0	0.04784782608809904	-0.0861036066929681	False	0.028481345244351027	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P12235	P12235		SLC25A4		8558460.0	8077450.0	8972690.0	7966000.0	6552340.0	6957890.0	9182350.0	8465190.0	8850220.0	9071430.0	7092070.0	8407290.0	7424310.0	7780110.0	7308900.0	6384020.0	6071450.0	8565430.0	0	0.047876432118118456	0.16404722338477024	False	0.028487913820283765	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9UKY7	Q9UKY7		CDV3		12526300.0	13405000.0	12135800.0	13097300.0	11987400.0	15685600.0	12439700.0	12179000.0	13279000.0	10012800.0	12198900.0	12837500.0	13372600.0	11846100.0	12472800.0	11129700.0	13862200.0	11899500.0	0	0.047937309226475384	-0.1266974731855094	False	0.028494482396216502	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q92544	Q92544		TM9SF4		1657820.0	1814290.0	1694960.0	1794440.0	1553650.0	1842310.0	1772870.0	1546870.0	1793360.0	1865880.0	1584020.0	1630020.0	1714730.0	1659540.0	1650350.0	1892720.0	1641100.0	1586210.0	0	0.0479916539610127	-0.0856172708024512	False	0.02850105097214924	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P62877	P62877		RBX1		9236610.0	12801600.0	9225880.0	15847900.0	8420310.0	10846300.0	11256000.0	9933590.0	11202500.0	8636680.0	9692350.0	9255570.0	10695500.0	9778460.0	10293100.0	8115030.0	11104700.0	9551010.0	0	0.048043603698395915	-0.24078926344505738	False	0.028507619548081977	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9NWH9	Q9NWH9		SLTM		5028390.0	5154450.0	4643360.0	4765400.0	4414070.0	5168010.0	4754290.0	4797750.0	5056170.0	4598980.0	4604120.0	4860700.0	5070130.0	5031480.0	5007030.0	4312880.0	5198440.0	4885900.0	0	0.04814890358349978	-0.0719065605539904	False	0.028514188124014715	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P43490	P43490		NAMPT		19016500.0	19662600.0	20641900.0	21059700.0	18533500.0	20753000.0	19525300.0	19312500.0	20143700.0	18723500.0	19455600.0	20749700.0	20840000.0	21051800.0	20268100.0	18778200.0	20097900.0	19815800.0	0	0.04817046951847982	-0.05539709745711314	False	0.028520756699947455	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
O75306	O75306		NDUFS2		6404500.0	6602930.0	6393830.0	6455580.0	5545000.0	6037160.0	6543220.0	6373800.0	6651230.0	6121800.0	5898840.0	6138750.0	6472160.0	6543050.0	6527800.0	6497630.0	6245060.0	6249360.0	0	0.048247453120709244	-0.05998680714335771	False	0.02852732527588019	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q14653	Q14653		IRF3		867942.0	744519.0	1047040.0	733237.0	1033330.0	932418.0	952996.0	877551.0	801307.0	587480.0	962591.0	932724.0	883114.0	763070.0	795806.0	540737.0	816632.0	872821.0	0	0.0483210979833714	0.21446192687252374	False	0.02853389385181293	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P33981	P33981		TTK		1275550.0	1531100.0	1126230.0	1422430.0	1179940.0	1616390.0	1189900.0	1249510.0	1339660.0	919941.0	1280110.0	1177250.0	1433010.0	1424610.0	1434080.0	730155.0	1501340.0	1173810.0	0	0.04838191580922039	-0.23386712491404996	False	0.028540462427745664	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9UI26	Q9UI26		IPO11		8565920.0	8579940.0	8192500.0	8616780.0	6971590.0	8207920.0	8502760.0	8509760.0	8638170.0	8362040.0	7572590.0	7999480.0	8402330.0	8704430.0	8820910.0	8378000.0	8257150.0	8155250.0	0	0.0484097716496408	-0.07288014063884428	False	0.028547031003678405	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P18031	P18031		PTPN1		4640360.0	5352470.0	4692250.0	5346510.0	4339500.0	5412440.0	4992150.0	4760980.0	5027190.0	4403690.0	4690260.0	4893670.0	5019210.0	5297300.0	4748410.0	4128810.0	4766200.0	4618830.0	0	0.04848035427489562	-0.10160326388298893	False	0.028553599579611143	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9ULR0	Q9ULR0		ISY1		3636490.0	3621550.0	3338270.0	3328150.0	3122440.0	3580300.0	3216830.0	3420550.0	3436330.0	3537770.0	3144920.0	3348590.0	3682810.0	3526890.0	3511220.0	3148640.0	3670620.0	3073300.0	0	0.048644306810749625	-0.07844303181963064	False	0.02856016815554388	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P38159	P38159		RBMX		93400300.0	95085200.0	85505800.0	96524400.0	77506200.0	86416100.0	95511500.0	93512700.0	97919300.0	90410400.0	81587000.0	88528700.0	94503900.0	96324200.0	94891400.0	100214000.0	91114400.0	96898000.0	0	0.04870112395096913	-0.08738421754993095	False	0.028566736731476618	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9NRS6	Q9NRS6		SNX15		2430920.0	2764580.0	2135880.0	2182920.0	1603360.0	2288230.0	2206320.0	2283310.0	2561120.0	2263550.0	2059680.0	1973290.0	2239510.0	2303560.0	2600030.0	2527170.0	1954540.0	2244900.0	0	0.04870205671885709	-0.15787305332874094	False	0.028573305307409355	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P32929	P32929		CTH		14994100.0	15784600.0	14806200.0	16615000.0	12581500.0	13713400.0	13858900.0	14996000.0	14917800.0	14536200.0	13319200.0	14215900.0	14850600.0	15769200.0	15345000.0	14712700.0	13880200.0	14371100.0	0	0.04888124579171523	-0.08671243356606509	False	0.028579873883342093	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q99661	Q99661		KIF2C		12855500.0	13341500.0	12625900.0	13548000.0	11385300.0	14528400.0	12857500.0	12327200.0	13119300.0	11367900.0	12054600.0	12919000.0	12914800.0	12972500.0	12746800.0	11388100.0	12661700.0	12211700.0	0	0.048935912484157774	-0.08382089281248895	False	0.028586442459274834	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P47224	P47224		RABIF		4132410.0	4420320.0	3820560.0	4003110.0	3197530.0	3962780.0	4217170.0	4094610.0	4713680.0	4199210.0	3592350.0	3625240.0	3981720.0	4080410.0	4296930.0	4582990.0	3768490.0	3934920.0	0	0.04894073487323865	-0.11911667258560366	False	0.028593011035207568	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P22626	P22626		HNRNPA2B1		554657000.0	560151000.0	530129000.0	546618000.0	468062000.0	516913000.0	540508000.0	557764000.0	578855000.0	510087000.0	529297000.0	531353000.0	575619000.0	581822000.0	544326000.0	519817000.0	557475000.0	530333000.0	0	0.04900521358491202	-0.06801550740897809	False	0.02859957961114031	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q92882	Q92882		OSTF1		4311950.0	4503980.0	4586090.0	4732560.0	3842860.0	4894440.0	4249850.0	4276560.0	4524300.0	4799030.0	4375500.0	4302600.0	4504520.0	4773170.0	4414040.0	4529360.0	4611840.0	4655020.0	0	0.049024334257107595	-0.07452555721304058	False	0.028606148187073042	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9HC35	Q9HC35		EML4		5313390.0	5717630.0	5168880.0	5295910.0	4829990.0	5655400.0	5050230.0	5239720.0	5262350.0	4686110.0	5235540.0	5200530.0	5630120.0	5485830.0	5433400.0	4567350.0	5374810.0	5087780.0	0	0.04934133244670551	-0.07995560306624476	False	0.028612716763005783	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9UBB9	Q9UBB9		TFIP11		3516790.0	3796050.0	3444340.0	3591450.0	3299340.0	3806080.0	3723020.0	3452590.0	3730620.0	3289790.0	3405850.0	3498770.0	3627210.0	3498740.0	3430210.0	3482200.0	3435810.0	3504600.0	0	0.04935773374053632	-0.05737978173823509	False	0.02861928533893852	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q13363	Q13363		CTBP1		5710440.0	6233140.0	6376510.0	6091650.0	5073490.0	6060410.0	6223060.0	6099980.0	6317570.0	6256210.0	5338390.0	5902450.0	6275030.0	6388430.0	6225970.0	6915250.0	6050730.0	6187970.0	0	0.049411619929482724	-0.08916393064160627	False	0.02862585391487126	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q8WVV9	Q8WVV9		HNRNPLL		4979750.0	5275110.0	5229010.0	5362100.0	5077880.0	5615570.0	4838220.0	4957610.0	5093220.0	4382060.0	5219440.0	5211540.0	5428900.0	5487770.0	5179410.0	4553770.0	5351300.0	4839020.0	0	0.04943175507922033	-0.08188872826607987	False	0.028632422490803996	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P49321	P49321		NASP		127552000.0	139045000.0	129852000.0	139443000.0	125022000.0	154848000.0	124859000.0	125796000.0	132893000.0	111462000.0	131378000.0	130461000.0	138697000.0	134949000.0	131664000.0	108272000.0	141878000.0	125249000.0	0	0.049472318906194614	-0.11047346765397748	False	0.02863899106673673	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P21825	P21825		SEC62		2006830.0	2121130.0	2341410.0	1388530.0	2069320.0	2319190.0	2164710.0	2281340.0	1744640.0	2004230.0	2233760.0	2251410.0	1655280.0	1923890.0	2002610.0	9550.32	2009210.0	2650450.0	1	0.049500289122598254	0.3986452390953561	False	0.02864555964266947	False	False	Yeast	False	False	True	False	msfragger	manual	min	0.5
P09105	P09105		HBQ1		4436130.0	4794140.0	4741350.0	4837880.0	3745980.0	4414720.0	4656950.0	4510900.0	4403480.0	4403790.0	3520150.0	4168860.0	4601410.0	4507390.0	4873300.0	4667540.0	4383030.0	4328920.0	0	0.04954602842717368	-0.10716977512873968	False	0.02865212821860221	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9NRX1	Q9NRX1		PNO1		7574260.0	8042330.0	7104580.0	7749430.0	6539170.0	6662490.0	6909780.0	7304450.0	7434700.0	7191670.0	6524100.0	7026310.0	7442070.0	7982110.0	7768820.0	7389560.0	7024140.0	7558360.0	0	0.049609214676018296	-0.08276119721130773	False	0.028658696794534946	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q53F19	Q53F19		NCBP3		6012390.0	6426940.0	5706020.0	6187760.0	5486990.0	6575320.0	5956330.0	5828160.0	6127720.0	5433680.0	5648060.0	5560340.0	6134090.0	5788310.0	5909500.0	5066760.0	6342500.0	5705660.0	0	0.050008032007972394	-0.08779786199378033	False	0.028665265370467687	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9Y2P8	Q9Y2P8		RCL1		4257330.0	4389030.0	4317210.0	4508500.0	3311730.0	4081930.0	4257050.0	4014840.0	4190170.0	4167830.0	3764240.0	3977420.0	4286420.0	4324990.0	4342950.0	4582600.0	4079520.0	4293960.0	0	0.0500573883599105	-0.09312401016453599	False	0.02867183394640042	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q92804	Q92804		TAF15		5781790.0	7507450.0	5543400.0	12342800.0	4911450.0	8672350.0	6296480.0	5755200.0	6133320.0	4904610.0	4809840.0	6551040.0	6322910.0	6337800.0	6911360.0	5493000.0	5475430.0	5480850.0	0	0.05007730101489469	-0.3818649221941921	False	0.028678402522333158	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
O95197	O95197		RTN3		4685920.0	4870260.0	4193810.0	4426380.0	3625670.0	4306810.0	4386310.0	4499300.0	4464510.0	4551020.0	3921430.0	4307370.0	4737540.0	4694050.0	4341160.0	4516000.0	4434500.0	4138630.0	0	0.05025793535601416	-0.09055761273580164	False	0.0286849710982659	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P36551	P36551		CPOX		7577340.0	7993400.0	8130440.0	8155100.0	7461940.0	8230650.0	7537640.0	7509560.0	8073240.0	7270030.0	7642270.0	7898100.0	8469590.0	8519380.0	8223650.0	6719040.0	8149020.0	7649990.0	0	0.050293763352962116	-0.07880538104193469	False	0.028691539674198633	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9BVJ6	Q9BVJ6		UTP14A		16145000.0	17259400.0	17352100.0	18352800.0	14435600.0	16582700.0	15951100.0	16548300.0	16799300.0	16257600.0	14954000.0	16134400.0	16867800.0	17055600.0	16558800.0	15988500.0	15968700.0	16487000.0	0	0.050402427281047005	-0.06996301380270632	False	0.028698108250131374	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
O14980	O14980		XPO1		17228900.0	17729700.0	17422000.0	19140700.0	15300500.0	18186700.0	17693700.0	17374800.0	17820600.0	16982300.0	16376700.0	17398400.0	17429800.0	17790200.0	17259700.0	17644600.0	16724600.0	17548700.0	0	0.050412763719515245	-0.059002231009463314	False	0.028704676826064108	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q6BDS2	Q6BDS2		BLTP3A		856380.0	1283700.0	978299.0	1134740.0	1012480.0	1673490.0	970353.0	844916.0	889701.0	839318.0	823716.0	1040310.0	1051110.0	1018980.0	864097.0	852690.0	1197420.0	746217.0	0	0.0505053471784809	-0.2969484551191505	False	0.02871124540199685	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P46109	P46109		CRKL		34647100.0	36645500.0	34318700.0	35684400.0	31919900.0	36405900.0	35510000.0	34386100.0	36959400.0	32814800.0	34387800.0	34251400.0	37129200.0	37227400.0	35016500.0	31160600.0	35005600.0	34814400.0	0	0.05051070438711491	-0.06515230119926234	False	0.028717813977929586	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
O15145	O15145		ARPC3		8873090.0	10059800.0	9073740.0	10434000.0	6543120.0	9631420.0	8279980.0	8351770.0	8379610.0	8230950.0	7583040.0	8300120.0	8246900.0	8426490.0	9074500.0	8520340.0	8187870.0	8538240.0	0	0.050596455856068985	-0.13411242443053661	False	0.028724382553862324	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q13951	Q13951		CBFB		6360220.0	6528810.0	6922920.0	7283830.0	5217240.0	6447810.0	6174690.0	6467390.0	6192240.0	5470880.0	6030170.0	6464710.0	6965150.0	6920080.0	6964040.0	5982500.0	6535820.0	6412930.0	0	0.05074303858697898	-0.10759721275772227	False	0.02873095112979506	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P09417	P09417		QDPR		3838160.0	3617240.0	3774240.0	3913790.0	3622650.0	3269510.0	3821100.0	3747530.0	3552050.0	3456510.0	3557770.0	3823440.0	3588650.0	3594560.0	3336810.0	3568720.0	3422790.0	3687970.0	0	0.051240645950801675	0.06486122952519606	False	0.0287375197057278	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9UQ13	Q9UQ13		SHOC2		634169.0	730784.0	513387.0	642054.0	475156.0	525481.0	635051.0	589888.0	692863.0	625422.0	600789.0	580999.0	702643.0	719078.0	659329.0	484088.0	755288.0	558235.0	0	0.05137265298367588	-0.18141017959735659	False	0.028744088281660536	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q9HD33	Q9HD33		MRPL47		2651810.0	3164080.0	2719650.0	3299940.0	1783760.0	2652570.0	2619110.0	2548070.0	2609910.0	2739270.0	2270910.0	2536150.0	2649310.0	2844670.0	2513240.0	3273560.0	2326770.0	2542770.0	0	0.05146565894176289	-0.17683851879139728	False	0.028750656857593277	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
O00567	O00567		NOP56		4611760.0	4761940.0	4698610.0	4804960.0	4475230.0	5334530.0	4489480.0	4462040.0	4862860.0	4169940.0	4575530.0	4743630.0	4944160.0	4926500.0	4675580.0	4020130.0	4799260.0	4398430.0	0	0.051506918021224715	-0.0863336564740953	False	0.02875722543352601	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P62699	P62699		YPEL5		886434.0	930619.0	700518.0	916012.0	775606.0	1076550.0	873553.0	856021.0	811364.0	873540.0	940764.0	864279.0	915383.0	984366.0	889504.0	834280.0	914849.0	841111.0	0	0.05159746263273177	-0.12015526873890402	False	0.028763794009458752	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P86790	P86790		CCZ1B		2164360.0	2232120.0	2332740.0	2285330.0	1963860.0	2292270.0	1912600.0	2067000.0	2092550.0	2064390.0	2148790.0	2295440.0	2403330.0	2176200.0	2203350.0	2195770.0	2222390.0	2109990.0	0	0.051699527223739855	-0.07694776670364663	False	0.028770362585391486	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q6PML9	Q6PML9		SLC30A9		340165.0	774027.0	23354.3	20099.2	263617.0	1118500.0	26959.2	416324.0	530286.0	572592.0	31107.0	194086.0	21722.5	431780.0	643527.0	556401.0	547413.0	239797.0	5	0.05175739403139936	-1.1394161829347864	False	0.028776931161324227	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
Q8ND04	Q8ND04		SMG8		2811240.0	3016210.0	2598330.0	2496500.0	2961390.0	2996320.0	2938470.0	2767870.0	3187830.0	3036290.0	2814720.0	2862710.0	3349280.0	3170100.0	2960980.0	2950260.0	3261170.0	2783730.0	0	0.05180321745342312	-0.09885801933833395	False	0.028783499737256964	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
Q86UE8	Q86UE8		TLK2		550748.0	571030.0	584727.0	879526.0	13646.9	649457.0	701307.0	23227.5	766954.0	736722.0	31107.0	513663.0	191486.0	646999.0	534667.0	900913.0	850491.0	480157.0	3	0.05191210095180584	-0.7208462025893854	False	0.028790068313189702	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
Q8N6M0	Q8N6M0		OTUD6B		5046620.0	5098360.0	5153270.0	5126590.0	4153190.0	4766460.0	4766810.0	5172050.0	5061080.0	4752060.0	4837510.0	4813150.0	5234690.0	5172870.0	5406400.0	5059600.0	5070600.0	5023120.0	0	0.051973774934552866	-0.07330864906087378	False	0.02879663688912244	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P30043	P30043		BLVRB		106328000.0	112153000.0	106956000.0	113660000.0	106643000.0	124129000.0	105337000.0	104330000.0	112783000.0	109274000.0	107762000.0	107870000.0	110917000.0	115386000.0	107229000.0	100215000.0	106528000.0	102204000.0	0	0.05200483480318694	-0.06817707057452194	False	0.028803205465055177	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
