protein	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02	LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P53335	120311.5589389936	166982.33306631935	117015.37881010331	149835.39802189855	133140.82795548497	105822.17544408844	148890.29439849223	127736.55264610951	121350.93142926748	2584.501687683985	117485.71866864793	88530.7215641372	56486.7093430267	87184.04534974384	75956.61915886839	20756.817934587703	122091.55559300868	89525.25271235507	1	0.002111283271170951	0.8504238026495234	False	0.021887759946823664	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
P18583	2602472.7503774557	2668640.42730057	2452081.5386864548	2711914.717867712	2434647.988507654	2595698.578701747	2358067.520563415	2664231.230191844	2490328.977166105	2765525.5630760984	2674303.5496281586	2559295.170541424	2845897.246240354	2895303.873035744	2775087.302406744	2816083.194957829	2768847.561165725	2656925.006939763	0	0.00211994930231496	-0.10759365853235853	False	0.021892507834013863	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P49757	571179.8684989936	522322.77206039545	497417.7182324216	545725.470687399	524230.1917768928	509130.2738633727	548692.4320769367	487211.40835132566	506590.02782959206	600899.4360023927	571314.7060029334	504044.9565634603	588155.8970323685	539772.1480002082	599584.9702271234	598287.4252110787	588692.116089327	607837.2847202402	0	0.0021209242501766873	-0.1416274152908352	False	0.021897255721204066	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9NPQ8	2308187.621631271	2301159.186402678	2228086.00635951	2353528.458192854	2411226.28079553	2273950.800049366	2411014.5467814296	2535434.7578102043	2396104.0168188005	2678232.534993998	2505969.89728614	2531901.42366111	2475127.451495963	2436578.0795189384	2476410.925068776	2406572.843806836	2526391.888387349	2508187.8946713177	0	0.002125161005029996	-0.08749567107163174	False	0.021902003608394265	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q15286	942508.4611559474	961566.4077718896	821909.6996492659	871860.88067583	1067603.8037367444	822181.5644077737	994741.071153558	886099.5824607587	960994.7121332838	984143.157857368	931525.9046605984	1089964.989338098	997766.729373967	1105114.0372500794	1078204.619481756	1126288.218844733	1074844.326927221	1118847.310630375	0	0.0021276772777629595	-0.19072048793742274	False	0.021906751495584468	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q96BD8	362206.4274901324	379431.870780885	380116.6744177333	363884.2696008383	342760.8900708721	394621.2190282251	403220.925604528	410027.6148687578	363610.6331856451	415884.1617072565	411192.33371076494	429004.53802348446	407590.0358720942	407851.9979521031	426733.6614730985	412676.1553691371	402783.234440852	380963.0137303143	0	0.002148859689858241	-0.11996502805468093	False	0.021911499382774664	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q7Z6I8	57517.90698223449	69066.2540641849	72217.4493173805	67274.82005911536	61879.91046389561	52302.6490103921	51172.22235495516	56457.4447851035	38748.014698622894	74154.0613841616	69007.62154455837	69451.77014237977	83439.35639649138	63852.00212871856	76358.99613874654	109013.6407644516	85978.74524415526	83917.00314831937	0	0.0021534373069000065	-0.4414846832350237	False	0.021916247269964866	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P48507	969222.6504170584	898269.7544338888	870770.5530508616	924367.482264076	803120.6168826601	882581.2302127343	902795.1335762786	893935.0629325117	907940.0321369964	1022820.407662024	1043849.9139783352	985191.3483831704	984405.7760646197	895046.3904761976	924580.638817928	1067249.9197533824	1007521.0008265112	931337.356958991	0	0.002155471872784712	-0.13810599086802205	False	0.02192099515715507	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9BVS4	2051269.071638968	1857054.242624987	1868243.0079572813	1848160.9534024089	1870288.3620265212	1998696.3936655105	1948840.191904468	1895803.6780441252	1968915.5430376425	1995224.5473988864	2138237.7557306453	1954679.0391495505	1988659.993680897	2053142.334753799	2036489.6811384116	2206260.919025048	2091829.9432106756	2019939.4883665144	0	0.002166105408138717	-0.09493489021847631	False	0.021925743044345268	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q96A26	1556605.6757103514	1666343.4246771417	1561493.0721950016	1527269.816089952	1720225.3516331867	1602652.2821992708	1652993.2692400506	1597605.0093459028	1545467.0831323874	1690833.92202749	1694851.235079112	1652610.300518308	1750011.8197646383	1638053.333710579	1746803.7201261236	1675192.7120559935	1769571.3911179842	1692651.9385226811	0	0.0021742304252078916	-0.08539218869765121	False	0.021930490931535467	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9NXW2	5714.485815228294	5880.962890624997	6214.80143038328	7196.117382781322	11281.622837875202	1925.5209543992617	7173.007067526512	64.00020139558238	9480.015185762672	14681.74484371062	10055.028064920018	16376.806268710934	12941.153159306778	5441.167050512536	16736.21973861017	8638.332747741375	11396.480515044292	14651.076739741062	2	0.0021763788571792686	-1.0138134108705303	False	0.021935238818725666	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
Q06144	116736.4320580583	82775.28906249994	62602.59804981083	101706.3586558797	81449.12051818946	67630.45119396744	85546.26898005164	68244.33761609156	3260.081237243999	43732.04344491432	44791.50412378182	28292.57905736838	41523.62083723051	1561.653803918976	2624.002180958289	35303.36588112685	30162.88752927605	25832.935511174688	3	0.002180369486210963	1.4002235915903913	False	0.02193998670591587	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q8TEU7	468057.4776045332	425680.113027985	411045.249778811	565300.526295595	460302.77003845386	513109.90039839153	499374.8452945131	418195.9847100746	482956.2146383985	526164.196019739	511990.54053771344	530884.0107801352	592521.7887654091	582653.5487730423	613175.8834864587	556021.0099486482	507270.9387527502	523499.0894378606	0	0.002181820289452825	-0.22029905868701136	False	0.02194473459310607	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q01581	4545754.157108713	4309475.663219105	4257856.287511625	4455280.27627142	4490870.580083611	4472856.648303703	4450043.356245866	4259874.344255208	4290565.588567871	4617861.884577807	4735300.843950493	4633407.401647543	4829417.333813157	4722351.243156683	4629594.208287673	4654527.759285242	4488567.689131905	4309062.924763165	0	0.0021929080140443593	-0.07423813022915857	False	0.021949482480296267	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9HC38	980377.1603433304	902754.7214644848	921630.0986838696	865994.6674372071	1041969.0530823122	1088644.1402330424	811541.4683091972	944922.7070508112	985104.7141722266	1067359.2699373995	1026860.7566278308	1122283.359919881	1000907.5030434128	1133122.791150129	1097609.1028574868	1019150.4266262412	1063297.521228867	1198688.90113325	0	0.002196541856150098	-0.1876005545594408	False	0.02195423036748647	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P38247	103228.40658519825	55265.93756431232	58258.81840356362	61961.55831063599	59203.02956370522	75256.24741106742	74036.87709554197	60024.62117253881	62668.148505938654	53578.16968617337	48528.10672111494	39150.27901900519	50711.57436753607	33824.151589486	32836.13938238516	49970.81935547026	54778.272823425206	49299.63602895699	0	0.0021967197039395544	0.563567782356876	False	0.02195897825467667	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q96J02	823606.4689998718	894680.8254019434	835548.5013100709	786131.2598951373	837193.5657103162	854678.1244678875	892578.2383882758	902257.4344090408	896877.2021336862	977908.095208305	926736.7371483872	837916.8663361976	946068.5251201869	959866.484463009	960606.96361361	906661.395444106	966818.0152485346	899243.4946112985	0	0.0022083079452830385	-0.1180002587243919	False	0.021963726141866872	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
O75794	689719.5090026485	646590.6044313299	596680.3560477142	674340.2885577492	674250.514658849	597689.2729233948	659700.2243266421	608404.0287562563	675805.5957946923	736093.2800180963	697463.8063325757	672258.9876502895	738311.2250174215	703778.5519384483	726611.8373544328	694530.6271934898	706561.0939588007	656148.2640408521	0	0.00221991362237811	-0.12079873001722112	False	0.02196847402905707	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P09064	533737.8534541883	385697.7649050441	468046.6720503306	450880.8792711721	414823.1184928024	466005.4361314213	390366.8662414112	355019.3065603481	604492.1836758142	366260.5148752519	373311.24874916574	323143.3156549996	344190.9145434488	348781.861550168	248520.3033554784	324955.4878497682	344962.5896858996	371287.25818232907	0	0.0022290624285157476	0.4180610028998818	False	0.02197322191624727	True	False	Yeast	False	False	True	True	diann231	directlfq	min	0.5
O75376	1834182.6031998773	1863904.0160244112	1704018.4601425624	1851469.6172473857	1897565.3040544093	1740692.1285840066	1971546.856052776	1915478.1339776933	1781251.4540206175	1888518.0045214067	2013098.1500378656	1938933.1769233772	2042889.0732518188	1947925.85828752	1965634.495316957	1996870.208188651	1957568.0374127529	1933395.364441641	0	0.002231895563421476	-0.09480041240184801	False	0.021977969803437473	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q96RS6	2109721.460361944	2401869.5942675606	2432035.871639628	2493841.064132832	2407223.023459193	2547356.7180181164	2472564.104498281	2179573.215631212	2273034.2235345687	2611151.7837961107	2765909.9610789223	2551129.250608724	2473543.975958172	2873846.5363020087	2603693.143886493	2649082.528162084	2485977.034691916	2495615.548360426	0	0.0022439370999348565	-0.1412521981461843	False	0.021982717690627672	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q92538	1605498.2015188618	1574048.5809158057	1542837.6884867551	1672528.8485074786	1614507.8214892657	1612858.6505602829	1638634.116419305	1649785.9564203622	1385792.1606602783	1806452.984243075	1728214.279403234	1675346.5326033828	1818317.0895369395	1755476.074310818	1727014.4920788016	1782252.0199458364	1593068.510073731	1651203.0257992735	0	0.0022447876440795283	-0.12007880799055533	False	0.02198746557781787	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9Y285	3620051.5595759554	3516919.017980818	3534860.855308475	3728434.394269348	3470647.128735305	3196090.0697056293	3443109.0729370103	3435012.2310614106	3567231.0561855445	3654004.389304757	3634157.094430479	3790568.92526544	3971287.1173187383	3577851.842934604	3708614.0285233688	3884411.983708816	3918853.562114061	3621433.303396495	0	0.0022482079207614947	-0.09944783274916881	False	0.021992213465008074	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P36159	632532.6136561293	625758.1725405471	827146.212039346	575609.2328375385	790693.772473344	556613.7400589883	640895.0556116067	626934.3106621227	506866.8433418503	500628.0285322615	579621.4293478319	522855.932954488	540754.5866896781	485606.1640807577	500015.7482391029	461076.68544108944	453390.7412685644	360492.03291173466	0	0.002249111540991328	0.3928715217891783	False	0.021996961352198273	True	False	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q9UMX0	1444011.0069906013	1429087.6290955285	1320985.6693378503	1524393.546727248	1446796.3049746398	1485076.1453928133	1483811.5007481317	1397993.7304623153	1366775.3984212186	1688589.220592556	1519881.5042765853	1473362.8334807372	1500902.3050402412	1618484.9745728446	1535514.8826785556	1546617.2913692538	1590894.195818563	1470706.715705375	0	0.002252659839458071	-0.1124916679277031	False	0.022001709239388472	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
O43765	3835725.888691132	4087983.3397564185	3949042.47042987	3837758.5364442426	4342783.8668541815	3979898.8777038665	4295233.763893499	4192704.5709493626	3925814.260766577	4508580.361289532	4350665.630957333	4495702.675472685	4454705.3618507255	4306026.245968434	4256207.786292522	4411407.8516462445	3974468.069374187	4451487.79632196	0	0.0022582352524363834	-0.10539619648499987	False	0.02200645712657867	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P40549	28210.182277581014	40451.78119599055	27620.01174373012	31205.11324241581	46571.48981518586	28235.40204662513	36856.66234639058	29562.2123996826	18077.80266753429	25559.16480031721	19955.744577097965	1168.2671276071508	22636.095871140293	1561.653803918976	34353.665630633855	1103.0783057606543	1468.8902217343614	1371.1742506297453	5	0.002268035515992406	1.3933193617765334	False	0.022011205013768874	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q01628	341489.4302279966	334020.49536268355	326540.71701907023	347014.3012727727	347099.5635142752	345301.8407155665	326105.8855387517	310229.8057430544	307222.31720199616	345771.72262662434	357466.7253230189	381935.654652203	364353.7717558849	372634.3575044428	357675.6099240055	333388.30825022137	365352.87634145375	342294.5999708877	0	0.0022686598775594293	-0.10970935314485297	False	0.022015952900959077	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q13428	4215140.9480789285	4568246.996697289	4404280.783407242	4253681.164616196	4734969.087377437	4441263.78495151	4577448.303573509	4254022.997648764	4383408.039439323	5007171.819964971	4728899.593211339	4600318.680307459	4775707.33347933	4683553.377350684	4576660.247308787	4642147.156287221	4647500.075384789	4594123.212104896	0	0.0022944620068984225	-0.08521433135371505	False	0.022020700788149276	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9NP79	895052.0484664021	965286.4704867508	917591.1180269832	926565.4661282809	943355.1197848872	982628.7336847328	841925.3586098573	832982.0255717267	916117.5507784296	1006955.1333472052	978021.2885641644	1025748.4344843316	1014166.3024616574	975290.478804394	950919.0779328616	1041074.6390389436	981108.2187810164	933140.426144868	0	0.0023004702944096635	-0.11544397612250734	False	0.022025448675339475	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8N6M0	1052194.3786492497	1264524.8688134423	1232218.1894142807	1142823.2837971982	1191390.168252885	1206772.8654214933	1269409.2268612934	1075909.433570398	1222953.6132417782	1313921.9781452338	1281847.56941792	1151800.938747736	1338654.419162969	1313216.5392034743	1336606.4446938576	1376703.2370026165	1321015.3770297482	1325798.057894547	0	0.002305606204560589	-0.1418713675334317	False	0.022030196562529674	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q12270	63892.270911931126	2313.963134765624	71904.91493081192	54101.796893762046	65042.87355978068	80737.09342130195	65888.93917055515	48241.48514844677	71754.47630695131	33637.573130953824	1728.6630459078056	25468.292244669065	35841.27081032851	33924.478293204906	33428.659600492	22839.07705268865	31882.26740672948	1371.1742506297453	3	0.0023076934705404326	1.2509305888659847	False	0.022034944449719877	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q8TCC3	22127.83083163688	27379.904296874996	28887.13448696634	28465.541937771628	26941.39999927391	36897.90464055042	31781.046344645067	38855.39488930758	34908.14766902544	26174.604972262776	21458.946106259984	32259.333869677877	18977.175208732428	21560.935013134644	21627.41866769547	20776.060095690027	19212.02466383388	18336.01349659177	0	0.0023093253935625425	0.46318811672998733	False	0.022039692336910076	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q14644	295764.120609248	335447.77478115546	274013.03949380585	308815.4237825966	296820.70443662285	292066.58625286125	299124.20333196945	302104.2000039082	343441.9191434556	361388.5324662049	335810.1673156231	308919.9160176224	342962.6387668547	333247.22814241267	327191.441898177	356312.8700378711	336954.5900777643	390891.1179914711	0	0.0023380877006568836	-0.17115235402001713	False	0.022044440224100275	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9Y446	2546403.316882112	2590552.4984329846	2569804.3315964644	2627204.936776995	2581994.247655923	2288211.4944705744	2689026.183416658	2437419.46896824	2528278.5834309263	2744103.5570621327	2582684.069547262	2614484.7713851244	2899999.1646536044	2768716.3407329377	2810831.67908577	2668145.529049016	2868352.6297050985	2655593.195020349	0	0.002343936035034649	-0.10665962432511827	False	0.022049188111290478	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q7L576	2048777.2722527592	2013741.889796408	2031145.7997510235	1980791.268689419	1890681.6236942247	1818189.0838120168	1967592.4348712808	1867491.497291272	1977515.5024931328	2182245.594150192	2210107.2945365	1999198.767550584	2215986.569341527	2083797.252469092	1959390.0217780217	2157791.5618828847	2085228.8421785648	2035839.637084583	0	0.002344077607637031	-0.10540135425727656	False	0.022053935998480677	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P43564	52775.68947895276	42447.46093750001	44006.277137491	3305.974221644704	29102.1949766382	29762.296971417378	3057.879962560125	33068.78306736159	36954.600975704	19013.26425529694	1728.6630459078056	1168.2671276071508	1834.350879113806	1561.653803918976	22630.645044455967	1103.0783057606543	1468.8902217343614	1371.1742506297453	9	0.0023487131539740996	2.4034570947685174	False	0.022058683885670876	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
O43399	4596971.557134815	5141038.821514262	5104170.531555133	5165523.273645041	5259917.906476356	5276470.157149844	5194307.573490498	5024130.028480335	5037167.197440482	5442140.775525243	5593817.076412088	5476887.901119031	5400336.277840002	5376670.748488841	5139569.375899265	5250146.46729401	5354693.606227817	5490813.021169068	0	0.0023511167708383436	-0.08339239489113934	False	0.02206343177286108	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9Y5X3	607585.8979361228	451165.5383486094	581429.7289982329	550812.7647584089	714147.6744465238	569849.0729914617	547676.1262725991	662261.5437437417	659158.010129021	741093.9547388973	687748.8798727733	649768.9381491921	683189.0756306471	709405.5017181836	662451.6988739304	734477.9360522297	796069.61058123	700588.6104063492	0	0.0023573648935060723	-0.25217054678255124	False	0.022068179660051278	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
O95749	269921.4683877026	255785.35666103056	226222.49707985704	223696.331433522	266222.0237881008	206426.04494320237	222254.6148885339	225758.89120378933	232921.86186249508	275516.919113788	253918.91606644235	252537.75168509228	299547.5786982732	267032.38476629736	278610.4178992232	255930.4927258877	263675.3828592578	279081.0993458926	0	0.0023599795505053725	-0.18817327583218552	False	0.02207292754724148	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9NQP4	352986.901864598	325141.73462160456	294132.6675681527	303516.27800513565	324556.72826692124	301792.2978218219	290335.26653946505	265916.54434543924	239342.79666506185	355528.8525407153	325526.7075259016	319882.2600679577	372112.3408242004	372520.2339830081	348555.490611798	359893.9070336357	343476.4149513976	338164.83474278013	0	0.0023624749404956226	-0.21702834895310938	False	0.02207767543443168	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P41252	11742940.960641848	12698888.746303452	12555827.28527304	12065798.301915914	12446025.067596002	12929890.16585778	12359250.523204328	13159244.20064184	12875789.609542929	13238225.960337084	13512577.437431434	13120380.20905316	13054764.23437309	12752508.893865865	12882845.713552693	13464308.880706329	13242117.99395394	13369366.171995616	0	0.002373197859809734	-0.07235773874757792	False	0.02208242332162188	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9UQ80	18340815.296284422	18380782.914417785	17194166.460487068	16574246.331857992	17182321.431099612	18367348.197265785	16341376.004541324	16995316.91143222	18795196.633414377	19934540.159629177	18152859.377136465	18999596.88188893	20145210.26595748	18033076.573429864	19390618.16335258	19176925.95965524	18189847.51926202	18999687.70251784	0	0.0023766923168814886	-0.11269466932863956	False	0.02208717120881208	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P47140	21409.29567742763	27251.80074170565	39062.39784560428	14759.698169811132	29758.0579306619	16114.036228404597	27634.56777500749	64.00020139558238	42964.628454153375	2584.501687683985	1728.6630459078056	1168.2671276071508	1834.350879113806	21014.26036743415	2624.002180958289	14791.613599691862	1468.8902217343614	1371.1742506297453	8	0.002377702004265238	2.172448270895879	False	0.02209191909600228	True	True	Yeast	False	False	True	True	diann231	directlfq	min	0.5
O75643	26241178.050345663	25879534.28791015	25875781.71541808	26374044.83230177	26304344.60090701	24850985.832052693	26162986.153952826	26396220.04842508	25358080.35414064	27015359.5301738	26976854.34570462	27023244.53832852	27403532.05335748	26236438.061534144	27095167.63146297	26180765.869127154	26797100.56446093	26213609.268714696	0	0.0023858562328914735	-0.04561503831681438	False	0.02209666698319248	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P53634	1847706.671254689	1722611.726141601	1778543.324564448	1737976.670064787	1906451.0549422984	1690081.4507907615	1688476.2297050576	1757686.3102367693	1559451.6704443234	1919566.7962615225	1818107.739628413	2023324.2692954687	1924331.4114576883	1990785.17160544	1896541.8440089196	1807779.833563104	1906488.6558479755	1791984.6361438404	0	0.002401659708364043	-0.12246390328854764	False	0.02210141487038268	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q14493	753021.5914382234	609691.147705936	597964.2949311333	627712.3022956761	603895.7600543586	606340.4777524335	637231.5513319379	601932.6710770988	540603.9657321437	834137.2527959474	698115.0445905292	669161.6269580853	819304.9681702947	730867.6095467543	593293.3735812893	762859.494134153	728386.3588478111	767373.3984940596	0	0.002411104284259364	-0.24338092299733438	False	0.02210616275757288	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q6P4A7	109053.01773771706	115467.14647486169	80767.64246962196	94923.01694177616	96957.2418546155	102320.8071334537	84994.72556851295	94033.8681701271	118533.22565831146	114152.78898188406	133781.68427205595	112099.49485725364	132485.3601757934	120384.73127113086	103430.93376423558	118924.53078145512	122440.13170489868	115705.88286429984	0	0.002412293360072932	-0.25893381868153775	False	0.022110910644763084	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P02786	30164398.371596813	30832560.036715697	31774933.244687475	30677515.25491411	30837770.32210778	32746836.97983678	30995454.4978122	30901332.98653388	30124673.777095944	32766864.47000591	31894883.43195968	31647762.98921044	32153220.219625782	32196657.22673548	32320057.13235371	31491720.15075241	33218211.104641777	32159715.87251965	0	0.0024222438278471265	-0.05475001468978312	False	0.02211565853195328	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q8IXQ4	290258.0051700547	274939.7689889579	256888.8824748154	257522.1211847429	258610.59429805525	270696.16578171094	294619.72469216614	229388.4820893618	263300.828476337	324067.3853504324	273261.7669718122	295647.2151303733	301633.70810843626	279014.29996138305	317440.48335977463	304426.9349588108	277455.4236924301	317305.3335467954	0	0.002423795641460162	-0.1669784908450861	False	0.022120406419143483	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q99729	10907163.773476845	11361584.63799536	11975797.65371037	11629251.013536198	12516680.023265705	12010333.86242562	11101386.205905864	11799183.588435948	11991191.617105871	12285751.137460569	11597389.077697717	12775898.092468588	12410338.271302417	12655297.146956908	13549408.30213307	13760498.371986965	13625649.501683874	14600160.487877963	0	0.0024341796500893303	-0.15531209662756648	False	0.02212515430633368	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P37235	1140397.1940126703	1088822.4818166734	1052053.5307133675	1077518.9482317695	1139548.3857454744	1068882.0188570227	1159918.1363542718	1168338.3968567878	1041336.01890174	1163712.9866673865	1149893.0531449046	1164712.5144637022	1232623.624619558	1310047.8946893108	1106592.202245456	1318470.0519438756	1226196.9591283256	1320851.2221994277	0	0.0024394993427728612	-0.1457429163540904	False	0.022129902193523884	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q2M3G4	270418.18559053645	270961.1000653304	258063.3867731074	236959.97779744945	226019.0060590685	242178.46965641863	274618.4489490694	237124.8143917808	259846.12605206092	294254.6424364841	257218.3779351067	285821.65783691936	323906.5392107994	283459.68621106254	281258.0322789647	286742.32572731626	270255.5130755864	270991.754842073	0	0.002445060988216337	-0.1660861732886997	False	0.022134650080714083	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q9Y2A7	1219109.4310057615	1227599.9416253243	1145736.416850531	1247476.1131696864	1274477.0449982076	1208846.1618850236	1264331.582847908	1254427.5326512123	1233346.1489230848	1360420.545798303	1287434.3033297297	1259242.6468791116	1261470.0231628376	1288781.1352479565	1396882.932317149	1294303.7802002383	1320944.1289857267	1266698.3929535644	0	0.0024472381008158036	-0.08361030382075656	False	0.022139397967904283	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P63244	10537172.108634347	10042199.394121548	10094254.77961972	10952062.116368068	9726928.507186184	9717861.773418868	10300995.524848713	10828924.676083136	9391507.043780465	11337635.502420748	10907485.007844497	10549085.527902951	10931186.428088617	11159150.397849193	10953089.747468058	10593189.839467889	11695997.223531162	12711681.699553369	0	0.00245755610699986	-0.13875456610446088	False	0.022144145855094485	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P98171	303386.1592775154	301490.2553077768	270749.0217269255	299877.8477601494	292361.84338324424	317643.52166421944	286021.1677349366	270482.09128775925	306563.1670005392	356452.4850936225	331244.14088004647	315181.28667070065	379448.7443343576	321137.73387997487	299189.88560522645	373036.3092710904	308019.32166957506	334303.81717482273	0	0.0024709999949086387	-0.18838296350821387	False	0.022148893742284684	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
P39929	566146.0019199362	540068.7358485017	579199.6480119883	439919.5217883951	386959.4854640535	575183.1142520127	447907.0402120432	334574.6135317206	545713.2079177728	386011.5631687853	333146.0334246512	382435.4383727433	414705.6299215538	266382.03402388457	331233.885380554	452758.3972987269	301348.1900627784	354803.1090578604	0	0.002481072065404862	0.45430727533575116	False	0.022153641629474884	True	False	Yeast	False	False	True	True	diann231	directlfq	min	0.5
Q86X29	662314.9067004789	636474.8125335705	562967.8720896823	583645.2119762277	678287.84306085	616416.6573866359	571420.6337460128	576909.0581514186	647419.7848743224	834513.9511308981	702951.9457064717	703526.6060414094	674343.7120225077	674570.6375434253	674240.9405207636	672034.4714993131	677411.5892476445	663327.2015125448	0	0.002495933165783256	-0.1812504451261866	False	0.022158389516665086	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q13564	1546486.2885294275	1627502.477396226	1510391.352641331	1579616.1459148568	1551942.786340675	1512712.7383693026	1588545.2707561094	1520765.7914876891	1399333.7944874368	1661889.053206844	1699710.1393203982	1702645.1210374427	1694519.51299554	1648363.0960830762	1553287.4316091114	1622607.4844388412	1624566.2655662205	1557482.7219725423	0	0.0025058043231981236	-0.09362616172447066	False	0.022163137403855285	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q96BP3	1402882.891359908	1415745.564901879	1452053.0010334903	1455159.3556894187	1362101.746360897	1365350.439324306	1460939.2111485107	1401887.5739943234	1418064.1722843435	1631674.9104193104	1400452.9892754608	1504109.5796230177	1504785.4364387088	1460539.125301132	1606652.5323168605	1513312.7200439228	1529951.414148181	1485426.093117432	0	0.0025061566230106308	-0.0988097193016781	False	0.022167885291045488	True	False	Human	True	False	False	True	diann231	directlfq	min	0.5
Q6P5X5	40767.69050209929	50862.136718750015	3194.173020424595	41977.89194274045	41353.943962705634	35963.43576022727	34206.68818470343	45571.91973580033	40579.386093904985	41878.0952099583	70321.51875660657	58463.25315345211	63337.53742649691	55016.22559931049	49289.29850308083	55362.18986966881	68977.54278007899	52882.239754354574	1	0.0025135173447077335	-0.6241423545848799	False	0.022172633178235684	True	True	Human	True	False	False	True	diann231	directlfq	min	0.5
