Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q04121	NHX1_YEAST	NHX1	Endosomal/prevacuolar sodium/hydrogen exchanger	1	1.0	215782.0	240868.0	107872.0	49927.2	192184.0	151440.0	105050.0	123698.0	162591.0	45168.4	90324.2	79550.9	84229.4	41383.1	130210.0	59394.8	70385.6	32238.3	8	0.004147711384736887	1.0923165142822735	False	0.019548363278365743	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q13257	MD2L1_HUMAN	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A	8	8.0	43392500.0	39582000.0	54346800.0	44734500.0	42119000.0	42531700.0	46721900.0	44474600.0	45583500.0	41391400.0	38229600.0	39513200.0	33719300.0	38685300.0	39562100.0	40379500.0	42015100.0	40054800.0	0	0.004158065851984081	0.1906049206004613	False	0.01955451636721634	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P60709;P63261	ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1	Actin, cytoplasmic 1	5		6981370000.0	7512840000.0	8555290000.0	6830660000.0	7303160000.0	8272020000.0	8122510000.0	6956600000.0	8180890000.0	5901230000.0	4777540000.0	6467130000.0	5087560000.0	5763030000.0	6455080000.0	7609440000.0	7586200000.0	6827750000.0	0	0.004190200182802173	0.28302085818742645	False	0.019560669456066947	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9UJY5	GGA1_HUMAN	GGA1	ADP-ribosylation factor-binding protein GGA1	5	5.0	1683590.0	2084840.0	2652790.0	1986930.0	1883540.0	2226410.0	2252610.0	2286040.0	2447320.0	2696150.0	2670660.0	2993550.0	2316490.0	2269640.0	2535170.0	2455120.0	2625410.0	2656230.0	0	0.004241958323368591	-0.2514945920791846	False	0.01956682254491755	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P40545	HIS4_YEAST	HIS6	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3.0	6331440.0	4655990.0	66903.0	8453480.0	5698450.0	65334.7	6379900.0	6352250.0	6926200.0	45168.4	48198.2	79550.9	84229.4	2549230.0	63730.1	59394.8	3807550.0	2966650.0	8	0.0042974453036188996	2.2110702610617707	False	0.019572975633768152	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A988	DPO3B_ECOLI	dnaN	Beta sliding clamp	3	3.0	47822.5	29353.8	938830.0	926920.0	73026.5	951487.0	47997.3	680690.0	61327.0	1606170.0	1680900.0	79550.9	892328.0	1160110.0	1092430.0	1237570.0	1439680.0	1039610.0	6	0.00429778275749792	-1.4447458926075991	False	0.019579128722618758	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	13	12.0	114821000.0	121914000.0	122451000.0	144559000.0	132113000.0	124932000.0	141533000.0	138364000.0	132817000.0	109977000.0	106865000.0	103305000.0	137760000.0	115846000.0	108771000.0	121749000.0	115214000.0	110919000.0	0	0.004323893685552924	0.1876098601056813	False	0.01958528181146936	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q3E7A4	COXM2_YEAST	CMC2	COX assembly mitochondrial protein 2	1	1.0	263234.0	29353.8	709120.0	49927.2	447383.0	436778.0	348456.0	435350.0	467672.0	45168.4	48198.2	125124.0	84229.4	41383.1	63730.1	59394.8	70385.6	134555.0	9	0.0043540686613846085	2.245427993839598	False	0.019591434900319962	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	1	1.0	910866.0	786563.0	1086060.0	49927.2	924636.0	1059330.0	645229.0	1271540.0	1007030.0	45168.4	48198.2	79550.9	84229.4	41383.1	439008.0	650596.0	716185.0	826280.0	6	0.004409681060768416	1.401358144453105	False	0.019597587989170565	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P39715	ECM1_YEAST	ECM1	Shuttling pre-60S factor ECM1	2	2.0	2535810.0	3798970.0	2848720.0	49927.2	3871670.0	3261280.0	3265940.0	3319190.0	61327.0	45168.4	1884930.0	79550.9	84229.4	41383.1	999540.0	1137410.0	1377240.0	32238.3	7	0.00447521172134183	2.01804662406034	False	0.019603741078021167	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	7	7.0	278488000.0	270354000.0	290742000.0	270747000.0	266363000.0	282731000.0	291690000.0	279135000.0	290828000.0	201469000.0	199779000.0	256954000.0	201158000.0	243489000.0	245890000.0	270254000.0	278759000.0	260879000.0	0	0.00449354313071152	0.22392410691030518	False	0.019609894166871773	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q02647	DYL1_YEAST	DYN2	Dynein light chain 1, cytoplasmic	2	2.0	6767720.0	3496640.0	7108900.0	6564540.0	3751850.0	5677220.0	15259300.0	3101450.0	5719880.0	3724650.0	1563370.0	2379720.0	84229.4	2103860.0	63730.1	59394.8	2512830.0	2656180.0	3	0.00453694935779114	1.923120184778226	False	0.019616047255722375	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	2	2.0	773428.0	29353.8	66903.0	49927.2	73026.5	965274.0	852070.0	51770.1	746867.0	927881.0	1046410.0	79550.9	2026810.0	3761210.0	3563300.0	5121930.0	4577600.0	5335400.0	6	0.004548428631136432	-2.8732082156292957	False	0.019622200344572977	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q9Y248	PSF2_HUMAN	GINS2	DNA replication complex GINS protein PSF2	5	5.0	10923900.0	11759900.0	10507200.0	11187900.0	11572900.0	10747900.0	11288500.0	11269000.0	11522000.0	12532500.0	12062900.0	10931700.0	11908400.0	11374400.0	12348900.0	12257800.0	12003300.0	11774100.0	0	0.0045617299854662785	-0.08902624653716192	False	0.01962835343342358	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	7	7.0	12859900.0	12912200.0	13304200.0	11940800.0	12655100.0	12185100.0	11963200.0	12695000.0	13268300.0	11870100.0	10678900.0	9110020.0	9575150.0	11061400.0	10701600.0	12477200.0	12223700.0	12161400.0	0	0.004588933434950184	0.18832401340301178	False	0.01963450652227418	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	32	30.0	204624000.0	211015000.0	239875000.0	196856000.0	209007000.0	211229000.0	227590000.0	224935000.0	224808000.0	187504000.0	186956000.0	191682000.0	185606000.0	196809000.0	201400000.0	217240000.0	208412000.0	202502000.0	0	0.0045956571977695555	0.1330836044391206	False	0.019640659611124787	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9BRL6	SRSF8_HUMAN	SRSF8	Serine/arginine-rich splicing factor 8	2	2.0	691842.0	667439.0	1010390.0	49927.2	685076.0	896233.0	840484.0	679088.0	789427.0	45168.4	48198.2	79550.9	84229.4	259497.0	267006.0	708720.0	560210.0	565698.0	5	0.004608783678412471	1.2690003281150646	False	0.01964681269997539	True	True	Human	True	False	False	True	diann231	manual	min	0.5
Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	20	13.0	70924500.0	67706500.0	71907500.0	67386800.0	69205500.0	71533400.0	71761000.0	73515300.0	71657900.0	68531800.0	65706700.0	71093700.0	58328900.0	61572500.0	64266200.0	65749600.0	67665200.0	67525400.0	0	0.004610546313797367	0.10632503132246482	False	0.019652965788825992	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	12	8.0	50203600.0	53172700.0	55038100.0	45351800.0	52215500.0	54460400.0	58053000.0	56972700.0	54782300.0	46473800.0	47087600.0	48902500.0	39850000.0	48522100.0	47575700.0	50466800.0	52339600.0	48213800.0	0	0.00463519228573059	0.1613565496887287	False	0.019659118877676594	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q7LGA3	HS2ST_HUMAN	HS2ST1	Heparan sulfate 2-O-sulfotransferase 1	2	2.0	1821040.0	2729760.0	2817560.0	1938790.0	2571910.0	2607170.0	2776210.0	2653080.0	2904100.0	45168.4	1903340.0	1542310.0	84229.4	1764080.0	1740260.0	2083090.0	2167940.0	1938860.0	2	0.004645837969728029	0.7821849155417212	False	0.019665271966527197	True	True	Human	True	False	False	True	diann231	manual	min	0.5
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	19	19.0	128658000.0	127774000.0	129700000.0	142342000.0	133558000.0	133633000.0	138224000.0	133133000.0	136570000.0	124754000.0	121514000.0	126969000.0	133153000.0	124688000.0	126228000.0	131968000.0	128060000.0	126825000.0	0	0.004684943457438674	0.07305886993630477	False	0.019671425055377802	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	4	4.0	77909800.0	72888300.0	82951200.0	83632600.0	85102800.0	85313500.0	79956300.0	87589000.0	84931500.0	89024800.0	83191500.0	91755500.0	97879600.0	92111800.0	93224100.0	81989700.0	86915600.0	91082700.0	0	0.004707294391618823	-0.12482072005564006	False	0.019677578144228405	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9NV31	IMP3_HUMAN	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	5	5.0	24506600.0	25177800.0	23269800.0	26732900.0	24571000.0	22907100.0	24675400.0	23500300.0	25045200.0	26289900.0	27141700.0	25618900.0	25811900.0	25314000.0	25246700.0	26628200.0	25831700.0	26129600.0	0	0.004718743277076925	-0.08655297692204818	False	0.019683731233079007	True	False	Human	True	False	False	True	diann231	manual	min	0.5
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5	5.0	5024080.0	6263600.0	4007210.0	4214420.0	4510690.0	5263830.0	5842240.0	6164620.0	6268850.0	3040080.0	3983170.0	3737040.0	1739990.0	4292980.0	3843310.0	4836600.0	4509180.0	4643450.0	0	0.0047455293032838235	0.45788735747638676	False	0.01968988432192961	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q01085	TIAR_HUMAN	TIAL1	Nucleolysin TIAR	11	8.0	54090400.0	55191900.0	53081600.0	50952500.0	53478900.0	55308400.0	57502400.0	60225400.0	59558000.0	51629200.0	48879500.0	56721100.0	43659000.0	49368500.0	49060700.0	53308300.0	51471100.0	48430900.0	0	0.004812301722024067	0.14215747035709209	False	0.01969603741078021	True	False	Human	True	False	False	True	diann231	manual	min	0.5
A0ACI8SQ87	A0ACI8SQ87_HUMAN	ERVK3-1	Endogenous retrovirus group K3 member 1	2	2.0	7879280.0	9747580.0	7618920.0	5748280.0	6235950.0	5897240.0	9619960.0	8634060.0	8615820.0	5290150.0	9667600.0	2264880.0	2580160.0	2668210.0	2144020.0	5308400.0	6419500.0	4106870.0	0	0.004840532286746092	0.791162733169023	False	0.019702190499630817	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P05755	RS9B_YEAST	RPS9B	Small ribosomal subunit protein uS4B	1	1.0	142006000.0	153647000.0	217467000.0	49927.2	148798000.0	180755000.0	146747000.0	168202000.0	182293000.0	70661600.0	68526100.0	93588800.0	84229.4	79763000.0	96502800.0	78734600.0	69539500.0	82678700.0	2	0.004897527411076792	1.0658726151269422	False	0.01970834358848142	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q8WUZ0	BCL7C_HUMAN	BCL7C	B-cell CLL/lymphoma 7 protein family member C	3	3.0	4239420.0	4831660.0	4991210.0	3157040.0	3919890.0	4633890.0	4796260.0	4602210.0	5234350.0	2883450.0	2325870.0	2447770.0	1021610.0	2983700.0	3068430.0	4702130.0	3951900.0	4101540.0	0	0.0049227515348227655	0.5558490754771349	False	0.019714496677332022	True	True	Human	True	False	False	True	diann231	manual	min	0.5
Q9BUB7	TMM70_HUMAN	TMEM70	Transmembrane protein 70, mitochondrial	5	5.0	7667310.0	8880400.0	8651010.0	7997710.0	8381760.0	7719780.0	7715980.0	8628260.0	8442620.0	9640690.0	8849450.0	8745060.0	8520540.0	8693420.0	9284280.0	8330290.0	9082410.0	8936590.0	0	0.004936301513768221	-0.112312997184173	False	0.019720649766182624	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q8WW01	SEN15_HUMAN	TSEN15	tRNA-splicing endonuclease subunit Sen15	1	1.0	848406.0	1973630.0	1604610.0	49927.2	1657500.0	1572830.0	2268430.0	2261910.0	2218190.0	45168.4	48198.2	79550.9	84229.4	662934.0	63730.1	1234590.0	1389390.0	1381200.0	6	0.004949067846463074	1.5347918722257712	False	0.019726802855033226	True	True	Human	True	False	False	True	diann231	manual	min	0.5
Q02554	CUS1_YEAST	CUS1	Cold sensitive U2 snRNA suppressor 1	1	1.0	558697.0	466652.0	711454.0	49927.2	426419.0	65334.7	352744.0	416136.0	400110.0	45168.4	48198.2	79550.9	84229.4	41383.1	292067.0	59394.8	302558.0	32238.3	9	0.004950725911511566	1.8076543957053668	False	0.019732955943883832	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15	4	4.0	12841100.0	12194300.0	10779000.0	12418600.0	12309300.0	11064700.0	12036900.0	11563600.0	12055300.0	14466400.0	12956500.0	12581800.0	13887500.0	12540500.0	12615400.0	12394300.0	12643200.0	12688700.0	0	0.0049630221703900485	-0.1225729777356691	False	0.019739109032734434	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q05655	KPCD_HUMAN	PRKCD	Protein kinase C delta type	6	6.0	8235200.0	9160100.0	10362100.0	8195600.0	10578100.0	10413100.0	7254420.0	7472960.0	11036200.0	5623640.0	6251580.0	6444800.0	4843750.0	7288240.0	7488840.0	6461790.0	8958890.0	32238.3	1	0.005041730978228415	0.6313516727668783	False	0.019745262121585037	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P36095	VPS24_YEAST	VPS24	Vacuolar protein-sorting-associated protein 24	2	2.0	1894630.0	2037950.0	611466.0	2873130.0	1825880.0	605001.0	2595880.0	1231410.0	1189390.0	1090150.0	913408.0	79550.9	84229.4	1330250.0	63730.1	1015020.0	655270.0	32238.3	4	0.005056861470203976	1.497704559124016	False	0.01975141521043564	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P48047	ATPO_HUMAN	ATP5PO	ATP synthase peripheral stalk subunit OSCP, mitochondrial	9	9.0	92467200.0	92488600.0	87752500.0	99560100.0	89265200.0	85350000.0	95778800.0	98161900.0	88629000.0	93237600.0	85651900.0	77209100.0	80717900.0	88890200.0	84289400.0	88151400.0	80855200.0	83104700.0	0	0.0051015050502643084	0.12216643277005064	False	0.019757568299286245	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P0DI81;P0DI82	TPC2A_HUMAN;TPC2B_HUMAN	TRAPPC2;TRAPPC2B	Trafficking protein particle complex subunit 2	1		47822.5	420746.0	564232.0	395105.0	566375.0	65334.7	698674.0	547665.0	739818.0	45168.4	48198.2	79550.9	84229.4	41383.1	63730.1	361975.0	388879.0	32238.3	9	0.005128612583019296	1.8206235377607012	False	0.019763721388136847	True	True	Human	True	False	False	True	diann231	manual	min	0.5
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	4	4.0	22616200.0	23944100.0	23699700.0	25559600.0	23393800.0	22649500.0	26222700.0	25259200.0	22306100.0	21961000.0	22452400.0	20789300.0	23323500.0	22098300.0	20997700.0	22145900.0	23072100.0	22290100.0	0	0.00520392153678343	0.11498497638981821	False	0.01976987447698745	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	18	18.0	332599000.0	320507000.0	340110000.0	321097000.0	315929000.0	342928000.0	350320000.0	342436000.0	366942000.0	320926000.0	312053000.0	341896000.0	269733000.0	296369000.0	312378000.0	312217000.0	316071000.0	303756000.0	0	0.005234045620442256	0.1227987046021099	False	0.01977602756583805	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9Y3B7	RM11_HUMAN	MRPL11	Large ribosomal subunit protein uL11m	11	11.0	47351900.0	44100600.0	45778300.0	46972400.0	43894500.0	45961200.0	46472900.0	45428100.0	45441300.0	49648200.0	47343000.0	51018400.0	44912900.0	45907600.0	49272300.0	47973300.0	51856800.0	49810800.0	0	0.005301269926474536	-0.08953909525415935	False	0.019782180654688654	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P53313	SDA1_YEAST	SDA1	Protein SDA1	2	2.0	47822.5	378244.0	392599.0	49927.2	327537.0	329962.0	202802.0	264385.0	437970.0	45168.4	173955.0	151694.0	84229.4	41383.1	77262.4	138404.0	70385.6	32238.3	7	0.005337725385769351	1.577320895061511	False	0.01978833374353926	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	48	48.0	132484000.0	141641000.0	134108000.0	141475000.0	140899000.0	136437000.0	153114000.0	148522000.0	145154000.0	134702000.0	136596000.0	125715000.0	119477000.0	132325000.0	126255000.0	140525000.0	135795000.0	131949000.0	0	0.005349475083667031	0.106313852113754	False	0.019794486832389862	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q08623	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	4	4.0	10600900.0	11298700.0	12795300.0	7889220.0	10441200.0	8203990.0	10110300.0	11524400.0	11667900.0	6565700.0	7787740.0	7240260.0	4254390.0	8137990.0	7396550.0	10610800.0	9871570.0	8822990.0	0	0.0053742308320749044	0.41933628504879633	False	0.019800639921240464	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P05386	RLA1_HUMAN	RPLP1	Large ribosomal subunit protein P1	1	1.0	530150000.0	125653000.0	587513000.0	532552000.0	597517000.0	436773000.0	617989000.0	507679000.0	614790000.0	14949800.0	45877400.0	17494300.0	267126000.0	246269000.0	244379000.0	498315000.0	434942000.0	431001000.0	0	0.005406021286493566	1.048326530814216	False	0.019806793010091066	True	True	Human	True	False	False	True	diann231	manual	min	0.5
Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	4	4.0	47605000.0	53708400.0	42568800.0	52755800.0	55704600.0	44832800.0	57639400.0	65350800.0	56252400.0	50292300.0	48951400.0	40510400.0	40022000.0	40945400.0	39652200.0	47314600.0	45179700.0	41963600.0	0	0.005472512633822593	0.2709904628160543	False	0.01981294609894167	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9H467	CUED2_HUMAN	CUEDC2	CUE domain-containing protein 2	2	2.0	637563.0	986228.0	1427370.0	49927.2	853252.0	1190860.0	1187190.0	1001980.0	1188680.0	525467.0	466884.0	79550.9	84229.4	470366.0	349037.0	325550.0	780308.0	720815.0	3	0.005480888337107155	1.164532638365437	False	0.019819099187792275	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	7	7.0	18279100.0	18558200.0	21487000.0	16812100.0	17895800.0	20774700.0	19972600.0	19287100.0	19869900.0	14143800.0	15028800.0	18285700.0	13365800.0	15804800.0	17536000.0	17805600.0	18689600.0	18168600.0	0	0.005501372321303718	0.21658963516012594	False	0.019825252276642877	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9Y2Q3	GSTK1_HUMAN	GSTK1	Glutathione S-transferase kappa 1	10	10.0	43516900.0	43591100.0	42966200.0	40087300.0	41986100.0	41586000.0	46296600.0	44001700.0	43549100.0	39412400.0	37404300.0	38769300.0	26940500.0	39011000.0	38683400.0	39256900.0	40217600.0	40778700.0	0	0.0055849593370456245	0.18695279264779374	False	0.01983140536549348	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q92530	PSMF1_HUMAN	PSMF1	Proteasome inhibitor PI31 subunit	5	5.0	31139200.0	30784000.0	34496800.0	30975400.0	30959200.0	26404900.0	31128900.0	29215600.0	28451000.0	24576600.0	30588600.0	24384500.0	29007500.0	25468400.0	25350700.0	28473300.0	23039300.0	29219600.0	0	0.00560440533881985	0.18814444850675385	False	0.01983755845434408	True	False	Human	True	False	False	True	diann231	manual	min	0.5
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	17	17.0	35112100.0	36315600.0	36321000.0	35373600.0	32065500.0	34150800.0	34335000.0	36800500.0	37479400.0	31145100.0	32706700.0	30980100.0	33802400.0	33149300.0	33491700.0	34351900.0	34191500.0	34057100.0	0	0.005763834378513847	0.09410486891782223	False	0.019843711543194684	True	False	Human	True	False	False	True	diann231	manual	min	0.5
P62937	PPIA_HUMAN	PPIA	Peptidyl-prolyl cis-trans isomerase A	6	5.0	2616850000.0	2544490000.0	2661550000.0	3098320000.0	2618780000.0	2345610000.0	2980330000.0	2878630000.0	2688230000.0	2512990000.0	2294110000.0	2168610000.0	2503050000.0	2367530000.0	1950000000.0	2655190000.0	2531250000.0	2426720000.0	0	0.005835592827638714	0.1905708815675863	False	0.01984986463204529	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q04031	RRP17_YEAST	RRP17	Ribosomal RNA-processing protein 17	2	2.0	546319.0	563815.0	369708.0	49927.2	492312.0	65334.7	391421.0	595293.0	506263.0	45168.4	408047.0	341415.0	84229.4	41383.1	63730.1	59394.8	70385.6	32238.3	9	0.005899216332168547	1.643521317348962	False	0.01985601772089589	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q96ST2	IWS1_HUMAN	IWS1	Protein IWS1 homolog	8	8.0	14242200.0	12643000.0	11952900.0	12279100.0	13804300.0	11363700.0	12200500.0	13760300.0	13835500.0	11574400.0	11250100.0	11651400.0	10022600.0	12022600.0	11811900.0	11472100.0	12569800.0	11681600.0	0	0.005901847657975756	0.1577709797101602	False	0.019862170809746494	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9BPZ3	PAIP2_HUMAN	PAIP2	Polyadenylate-binding protein-interacting protein 2	2	2.0	47822.5	1643810.0	2207940.0	2549290.0	1964340.0	1736140.0	3350950.0	2402220.0	2408670.0	367336.0	48198.2	79550.9	84229.4	41383.1	63730.1	2260090.0	1634540.0	1661890.0	6	0.005910309621912439	1.552887933667381	False	0.019868323898597096	True	True	Human	True	False	False	True	diann231	manual	min	0.5
Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	7	7.0	16915300.0	15460700.0	18015900.0	15928000.0	16608900.0	16518800.0	16636300.0	19254000.0	17329000.0	14442100.0	15137500.0	13835000.0	8837380.0	13980500.0	12934800.0	15887400.0	16394100.0	15686200.0	0	0.005916433729932504	0.26402627359163144	False	0.0198744769874477	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9UEU0	VTI1B_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	5	5.0	1227260.0	1291780.0	1186630.0	1374080.0	1347220.0	1134050.0	1378980.0	1463840.0	1090240.0	1976050.0	2459910.0	1577910.0	1389730.0	1925180.0	1188710.0	1921220.0	1673760.0	1550660.0	0	0.005931003031255438	-0.44648154294225856	False	0.019880630076298304	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	3	3.0	19919900.0	19746800.0	19723900.0	20305900.0	17526200.0	20414000.0	18787300.0	20172800.0	20528800.0	22270100.0	20904800.0	24159500.0	20572300.0	21635400.0	21498400.0	19302900.0	22051200.0	20732100.0	0	0.0060034112492594075	-0.12477489223723025	False	0.019886783165148907	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q9H7Z6	KAT8_HUMAN	KAT8	Histone acetyltransferase KAT8	6	6.0	11253500.0	10513700.0	10539500.0	10015800.0	11196400.0	9977280.0	11000400.0	10350500.0	10764100.0	13941100.0	11857600.0	12735400.0	9212130.0	12779400.0	12349800.0	12461000.0	11700700.0	12997800.0	0	0.006078733097807678	-0.20271034197978283	False	0.01989293625399951	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q92688	AN32B_HUMAN	ANP32B	Acidic leucine-rich nuclear phosphoprotein 32 family member B	6	5.0	569640000.0	571150000.0	496953000.0	634762000.0	568643000.0	501617000.0	626487000.0	578475000.0	537966000.0	522714000.0	458782000.0	441924000.0	502894000.0	485819000.0	415940000.0	577060000.0	524793000.0	508884000.0	0	0.00612852036587457	0.1962714192790708	False	0.01989908934285011	True	False	Human	True	False	False	True	diann231	manual	min	0.5
Q5JTZ9	SYAM_HUMAN	AARS2	Alanine--tRNA ligase, mitochondrial	19	19.0	11054100.0	11114200.0	10827800.0	11835700.0	11487300.0	11054200.0	11473300.0	11533700.0	11186300.0	12400300.0	12608500.0	12470800.0	11473200.0	12392400.0	11555300.0	12206900.0	11095300.0	11585000.0	0	0.006154369922598949	-0.08576650458480092	False	0.019905242431700713	True	False	Human	True	False	False	True	diann231	manual	min	0.5
