Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P54098	P54098		POLG		28820.0	28420.0	28437.9	27695.0	28754.0	25080.6	30621.6	29818.0	30222.6	29132.5	31197.1	30605.8	28511.2	29374.9	27662.3	31535.4	29595.4	32223.6	0	0.012802174229506974	-0.09185634935009132	False	0.026864948653361753	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q92966	Q92966		SNAPC3		8289.6	8835.78	5919.6	8365.36	8104.57	8909.85	9752.43	7830.6	8215.63	7901.71	8708.97	8070.68	6476.08	9311.57	9661.32	9848.77	8521.73	9864.77	0	0.012810041594392477	-0.20537407789764334	False	0.026869792675838017	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q9Y5P6	Q9Y5P6		GMPPB		15459.7	14799.7	14750.9	14462.2	15091.0	14376.4	15435.2	15534.0	16116.0	12714.5	15868.7	16196.5	16596.9	16250.6	17766.6	15935.7	15967.6	17273.7	0	0.012816374275827025	-0.12038492523685379	False	0.026874636698314282	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q7L5D6	Q7L5D6		GET4		31917.0	35839.2	33014.1	33129.6	32999.9	32857.5	35814.5	37908.4	37063.7	37024.6	34766.2	38719.3	31754.8	38268.5	36441.6	40010.5	35326.4	36817.3	0	0.01282279730321584	-0.11355341489054956	False	0.026879480720790543	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P35725	P35725		YKL063C		282511.0	256520.0	275908.0	266455.0	233926.0	259637.0	241020.0	236272.0	188366.0	225884.0	310.906	239635.0	280278.0	223338.0	211451.0	197991.0	169632.0	142623.0	1	0.012853394233752036	0.5266336130940744	False	0.02688432474326681	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q9P0U4	Q9P0U4		CXXC1		45098.4	42580.9	39193.9	42354.5	41312.1	40065.5	43180.7	42489.7	45409.8	39636.3	44126.2	44690.5	42403.5	43617.0	45107.8	45570.1	46556.7	42829.4	0	0.012888843229569302	-0.08013333381753845	False	0.026889168765743075	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q15046	Q15046		KARS1		555172.0	562737.0	548068.0	541637.0	519805.0	512125.0	556212.0	573219.0	570226.0	553262.0	563646.0	564980.0	541585.0	546791.0	561792.0	580842.0	577121.0	553628.0	0	0.012890252712760123	-0.0532190677330216	False	0.02689401278821934	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q9H0S4	Q9H0S4		DDX47		56178.8	55108.2	55025.6	56255.5	55133.4	56367.0	56556.1	56285.9	59377.6	56817.9	57132.0	56191.8	52852.5	60531.9	55476.6	57485.5	56986.5	56873.1	0	0.01291018905131791	-0.04761327928414973	False	0.026898856810695607	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P17980	P17980		PSMC3		548116.0	553465.0	516800.0	528587.0	512158.0	499618.0	537804.0	561481.0	570364.0	534983.0	560816.0	586022.0	517473.0	534875.0	561760.0	570442.0	586287.0	584886.0	0	0.012921182288488821	-0.07942084303707249	False	0.026903700833171864	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q86VP6	Q86VP6		CAND1		447512.0	448622.0	453192.0	447129.0	448723.0	443943.0	455345.0	447021.0	456480.0	428511.0	460486.0	446811.0	448904.0	451475.0	454296.0	451277.0	450931.0	455376.0	0	0.012985233844170302	-0.02471306821678911	False	0.02690854485564813	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P11274	P11274		BCR		67779.8	71563.0	72776.5	71192.0	66467.7	69595.1	72164.1	70815.9	70520.1	67468.6	72509.1	71365.0	67768.4	74948.1	71720.6	71335.1	72980.1	71569.5	0	0.012985961220711563	-0.05113825618747815	False	0.026913388878124396	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P11233	P11233		RALA		29491.5	29445.7	26064.9	28164.8	25166.0	25442.9	29315.4	36418.4	36115.5	28864.1	30018.4	33743.3	25637.3	26875.8	32749.0	31202.3	31550.8	32540.7	0	0.013014296946568095	-0.1864350159965154	False	0.02691823290060066	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q8N6T7	Q8N6T7		SIRT6		21721.9	21279.6	20014.3	20376.6	20352.1	19536.3	20763.1	23228.9	22453.6	18365.7	21654.5	22331.6	22091.8	21441.7	21407.6	23656.4	22187.8	22927.3	0	0.013078762901251654	-0.1021406194087637	False	0.026923076923076928	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q96I99	Q96I99		SUCLG2		159480.0	166643.0	174140.0	167710.0	165267.0	148818.0	173076.0	174739.0	181543.0	175270.0	168073.0	175382.0	170827.0	171854.0	177632.0	179855.0	182897.0	179804.0	0	0.013120228619928372	-0.0801881388554086	False	0.026927920945553185	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P37840	P37840		SNCA		13177.0	12385.7	14964.3	14581.5	15919.0	14537.0	16338.1	14497.0	17383.5	14603.5	13816.5	12904.3	13019.6	18070.0	15454.4	13746.5	16352.2	16938.7	0	0.013140020504538726	-0.17746701694825243	False	0.026932764968029453	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P25637	P25637		YIH1		817.507	470.408	238.318	753.284	1062.54	292.121	555.56	216.027	238.779	600.3	310.906	562.337	578.591	566.832	128.431	267.16	328.053	187.353	7	0.013212070037845768	0.9414101797537049	False	0.026937608990505717	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
O75746	O75746		SLC25A12		46996.6	44493.7	45002.1	44500.9	45107.1	41929.4	47512.0	45525.4	48194.4	44338.6	50000.5	41012.8	40673.8	45661.0	44525.4	46387.3	48284.5	43079.1	0	0.01321398062684796	-0.08913708309261947	False	0.02694245301298198	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P42765	P42765		ACAA2		77783.8	76816.3	78660.7	77650.6	77260.5	74950.2	80539.0	80782.9	82474.8	75965.8	79370.0	78592.5	75968.9	82357.0	78082.1	78292.9	75282.6	78949.1	0	0.013219814932692503	-0.046015871962130084	False	0.02694729703545825	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
O43402	O43402		EMC8		32482.2	32765.4	32332.1	30665.0	31641.8	32626.1	31882.0	32985.1	33391.4	32506.7	31457.1	33011.8	29440.6	33582.1	34272.5	34880.3	34881.5	34417.1	0	0.01325638946078946	-0.06992953029509466	False	0.026952141057934507	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q92766	Q92766		RREB1		33630.4	31048.0	32709.1	31735.2	33271.7	31795.9	34848.5	35252.1	34521.3	34605.3	34799.8	33390.0	32775.4	33193.3	32948.1	32935.9	33775.8	34618.8	0	0.013279863539037732	-0.05721434727266453	False	0.026956985080410775	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q13136	Q13136		PPFIA1		36164.8	38688.8	33731.5	36294.7	34447.4	33622.9	35542.7	38522.1	38868.2	34204.6	36065.4	37779.5	37011.3	38498.0	36537.6	40339.0	39227.5	38961.3	0	0.013287920820450072	-0.08954779671834698	False	0.02696182910288704	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q04511	Q04511		UFO1		1035.18	1905.86	957.941	266.48	1808.75	1004.72	523.092	272.826	810.444	1310.85	1107.97	1249.68	944.274	509.017	815.919	497.289	835.058	187.353	2	0.013290138627286225	0.9152638094747376	False	0.026966673125363303	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
Q9BPX6	Q9BPX6		MICU1		7603.66	8225.09	7847.45	8836.5	7186.85	6761.67	8143.51	8252.19	8017.47	6938.6	8613.34	7820.79	8038.14	8025.85	8592.59	9766.77	8604.0	8352.54	0	0.013359193120632733	-0.14097680361344084	False	0.02697151714783957	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q8IXI2	Q8IXI2		RHOT1		26084.8	27025.7	25578.5	25617.5	23297.3	28256.9	27968.4	27838.1	27251.4	24247.6	28340.2	25664.8	26780.2	28407.0	28560.3	28190.1	25013.3	26637.5	0	0.013364931531609406	-0.09397832230306408	False	0.026976361170315828	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q06124	Q06124		PTPN11		98011.0	102530.0	100033.0	99108.0	96298.8	96490.5	101699.0	98989.9	102888.0	100750.0	100593.0	98519.8	94682.7	100197.0	102306.0	100284.0	103896.0	100281.0	0	0.013379921496197924	-0.03966647020503071	False	0.026981205192792096	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
D6VTK4	D6VTK4		STE2		5342.07	5487.48	5249.72	5643.97	5225.0	6040.63	5625.79	3232.52	4556.99	4571.53	4256.99	4241.08	4282.38	4441.25	4139.94	3985.39	2762.98	4448.38	0	0.013383711707473812	0.2992869834751031	False	0.02698604921526836	True	False	Yeast	False	False	True	True	diatracer	manual	min	0.5
P53584	P53584		YTP1		10072.1	14327.6	10224.1	10379.6	5043.38	6562.28	3965.78	4925.3	7272.92	6623.96	8125.61	10932.4	7257.73	5110.64	7379.45	5499.4	4355.31	6551.12	0	0.013433419140879817	0.6144052456444707	False	0.026990893237744625	True	True	Yeast	False	False	True	True	diatracer	manual	min	0.5
O00481	O00481		BTN3A1		14560.8	15457.7	13221.0	266.48	13354.5	10234.6	13973.8	17236.4	17684.3	13854.6	18280.6	16341.9	14176.5	17098.7	16146.8	18717.9	19416.6	19172.0	1	0.013450374794624017	-0.5007999200297019	False	0.026995737260220892	True	True	Human	True	False	False	True	diatracer	manual	min	0.5
O15269	O15269		SPTLC1		73093.3	74562.7	69874.1	70877.1	69789.0	58762.5	69882.6	84056.0	76736.6	70457.5	77724.8	80214.5	75487.6	73464.9	77908.4	84297.1	81436.6	80752.0	0	0.013452016179546963	-0.1351132049819799	False	0.02700058128269715	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P04818	P04818		TYMS		403743.0	391837.0	400844.0	399601.0	385513.0	383547.0	411243.0	396347.0	399079.0	409541.0	413243.0	405621.0	405249.0	415955.0	404243.0	421270.0	413823.0	413853.0	0	0.013455195429109633	-0.0410789812440991	False	0.027005425305173417	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
A8MPP1	A8MPP1		DDX11L8		9123.22	8688.76	9336.64	9412.21	9890.34	7470.39	7242.06	8080.1	7498.52	7860.36	7772.94	8843.24	9255.3	6603.54	7759.95	9329.27	8272.39	8274.57	0	0.013464277173519284	0.1734140695167854	False	0.02701026932764968	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q15427	Q15427		SF3B4		129252.0	142592.0	142329.0	139253.0	136604.0	126879.0	134523.0	143574.0	143085.0	138034.0	138452.0	139194.0	133655.0	144850.0	146475.0	153625.0	144188.0	142358.0	0	0.013500872978173277	-0.07256809386052851	False	0.027015113350125946	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q8TF62	Q8TF62		ATP8B4		23066.6	24357.6	24482.6	22755.1	22936.0	23557.8	26059.1	27410.3	27058.6	29617.8	25489.0	26324.7	24732.1	26827.2	27974.9	28418.2	26766.5	26647.0	0	0.013656582188503326	-0.129425178587414	False	0.027019957372602214	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
O95391	O95391		SLU7		32689.8	32431.3	31361.8	29428.0	29860.2	28865.8	30499.6	35874.4	31464.1	34173.3	35153.1	32866.5	29568.2	32220.6	33043.2	34668.0	35583.7	36203.2	0	0.013677389453883361	-0.1156094386086254	False	0.02702480139507847	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P47897	P47897		QARS1		211529.0	212185.0	209985.0	214374.0	212667.0	215499.0	217772.0	215326.0	212015.0	211877.0	213658.0	215793.0	212754.0	212737.0	219987.0	219814.0	217570.0	221367.0	0	0.013682265495219005	-0.02505941862911255	False	0.02702964541755474	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P09327	P09327		VIL1		4531.63	4984.38	4611.29	4431.81	4373.5	5266.35	3771.14	3488.14	3993.73	3911.28	3358.72	4072.41	5432.52	3862.59	4470.14	4836.98	4368.66	3423.5	0	0.013682869542182086	0.22630255006663583	False	0.027034489440031003	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P08708	P08708		RPS17		776334.0	787768.0	767666.0	751599.0	784210.0	770865.0	862036.0	768644.0	778964.0	837234.0	806527.0	836034.0	777855.0	862493.0	868177.0	880125.0	826024.0	878671.0	0	0.013694047380907681	-0.08727095611221154	False	0.027039333462507267	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P17707	P17707		AMD1		21328.4	18723.6	18224.3	23007.5	21421.6	20775.6	20638.4	23462.2	23893.5	19456.8	23098.0	21742.3	22997.0	23038.8	22042.3	23379.9	25557.4	21381.4	0	0.013728624069414897	-0.13783256453572507	False	0.027044177484983535	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q96TC7	Q96TC7		RMDN3		41727.5	43792.7	48898.8	42079.5	41526.6	43036.9	48118.2	43373.9	48727.3	43122.4	46207.3	43775.0	44310.0	47424.1	50818.5	43177.1	45528.3	46468.2	0	0.013750572863433137	-0.09800479169004399	False	0.027049021507459792	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P09884	P09884		POLA1		33096.1	33334.8	31727.7	31967.5	31307.0	31858.2	33723.9	34796.6	34559.3	35648.5	32959.0	32409.0	32272.2	33551.8	33213.9	34011.8	34534.9	35150.3	0	0.013758054863109282	-0.06193897986522024	False	0.02705386552993606	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q9Y2G5	Q9Y2G5		POFUT2		4760.92	4880.89	4144.9	4488.23	3357.89	3347.26	5994.14	7262.01	5620.9	4030.62	5174.25	6370.32	5841.23	6864.14	5834.52	4930.93	4888.55	5608.53	0	0.01380170290694398	-0.3400172143151729	False	0.027058709552412324	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q13772	Q13772		NCOA4		10926.6	12136.1	9151.91	10937.6	11227.8	10292.9	8455.44	11724.2	9478.0	11112.6	8225.24	12158.4	9584.98	7478.27	9928.14	8906.57	10355.6	9423.06	0	0.013822084504830821	0.21587799316972692	False	0.02706355357488859	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P36543	P36543		ATP6V1E1		103386.0	105130.0	107145.0	104117.0	107694.0	98533.7	101565.0	104783.0	103193.0	106863.0	99446.6	108052.0	101264.0	96486.7	100271.0	104153.0	98822.8	96162.3	0	0.013836307837538331	0.05827800077115584	False	0.027068397597364856	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q9BUH6	Q9BUH6		PAXX		37871.4	37858.3	35902.5	36309.6	37305.1	35100.0	37373.6	39080.0	38465.7	37184.8	36056.4	36079.2	35356.5	37635.4	37135.9	38829.9	37631.0	38475.0	0	0.013844809547775637	-0.050484912721496425	False	0.027073241619841114	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
O94830	O94830		DDHD2		22703.7	20523.2	22307.6	19766.7	23621.8	21006.6	22537.9	22302.1	21855.0	20541.8	22495.7	21375.4	19817.1	23998.2	22988.7	22938.4	22033.5	23455.4	0	0.013902257942509641	-0.09426206582075176	False	0.02707808564231738	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P82979	P82979		SARNP		166970.0	195199.0	159296.0	143661.0	152813.0	156402.0	181794.0	215153.0	190074.0	200366.0	176556.0	178594.0	173255.0	177059.0	183608.0	228544.0	231738.0	185451.0	0	0.013926707190952837	-0.21345009913183768	False	0.027082929664793646	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q6P4A7	Q6P4A7		SFXN4		15175.0	15352.7	13726.8	14335.9	13919.3	12671.7	15516.7	14916.4	15788.7	15894.8	16042.0	13493.2	14406.6	16807.9	14929.9	15132.2	15145.2	14872.5	0	0.013964962852293254	-0.10955382815711599	False	0.02708777368726991	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q13616	Q13616		CUL1		93268.6	98807.8	99909.4	103629.0	95553.2	93170.8	97294.3	103189.0	99654.0	99339.6	104127.0	97190.7	99657.4	99179.8	103499.0	102332.0	101880.0	104885.0	0	0.013972254190811592	-0.05704433069631623	False	0.027092617709746178	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q15061	Q15061		WDR43		434144.0	426557.0	415411.0	423447.0	429830.0	393024.0	442164.0	452486.0	433999.0	441175.0	427582.0	425935.0	424923.0	438029.0	436358.0	454778.0	443141.0	426452.0	0	0.013976190252752168	-0.052200143059273514	False	0.027097461732222435	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P62273	P62273		RPS29		1051080.0	1065380.0	1084280.0	1064370.0	1047270.0	1011850.0	1037540.0	1008020.0	1042560.0	1037220.0	1021790.0	1056090.0	1097670.0	1019970.0	1058120.0	1014190.0	1019120.0	1040590.0	0	0.014079112301546685	0.03892731656467712	False	0.027102305754698703	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
O43852	O43852		CALU		159795.0	162192.0	151548.0	152016.0	148437.0	150318.0	162092.0	166687.0	159020.0	162932.0	154925.0	163458.0	150412.0	159509.0	169460.0	173072.0	171682.0	158953.0	0	0.014116188411124863	-0.0745379751067249	False	0.027107149777174967	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P19174	P19174		PLCG1		53490.1	52608.6	51530.0	54390.0	54941.1	53725.7	50100.6	50814.2	49499.8	48728.8	51009.5	53224.5	52383.7	50361.2	51541.0	51396.9	51292.4	51581.2	0	0.014148249716562682	0.05391888670673071	False	0.02711199379965123	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q9BX40	Q9BX40		LSM14B		47275.5	47661.5	45946.5	47364.3	41804.4	44080.3	47012.1	50156.6	50886.4	48363.1	45225.7	47600.2	44492.0	47783.8	48233.5	50476.2	48953.7	49393.1	0	0.014162858606479692	-0.07965203366974075	False	0.0271168378221275	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q13505	Q13505		MTX1		76067.2	80694.4	74990.4	78409.1	71831.0	76764.9	82769.2	80662.4	81808.8	81632.5	81459.9	79652.9	80028.9	79224.5	81750.0	81838.0	79811.1	80497.5	0	0.01418275125388172	-0.06004159122721648	False	0.027121681844603757	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q8IWZ3	Q8IWZ3		ANKHD1		121502.0	126222.0	126905.0	118427.0	126244.0	120664.0	127400.0	123937.0	127200.0	124627.0	125610.0	125503.0	121796.0	126416.0	125471.0	129154.0	129866.0	126690.0	0	0.01419012123528353	-0.038225139839420476	False	0.027126525867080024	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q8N9M1	Q8N9M1		C19orf47		29789.6	29453.2	27680.4	23866.5	27092.6	26555.6	28411.3	29577.0	29678.0	30691.6	28360.1	27147.2	27004.3	28708.7	30173.3	31274.1	32987.8	31740.1	0	0.014225971570757622	-0.12004285238431102	False	0.02713136988955629	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P06396	P06396		GSN		168794.0	170890.0	163805.0	169226.0	164089.0	156046.0	173531.0	182362.0	177614.0	182121.0	175207.0	174246.0	181596.0	171794.0	184530.0	181024.0	190813.0	180243.0	0	0.014230446271355219	-0.07912689727394301	False	0.027136213912032553	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q07666	Q07666		KHDRBS1		856579.0	857280.0	840364.0	859823.0	843578.0	855946.0	844619.0	822873.0	798838.0	839698.0	851457.0	816392.0	884017.0	836238.0	828124.0	814518.0	827694.0	828526.0	0	0.01424048033545067	0.03835363195165173	False	0.02714105793450882	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
O43182	O43182		ARHGAP6		49724.5	49568.9	45687.6	47967.4	47315.1	46924.1	50033.9	48595.6	50440.2	49331.6	49333.9	47823.4	46626.9	48075.9	49038.3	49497.7	50016.9	49644.1	0	0.014260872197626383	-0.04517039157859357	False	0.027145901956985078	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q75N03	Q75N03		CBLL1		49409.8	46088.9	48519.4	49902.7	44371.3	50805.6	52630.4	50232.3	51133.0	50833.6	51759.0	50473.4	50979.2	53146.9	50931.7	50678.6	52987.4	50363.0	0	0.014264667955658599	-0.0716625906145442	False	0.027150745979461346	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q8IWV7	Q8IWV7		UBR1		22347.1	22694.2	21692.2	22723.7	20695.6	21361.0	23493.4	23194.8	22286.2	23012.9	23293.4	23488.3	21831.1	22778.7	23202.4	23649.9	22958.2	23440.3	0	0.014289317081632023	-0.05975472012247694	False	0.02715559000193761	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q86XK2	Q86XK2		FBXO11		72372.9	71986.6	76902.1	73412.9	75051.3	75286.9	72230.9	69291.6	70913.0	73590.0	75981.5	75755.4	75298.3	74874.9	68927.6	72156.2	68521.5	70950.1	0	0.014312994459711506	0.05670247233702448	False	0.027160434024413874	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q5F1R6	Q5F1R6		DNAJC21		78203.9	77042.6	68089.8	74391.9	67832.5	72818.0	77947.8	84218.5	82043.0	78504.7	75878.0	75651.2	75294.1	74002.8	76289.3	85000.1	88627.9	76903.5	0	0.014320946898824965	-0.11034286787124876	False	0.027165278046890142	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q9NPE3	Q9NPE3		NOP10		127493.0	144382.0	147376.0	132857.0	133221.0	122480.0	137511.0	159317.0	152273.0	164253.0	154917.0	148868.0	133156.0	146975.0	151303.0	162160.0	158266.0	188370.0	0	0.014328891636895758	-0.17017576589258196	False	0.0271701220693664	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
O00192	O00192		ARVCF		44710.9	44883.0	42822.0	42019.4	42014.0	41877.3	48121.4	44148.9	43967.6	43342.6	49426.2	45245.8	43379.0	43425.1	44814.1	43926.7	47271.0	46604.7	0	0.014363557498590463	-0.07705213832279914	False	0.027174966091842667	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q96E11	Q96E11		MRRF		87776.7	96422.2	97054.4	83560.3	86817.1	87728.0	97872.5	110065.0	104246.0	104104.0	90919.4	94073.9	82444.5	98202.0	98228.7	97257.4	101468.0	96449.5	0	0.014374954657706648	-0.12582706549707756	False	0.02717981011431893	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
O43237	O43237		DYNC1LI2		44216.8	41597.4	40304.5	40115.7	41914.4	39098.7	42131.3	45972.0	44881.6	43391.7	45899.9	42390.1	41197.1	42812.9	43649.4	43699.3	46189.8	40286.3	0	0.01443242245099218	-0.07984842944653621	False	0.027184654136795196	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P05141	P05141		SLC25A5		1262790.0	1269230.0	1339870.0	1235820.0	1256810.0	1198280.0	1277350.0	1350920.0	1370470.0	1274370.0	1300300.0	1277230.0	1261740.0	1294970.0	1355330.0	1272670.0	1267760.0	1333720.0	0	0.014434169183189797	-0.05564482140321987	False	0.027189498159271464	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q96S99	Q96S99		PLEKHF1		12523.0	11507.6	10131.4	12473.9	13811.9	12653.1	12891.0	17638.1	14307.0	15300.1	14214.8	13364.1	12287.8	13831.5	13846.5	13917.8	16042.2	14071.5	0	0.014503517934418389	-0.19722256524094917	False	0.02719434218174772	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
P36873	P36873		PPP1CC		115761.0	127316.0	90975.8	108706.0	86893.5	82251.0	97853.0	178238.0	148597.0	131565.0	124685.0	122419.0	101698.0	124033.0	115836.0	193075.0	181817.0	128040.0	0	0.01456834030554357	-0.41733959528094944	False	0.02719918620422399	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q8WYH8	Q8WYH8		ING5		51358.7	49170.2	46912.1	50805.0	55941.5	51286.2	56835.0	57536.1	59075.7	55558.2	58558.8	58019.9	56925.1	53489.3	54540.5	58900.9	55241.4	59141.8	0	0.014569529014827134	-0.10896550804900008	False	0.027204030226700253	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q13625	Q13625		TP53BP2		28081.1	30084.0	27245.1	28058.3	26834.8	26822.0	29245.9	30821.7	29036.6	29209.7	27448.1	28839.2	25852.7	28502.9	30889.3	30547.4	28844.1	30550.8	0	0.014581816794482184	-0.08297018469202544	False	0.027208874249176517	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q969M3	Q969M3		YIPF5		8562.27	9658.5	10122.5	9022.28	10449.4	9441.64	10171.4	10735.5	12343.2	9177.31	9860.04	11893.7	9905.8	9789.77	11037.2	11915.7	12040.1	11687.0	0	0.014614699361313361	-0.17452983244186548	False	0.027213718271652785	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
Q9Y6G5	Q9Y6G5		COMMD10		13914.5	10937.2	12680.8	12769.0	14192.0	11277.7	14402.1	14152.0	13536.9	12332.1	14978.0	10550.6	13030.4	13816.6	13134.9	13327.8	13290.9	13224.8	0	0.014677433472513013	-0.14933054808466967	False	0.027218562294129042	True	False	Human	True	False	False	True	diatracer	manual	min	0.5
