Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	10	8.0	4878520.0	4869760.0	5067030.0	4897690.0	4650170.0	4703650.0	5071560.0	4865520.0	4524020.0	4741940.0	4594740.0	4678120.0	4801650.0	4724520.0	4689160.0	4751930.0	4800580.0	4579140.0	0	0.07689980105585244	0.03917787076314666	False	0.03079203109815355	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9HCM4	E41L5_HUMAN	EPB41L5	Band 4.1-like protein 5	3	2.0	32976.6	29408.1	29905.0	33940.1	31434.7	30558.4	34490.9	29162.3	38652.4	30504.5	30490.2	30079.6	31440.5	34523.0	25896.3	18742.1	31959.0	23454.5	0	0.07694241675392655	0.17640788332553853	False	0.03079689018464529	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q86W56	PARG_HUMAN	PARG	Poly(ADP-ribose) glycohydrolase	17	17.0	151157.0	175648.0	172228.0	177662.0	178347.0	174974.0	160210.0	180804.0	169652.0	159731.0	168680.0	172214.0	157639.0	164576.0	159393.0	169025.0	165133.0	161196.0	0	0.07727367016792464	0.060326038820551826	False	0.03080174927113703	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O95487	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	20	20.0	191466.0	206614.0	210738.0	207211.0	212210.0	210342.0	204810.0	197309.0	211755.0	197825.0	198016.0	206769.0	198462.0	199806.0	208111.0	196065.0	196746.0	202753.0	0	0.07732514986793433	0.03779698084847347	False	0.030806608357628766	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q15392	DHC24_HUMAN	DHCR24	Delta(24)-sterol reductase	3	3.0	34246.6	45026.6	35453.1	43682.6	46887.6	50341.1	40141.9	27865.2	45717.8	33529.6	37025.3	37674.1	34395.9	40670.8	26608.0	39403.4	32140.6	39211.0	0	0.07732569853073636	0.20399885189150807	False	0.030811467444120506	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NWS0	PIHD1_HUMAN	PIH1D1	PIH1 domain-containing protein 1	6	6.0	227434.0	203544.0	211084.0	183965.0	191607.0	186482.0	202296.0	207767.0	180716.0	183080.0	202670.0	171852.0	188639.0	188303.0	174563.0	180941.0	215811.0	166089.0	0	0.07743296557247706	0.1023694717330243	False	0.030816326530612247	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	17	17.0	252008.0	234381.0	248739.0	240197.0	240927.0	255829.0	247413.0	233112.0	234695.0	264463.0	242356.0	237924.0	273923.0	254565.0	248567.0	248666.0	243786.0	252928.0	0	0.07769579764064742	-0.051745897020256226	False	0.030821185617103987	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99856	ARI3A_HUMAN	ARID3A	AT-rich interactive domain-containing protein 3A	13	11.0	215369.0	206246.0	205792.0	206226.0	205598.0	198455.0	192908.0	203219.0	210612.0	193200.0	195007.0	203668.0	192799.0	206487.0	198128.0	205648.0	203127.0	198955.0	0	0.07770989971250077	0.03756546316462763	False	0.030826044703595727	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O95478	NSA2_HUMAN	NSA2	Ribosome biogenesis protein NSA2 homolog	8	8.0	575569.0	570784.0	603121.0	545649.0	577112.0	601216.0	601475.0	609365.0	582672.0	546648.0	581304.0	583074.0	534917.0	560407.0	576428.0	594452.0	575061.0	555538.0	0	0.07809500156951492	0.04426109743244373	False	0.030830903790087464	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9Y4H2	IRS2_HUMAN	IRS2	Insulin receptor substrate 2	3	3.0	43214.5	50058.2	2533.55	2987.76	49971.4	2108.73	55121.5	66.2308	42230.9	57153.5	1633.26	56531.2	43341.1	55215.2	51152.1	49701.6	50457.7	54834.5	5	0.07820990502882043	-0.7584163184376067	False	0.030835762876579204	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	5	5.0	238363.0	261696.0	263146.0	266241.0	260154.0	264757.0	257458.0	276219.0	236088.0	263752.0	257798.0	256836.0	247931.0	245832.0	239714.0	247486.0	241273.0	226620.0	0	0.0783597391316009	0.061427479998855464	False	0.030840621963070945	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1	27	26.0	1331040.0	1311490.0	1357070.0	1355710.0	1359130.0	1337210.0	1316260.0	1403180.0	1249780.0	1307790.0	1277490.0	1352140.0	1295800.0	1327510.0	1264120.0	1322170.0	1317900.0	1256260.0	0	0.07849865445478765	0.03642349689795447	False	0.030845481049562685	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9Y496	KIF3A_HUMAN	KIF3A	Kinesin-like protein KIF3A	6	6.0	55656.6	63231.7	58176.3	46020.2	56999.5	63707.7	66052.5	65783.8	64679.0	51924.6	56715.8	57213.3	61852.4	54507.3	63512.7	46796.9	46748.2	51037.5	0	0.0785276094556091	0.14008981318328814	False	0.030850340136054425	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	6	6.0	154286.0	175351.0	164943.0	168646.0	171830.0	148819.0	146669.0	160396.0	145956.0	168290.0	172937.0	149372.0	179917.0	176502.0	164314.0	177014.0	169566.0	161808.0	0	0.07866142945616132	-0.08084989372563384	False	0.030855199222546162	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P50263	SIP18_YEAST	SIP18	Protein SIP18	3	3.0	85373.1	50865.2	2533.55	41472.4	34115.2	46669.7	49634.7	50969.4	38415.7	33360.9	37008.3	25210.1	41950.6	30399.5	31605.1	33834.0	24802.0	1305.89	2	0.07877179660846215	0.6245732666231647	False	0.030860058309037902	False	True	Yeast	False	False	True	False	diann231	manual	min	0.5
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	20	20.0	2049050.0	2047290.0	2046170.0	2072430.0	1961230.0	2063770.0	2015860.0	2113330.0	2026650.0	2104150.0	2084020.0	2105430.0	2065830.0	2151660.0	2008050.0	2113650.0	2143370.0	2001940.0	0	0.07893309853210492	-0.029676246683576154	False	0.030864917395529642	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8N5Y2	MS3L1_HUMAN	MSL3	MSL complex subunit 3	3	2.0	1694.59	26178.1	2533.55	2987.76	24385.8	27858.1	24131.5	24795.5	22615.1	24796.1	29559.8	26934.2	12649.9	25737.7	29194.5	26505.0	25319.7	28958.0	3	0.0789941408595823	-0.5470499088183901	False	0.030869776482021383	False	True	Human	True	False	False	False	diann231	manual	min	0.5
Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	9	9.0	239492.0	235614.0	236850.0	236569.0	226335.0	233992.0	226165.0	232004.0	215566.0	247061.0	242659.0	228515.0	234337.0	244703.0	229108.0	232590.0	240377.0	240304.0	0	0.07899456966520403	-0.03900075421215138	False	0.030874635568513123	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	4	1.0	560017.0	490358.0	448142.0	462540.0	314473.0	412584.0	368237.0	520418.0	435602.0	548366.0	450564.0	359454.0	537327.0	497794.0	483655.0	726729.0	619794.0	514178.0	0	0.07902754330342321	-0.23978086370091803	False	0.03087949465500486	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NXH8	TOR4A_HUMAN	TOR4A	Torsin-4A	6	6.0	95817.3	82255.0	83538.8	90788.7	91329.9	89266.2	95653.3	102654.0	102367.0	80093.7	90797.9	89645.7	91348.4	92929.6	80625.6	80739.9	90852.9	85981.6	0	0.07920219365786815	0.09043626841962518	False	0.0308843537414966	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NUW8	TYDP1_HUMAN	TDP1	Tyrosyl-DNA phosphodiesterase 1	9	9.0	71247.4	58979.2	66875.2	69355.4	71242.7	73425.7	60025.4	71819.7	68032.5	70295.0	53858.5	59715.9	61542.2	67478.1	71028.0	52343.9	63683.5	63848.5	0	0.07958597389879755	0.11601283487341442	False	0.03088921282798834	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q5VUA4	ZN318_HUMAN	ZNF318	Zinc finger protein 318	17	17.0	75184.5	69069.3	70514.8	69023.3	69151.0	71737.9	66846.1	69178.9	68429.8	69172.5	66327.8	70836.9	64968.9	68816.4	70021.8	67756.7	66097.1	67830.6	0	0.07969472741354519	0.04024321697205443	False	0.03089407191448008	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8TAP6	CEP76_HUMAN	CEP76	Centrosomal protein of 76 kDa	4	4.0	34142.7	25627.9	36430.6	31462.8	29580.7	37346.5	27638.8	24897.3	34154.1	34745.4	32148.4	35497.7	35541.9	33231.5	31856.8	34383.2	34528.5	38296.4	0	0.0798079657828739	-0.14132311895343516	False	0.03089893100097182	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P40855	PEX19_HUMAN	PEX19	Peroxisomal biogenesis factor 19	8	8.0	227892.0	206607.0	212456.0	237218.0	228301.0	238120.0	231587.0	223549.0	210003.0	217836.0	223628.0	214391.0	211815.0	211685.0	222618.0	213665.0	204780.0	219750.0	0	0.07987145920748033	0.0551229735466217	False	0.030903790087463558	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99081	HTF4_HUMAN	TCF12	Transcription factor 12	15	12.0	138427.0	138264.0	130763.0	128832.0	128513.0	132320.0	129452.0	135288.0	124961.0	133573.0	134509.0	130823.0	142266.0	135459.0	135340.0	141786.0	141393.0	129104.0	0	0.07988456917926451	-0.04480058725832915	False	0.030908649173955298	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	28	28.0	373467.0	365940.0	369705.0	375174.0	354739.0	385409.0	374659.0	372542.0	383369.0	388491.0	377243.0	382861.0	400524.0	371637.0	377215.0	374087.0	379818.0	374820.0	0	0.07992999628799675	-0.030503722085642396	False	0.030913508260447038	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	14	13.0	826024.0	839439.0	875575.0	829744.0	802548.0	830919.0	810625.0	860060.0	800792.0	842113.0	842492.0	843219.0	817420.0	861609.0	846934.0	855901.0	872896.0	862787.0	0	0.08007694161477026	-0.0323728191883214	False	0.03091836734693878	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8WYQ5	DGCR8_HUMAN	DGCR8	Microprocessor complex subunit DGCR8	10	10.0	132198.0	144047.0	133963.0	158511.0	153649.0	160387.0	152497.0	144154.0	147719.0	144270.0	133093.0	129174.0	138147.0	141926.0	140590.0	140671.0	145613.0	147728.0	0	0.08011044457621629	0.07349346053616629	False	0.03092322643343052	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q92794	KAT6A_HUMAN	KAT6A	Histone acetyltransferase KAT6A	4	4.0	38440.0	45342.1	46460.5	37555.2	44656.6	46808.8	40903.2	46937.5	51842.0	38355.4	42179.5	44921.9	39800.5	39071.9	44862.4	38941.5	33995.9	43988.4	0	0.08014541715473969	0.12388677922697602	False	0.030928085519922256	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8IWP9	CC28A_HUMAN	CCDC28A	Coiled-coil domain-containing protein 28A	1	1.0	10188.1	8666.08	8062.47	8874.99	6585.91	11127.1	6597.18	66.2308	7346.72	7194.87	8844.75	11471.7	1704.86	1168.67	3796.17	766.632	3100.73	1305.89	6	0.08019591130635564	0.7786831292414961	False	0.030932944606413996	False	True	Human	True	False	False	False	diann231	manual	min	0.5
Q8NEJ9	NGDN_HUMAN	NGDN	Neuroguidin	8	8.0	283628.0	315979.0	307654.0	325097.0	328531.0	336983.0	313341.0	341759.0	339739.0	300555.0	300652.0	325548.0	297855.0	301209.0	314630.0	314822.0	313194.0	304802.0	0	0.08024868751727239	0.06083567570572513	False	0.030937803692905736	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UQ35	SRRM2_HUMAN	SRRM2	Serine/arginine repetitive matrix protein 2	37	37.0	1265140.0	1289330.0	1212680.0	1260020.0	1211310.0	1247070.0	1252580.0	1262290.0	1181210.0	1273990.0	1262860.0	1260510.0	1299460.0	1259300.0	1235010.0	1321040.0	1290120.0	1230670.0	0	0.08031776677882434	-0.03206845438993233	False	0.030942662779397476	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9UPT5	EXOC7_HUMAN	EXOC7	Exocyst complex component 7	13	13.0	75562.5	75716.9	82239.5	80684.0	78097.6	83619.3	72398.6	74270.1	76658.6	82915.1	76602.2	80747.9	87197.5	87260.9	73401.0	87634.8	83307.6	76692.6	0	0.08037390747143598	-0.07343209579940436	False	0.030947521865889217	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	16	13.0	105014.0	99447.6	94447.1	98297.1	96703.1	97670.7	100093.0	95109.6	101039.0	97949.0	96305.5	96110.9	100505.0	97306.4	95789.7	94526.1	86199.4	94517.5	0	0.08039702057543109	0.047259213908879265	False	0.030952380952380953	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P01130	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor	2	2.0	28858.8	2347.24	31814.1	20529.7	29017.1	2108.73	25565.1	66.2308	27142.9	31843.7	22915.8	26481.4	18097.2	39902.9	30052.8	17128.0	31832.5	36466.7	3	0.08042497147029656	-0.6051883834605588	False	0.030957240038872694	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P40472;P53616	SIM1_YEAST;SUN4_YEAST	SIM1;SUN4	Probable secreted beta-glucosidase SIM1	1		50245.2	31858.5	30037.0	32312.1	26472.5	22550.4	16244.6	16087.7	20370.2	23188.2	12268.0	16991.0	28043.9	8661.95	15627.9	26053.8	9331.13	30531.2	0	0.08044868798433814	0.5282646320747967	False	0.030962099125364434	False	True	Yeast	False	False	True	False	diann231	manual	min	0.5
Q99747	SNAG_HUMAN	NAPG	Gamma-soluble NSF attachment protein	11	11.0	781656.0	746604.0	764136.0	746795.0	742126.0	754166.0	750643.0	743148.0	741300.0	771984.0	715579.0	754624.0	747289.0	728184.0	730917.0	753393.0	699142.0	718460.0	0	0.08046474229773778	0.03254020861885054	False	0.030966958211856174	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	12	12.0	276412.0	279694.0	267472.0	283583.0	277077.0	305672.0	288090.0	307311.0	282820.0	267570.0	291813.0	282754.0	282278.0	269725.0	272103.0	274585.0	273412.0	263951.0	0	0.08058063263301773	0.05143141234934991	False	0.030971817298347915	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P00937	TRPG_YEAST	TRP3	Multifunctional tryptophan biosynthesis protein	2	2.0	1694.59	110577.0	199150.0	70411.8	135269.0	207596.0	2602.38	194468.0	219128.0	1807.3	70935.3	86048.7	1704.86	88855.9	97500.6	43085.7	93217.1	109448.0	4	0.08075340052761032	0.9450293055674834	False	0.03097667638483965	False	True	Yeast	False	False	True	False	diann231	manual	min	0.5
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	12	12.0	877353.0	927534.0	878722.0	920010.0	869103.0	891809.0	899495.0	900479.0	905208.0	898570.0	863217.0	957450.0	840206.0	835827.0	865230.0	821016.0	867719.0	863226.0	0	0.0808027203283767	0.046740282138366694	False	0.03098153547133139	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q99714	HCD2_HUMAN	HSD17B10	3-hydroxyacyl-CoA dehydrogenase type-2	12	12.0	2391320.0	2427400.0	2230060.0	2694290.0	2447750.0	2214310.0	2648100.0	2542220.0	2081730.0	2395940.0	2246820.0	2091610.0	2391050.0	2230260.0	1951650.0	2510280.0	2175180.0	2192620.0	0	0.08091827584035521	0.10286419695339077	False	0.030986394557823132	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	5	5.0	524741.0	534390.0	488232.0	555587.0	495308.0	503174.0	543030.0	531032.0	479418.0	566340.0	520579.0	508414.0	578867.0	557608.0	513529.0	550337.0	560818.0	511045.0	0	0.08107108077122169	-0.06443805122439078	False	0.030991253644314872	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8TE69;Q96DE9	EOLA1_HUMAN;EOLA2_HUMAN	EOLA1;EOLA2	Protein EOLA1	2		18218.1	2347.24	18007.5	17840.7	2515.21	14903.6	2602.38	66.2308	3025.67	16119.5	12554.0	16778.4	15460.5	18041.2	10894.5	16772.3	16115.9	7466.81	5	0.08107718076001762	-0.7112539522065557	False	0.030996112730806612	False	True	Human	True	False	False	False	diann231	manual	min	0.5
Q9P0N9	TBCD7_HUMAN	TBC1D7	TBC1 domain family member 7	4	4.0	66589.3	59920.6	72819.9	74307.1	59801.6	79355.4	63330.2	70466.8	78990.3	68092.7	53477.4	70886.3	64760.2	54422.2	61940.0	63719.8	60008.5	72213.9	0	0.08123816956752268	0.1354481178068907	False	0.03100097181729835	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NWM8	FKB14_HUMAN	FKBP14	Peptidyl-prolyl cis-trans isomerase FKBP14	1	1.0	21532.8	31624.4	34898.5	29861.8	29695.7	34478.2	29222.9	24537.5	27675.4	28861.2	15854.5	29329.3	26919.5	23751.8	25093.5	24423.4	19722.1	32370.7	0	0.08141878802611167	0.21954954871336532	False	0.03100583090379009	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q06205	FKBP4_YEAST	FPR4	FK506-binding protein 4	1	1.0	1694.59	73146.5	137778.0	2987.76	117740.0	133107.0	2602.38	140543.0	156329.0	1807.3	48038.5	64725.2	1704.86	61443.4	68126.0	766.632	45756.4	58387.4	6	0.0816141240642048	1.1267426973727623	False	0.03101068999028183	False	True	Yeast	False	False	True	False	diann231	manual	min	0.5
Q86WA8	LONP2_HUMAN	LONP2	Lon protease homolog 2, peroxisomal	5	5.0	54687.9	49144.4	53167.3	56955.2	60093.0	63482.6	44329.7	56365.3	54294.4	47167.1	47234.0	49989.3	53188.1	54780.2	50780.7	53662.3	48142.5	51515.7	0	0.08163486372755584	0.10969359911386345	False	0.03101554907677357	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P06396	GELS_HUMAN	GSN	Gelsolin	13	13.0	513618.0	498379.0	498325.0	503074.0	477996.0	501302.0	451208.0	474677.0	447933.0	540283.0	500622.0	497445.0	524186.0	487785.0	496854.0	514578.0	467472.0	514507.0	0	0.08175544430289597	-0.05739643881950075	False	0.03102040816326531	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	6	6.0	81389.7	77135.2	73183.9	79677.7	70304.5	78678.9	67713.1	75920.4	72795.5	86208.4	88866.6	69411.7	82153.8	76478.4	71728.0	90501.5	77020.9	83703.1	0	0.08176809465144129	-0.10138618946496758	False	0.031025267249757047	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BQ67	GRWD1_HUMAN	GRWD1	Glutamate-rich WD repeat-containing protein 1	12	12.0	1160470.0	1089140.0	1139760.0	1219790.0	1121780.0	1123890.0	1160500.0	1191880.0	1098570.0	1139080.0	1193090.0	1067330.0	1106060.0	1140560.0	1086570.0	1091470.0	1059650.0	1086560.0	0	0.08188695769545734	0.047734751289096385	False	0.031030126336248787	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NWH9	SLTM_HUMAN	SLTM	SAFB-like transcription modulator	17	17.0	374804.0	374934.0	373895.0	383388.0	381809.0	371835.0	367471.0	401521.0	367043.0	384993.0	369631.0	387921.0	386375.0	390787.0	377792.0	398653.0	393836.0	383000.0	0	0.08188806802679552	-0.03204362232410071	False	0.031034985422740528	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9NVE7	PANK4_HUMAN	PANK4	4'-phosphopantetheine phosphatase	17	17.0	221039.0	166370.0	159751.0	181060.0	178223.0	194017.0	172067.0	177594.0	179130.0	213968.0	187834.0	170938.0	206021.0	206083.0	187559.0	188496.0	188564.0	205141.0	0	0.08197837477768151	-0.10693658215854325	False	0.031039844509232268	False	False	Human	True	False	False	False	diann231	manual	min	0.5
P23528	COF1_HUMAN	CFL1	Cofilin-1	9	5.0	12535400.0	12215200.0	10038700.0	10087100.0	10959300.0	11226800.0	10659300.0	11337500.0	10391700.0	12828700.0	11531000.0	11441200.0	12325500.0	11085300.0	11302200.0	11413400.0	12309000.0	11230100.0	0	0.0820936446187181	-0.08472566847367746	False	0.031044703595724008	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	7	7.0	312302.0	334807.0	337823.0	294306.0	356246.0	362570.0	346709.0	364691.0	363385.0	306920.0	310233.0	342800.0	294996.0	337716.0	336101.0	333830.0	325555.0	318834.0	0	0.08227924354130041	0.08004855235330584	False	0.031049562682215745	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	14	14.0	380530.0	360728.0	364381.0	368243.0	376030.0	384014.0	374646.0	355208.0	371780.0	417389.0	386482.0	388533.0	378628.0	396216.0	394692.0	365816.0	350459.0	378656.0	0	0.08241834868454863	-0.0515377748627446	False	0.031054421768707485	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BTE1	DCTN5_HUMAN	DCTN5	Dynactin subunit 5	2	2.0	120499.0	60771.8	56488.6	2987.76	54889.4	57913.0	2602.38	66.2308	3025.67	119760.0	71615.8	53970.7	64833.8	98917.4	78949.2	83040.8	3100.73	76044.7	5	0.08250542685528324	-0.8559936425620541	False	0.031059280855199226	False	True	Human	True	False	False	False	diann231	manual	min	0.5
Q8TA86	RP9_HUMAN	RP9	Retinitis pigmentosa 9 protein	3	3.0	59096.1	82173.4	78410.7	96825.1	86461.3	70464.7	68769.5	85471.8	70518.6	77594.0	94747.4	99449.0	62053.2	96721.2	85418.8	80216.8	101762.0	97083.9	0	0.08256066228827547	-0.18741670577698982	False	0.031064139941690966	False	False	Human	True	False	False	False	diann231	manual	min	0.5
O75352	MPU1_HUMAN	MPDU1	Mannose-P-dolichol utilization defect 1 protein	1	1.0	43826.7	62289.1	50975.4	63322.5	49005.4	63660.5	56316.0	66891.9	60109.9	61841.9	68329.3	45728.4	69736.3	70469.3	63977.6	62751.0	66466.3	67466.0	0	0.0825872850711433	-0.15950463437360937	False	0.031068999028182706	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q8NCN4	RN169_HUMAN	RNF169	E3 ubiquitin-protein ligase RNF169	13	13.0	133283.0	143653.0	141810.0	143788.0	149230.0	141103.0	154443.0	135890.0	137294.0	160580.0	151958.0	156029.0	133945.0	156366.0	146162.0	152265.0	142971.0	140805.0	0	0.08276841384674906	-0.06669588433698252	False	0.031073858114674443	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q9BQ15	SOSB1_HUMAN	NABP2	SOSS complex subunit B1	1	1.0	98357.6	93332.4	89160.3	95070.6	94799.2	90052.2	88970.2	86323.5	84751.8	113475.0	107024.0	75677.8	103988.0	91983.4	99082.6	110656.0	105799.0	88126.1	0	0.08282326118586593	-0.12613381401675178	False	0.031078717201166183	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q96A08	H2B1A_HUMAN	H2BC1	Histone H2B type 1-A	5	1.0	1888870.0	1671310.0	1512880.0	1697120.0	1680080.0	1786830.0	1803890.0	1575220.0	1695370.0	2081900.0	1672150.0	1520140.0	2027210.0	1874240.0	1791090.0	2037630.0	1836020.0	1711670.0	0	0.08297407149323272	-0.11238768856001607	False	0.031083576287657923	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q14493	SLBP_HUMAN	SLBP	Histone RNA hairpin-binding protein	3	3.0	539340.0	497021.0	531244.0	509730.0	497870.0	487371.0	503781.0	527660.0	466400.0	519999.0	537979.0	521556.0	531308.0	531486.0	489142.0	517743.0	549622.0	521224.0	0	0.08297456161228838	-0.04963914413946602	False	0.031088435374149664	False	False	Human	True	False	False	False	diann231	manual	min	0.5
Q06787	FMR1_HUMAN	FMR1	Fragile X messenger ribonucleoprotein 1	6	6.0	119211.0	113373.0	112746.0	120192.0	105052.0	107056.0	122598.0	111511.0	109797.0	120177.0	119624.0	123046.0	125326.0	107256.0	110098.0	116316.0	134417.0	121462.0	0	0.08310919569724198	-0.07724503368540091	False	0.031093294460641404	False	False	Human	True	False	False	False	diann231	manual	min	0.5
