Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML
Q04228	Q04228		UBX2		990679	494153	867147		802470	270903	518676	695533		576794	638096	621478	219887	403914	309040		242935	613960
Q04264	Q04264		PDS5		3.89221e+06	2.09342e+06	3.75999e+06	2.01664e+06	3.80363e+06	2.68299e+06	2.88334e+06	3.17373e+06	2.66169e+06	2.21799e+06	3.75335e+06	4.29596e+06	2.915e+06	2.83279e+06	2.37654e+06	4.52212e+06	3.01431e+06	3.70759e+06
Q04279	Q04279		SEG1		1.42803e+06	541042	1.31047e+06	451585	1.44724e+06	614824	1.27959e+06	1.31435e+06	564703	1.15483e+06	1.30093e+06	1.28865e+06	664586	577691	626399	127699	687836	1.25998e+06
Q04304	Q04304		YMR090W		2.90647e+06	1.56977e+06	2.72223e+06	1.77924e+06	2.37753e+06	1.50827e+06	2.48126e+06	2.60491e+06	1.17396e+06	2.64342e+06	2.50523e+06	2.6233e+06	1.48189e+06	1.28758e+06	1.56601e+06	1.50725e+06	1.66155e+06	2.72449e+06
Q04305	Q04305		UTP15		4.15211e+06	2.25146e+06	4.43068e+06	2.07881e+06	4.72246e+06	2.28376e+06	4.2059e+06	3.85542e+06	2.29084e+06	4.12247e+06	4.50152e+06	4.53216e+06	2.25092e+06	2.18154e+06	1.80821e+06	1.79002e+06	2.25009e+06	3.98884e+06
Q04323	Q04323		UBXN1		9.37427e+06	9.49523e+06	1.00156e+07	1.10106e+07	1.0123e+07	1.23435e+07	9.46945e+06	9.57266e+06	1.06139e+07	9.39454e+06	1.0924e+07	1.02151e+07	1.15119e+07	1.07761e+07	1.04112e+07	8.33415e+06	1.12577e+07	9.55378e+06
Q04336	Q04336		YMR196W		8.12133e+06	4.24215e+06	8.28159e+06	4.23113e+06	8.18077e+06	4.4193e+06	7.80464e+06	7.60835e+06	4.39377e+06	8.36209e+06	7.85563e+06	8.02482e+06	4.29106e+06	4.31552e+06	4.05657e+06	4.02757e+06	4.23789e+06	7.56023e+06
Q04338	Q04338		VTI1		2.32139e+06	1.00506e+06	2.25253e+06	1.20539e+06	2.52295e+06	948062	1.75829e+06	2.22458e+06	787248	1.18886e+06	2.44498e+06	2.45472e+06	1.21418e+06	704757	928316	634891	1.121e+06	1.98742e+06
Q04341	Q04341		MIX14		1.99379e+06		1.8912e+06	1.13126e+06	2.06671e+06	1.19839e+06	1.72938e+06	1.47871e+06	943330	2.32265e+06	1.85109e+06	2.15709e+06	1.04938e+06	1.03034e+06	1.0405e+06	2.57555e+06	1.13138e+06	1.67879e+06
Q04344	Q04344		HNT1		1.29968e+07	6.74366e+06	1.37844e+07	8.09903e+06	1.4221e+07	7.1754e+06	1.27968e+07	1.22493e+07	7.03045e+06	1.1732e+07	1.35877e+07	1.30391e+07	7.36454e+06	7.43204e+06	6.93421e+06	5.76788e+06	7.24125e+06	1.2124e+07
Q04371	Q04371		YMR027W		2.69534e+07	1.38854e+07	2.70068e+07	1.40829e+07	2.17622e+07	1.24109e+07	2.40407e+07	2.47405e+07	1.31435e+07	2.31706e+07	2.26105e+07	2.45186e+07	1.35568e+07	1.41788e+07	1.40676e+07	1.32366e+07	1.33596e+07	2.44161e+07
Q04373	Q04373		PUF6		2.58077e+06	921258	3.50556e+06	1.45782e+06	2.41178e+06	829912	2.85481e+06	2.5721e+06	1.64407e+06	2.96919e+06	2.54833e+06	2.82043e+06	1.24007e+06	1.18625e+06	1.04894e+06	1.7188e+06	1.32141e+06	2.54687e+06
Q04401	Q04401		SDH7		342512	177664	261131	101527		194199	327240	263909	150247	249344		60646.2		108137	155556			309755
Q04409	Q04409		EMI2		1.03598e+07	5.31211e+06	1.05545e+07	5.29217e+06	9.4287e+06	5.39425e+06	9.6075e+06	9.68702e+06	5.22977e+06	9.62936e+06	9.34692e+06	9.61627e+06	5.31368e+06	5.36697e+06	5.33962e+06	5.12736e+06	5.3165e+06	9.44056e+06
Q04410	Q04410		GRH1		1.71161e+06	711883	1.81773e+06	725346	1.69412e+06	774464	1.92366e+06	1.55808e+06	860452	1.68341e+06	1.62203e+06	1.56935e+06	698789	809606	647549		836548	1.50175e+06
Q04418	Q04418		RBA50		469800	187706	343466		719365	127131	520876	301744	387265	319560	335363	404288			179702			279228
Q04430	Q04430		CAB1		1.28497e+06	770696	2.62882e+06	839424	1.8651e+06	935352	898018	1.33665e+06	787228	945128	1.57011e+06	1.65279e+06	1.74274e+06	1.18643e+06	1.49313e+06		1.3352e+06	1.41978e+06
Q04432	Q04432		HSP31		3.98071e+06	1.80679e+06	4.0657e+06	1.89923e+06	3.06065e+06	1.89905e+06	4.27734e+06	3.85005e+06	2.37336e+06	4.81675e+06	3.3909e+06	3.96174e+06	1.89535e+06	2.34341e+06	1.74058e+06	1.82417e+06	1.71159e+06	3.67381e+06
Q04438	Q04438		SPG4		1.24331e+07	5.64259e+06	1.07694e+07	6.13038e+06	1.15507e+07	5.81922e+06	1.19772e+07	1.05229e+07	5.97791e+06	8.67762e+06	1.01973e+07	1.24787e+07	5.70869e+06	5.29011e+06	5.17473e+06	3.77953e+06	5.20413e+06	1.11895e+07
Q04439	Q04439		MYO5		3.34322e+06	1.88079e+06	3.38665e+06	1.9356e+06	2.9926e+06	2.11665e+06	3.10843e+06	3.05646e+06	1.77292e+06	2.99036e+06	3.00792e+06	3.13738e+06	1.83129e+06	1.66261e+06	1.77366e+06	1.73658e+06	1.97738e+06	3.01194e+06
Q04446	Q04446		GBE1		3.44244e+06	3.79062e+06	3.43795e+06	3.3507e+06	2.84706e+06	3.41118e+06	3.26769e+06	3.25763e+06	3.19614e+06	3.88228e+06	3.3108e+06	3.24639e+06	3.28507e+06	3.47958e+06	3.65606e+06	3.36309e+06	3.72224e+06	2.98723e+06
Q04458	Q04458		HFD1		7.94694e+06	4.78268e+06	7.71266e+06	4.8847e+06	6.40401e+06	3.83733e+06	7.25116e+06	7.43513e+06	4.69866e+06	7.84446e+06	6.67463e+06	7.1173e+06	4.09456e+06	4.66098e+06	4.63203e+06	4.67792e+06	3.85966e+06	7.73704e+06
Q04491	Q04491		SEC13		9.47455e+06	4.18056e+06	9.52982e+06	4.10706e+06	8.70828e+06	4.03962e+06	9.60454e+06	8.55284e+06	4.50812e+06	9.07428e+06	7.69857e+06	9.26363e+06	4.40413e+06	4.53226e+06	3.93456e+06	4.43609e+06	3.8866e+06	9.29336e+06
Q04493	Q04493		GIM5		4.18324e+06	3.20028e+06	4.29011e+06	2.25524e+06	3.19282e+06	2.07585e+06	4.30399e+06	3.7678e+06	2.19092e+06	4.9341e+06	3.45857e+06	3.52193e+06	2.07845e+06	2.35664e+06	2.13371e+06	2.4887e+06	1.9754e+06	3.70221e+06
Q04562	Q04562		TMN2		789400	293530	623464		759255		825453	685553		803281	787075	644731	270894					529843
Q04600	Q04600		TMA64		1.25636e+07	5.43477e+06	1.32507e+07	5.66927e+06	1.18855e+07	5.75793e+06	1.19877e+07	1.07681e+07	7.35964e+06	9.5262e+06	1.16138e+07	1.19265e+07	7.46131e+06	4.00394e+06	5.30651e+06	5.15744e+06	5.41131e+06	8.89517e+06
Q04602	Q04602		VBA4		1.66671e+06	819516	1.74081e+06	781337	1.56906e+06	698037	1.69348e+06	1.56885e+06	836946	1.69132e+06	1.60532e+06	1.69582e+06	770499	791482	767007	550779	879275	1.52281e+06
Q04603	Q04603		DPB4		3.81962e+06	2.13433e+06	3.93547e+06	1.73266e+06	4.34336e+06	2.5216e+06	5.07056e+06	3.69464e+06	2.38318e+06	3.97118e+06	3.74367e+06	3.6216e+06	1.90729e+06	1.93009e+06	2.00365e+06	1.7723e+06	2.22127e+06	2.88608e+06
Q04632	Q04632		COG8		1.46332e+06	429432	1.05911e+06	514129	1.00691e+06	478470	1.11989e+06	946610	486556	859115	1.06698e+06	1.35214e+06	514640	249806	533082	351043	777559	946800
Q04636	Q04636		POB3		7.04408e+06	3.36984e+06	7.2107e+06	3.68103e+06	6.54795e+06	4.25531e+06	7.29223e+06	6.73062e+06	3.47451e+06	6.74269e+06	6.8894e+06	7.24024e+06	3.76943e+06	3.40572e+06	3.5108e+06	3.64971e+06	3.99345e+06	6.7519e+06
Q04637	Q04637		EIF4G1		6.25836e+07	6.4087e+07	6.23118e+07	6.50115e+07	5.77741e+07	6.22899e+07	6.14841e+07	6.14209e+07	6.42213e+07	5.88329e+07	5.97768e+07	6.1454e+07	6.37002e+07	6.41446e+07	6.07532e+07	5.86174e+07	6.05815e+07	5.95508e+07
Q04651	Q04651		ERV41		1.14966e+06	832769	1.55372e+06	761798	1.58515e+06	939113	1.34531e+06	1.1763e+06	903956	1.21704e+06	1.48196e+06	1.44592e+06	795478	781820	638024	543991	837464	1.46142e+06
Q04660	Q04660		ERB1		4.30972e+06	2.5801e+06	4.55034e+06	1.98202e+06	4.09054e+06	2.13522e+06	3.98806e+06	3.94156e+06	1.91993e+06	4.16699e+06	4.23279e+06	4.1965e+06	2.48806e+06	2.18526e+06	2.15211e+06	1.80243e+06	2.30553e+06	4.23765e+06
Q04697	Q04697		GSF2		1.06455e+07	5.10701e+06	9.84602e+06	5.21311e+06	8.69599e+06	5.08482e+06	9.564e+06	9.37523e+06	4.70474e+06	8.72771e+06	8.69958e+06	9.42289e+06	5.18257e+06	5.11387e+06	5.09053e+06	4.50278e+06	5.00172e+06	9.58572e+06
Q04726	Q04726		TLE3		3.48219e+06	3.51094e+06	3.25859e+06	3.59082e+06	3.41045e+06	3.96138e+06	3.32357e+06	3.33534e+06	3.54239e+06	2.98905e+06	3.38378e+06	3.54702e+06	3.74697e+06	3.51313e+06	3.31003e+06	2.4775e+06	3.78931e+06	3.1322e+06
Q04728	Q04728		ARG7		2.30518e+06	1.61977e+06	2.31314e+06	1.75165e+06	2.13279e+06	1.93363e+06	2.17424e+06	2.35625e+06	1.38865e+06	2.24371e+06	2.24601e+06	2.23145e+06	1.48497e+06	1.43897e+06	1.62831e+06	1.24888e+06	1.48475e+06	2.21501e+06
Q04759	Q04759		PRKCQ		1.06265e+06	1.0445e+06	970317	890739	855648	782748	1.065e+06	1.00179e+06	1.10941e+06	1.10015e+06	904264	963891	1.04175e+06	950021	992756	961491	1.13755e+06	899385
Q04760	Q04760		GLO1		3.62507e+07	3.82659e+07	3.71245e+07	3.96697e+07	2.90226e+07	3.33188e+07	3.5651e+07	3.70623e+07	3.73653e+07	3.78599e+07	3.42368e+07	3.63291e+07	3.68371e+07	3.78198e+07	3.70683e+07	3.93815e+07	3.62614e+07	3.71012e+07
Q04767	Q04767		TVP18		3.17897e+06	1.52996e+06	2.92731e+06	1.4092e+06	3.79972e+06	1.88773e+06	2.74411e+06	2.8436e+06	1.01771e+06	2.29808e+06	3.43365e+06	3.35479e+06	1.67618e+06	1.66769e+06	1.60591e+06	799198	1.71723e+06	3.04159e+06
Q04773	Q04773		YMR074C		3.74689e+06	1.68379e+06	3.98969e+06	1.76459e+06	3.28655e+06	1.68653e+06	3.22512e+06	3.40367e+06	1.49304e+06	3.08018e+06	3.4087e+06	3.53171e+06	1.66817e+06	1.7952e+06	1.51154e+06	925423	1.71013e+06	3.63699e+06
Q04792	Q04792		GAD1		6.48024e+06	3.36162e+06	7.41693e+06	3.46913e+06	5.42809e+06	2.83104e+06	6.4271e+06	6.42382e+06	3.36562e+06	6.24302e+06	5.58743e+06	6.23846e+06	3.23748e+06	3.21897e+06	3.41038e+06	2.95703e+06	2.98427e+06	6.49517e+06
Q04837	Q04837		SSBP1		3.06279e+07	3.38038e+07	3.04679e+07	3.54002e+07	2.79136e+07	3.62229e+07	3.10158e+07	2.95602e+07	3.13867e+07	3.0552e+07	2.93165e+07	2.98376e+07	3.21074e+07	3.24217e+07	3.16732e+07	2.52217e+07	3.14851e+07	3.04177e+07
Q04864	Q04864		REL		877016	1.16386e+06	952491		621080	569278	850296	944814	820162	531168	804640			889151	1.0014e+06			885598
Q04869	Q04869		YMR315W		1.03462e+07	5.16271e+06	9.78657e+06	4.9701e+06	8.61694e+06	4.87833e+06	9.58731e+06	9.40965e+06	5.15745e+06	9.64983e+06	8.5705e+06	9.46303e+06	5.07928e+06	4.98651e+06	4.89778e+06	4.84717e+06	4.83473e+06	9.05482e+06
Q04894	Q04894		ADH6		4.97628e+06	2.95667e+06	5.01745e+06	3.21313e+06	4.77302e+06	2.67861e+06	4.56904e+06	4.6087e+06	2.58624e+06	4.50558e+06	4.67912e+06	4.8667e+06	2.70588e+06	2.78962e+06	2.70603e+06	2.25037e+06	2.58516e+06	4.60002e+06
Q04917	Q04917		YWHAH		9.89636e+07	1.01941e+08	9.81859e+07	1.02875e+08	9.59531e+07	1.09163e+08	9.84329e+07	9.81387e+07	1.0303e+08	9.73947e+07	9.61483e+07	9.9849e+07	1.04212e+08	1.05959e+08	1.02537e+08	1.06056e+08	1.03568e+08	9.24755e+07
Q04924	Q04924		GTB1		2.59003e+06	1.34973e+06	2.84594e+06	1.26193e+06	3.566e+06	1.10774e+06	2.53941e+06	2.76134e+06	1.28685e+06	1.93269e+06	2.76689e+06	2.81765e+06	1.45975e+06	1.30605e+06	1.03269e+06		1.19949e+06	2.40809e+06
Q04934	Q04934		IVY1		256021		338267	76288.6	379727	137254	291074	270490	95023.2	206486	303858	386191	99755.7	61766.9	98262.8		87884.3	306188
Q04941	Q04941		PLP2		6.36332e+06	6.77759e+06	6.04867e+06	6.20572e+06	7.57599e+06	8.17174e+06	6.58694e+06	5.96803e+06	6.7037e+06	6.00032e+06	6.59794e+06	6.57242e+06	6.65149e+06	6.43385e+06	5.93602e+06	4.48809e+06	7.11336e+06	5.68587e+06
Q04947	Q04947		RTN1		4.02833e+07	2.08619e+07	4.01981e+07	2.01262e+07	3.43782e+07	2.09035e+07	3.75378e+07	3.63119e+07	1.99753e+07	3.52198e+07	3.39451e+07	3.63476e+07	1.99873e+07	1.98607e+07	1.95096e+07	1.93249e+07	2.03459e+07	3.56204e+07
Q04958	Q04958		NTE1		821900	548309	857030	340477	799228	706735	891601	945501	673338	739361	839627	927148	440625	481177	549564		499721	748490
Q04964	Q04964		SML1		379251	161479	361560	137956	764028		394325	290036	164180	303242	433421	417109	147653	121383	103210		116791	336883
Q04969	Q04969		SPC2		2.15483e+06	969302	2.1469e+06	868874	2.35338e+06	1.03351e+06	1.98685e+06	1.79371e+06	1.00823e+06	1.87065e+06	2.14418e+06	2.13603e+06	1.1392e+06	1.10384e+06	1.1303e+06	1.03768e+06	768766	1.99536e+06
Q04991	Q04991		FMP42		1.20716e+06	543589	978555	507741	990990	602721	1.55757e+06	1.04742e+06	625427	1.33885e+06	1.1203e+06	1.07286e+06	602733	579410	474532	444330	547348	1.03056e+06
Q05015	Q05015		FSH2		969856	434846	1.0498e+06	469053	1.43563e+06	609787	958477	998545	437794	690270	1.23049e+06	1.20614e+06	556992	473964	458809		606120	970750
Q05016	Q05016		YMR226C		1.23345e+07	6.27022e+06	1.22385e+07	6.03701e+06	1.05875e+07	5.9252e+06	1.11842e+07	1.15448e+07	5.98404e+06	1.06614e+07	1.05772e+07	1.12184e+07	6.24881e+06	6.30926e+06	6.35405e+06	5.84799e+06	6.24454e+06	1.1416e+07
Q05022	Q05022		RRP5		7.4382e+06	3.77542e+06	7.38971e+06	3.7211e+06	6.2773e+06	3.56513e+06	6.63931e+06	6.72793e+06	3.50892e+06	6.73281e+06	6.21094e+06	6.69476e+06	3.87869e+06	3.81854e+06	3.778e+06	3.56432e+06	3.7014e+06	6.83889e+06
Q05027	Q05027		TAF9		712626	355686	513643		705018	361370	384090	649533	185996		541322	645789	410702	404817	474353		403904	564220
Q05029	Q05029		BCH1		2.15646e+06	697129	2.27547e+06	855276	1.72643e+06	708351	2.37948e+06	2.07694e+06	1.08358e+06	1.91141e+06	2.03347e+06	2.06375e+06	992109	924888	709641	1.33571e+06	765426	2.13567e+06
Q05040	Q05040		FAR8		2.15957e+06	617667	1.18826e+06		1.40359e+06		2.38917e+06	1.72445e+06	469153	2.61031e+06	1.52043e+06	1.34948e+06	1.76154e+06	408692	1.58355e+06			1.57929e+06
Q05048	Q05048		CSTF1		4.13501e+06	4.65693e+06	4.1794e+06	4.38014e+06	4.03414e+06	4.67881e+06	4.43404e+06	4.12581e+06	4.0778e+06	3.95511e+06	4.13578e+06	4.22521e+06	4.30176e+06	4.48626e+06	4.31258e+06	3.92481e+06	4.25491e+06	4.09286e+06
Q05050	Q05050		EIS1		6.64877e+06	3.5512e+06	6.51861e+06	3.62812e+06	6.19061e+06	3.68419e+06	6.18097e+06	6.13997e+06	3.53573e+06	5.7317e+06	5.96622e+06	6.35254e+06	3.6279e+06	3.48707e+06	3.42696e+06	2.74332e+06	3.43781e+06	6.19055e+06
Q05080	Q05080		HOF1			3.21668e+06	6.76345e+06	3.43513e+06	5.33258e+06	2.8669e+06	6.5716e+06	6.65709e+06	3.24462e+06	7.07093e+06	5.44894e+06		3.03373e+06		2.97765e+06	4.03454e+06	3.14246e+06	6.49095e+06
Q05086	Q05086		UBE3A		4.58433e+06	4.70495e+06	4.62487e+06	4.76939e+06	4.01219e+06	4.54431e+06	4.65543e+06	4.70568e+06	4.82566e+06	4.33819e+06	4.57412e+06	4.5902e+06	4.89384e+06	4.78864e+06	4.68096e+06	4.60372e+06	4.76228e+06	4.60236e+06
Q05123	Q05123		ARP9		3.2734e+06	1.92005e+06	3.74438e+06	1.78664e+06	3.08144e+06	1.936e+06	3.59459e+06	2.96873e+06	2.12321e+06	3.76759e+06	3.25346e+06	3.2265e+06	2.10978e+06	1.99462e+06	2.0957e+06	3.03832e+06	1.76835e+06	3.08788e+06
Q05166	Q05166		ASM4		540057	167540	654389	252432	626439	310550	496791	550682	236963	374268	568929	644985	237344	218703	263542	74812.9	224818	362550
Q05209	Q05209		PTPN12		1.03048e+06	1.00093e+06	1.12793e+06	1.14163e+06	957105	1.03495e+06	1.10744e+06	1.00812e+06	1.17808e+06	916324	956104	1.04621e+06	1.12884e+06	1.13783e+06	1.09565e+06	696525	1.02685e+06	951403
Q05359	Q05359		ERP1		6.71781e+06	3.83882e+06	6.71928e+06	3.99545e+06	6.53958e+06	3.50813e+06	7.19729e+06	6.2634e+06	3.18231e+06	6.6351e+06	6.11838e+06	6.31252e+06	3.23961e+06	3.42042e+06	3.16052e+06	2.23008e+06	3.05168e+06	6.59937e+06
Q05397	Q05397		PTK2		2.60012e+06	2.5827e+06	2.82213e+06	2.87322e+06	2.56878e+06	2.71159e+06	2.63802e+06	2.57216e+06	2.71709e+06	2.47308e+06	2.69419e+06	2.7233e+06	2.70151e+06	2.73272e+06	2.73554e+06	2.31043e+06	2.61337e+06	2.65756e+06
Q05506	Q05506		YDR341C		1.56766e+07	7.97974e+06	1.62073e+07	7.99936e+06	1.24602e+07	7.09062e+06	1.4545e+07	1.44525e+07	7.92969e+06	1.47295e+07	1.29153e+07	1.45585e+07	7.86436e+06	7.85452e+06	8.13406e+06	7.8987e+06	7.35772e+06	1.50223e+07
Q05515	Q05515		SVF1		7.68623e+06	3.72477e+06	7.75979e+06	4.74835e+06	7.58497e+06	4.36777e+06	7.64288e+06	7.18203e+06	3.79074e+06	7.20059e+06	7.16554e+06	7.47557e+06	3.78672e+06	3.90576e+06	3.682e+06	3.45107e+06	3.74197e+06	7.16618e+06
Q05518	Q05518		PAL1		906534	495420	1.0229e+06	429191	999195	693358	837136	858565	449307	487715	1.14328e+06	1.13409e+06	509959	421541	486617	272364	503748	918486
Q05519	Q05519		SRSF11		2.36141e+07	2.47817e+07	2.37844e+07	2.5473e+07	2.11024e+07	2.53077e+07	2.20561e+07	2.22599e+07	2.45174e+07	2.32652e+07	2.12705e+07	2.22407e+07	2.49349e+07	2.49895e+07	2.3827e+07	2.35669e+07	2.38013e+07	2.17601e+07
Q05543	Q05543		RTT103		1.3104e+06	655150	1.3413e+06	725731	1.37847e+06	697749	1.22737e+06	1.30472e+06	621579	957070	1.29906e+06	1.35366e+06	770342	658015	600440	385584	764362	1.18064e+06
Q05567	Q05567		DPL1		4.41028e+06	2.608e+06	4.75984e+06	2.51473e+06	3.709e+06	2.24802e+06	4.25561e+06	4.1986e+06	2.45704e+06	4.41672e+06	3.70418e+06	4.18583e+06	2.38635e+06	2.51085e+06	2.541e+06	2.28005e+06	2.5706e+06	4.46416e+06
Q05584	Q05584		GLO2		4.20976e+06	2.18953e+06	4.17778e+06	2.20017e+06	4.14761e+06	2.06748e+06	4.12816e+06	3.93435e+06	2.02251e+06	4.16851e+06	3.61633e+06	4.11691e+06	2.12978e+06	2.21771e+06	1.99179e+06	1.5376e+06	2.05302e+06	3.76051e+06
Q05636	Q05636		RRP45		1.78689e+06	1.10975e+06	2.11214e+06	1.16155e+06	1.66293e+06	919703	2.02684e+06	1.69518e+06	1.27768e+06	2.41522e+06	1.49284e+06	1.4262e+06	1.19744e+06	1.09085e+06	1.09344e+06	1.6171e+06	982239	1.7933e+06
Q05639	Q05639		EEF1A2		1.14643e+07	1.04487e+07	1.02395e+07	8.37541e+06	1.04834e+07	1.15192e+07	1.14158e+07	1.16455e+07	1.14337e+07	9.91483e+06	1.08853e+07	1.1029e+07	1.13236e+07	1.12134e+07	1.07574e+07	1.03979e+07	8.95316e+06	1.10144e+07
Q05655	Q05655		PRKCD		1.85825e+06	919553	1.85357e+06	820016	1.89137e+06	901101	2.09122e+06	1.82028e+06	1.64982e+06	960927	1.67516e+06	2.18982e+06	1.77605e+06	1.92158e+06	1.41919e+06	650934	1.53591e+06	1.44253e+06
Q05775	Q05775		HCR1		1.60956e+07	8.21988e+06	1.71931e+07	8.7938e+06	1.48717e+07	8.34021e+06	1.6234e+07	1.48225e+07	8.11726e+06	1.51883e+07	1.42715e+07	1.57249e+07	7.6877e+06	8.06294e+06	6.62994e+06	7.43374e+06	7.30398e+06	1.60945e+07
Q05778	Q05778		PBA1		1.71474e+06	935265	1.74648e+06	1.04569e+06	1.44057e+06	809750	1.62185e+06	1.62326e+06	1.04641e+06	1.69358e+06	1.42967e+06	1.72441e+06	1.00088e+06	1.01948e+06	987119	878838	910439	1.63675e+06
Q05785	Q05785		ENT2		4.07037e+06	2.15421e+06	4.06491e+06	1.85307e+06	3.82406e+06	1.74961e+06	3.63846e+06	3.74286e+06	2.01351e+06	3.51472e+06	3.52923e+06	3.91474e+06	1.80432e+06	2.00409e+06	1.92027e+06	1.51172e+06	1.95375e+06	3.40392e+06
Q05788	Q05788		PNP1		2.33895e+06	1.11724e+06	2.41578e+06	1.11401e+06	2.20798e+06	1.12616e+06	2.33902e+06	2.27215e+06	1.25502e+06	2.37841e+06	2.25666e+06	2.3396e+06	1.28883e+06	1.21495e+06	1.23739e+06	1.36112e+06	1.20011e+06	2.19548e+06
Q05809	Q05809		COA4		1.28607e+06	639958	1.19628e+06	770411	903316	720386	718544	1.11124e+06	504750	1.21042e+06	1.07844e+06	1.16096e+06		639863	630134			1.10326e+06
Q05812	Q05812		MSC3		728591	375753	730752	398332	938824	534697	701419	692469	365784	582366	795265	858618	409462	414505	379213	224508	360011	608904
Q05823	Q05823		RNASEL		48261.3	86566	106284	66176.7	130635	178905	105877	108748	121614	50878.6	153181	117567	102123	110280	84833.7		124412	
Q05827	Q05827		HOR7		1.2818e+06	591470	1.641e+06	660713	1.33442e+06	684736	1.82664e+06	1.32589e+06	884189	1.67993e+06	1.5655e+06	1.6505e+06	696117	308802	648500	872872	857351	1.31063e+06
Q05874	Q05874		NNT1		604114	327740	679801	252734	395236	125417	648045	554424	251367	503773	388183	433994	212519	241984	357320	103071	132555	708384
Q05881	Q05881		YLR287C		3.72376e+06	1.84269e+06	3.46835e+06	1.46534e+06	3.16609e+06	1.45404e+06	3.24397e+06	3.59397e+06	2.01925e+06	3.36455e+06	3.31293e+06	3.41702e+06	1.45043e+06	1.48844e+06	1.84604e+06	1.48838e+06	1.59431e+06	3.48259e+06
Q05905	Q05905		HRI1		1.37602e+07	6.87507e+06	1.45277e+07	7.0794e+06	1.17031e+07	6.91924e+06	1.30741e+07	1.25082e+07	6.84199e+06	1.23719e+07	1.18449e+07	1.33205e+07	6.88008e+06	7.00398e+06	6.58015e+06	6.0287e+06	6.83166e+06	1.32765e+07
Q05911	Q05911		ADE13		2.80702e+07	1.41326e+07	2.83759e+07	1.44491e+07	2.64666e+07	1.47566e+07	2.67755e+07	2.55858e+07	1.39077e+07	2.65238e+07	2.5071e+07	2.68498e+07	1.40761e+07	1.41594e+07	1.36814e+07	1.35765e+07	1.40359e+07	2.58645e+07
Q05926	Q05926		GRX8		645338	334403	726787	274449	690118	272356	719449	641944	246351	705274	687019	725336	322195	304985	261867	332524	317716	614407
Q05933	Q05933		ARC18		5.9389e+06	2.99238e+06	5.78674e+06	3.05403e+06	4.9119e+06	2.94467e+06	5.60258e+06	5.28362e+06	2.72801e+06	5.70248e+06	5.08195e+06	5.28124e+06	2.71053e+06	2.96057e+06	2.97197e+06	3.0701e+06	2.60199e+06	4.96216e+06
Q05946	Q05946		UTP13		5.1176e+06	3.71389e+06	3.72901e+06	3.05737e+06	3.57196e+06	4.39418e+06	3.91574e+06	4.77632e+06	5.17163e+06	4.13655e+06	4.0498e+06	4.10136e+06	3.53804e+06	3.64005e+06	4.03599e+06	4.56244e+06	3.44121e+06	3.6679e+06
