Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	53	53	4.50146e+08	4.46566e+08	4.29411e+08	4.42241e+08	4.39582e+08	4.33675e+08
P0AFH0	OGT_ECOLI	ogt	Methylated-DNA--protein-cysteine methyltransferase	2	2			255723	466514		277544
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	12	12	1.08326e+08	1.19474e+08	1.11003e+08	1.16983e+08	1.12699e+08	1.11816e+08
P0AFI0	OXC_ECOLI	oxc	Probable oxalyl-CoA decarboxylase	9	9	4.44038e+06	3.92809e+06	3.48386e+06	3.6688e+06	4.07878e+06	4.02081e+06
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	13	13	2.22205e+07	2.02777e+07	2.04274e+07	2.14747e+07	2.02051e+07	2.0616e+07
P0AFI5	PBP7_ECOLI	pbpG	D-alanyl-D-alanine endopeptidase	2	2	3.25061e+06	3.33785e+06	4.26326e+06	4.13416e+06	4.10253e+06	3.613e+06
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	11	11	2.29982e+07	2.21594e+07	2.288e+07	2.30541e+07	2.21894e+07	2.217e+07
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4	1.47399e+07	1.42093e+07	1.55356e+07	1.42254e+07	1.6662e+07	1.59265e+07
P0AFJ5	PHOB_ECOLI	phoB	Phosphate regulon transcriptional regulatory protein PhoB	1	1	628738		791868			
P0AFJ7	PITA_ECOLI	pitA	Low-affinity inorganic phosphate transporter 1	4	4	6.42538e+06	6.79535e+06	6.74454e+06	6.9294e+06	6.22955e+06	6.54179e+06
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	19	19	2.90183e+07	2.91134e+07	2.96162e+07	2.88487e+07	2.91185e+07	2.85608e+07
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	16	16	3.39139e+07	3.24757e+07	3.07207e+07	3.42135e+07	3.03101e+07	3.04307e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	4	4	4.71096e+07	4.87341e+07	4.3832e+07	4.684e+07	4.64966e+07	4.82477e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	9	9	2.20338e+06	2.09693e+06	1.99043e+06	2.12187e+06	1.86117e+06	1.92973e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	5	5	1.0542e+07	1.07024e+07	1.28959e+07	1.11892e+07	1.37898e+07	1.4432e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	5	5	2.07161e+07	1.67012e+07	1.62357e+07	1.71436e+07	1.87488e+07	1.991e+07
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	2	2	1.53769e+06	1.21635e+06	1.62384e+06	1.4001e+06	1.62042e+06	1.51595e+06
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	2	2		991039	1.12318e+06		1.10361e+06	926562
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	2.27776e+06	2.97848e+06	3.57611e+06	2.6084e+06	3.65047e+06	3.04794e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	6	6	4.37519e+07	4.25179e+07	4.14263e+07	4.26098e+07	4.16591e+07	4.28698e+07
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	7	7	2.27462e+07	2.38759e+07	2.16269e+07	2.28591e+07	2.17282e+07	2.14799e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	2	2	4.19423e+06	3.66178e+06	3.98142e+06	4.027e+06	4.08797e+06	3.54222e+06
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	7	7	2.57721e+07	2.60016e+07	2.66653e+07	2.50903e+07	2.84612e+07	2.85216e+07
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2	1.66112e+06	1.68244e+06	1.85142e+06	1.76847e+06	1.45526e+06	1.69894e+06
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2			1.98868e+06	1.85124e+06	1.40329e+06	1.23098e+06
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	2	2	2.19962e+06	1.94637e+06	2.54044e+06	1.69906e+06	2.42037e+06	1.7439e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	6	6	5.52417e+07	5.45343e+07	5.50664e+07	5.56691e+07	5.51046e+07	5.66423e+07
P0AFW4	RNK_ECOLI	rnk	Regulator of nucleoside diphosphate kinase	1	1	599234	599360	424282		594616	470303
P0AFW8	ROF_ECOLI	rof	Protein rof	3	3	3.71923e+07	3.87371e+07	3.8123e+07	3.72885e+07	3.74582e+07	3.62408e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	3	3	6.61216e+06	6.26449e+06	5.19354e+06	6.42476e+06	6.5125e+06	4.8283e+06
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	3.8199e+06	4.05948e+06	4.36459e+06	4.03096e+06	3.525e+06	3.3146e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	6	6	1.04419e+07	1.14588e+07	9.87559e+06	1.04662e+07	1.0059e+07	9.70242e+06
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	11	11	6.92523e+07	7.18673e+07	7.17263e+07	7.10224e+07	7.1564e+07	6.84975e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	4	4	1.65025e+07	1.84315e+07	1.75259e+07	1.81702e+07	1.7487e+07	1.687e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.12387e+07	4.1068e+07	3.91623e+07	3.95906e+07	4.04581e+07	4.04734e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	4	4	1.47702e+07	1.39841e+07	1.44358e+07	1.35598e+07	1.30959e+07	1.39859e+07
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7	6.82289e+07	7.01281e+07	6.47475e+07	6.86426e+07	6.11776e+07	6.28089e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.0331e+07	1.08992e+07	1.1939e+07	1.03984e+07	1.07799e+07	1.09753e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	8	8	2.99192e+06	3.37191e+06	3.18157e+06	3.32704e+06	2.96033e+06	3.19891e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3	8.40774e+06	8.22564e+06	7.1991e+06	9.15639e+06	8.37751e+06	8.47844e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	15	15	7.79849e+07	8.05556e+07	7.86979e+07	8.40358e+07	7.68538e+07	8.26604e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	10	10	7.55137e+06	6.98392e+06	6.90064e+06	7.23736e+06	6.84902e+06	6.65672e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	6	6	1.09234e+08	1.08158e+08	1.04442e+08	9.99047e+07	1.03784e+08	1.03682e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	26	26	1.26883e+08	1.2433e+08	1.26915e+08	1.25086e+08	1.24437e+08	1.23777e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	8	8	8.51817e+06	7.83849e+06	7.75697e+06	8.78912e+06	7.59832e+06	7.73748e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.19675e+09	1.20552e+09	1.17478e+09	1.18231e+09	1.12037e+09	1.1251e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	6.04371e+08	5.76798e+08	6.09831e+08	6.25103e+08	5.8271e+08	5.89854e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6	4.863e+08	4.60911e+08	4.4627e+08	4.54794e+08	4.51151e+08	4.67486e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.21315e+09	1.22522e+09	1.28767e+09	1.23081e+09	1.28734e+09	1.28031e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	8.16084e+08	8.09729e+08	7.88008e+08	8.11392e+08	7.86862e+08	7.66404e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	8.32621e+08	9.41543e+08	9.59558e+08	8.74491e+08	9.6593e+08	9.52402e+08
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	41	41	1.57493e+09	1.58593e+09	1.62265e+09	1.54548e+09	1.61362e+09	1.61737e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	2	2	1.65204e+06		1.36752e+06			
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.18595e+06	2.26931e+06	2.22815e+06	1.898e+06	2.12996e+06	2.33966e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	642890		407554		480816	
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	16	16	1.43514e+07	1.38026e+07	1.51452e+07	1.41284e+07	1.48914e+07	1.48729e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5	1.62051e+06	1.66388e+06	1.67339e+06	1.91946e+06	1.55894e+06	1.59932e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	6	6	3.598e+08	3.71665e+08	3.79941e+08	3.74309e+08	3.71504e+08	3.78798e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.55516e+07	2.63531e+07	2.51087e+07	2.61572e+07	2.54583e+07	2.48339e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	5	5	6.17097e+06	6.38522e+06	5.40707e+06	5.43806e+06	4.97332e+06	4.86134e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	4.58956e+06	3.94536e+06	4.66542e+06	4.39407e+06	4.39731e+06	4.11568e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.22611e+07	4.2783e+07	3.80071e+07	4.26157e+07	3.78533e+07	3.86083e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.354e+07	2.50098e+07	2.44247e+07	2.41417e+07	2.41303e+07	2.34367e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.9438e+06	8.9961e+06	9.09986e+06	8.85994e+06	8.90559e+06	8.68868e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	7	7	1.34846e+07	1.25967e+07	1.28815e+07	1.40733e+07	1.2373e+07	1.34694e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	11	11	4.67792e+06	4.25826e+06	4.68812e+06	4.44245e+06	4.74409e+06	4.75442e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	643450	613704	570135	780205	634722	575252
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	3.62182e+06	3.06944e+06	3.42938e+06	3.26651e+06	3.48092e+06	2.92174e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.34465e+08	3.32984e+08	2.9971e+08	3.19625e+08	3.03666e+08	3.0167e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14	3.46267e+07	3.61168e+07	3.51424e+07	3.47706e+07	3.51309e+07	3.56541e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	1.97575e+08	1.9726e+08	1.91196e+08	1.95937e+08	1.87874e+08	1.92359e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7	3.32208e+07	3.49815e+07	3.16039e+07	3.42098e+07	3.25408e+07	3.30816e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	3.8623e+07	4.09066e+07	3.81036e+07	3.89558e+07	3.88227e+07	3.94149e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	3.24937e+06	3.32502e+06	2.70481e+06	3.84179e+06	2.71991e+06	2.77192e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	6	6	8.42492e+06	7.43237e+06	8.50732e+06	8.33468e+06	8.55212e+06	8.25433e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	6.48391e+06	7.65247e+06	6.48059e+06	7.1132e+06	6.49374e+06	7.39737e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	7.88395e+06	8.41894e+06	9.00039e+06	6.84109e+06	8.72414e+06	5.85293e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	14	14	2.21372e+07	2.22778e+07	2.21455e+07	2.16624e+07	2.22016e+07	2.31468e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	1.59546e+06	1.75312e+06	1.76276e+06	1.57041e+06	1.62914e+06	1.28076e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	9.21372e+06	9.4041e+06	9.85372e+06	9.79724e+06	9.77531e+06	9.50321e+06
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	4.80367e+07	5.06089e+07	4.67745e+07	4.95811e+07	4.9402e+07	4.90941e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	8.49479e+06	8.53626e+06	8.40346e+06	7.71952e+06	8.23084e+06	8.04444e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	9.53107e+07	9.84944e+07	9.31176e+07	9.40592e+07	9.82908e+07	9.58387e+07
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.26318e+07	6.62023e+07	6.17071e+07	5.87877e+07	6.21979e+07	6.37845e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	8.1225e+06	8.0049e+06	9.39302e+06	9.66952e+06	1.03977e+07	1.01232e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.04218e+08	2.05315e+08	1.79761e+08	1.98801e+08	2.03682e+08	1.88966e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	726962	1.06296e+06	545001	922931	621983	537264
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.4735e+07	1.5574e+07	1.50598e+07	1.48292e+07	1.4596e+07	1.47043e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.49144e+06		2.38923e+06	1.51717e+06	2.06239e+06	1.69694e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	2.80062e+08	2.47507e+08	3.45592e+08	2.82586e+08	3.45073e+08	3.60937e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	3.48811e+07	4.5031e+07	4.29437e+07	4.5303e+07	4.11859e+07	4.01521e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	5	5	1.48272e+07	1.46524e+07	1.53277e+07	1.46651e+07	1.58908e+07	1.57957e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2			3.09893e+06	2.07879e+06		3.0938e+06
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.46712e+07	1.52731e+07	1.4175e+07	1.44123e+07	1.3569e+07	1.28601e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	8	8	3.13928e+06	3.05818e+06	3.53869e+06	3.37062e+06	3.12004e+06	3.09232e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.066e+07	2.12657e+07	2.0426e+07	2.05532e+07	1.94165e+07	2.05429e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	8.29788e+06	9.71422e+06	8.67428e+06	9.53865e+06	9.04905e+06	9.00363e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.97176e+07	2.03147e+07	1.87622e+07	2.20289e+07	1.83361e+07	1.78203e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	1.99787e+07	2.02586e+07	2.02197e+07	2.05409e+07	2.03531e+07	2.00301e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	3.7167e+07	3.81925e+07	3.47062e+07	3.6541e+07	3.63113e+07	3.69291e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	3.1145e+06	3.69558e+06	2.36659e+06		3.75418e+06	2.77249e+06
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	6.84026e+07	7.15017e+07	7.3242e+07	6.90525e+07	7.23911e+07	7.59233e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1			288438	314163	598218	295612
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	7.29055e+06	7.9016e+06	8.53778e+06	6.33912e+06	8.73288e+06	8.21872e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	31	0	6.30539e+09	6.92364e+09	6.51017e+09	6.43006e+09	6.54831e+09	6.62958e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	1.57036e+07	1.75537e+07	1.86079e+07	1.79673e+07	1.81477e+07	1.82004e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	27	27	1.73945e+07	1.67344e+07	1.64718e+07	1.67813e+07	1.65861e+07	1.60298e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.32604e+07	2.20868e+07	2.24598e+07	2.29337e+07	2.34314e+07	2.20086e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	21	21	3.92453e+07	3.96853e+07	4.03528e+07	3.86715e+07	4.11132e+07	4.08209e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1	1.26418e+07	8.98358e+06	228888	8.10374e+06		443743
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.01888e+07	3.45771e+07	3.84417e+07	4.01957e+07	3.41303e+07	3.41083e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	6.46661e+06	7.2917e+06	5.80626e+06	6.68692e+06	6.21362e+06	6.24014e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	3	3	686533	903920	597779	1.12662e+06	732673	734148
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	15	15	8.80583e+07	9.28772e+07	8.9236e+07	9.15801e+07	8.51997e+07	8.92986e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	36	36	4.35136e+07	4.43095e+07	4.47743e+07	4.36001e+07	4.59382e+07	4.56361e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.81605e+06	3.96462e+06	3.44614e+06	4.0579e+06	3.77649e+06	3.99577e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.38236e+06	2.6293e+06	2.6243e+06	2.87176e+06	2.54036e+06	2.5006e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	862293	849646	742658	862396	831039	805901
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4	2.84564e+07	2.80383e+07		2.74308e+07		
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		18	18	9.1583e+07	8.70392e+07	4.14129e+06	9.29893e+07	3.48621e+06	3.91422e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	2	1	9.5608e+06	8.61263e+06	9.40351e+06	9.81272e+06	9.37726e+06	8.53362e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	3	3	2.40535e+06	2.0025e+06	1.98028e+06	2.03026e+06	2.19002e+06	2.37806e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	9	1.41313e+07	1.54107e+07	1.58152e+07	1.50937e+07	1.54184e+07	1.54396e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	7	7	5.91141e+06	5.2744e+06	5.54642e+06	6.22883e+06	5.23705e+06	5.7908e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	3	3			1.38962e+06	1.443e+06		1.24988e+06
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.34936e+07	2.41888e+07	2.50083e+07	2.29514e+07	2.55924e+07	2.61114e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	29	29	5.79296e+07	5.52574e+07	5.32395e+07	5.57125e+07	5.1729e+07	5.32407e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.13031e+07	2.23022e+07	2.25431e+07	2.13046e+07	2.32562e+07	2.24829e+07
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.3728e+07	1.41582e+07	1.30935e+07	1.33419e+07	1.314e+07	1.35928e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20	1.47306e+08	1.48422e+08	7.29695e+06	1.40954e+08	7.37769e+06	7.50772e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.03765e+07	2.92583e+07	3.00631e+07	3.13258e+07	3.17681e+07	2.8613e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2		7.48688e+06	6.82196e+06		6.62337e+06	6.61037e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	9.69588e+06	7.43019e+06	9.82658e+06	1.03523e+07	9.71556e+06	9.47192e+06
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.29716e+08	2.37034e+08	2.26078e+08	2.36479e+08	2.24502e+08	2.32285e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	2.08636e+06	1.19716e+06	2.17154e+06	1.17772e+06	1.86676e+06	1.93894e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3	7.16136e+06	5.80791e+06	5.69171e+06	7.49664e+06	5.67718e+06	4.60977e+06
P13009	METH_ECOLI	metH	Methionine synthase	23	23	8.50445e+06	8.49972e+06	8.51243e+06	8.554e+06	8.40574e+06	8.12843e+06
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	6.94421e+06	7.39084e+06	8.74694e+06	7.34402e+06	7.80446e+06	7.81215e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	1.84559e+07	1.83506e+07	1.83804e+07	1.91318e+07	1.90141e+07	1.80973e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.83306e+08	1.80076e+08	1.78767e+08	1.84034e+08	1.79551e+08	1.80298e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	1.50123e+06	1.30593e+06	1.83946e+06	1.4779e+06	1.83255e+06	1.86884e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.25717e+07	1.35482e+07	1.46836e+07	1.40458e+07	1.41015e+07	1.45757e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.59898e+07	2.82241e+07	2.22666e+07	2.63029e+07	2.13856e+07	2.49803e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	3	3			1.72253e+06		1.5195e+06	2.3049e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	400557	547126	435638	350141	354889	403790
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.89739e+07	1.97053e+07	1.79448e+07	1.6927e+07	1.772e+07	1.82909e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	7	7	1.08604e+07	1.04215e+07	9.15004e+06	1.1011e+07	1.06973e+07	9.92745e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	7	7	1.16201e+07	1.18214e+07	8.61455e+06	9.77088e+06	9.58948e+06	8.61742e+06
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	3	3	407234	210072	214848	349094	292481	285731
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	23	16	1.03798e+08	1.05864e+08	1.07192e+08	1.0115e+08	1.08015e+08	1.07167e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	7	7	1.69283e+07	1.6361e+07	1.62109e+07	1.64755e+07	1.66124e+07	1.65311e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	2	2	1.61944e+06	1.29574e+06	1.83498e+06	1.4046e+06	1.99275e+06	1.53028e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	5.66315e+07	5.25107e+07	5.56435e+07	5.57065e+07	5.57194e+07	5.72125e+07
P15038	HELD_ECOLI	helD	Helicase IV	3	3	1.95947e+06	3.65734e+06	1.96213e+06	2.15474e+06	2.99843e+06	2.45962e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.13648e+07	2.27346e+07	2.1144e+07	2.13702e+07	2.1046e+07	2.1358e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3	3	1.93242e+06	1.73608e+06	1.54868e+06	1.56539e+06	1.54903e+06	1.79155e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	2.21317e+06	2.85229e+06	2.59278e+06	2.9999e+06	3.03564e+06	2.9577e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.92499e+07	1.93211e+07	1.86751e+07	1.75018e+07	1.90554e+07	1.69126e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.06098e+06		1.58743e+06	1.20002e+06	1.68856e+06	1.46312e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	19	19	1.04575e+07	1.07607e+07	1.03259e+07	9.98615e+06	9.9125e+06	9.84454e+06
