Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	17	17	2.94216e+07	3.41186e+07	2.97719e+07	3.44898e+07	3.06502e+07	3.519e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5	4.99252e+07	4.81824e+07	5.07406e+07	4.85157e+07	4.78206e+07	4.85132e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	8	8	2.28145e+06	2.76782e+06	2.33126e+06	2.7009e+06	2.35357e+06	2.78093e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	6	6	1.46149e+07	1.12612e+07	1.45882e+07	1.11458e+07	1.40231e+07	1.24248e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	6	6	2.05077e+07	1.95849e+07	2.03691e+07	2.02356e+07	2.06858e+07	1.97359e+07
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	2	2	1.50915e+06	2.05031e+06	1.61032e+06	1.82613e+06	1.96383e+06	
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	1	1	2.0063e+06					
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	3.96245e+06	2.58668e+06	3.74012e+06	3.14324e+06	4.00807e+06	3.20938e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	6	6	4.80857e+07	4.83302e+07	4.76651e+07	4.62746e+07	4.80521e+07	4.83877e+07
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	7	7	2.44884e+07	2.36512e+07	2.36119e+07	2.37427e+07	2.51122e+07	2.38798e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	2	2	6.50764e+06	7.56352e+06	6.0803e+06	7.28195e+06	6.00135e+06	7.10365e+06
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	6	6	2.99824e+07	2.76262e+07	3.07158e+07	2.88615e+07	2.93512e+07	2.71981e+07
P0AFT2	YECS_ECOLI	yecS	Inner membrane amino-acid ABC transporter permease protein YecS	2	2	1.07614e+06	1.5884e+06	1.48416e+06	2.02094e+06	1.8042e+06	
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2	947991	1.17821e+06	813360		1.07318e+06	919149
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	2	2	1.31329e+06	1.44889e+06	1.32318e+06	1.25131e+06	1.28399e+06	1.21681e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	6	6	6.21198e+07	5.84709e+07	6.10767e+07	5.81362e+07	5.9341e+07	5.96525e+07
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	2	2	4.79269e+06	3.15792e+06	4.77474e+06	3.15178e+06	5.88092e+06	2.79468e+06
P0AFW4	RNK_ECOLI	rnk	Regulator of nucleoside diphosphate kinase	1	1		670596	614043	608504	623400	
P0AFW8	ROF_ECOLI	rof	Protein rof	3	3	3.63572e+07	3.31896e+07	3.37759e+07	3.36054e+07	3.46337e+07	3.23567e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	3	3	5.97521e+06	7.97497e+06	6.17425e+06	8.41001e+06	6.32413e+06	7.72817e+06
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	3.62926e+06	4.22972e+06	4.31296e+06	4.54176e+06	4.39137e+06	4.2786e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	7	7	1.07829e+07	1.1355e+07	1.16612e+07	1.2089e+07	1.09231e+07	1.16492e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	11	11	8.13468e+07	7.81784e+07	7.93337e+07	7.64146e+07	7.90578e+07	7.76777e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	5	5	1.71402e+07	1.75091e+07	1.74322e+07	1.8534e+07	1.72842e+07	1.85032e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.51223e+07	4.22019e+07	4.34252e+07	4.29185e+07	4.29906e+07	4.20818e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	5	5	1.49382e+07	1.53976e+07	1.44803e+07	1.4285e+07	1.51481e+07	1.44689e+07
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7	6.49172e+07	7.30434e+07	6.81846e+07	7.34232e+07	6.66869e+07	7.09249e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.61262e+07	1.47144e+07	1.69565e+07	1.49649e+07	1.64198e+07	1.49279e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	9	9	3.67689e+06	3.59263e+06	3.73853e+06	3.47462e+06	3.70813e+06	3.12826e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	4	4	8.35589e+06	8.81165e+06	8.48369e+06	8.76932e+06	8.27503e+06	1.00021e+07
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	14	14	1.3778e+07	1.22835e+07	1.46619e+07	1.29818e+07	1.40594e+07	1.29177e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	8	8	5.9391e+06	7.024e+06	6.30853e+06	6.41748e+06	6.15691e+06	6.84008e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	6	6	1.1244e+08	1.14437e+08	1.12486e+08	1.12084e+08	1.08686e+08	1.13284e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	27	27	1.33871e+08	1.33916e+08	1.33466e+08	1.30361e+08	1.36333e+08	1.31765e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	7	7	8.63836e+06	9.11808e+06	8.77221e+06	9.63486e+06	9.0484e+06	9.56489e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.18707e+09	1.23264e+09	1.18009e+09	1.20796e+09	1.14523e+09	1.18591e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	8	8	5.37591e+08	5.83878e+08	5.5402e+08	5.52872e+08	5.59919e+08	5.91065e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	7	7	4.71243e+08	4.72712e+08	4.42791e+08	4.5385e+08	4.46124e+08	4.40265e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.35725e+09	1.27852e+09	1.38138e+09	1.27954e+09	1.36177e+09	1.28734e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	7.98028e+08	8.23517e+08	8.22214e+08	7.79562e+08	8.0388e+08	7.96294e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.1713e+09	1.00155e+09	1.19245e+09	1.05047e+09	1.15819e+09	1.03236e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	41	41	1.64485e+09	1.51467e+09	1.61385e+09	1.51329e+09	1.65417e+09	1.48966e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3	2.70117e+06		2.526e+06		2.27201e+06	
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	2	2	2.14853e+06				1.83466e+06	1.58168e+06
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.43892e+06	2.39182e+06	2.20095e+06	2.76938e+06	2.70061e+06	2.02977e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	1.27781e+06	1.14694e+06	920736			
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	15	15	1.55602e+07	1.53671e+07	1.66635e+07	1.52205e+07	1.64004e+07	1.53416e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5	2.98596e+06	1.94477e+06	2.55253e+06		3.26288e+06	2.22218e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	5	5	3.66693e+08	3.29039e+08	3.51478e+08	3.40149e+08	3.9537e+08	3.51728e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	28	28	2.74717e+07	2.81673e+07	2.77725e+07	2.87127e+07	2.77826e+07	2.85143e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	5	5	6.56557e+06	7.41807e+06	5.26249e+06	6.9885e+06	6.058e+06	6.70294e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	4.99351e+06	4.45389e+06	5.13825e+06	4.77001e+06	5.23274e+06	4.91651e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	3.76006e+07	4.44879e+07	3.92868e+07	4.43725e+07	3.57135e+07	4.52975e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.64757e+07	2.48338e+07	2.65597e+07	2.49787e+07	2.59578e+07	2.51919e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.41841e+06	8.8387e+06	8.82665e+06	8.95388e+06	8.61614e+06	8.87953e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.29291e+07	1.30427e+07	1.27094e+07	1.3137e+07	1.28182e+07	1.39754e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	12	12	5.62554e+06	5.02215e+06	5.63816e+06	4.89551e+06	5.39945e+06	5.1695e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	542299	532102		505711	655181	654041
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	3.26845e+06	3.88714e+06	3.9374e+06	3.1362e+06	3.84385e+06	3.20251e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.20188e+08	3.46966e+08	3.16898e+08	3.37181e+08	3.09735e+08	3.29174e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14	3.69622e+07	3.68784e+07	3.86062e+07	3.74737e+07	3.80124e+07	3.6023e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	8	8	1.91789e+08	1.96651e+08	1.97561e+08	1.94785e+08	1.99628e+08	1.99301e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.29318e+07	3.52849e+07	3.34868e+07	3.62164e+07	3.18363e+07	3.52961e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	3.98676e+07	4.04075e+07	4.1579e+07	4.15791e+07	4.01875e+07	4.13547e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	2.3714e+06	2.97861e+06	2.45538e+06	2.67956e+06	2.44103e+06	3.3547e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	8.62727e+06	8.00098e+06	8.32342e+06	7.63553e+06	9.24133e+06	8.46231e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	4	4	7.14546e+06	7.90259e+06	7.93862e+06	8.21523e+06	6.11571e+06	7.14594e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	1.03094e+07	1.02224e+07	9.84835e+06	8.97484e+06	1.15316e+07	1.01811e+07
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	14	14	2.4652e+07	2.36741e+07	2.53196e+07	2.43633e+07	2.47126e+07	2.30612e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	3.46116e+06	4.28936e+06	4.30297e+06	4.13558e+06	5.51009e+06	4.57831e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.01834e+07	1.01568e+07	1.05144e+07	1.0168e+07	9.88245e+06	1.01645e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	5.08694e+07	5.17703e+07	5.12088e+07	5.30247e+07	4.95716e+07	5.20973e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	5	5	1.00259e+07	9.73402e+06	9.758e+06	1.02894e+07	9.71873e+06	8.72466e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	17	17	1.01094e+08	9.98784e+07	1.01441e+08	1.01145e+08	1.03002e+08	1.01445e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.91252e+07	6.28421e+07	6.82085e+07	6.47512e+07	7.10442e+07	5.90268e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	1.06024e+07	9.07391e+06	1.10212e+07	8.94392e+06	1.20424e+07	1.05368e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	1.96027e+08	2.05484e+08	1.89591e+08	2.15677e+08	1.81212e+08	2.03891e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	361523	524327		564097	379859	504821
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.55563e+07	1.56674e+07	1.61659e+07	1.65275e+07	1.59897e+07	1.51071e+07
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.78449e+08	2.30002e+08	3.92653e+08	2.47059e+08	4.09094e+08	2.7766e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.03015e+07	4.10734e+07	4.40375e+07	4.63855e+07	4.21654e+07	4.73928e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.50775e+07	1.64137e+07	1.62015e+07	1.55919e+07	1.5783e+07	1.54369e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	3.85378e+06		3.97446e+06		3.25856e+06	
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.61223e+07	1.61699e+07	1.59165e+07	1.66761e+07	1.48865e+07	1.67908e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	4.79325e+06	4.48459e+06	4.48617e+06	4.89338e+06	3.99497e+06	4.87603e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.06885e+07	2.05539e+07	2.057e+07	2.08353e+07	2.04068e+07	2.02443e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	7	7	8.87525e+06	8.39866e+06	8.54126e+06	9.76648e+06	8.72379e+06	9.06856e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.84843e+07	2.08434e+07	1.91567e+07	2.2383e+07	1.82627e+07	2.31126e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.13911e+07	2.35778e+07	2.03943e+07	2.32984e+07	2.12251e+07	2.14848e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	4.00331e+07	4.17582e+07	3.9505e+07	4.23349e+07	4.01341e+07	4.00189e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	4.04332e+06	3.43753e+06	3.9373e+06	4.10814e+06	2.87567e+06	3.67856e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1	110892	70437.4	142849		110280	
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	14	14	8.42626e+07	6.91321e+07	7.80158e+07	7.08415e+07	7.70626e+07	6.97237e+07
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	9.29439e+06	7.37087e+06	1.01731e+07	7.32919e+06	1.11264e+07	6.79415e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	30	0	6.60098e+09	6.41992e+09	6.67598e+09	7.02164e+09	6.72223e+09	6.57437e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	1.84116e+07	1.81924e+07	2.04274e+07	1.79274e+07	2.05731e+07	1.88422e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	27	27	1.60454e+07	1.69002e+07	1.65307e+07	1.65823e+07	1.60783e+07	1.65139e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.5571e+07	2.54522e+07	2.57072e+07	2.38085e+07	2.5811e+07	2.40548e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	20	20	5.3964e+07	5.16081e+07	5.57333e+07	5.33659e+07	5.42171e+07	5.2237e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1		1.28833e+07		9.15122e+06		7.59666e+06
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.69602e+07	3.18273e+07	3.95247e+07	3.44426e+07	3.94132e+07	4.0259e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	4	4	7.33658e+06	7.55087e+06	7.31785e+06	7.82479e+06	7.31978e+06	7.92262e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	4	4	875200	1.23687e+06	1.00669e+06	1.26342e+06	1.06217e+06	1.42515e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	13	13	9.48031e+07	9.73988e+07	9.32631e+07	1.01924e+08	9.77302e+07	9.66217e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	37	37	4.62699e+07	4.5474e+07	4.77403e+07	4.61106e+07	4.62467e+07	4.52741e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.28222e+06	2.99002e+06	3.76901e+06	3.29071e+06	3.65254e+06	3.40518e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.13609e+06	2.1856e+06	2.17322e+06	2.07115e+06	2.15654e+06	2.32787e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	1.3133e+06	1.31998e+06	1.55885e+06	1.37973e+06	1.22508e+06	1.40684e+06
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4		2.82331e+07		2.86503e+07		2.80444e+07
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		17	17		9.12809e+07		8.52826e+07		9.26382e+07
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	2	1	9.10178e+06	1.02248e+07	1.011e+07	9.10222e+06	9.18266e+06	1.02583e+07
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	2	2	2.49698e+06	2.33792e+06	2.52575e+06	1.79421e+06	2.23426e+06	1.94432e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	10	1.45974e+07	1.50436e+07	1.49939e+07	1.5425e+07	1.57542e+07	1.49387e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	7.31015e+06	7.99086e+06	7.39514e+06	6.65516e+06	7.83397e+06	7.95801e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	4	4				1.03326e+06	781585	975301
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.59679e+07	2.33791e+07	2.59472e+07	2.21395e+07	2.51037e+07	2.24517e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	30	30	5.74297e+07	6.16923e+07	5.73207e+07	5.87619e+07	5.52827e+07	6.00905e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.42105e+07	2.18867e+07	2.22236e+07	2.3641e+07	2.44284e+07	2.298e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	944844	1.31928e+06	1.00242e+06	1.26885e+06	1.09024e+06	1.34898e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.40682e+07	1.43269e+07	1.50702e+07	1.48761e+07	1.48674e+07	1.37644e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20		1.55592e+08		1.55303e+08		1.49493e+08
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.15793e+07	3.07648e+07	3.15173e+07	2.97289e+07	3.15882e+07	3.10746e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	5.01423e+06		6.98932e+06		7.32907e+06	
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.01881e+07	1.23424e+07	1.06422e+07	8.48048e+06	1.03835e+07	1.17692e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.3666e+08	2.26769e+08	2.28658e+08	2.35222e+08	2.25772e+08	2.39448e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.87497e+06	2.0285e+06	2.03704e+06	1.46422e+06	2.00865e+06	1.51012e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3	1.52054e+06	3.05175e+06	1.4965e+06	3.4802e+06	1.19842e+06	2.94393e+06
P13009	METH_ECOLI	metH	Methionine synthase	24	24	1.0118e+07	1.03518e+07	1.01701e+07	1.04694e+07	9.85745e+06	1.01031e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	7.7491e+06	7.08291e+06	8.09004e+06	7.14912e+06	8.06375e+06	7.36422e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	1.83666e+07	1.85455e+07	1.99981e+07	1.93806e+07	1.82994e+07	2.00424e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	42	42	1.87722e+08	1.91598e+08	1.93697e+08	1.87842e+08	1.91363e+08	1.92263e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	2.09856e+06	1.71967e+06	2.17266e+06	1.52993e+06	1.90639e+06	1.64281e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	19	19	1.45155e+07	1.42235e+07	1.49424e+07	1.33932e+07	1.45977e+07	1.38565e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	15	15	2.42808e+07	2.64365e+07	2.29975e+07	2.88198e+07	2.47203e+07	2.65209e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	1	1	1.97997e+06		2.42713e+06		1.56205e+06	
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	717547	721576	733560	868767	814133	650174
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.8408e+07	1.86509e+07	1.82614e+07	1.83874e+07	1.81021e+07	1.68635e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	9	9	6.94238e+06	6.64255e+06	6.78373e+06	6.01578e+06	6.27731e+06	7.0915e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	6	6	1.11667e+07	1.26833e+07	1.19164e+07	1.27628e+07	1.16132e+07	1.123e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	6	6	615596	621823	492818	452300	616270	545553
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	24	16	1.13335e+08	1.09693e+08	1.13775e+08	1.10462e+08	1.1455e+08	1.05482e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	1.82791e+07	1.94523e+07	1.8887e+07	1.85569e+07	1.80543e+07	1.81913e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	1.45085e+06	1.53079e+06	1.59863e+06	1.23583e+06	1.68006e+06	1.40942e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	12	12	5.81219e+07	5.35931e+07	5.93055e+07	5.1734e+07	5.62555e+07	5.36414e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	4.54433e+06	5.43188e+06	5.19337e+06	5.40788e+06	4.56385e+06	5.48158e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	19	19	2.08883e+07	2.08676e+07	2.11231e+07	2.25712e+07	2.07862e+07	2.07281e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3	3	1.87311e+06		1.92622e+06	1.98161e+06	1.56155e+06	2.15467e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	5	5	3.07323e+06	2.60919e+06	2.41061e+06	3.30052e+06	2.95113e+06	3.16703e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1		1.92467e+07	1.98232e+07	1.85949e+07	1.70779e+07	1.66296e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	935820	1.00754e+06	1.16473e+06	773045	1.29385e+06	1.04083e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	17	17	1.30685e+07	1.29956e+07	1.33171e+07	1.26245e+07	1.28073e+07	1.31057e+07
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	875733	926122	838138	905861	825398	856366
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	20	20	1.26646e+08	1.19499e+08	1.27681e+08	1.2001e+08	1.23701e+08	1.1599e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		10	10		6.9423e+07		6.68641e+07		6.72408e+07
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	13	13	2.86285e+07	3.37838e+07	3.11951e+07	3.25352e+07	2.92138e+07	3.3462e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	1.89253e+07	1.60652e+07	1.88606e+07	1.79395e+07	1.88206e+07	1.7452e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.10521e+07	1.09677e+07	1.10249e+07	1.07015e+07	1.13805e+07	1.13565e+07
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	8.65964e+06	9.77579e+06	9.63077e+06	8.24609e+06	9.44194e+06	9.56639e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		11	11		7.84097e+07		7.9135e+07		7.80934e+07
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9	2.91801e+07	2.87073e+07	2.90974e+07	2.75661e+07	3.09518e+07	2.8879e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	5.87573e+06	4.98172e+06	5.96523e+06	4.97027e+06	5.54477e+06	5.3506e+06
